SAMPLE NUMBER:   3
TIME RESOLUTION: 4 ms/sample
mmHg RESOLUTION: 0.0203458 mmHg/unit
DATA UNITS:      mmHg, mmHg/sec
ECG UNITS:       uV
ECG RESOLUTION:  0.3051758 uV/unit

------------------------- Begin Data -------------------------
  I     	  II     	  RV     	  RV'		
  0.00   	-68.36   	  5.62   	 -10.17		
  8.54   	-51.88   	  5.57   	   0.00		
 15.26   	-31.74   	  5.57   	 -10.17		
 19.53   	 -9.77   	  5.53   	  25.43		
 21.06   	 11.60   	  5.64   	  20.35		
 21.36   	 30.52   	  5.72   	 -45.78		
 22.28   	 46.08   	  5.53   	 -45.78		
 25.02   	 57.37   	  5.35   	 -30.52		
 29.60   	 63.17   	  5.23   	 -45.78		
 35.40   	 61.65   	  5.05   	 -15.26		
 40.28   	 54.02   	  4.98   	  50.86		
 42.42   	 43.33   	  5.19   	  30.52		
 40.28   	 33.26   	  5.31   	   0.00		
 33.26   	 25.02   	  5.31   	  30.52		
 22.89   	 14.34   	  5.43   	  50.86		
 10.99   	 -4.58   	  5.64   	  55.95		
 -0.61   	-32.96   	  5.86   	  61.04		
-10.38   	-65.31   	  6.10   	  50.86		
-17.40   	-91.55   	  6.31   	  25.43		
-21.06   	-105.29   	  6.41   	  10.17		
-21.36   	-108.34   	  6.45   	   5.09		
-19.84   	-106.51   	  6.47   	  10.17		
-18.31   	-105.59   	  6.51   	  20.35		
-18.01   	-107.12   	  6.59   	  40.69		
-19.23   	-109.56   	  6.75   	  30.52		
-21.36   	-110.47   	  6.88   	  -5.09		
-23.19   	-109.86   	  6.86   	 -10.17		
-24.72   	-108.95   	  6.82   	  -5.09		
-25.94   	-107.73   	  6.80   	 -10.17		
-26.86   	-105.90   	  6.75   	 -15.26		
-27.47   	-104.06   	  6.69   	  10.17		
-27.77   	-101.93   	  6.73   	  50.86		
-27.77   	-101.62   	  6.94   	  40.69		
-26.25   	-106.51   	  7.10   	  25.43		
-21.06   	-119.02   	  7.20   	   5.09		
 -9.46   	-136.41   	  7.22   	 -30.52		
 10.99   	-143.43   	  7.10   	 -50.86		
 40.59   	-109.86   	  6.90   	 -35.61		
 75.38   	  7.63   	  6.75   	 -10.17		
106.81   	245.06   	  6.71   	  35.61		
124.82   	606.38   	  6.86   	  81.38		
123.29   	1044.62   	  7.18   	  96.64		
 97.96   	1470.03   	  7.57   	  76.30		
 45.17   	1775.21(R)	  7.87   	 122.07		
-171.81   	1702.58   	  8.36   	  35.61		
-327.76   	1328.43   	  8.50   	  15.26		
-477.60   	841.06   	  8.57   	  10.17		
-578.61   	368.35   	  8.61   	   0.00		
-602.11   	 18.92   	  8.61   	  -5.09		
-551.15   	-164.79   	  8.59(E)	   5.09		
-454.10   	-209.66   	  8.61   	  15.26		
-345.46   	-178.83   	  8.67   	  25.43		
-248.11   	-133.97   	  8.77   	  -5.09		
-168.76   	-108.95   	  8.75   	 -15.26		
-106.20   	-107.42   	  8.69   	  15.26		
-58.59   	-115.05   	  8.75   	  15.26		
-24.11   	-118.71   	  8.81   	  50.86		
 -2.14   	-115.66   	  9.01   	  86.47		
  9.46   	-111.39   	  9.36   	 111.90		
 13.12   	-110.47   	  9.81   	 152.59		
 14.04   	-113.53   	 10.42   	 233.98		
 15.56   	-116.88   	 11.35   	 371.31		
 19.84   	-116.27   	 12.84   	 432.35		
 25.63   	-110.78   	 14.57   	 325.53		
 30.52   	-103.76   	 15.87   	 325.53		
 33.26   	-99.49   	 17.17   	 544.25		
 34.48   	-97.35   	 19.35   	 584.94		
 36.32   	-95.83   	 21.69   	 406.92		
 39.98   	-92.16   	 23.32   	 798.57		
 46.39   	-81.48   	 26.51   	 325.53		
 46.39   	-77.21   	 27.81   	 178.03		
 44.25   	-74.77   	 28.52   	 152.59		
 41.20   	-73.24   	 29.14   	 167.85		
 38.45   	-71.41   	 29.81   	 132.25		
 37.23   	-67.75   	 30.34   	 116.99		
 37.84   	-62.56   	 30.80   	 132.25		
 39.06   	-57.07   	 31.33   	 142.42		
 39.98   	-52.19   	 31.90   	 132.25		
 40.59   	-47.61   	 32.43   	 106.82		
 40.89   	-43.33   	 32.86   	 -35.61		
 41.81   	-38.15   	 32.72   	 -10.17		
 43.64   	-32.35   	 32.68   	 132.25		
 46.69   	-25.63   	 33.20   	 111.90		
 50.66   	-18.62   	 33.65   	  61.04		
 54.63   	-11.60   	 33.90   	 111.90		
 57.37   	 -4.58   	 34.34   	 127.16		
 59.20   	  2.14   	 34.85   	  86.47		
 59.81   	  7.93   	 35.20   	  91.56		
 60.12   	 12.82   	 35.56   	 116.99		
 61.04   	 17.09   	 36.03   	  76.30		
 62.87   	 21.67   	 36.34   	  30.52		
 66.22   	 27.47   	 36.46   	  30.52		
 70.80   	 34.48   	 36.58   	   5.09		
 75.68   	 43.03   	 36.60(S)	 -66.12		
 83.01   	 62.87   	 36.34   	 -61.04		
 86.06   	 73.55   	 36.09   	 -86.47		
 88.81   	 84.53   	 35.75   	 -91.56		
 92.16   	 95.52   	 35.38   	 -76.30		
 95.21   	106.81   	 35.08   	 -66.12		
 98.27   	117.80   	 34.81   	 -66.12		
101.93   	129.70   	 34.55   	 -61.04		
106.81   	142.82   	 34.30   	 -50.86		
112.92   	157.78   	 34.10   	 -35.61		
120.54   	174.26   	 33.96   	 -20.35		
127.87   	192.26   	 33.88   	 -10.17		
133.67   	210.57   	 33.84   	   0.00		
138.24   	228.58   	 33.84   	  25.43		
140.99   	245.36   	 33.94   	  40.69		
142.21   	260.93   	 34.10   	  45.78		
142.82   	275.57   	 34.28   	  45.78		
142.21   	289.61   	 34.47   	  61.04		
141.30   	303.34   	 34.71   	  71.21		
140.08   	316.47   	 34.99   	  66.12		
138.85   	327.76   	 35.26   	  55.95		
137.02   	335.39   	 35.48   	  45.78		
134.58   	338.44   	 35.67   	  40.69		
130.00   	335.08   	 35.83   	  30.52		
122.68   	325.32   	 35.95   	  15.26		
112.92   	307.62   	 36.01   	   5.09		
100.40   	282.90   	 36.03   	   5.09		
 86.67   	251.77   	 36.05   	   0.00		
 72.63   	216.67   	 36.05   	 -10.17		
 59.20   	179.14   	 36.01   	   0.00		
 47.00   	140.99   	 36.01   	  15.26		
 35.40   	102.54   	 36.07   	  20.35		
 25.02   	 65.00   	 36.15   	  15.26		
 15.87   	 29.30   	 36.22   	  15.26		
  8.24   	 -2.75   	 36.28   	  10.17		
  1.83   	-30.82   	 36.32   	  10.17		
 -3.36   	-54.93   	 36.36   	  -5.09		
 -8.54   	-75.68   	 36.34   	 -25.43		
-13.12   	-93.08   	 36.24   	 -55.95		
-16.48   	-107.12   	 36.01   	 -66.12		
-18.92   	-117.49   	 35.75   	 -81.38		
-20.14   	-124.51   	 35.42   	-111.90		
-20.75   	-129.09   	 34.97   	-157.68		
-21.97   	-131.84   	 34.34   	-213.63		
-23.80   	-134.58   	 33.49   	-259.41		
-25.33   	-137.02   	 32.45   	-340.79		
-26.86   	-139.16   	 31.09   	-442.52		
-27.47   	-140.38   	 29.32   	-412.00		
-27.77   	-141.30   	 27.67   	-228.89		
-28.08   	-141.91   	 26.75   	-259.41		
-28.38   	-142.21   	 25.72   	-564.60		
-28.69   	-141.91   	 23.46   	-595.11		
-29.30   	-141.60   	 21.08   	-356.05		
-29.91   	-140.38   	 19.65   	-361.14		
-30.21   	-139.16   	 18.21   	-462.87		
-30.21   	-137.63   	 16.36   	-406.92		
-30.21   	-136.11   	 14.73   	-330.62		
-29.60   	-133.97   	 13.41   	-300.10		
-28.69   	-131.84   	 12.21   	-249.24		
-27.77   	-130.00   	 11.21   	-193.29		
-26.86   	-128.78   	 10.44   	-147.51		
-25.33   	-128.48   	  9.85   	-127.16		
-24.72   	-128.48   	  9.34   	-101.73		
-24.72   	-128.17   	  8.93   	 -91.56		
-25.02   	-127.26   	  8.57   	-101.73		
-25.33   	-125.43   	  8.16   	-101.73		
-24.72   	-123.90   	  7.75   	 -96.64		
-23.50   	-123.29   	  7.37   	-101.73		
-21.67   	-123.29   	  6.96   	-111.90		
-20.45   	-123.60   	  6.51   	-106.82		
-20.14   	-123.29   	  6.08   	 -96.64		
-19.84   	-122.07   	  5.70   	-111.90		
-19.53   	-120.85   	  5.25   	-122.07		
-19.53   	-120.24   	  4.76   	-106.82		
-20.14   	-120.85   	  4.33   	 -86.47		
-21.36   	-122.38   	  3.99   	 -76.30		
-22.58   	-123.90   	  3.68   	 -91.56		
-22.89   	-124.51   	  3.32   	-106.82		
-21.67   	-124.21   	  2.89   	-162.77		
-19.84   	-122.99   	  2.24   	-330.62		
-18.62   	-122.07   	  0.92   	-467.95		
-18.31   	-122.38   	 -0.96   	-391.66		
-18.62   	-123.29   	 -2.52   	-198.37		
-18.92   	-124.51   	 -3.32   	 -91.56		
-18.62   	-124.82   	 -3.68(D)	  15.26		
-18.31   	-124.51   	 -3.62   	 157.68		
-18.92   	-124.21   	 -2.99   	 249.24		
-21.36   	-124.51   	 -1.99   	 274.67		
-24.41   	-125.73   	 -0.90   	 305.19		
-27.16   	-126.95   	  0.33   	 325.53		
-27.77   	-127.56   	  1.63   	 305.19		
-26.86   	-126.65   	  2.85   	 284.84		
-25.02   	-125.43   	  3.99   	 259.41		
-23.50   	-124.21   	  5.03   	 198.37		
-22.89   	-123.60   	  5.82   	 132.25		
-22.58   	-123.60   	  6.35   	  91.56		
-22.58   	-124.51   	  6.71   	  61.04		
-22.89   	-125.73   	  6.96   	  10.17		
-23.19   	-127.26   	  7.00   	 -30.52		
-23.80   	-128.17   	  6.88   	 -40.69		
-24.72   	-128.17   	  6.71   	 -40.69		
-25.63   	-127.26   	  6.55   	 -61.04		
-26.25   	-125.73   	  6.31   	 -76.30		
-27.16   	-124.82   	  6.00   	 -81.38		
-27.77   	-124.82   	  5.68   	 -91.56		
-28.69   	-125.43   	  5.31   	 -96.64		
-29.60   	-126.95   	  4.92   	 -96.64		
-30.52   	-128.17   	  4.54   	 -96.64		
-31.43   	-129.09   	  4.15   	 -71.21		
-32.04   	-128.48   	  3.87   	 -55.95		
-31.43   	-126.34   	  3.64   	 -35.61		
-30.21   	-124.21   	  3.50   	 -20.35		
-28.69   	-122.38   	  3.42   	  10.17		
-28.08   	-122.07   	  3.46   	  30.52		
-28.08   	-122.68   	  3.58   	  45.78		
-28.69   	-123.60   	  3.76   	  50.86		
-28.99   	-123.60   	  3.97   	  71.21		
-28.69   	-122.68   	  4.25   	  81.38		
-27.47   	-120.85   	  4.58   	  81.38		
-25.94   	-118.71   	  4.90   	  55.95		
-24.11   	-115.36   	  5.13   	  45.78		
-21.97   	-110.47   	  5.31   	  40.69		
-18.31   	-103.15   	  5.47   	  45.78		
-12.51   	-93.08   	  5.66   	  20.35		
 -4.88   	-79.35   	  5.74   	   5.09		
  3.05   	-61.65   	  5.76   	   5.09		
 10.07   	-40.89   	  5.78   	  10.17		
 13.73   	-18.01   	  5.82   	   5.09		
 14.65   	  4.58   	  5.84   	 -20.35		
 14.65   	 24.11   	  5.76   	 -25.43		
 15.87   	 39.67   	  5.66   	  -5.09		
 20.75   	 51.57   	  5.64   	   0.00		
 28.38   	 57.98   	  5.64   	 -10.17		
 36.32   	 57.07   	  5.60   	  -5.09		
 41.20   	 48.83   	  5.57   	  15.26		
 40.28   	 36.01   	  5.64   	  15.26		
 33.57   	 24.11   	  5.70   	   5.09		
 22.58   	 14.34   	  5.72   	   5.09		
  9.77   	  2.75   	  5.74   	  20.35		
 -1.53   	-16.78   	  5.82   	  25.43		
-10.68   	-45.78   	  5.92   	  15.26		
-18.01   	-77.51   	  5.98   	  10.17		
-23.80   	-102.54   	  6.02   	   5.09		
-28.38   	-115.36   	  6.04   	  25.43		
-31.43   	-117.49   	  6.14   	  30.52		
-32.65   	-115.97   	  6.27   	  20.35		
-32.35   	-115.36   	  6.35   	  15.26		
-31.43   	-116.88   	  6.41   	  30.52		
-31.13   	-118.71   	  6.53   	  35.61		
-31.43   	-119.32   	  6.67   	  20.35		
-32.04   	-117.80   	  6.75   	  20.35		
-32.35   	-115.36   	  6.84   	  20.35		
-32.35   	-112.30   	  6.92   	  30.52		
-32.65   	-109.25   	  7.04   	  15.26		
-33.26   	-107.73   	  7.10   	   5.09		
-35.10   	-108.03   	  7.12   	  -5.09		
-36.93   	-111.39   	  7.10   	   0.00		
-36.32   	-119.93   	  7.10   	 -10.17		
-29.91   	-134.28   	  7.06   	 -15.26		
-14.65   	-149.54   	  7.00   	 -25.43		
 10.68   	-148.93   	  6.90   	 -15.26		
 44.56   	-99.79   	  6.84(E)	  20.35		
 79.96   	 39.98   	  6.92   	  25.43		
107.42   	302.73   	  7.02   	  30.52		
118.10   	683.59   	  7.14   	  55.95		
108.64   	1126.40   	  7.37   	  81.38		
 76.60   	1536.87   	  7.69   	  76.30		
 17.09   	1806.03(R)	  8.00   	 122.07		
-213.01   	1633.00   	  8.48   	  55.95		
-370.18   	1223.75   	  8.71   	  15.26		
-512.39   	726.01   	  8.77   	 -20.35		
-597.53   	270.08   	  8.69   	 -40.69		
-602.72   	-46.08   	  8.52   	 -30.52		
-537.72   	-196.23   	  8.40   	 -30.52		
-434.27   	-219.42   	  8.28   	 -30.52		
-324.71   	-180.66   	  8.16   	 -20.35		
-228.88   	-137.02   	  8.08   	  10.17		
-151.37   	-116.88   	  8.12   	  40.69		
-91.55   	-119.63   	  8.28   	  55.95		
-47.30   	-129.39   	  8.50   	  76.30		
-17.09   	-134.28   	  8.81   	 101.73		
  1.22   	-131.84   	  9.22   	 157.68		
  9.77   	-126.95   	  9.85   	 167.85		
 11.60   	-124.21   	 10.52   	 132.25		
 10.99   	-125.12   	 11.05   	 208.54		
 10.99   	-127.56   	 11.88   	 371.31		
 13.73   	-127.87   	 13.37   	 391.66		
 18.62   	-125.12   	 14.93   	 340.79		
 22.89   	-120.85   	 16.30   	 417.09		
 25.33   	-117.19   	 17.97   	 554.42		
 26.55   	-113.83   	 20.18   	 488.30		
 27.77   	-109.56   	 22.14   	 376.40		
 28.99   	-104.98   	 23.64   	 778.23		
 31.13   	-97.96   	 26.75   	 279.75		
 31.13   	-96.13   	 27.87   	 193.29		
 31.13   	-94.30   	 28.65   	 172.94		
 31.43   	-91.25   	 29.34   	 157.68		
 32.04   	-86.67   	 29.97   	 122.07		
 33.57   	-80.87   	 30.46   	 127.16		
 35.40   	-74.46   	 30.97   	 127.16		
 37.23   	-68.36   	 31.47   	 101.73		
 39.37   	-62.26   	 31.88   	  76.30		
 41.81   	-56.76   	 32.19   	  55.95		
 44.25   	-51.57   	 32.41   	  10.17		
 47.00   	-45.78   	 32.45   	  25.43		
 49.44   	-40.28   	 32.55   	 122.07		
 51.27   	-34.18   	 33.04   	 137.33		
 53.10   	-28.38   	 33.59   	 111.90		
 54.32   	-22.89   	 34.04   	 127.16		
 54.93   	-17.40   	 34.55   	 122.07		
 55.54   	-12.21   	 35.04   	  86.47		
 56.46   	 -6.41   	 35.38   	 106.82		
 57.98   	 -0.61   	 35.81   	 122.07		
 60.12   	  5.80   	 36.30   	  61.04		
 61.95   	 11.60   	 36.54   	  25.43		
 63.78   	 17.40   	 36.64   	  25.43		
 65.61   	 23.80   	 36.74(S)	   0.00		
 67.75   	 31.43   	 36.74   	 -81.38		
 72.02   	 49.44   	 36.42   	 -71.21		
 73.55   	 59.20   	 36.13   	 -96.64		
 75.38   	 69.27   	 35.75   	-101.73		
 78.13   	 80.57   	 35.34   	 -91.56		
 82.40   	 93.38   	 34.97   	 -76.30		
 87.89   	107.42   	 34.67   	 -50.86		
 93.99   	122.38   	 34.47   	 -55.95		
 99.79   	137.33   	 34.24   	 -45.78		
105.29   	152.59   	 34.06   	 -35.61		
110.47   	168.46   	 33.92   	 -20.35		
115.97   	184.94   	 33.84   	   5.09		
121.15   	202.64   	 33.86   	  30.52		
125.73   	220.64   	 33.98   	  45.78		
129.09   	238.34   	 34.16   	  50.86		
131.23   	255.13   	 34.36   	  50.86		
132.45   	271.00   	 34.57   	  55.95		
132.75   	285.34   	 34.79   	  50.86		
132.45   	299.07   	 34.99   	  55.95		
132.14   	311.58   	 35.22   	  61.04		
130.62   	322.27   	 35.46   	  35.61		
128.17   	329.90   	 35.61   	  15.26		
123.90   	332.64   	 35.67   	  20.35		
117.19   	328.67   	 35.75   	  30.52		
108.34   	317.08   	 35.87   	  15.26		
 96.74   	297.55   	 35.93   	   5.09		
 83.01   	270.39   	 35.95   	  10.17		
 68.36   	237.73   	 35.99   	   0.00		
 53.41   	201.11   	 35.99   	  -5.09		
 39.98   	162.35   	 35.97   	  10.17		
 28.69   	123.29   	 36.01   	   5.09		
 19.53   	 84.53   	 36.03   	  15.26		
 10.99   	 46.69   	 36.09   	  15.26		
  2.14   	 10.99   	 36.15   	  15.26		
 -7.02   	-21.97   	 36.22   	  20.35		
-15.56   	-50.96   	 36.30   	  15.26		
-21.97   	-75.07   	 36.36   	   5.09		
-25.63   	-94.60   	 36.38   	 -25.43		
-27.16   	-109.25   	 36.28   	 -40.69		
-27.16   	-120.24   	 36.11   	 -45.78		
-27.16   	-128.17   	 35.93   	 -66.12		
-28.08   	-133.97   	 35.67   	-116.99		
-29.60   	-138.55   	 35.20   	-172.94		
-31.43   	-142.52   	 34.51   	-233.98		
-32.96   	-145.57   	 33.57   	-300.10		
-33.87   	-148.01   	 32.37   	-406.92		
-34.48   	-148.93   	 30.74   	-478.13		
-35.40   	-149.23   	 28.83   	-381.48		
-36.01   	-148.62   	 27.30   	-218.72		
-36.93   	-148.62   	 26.43   	-361.14		
-37.54   	-148.93   	 24.98   	-620.55		
-38.15   	-149.23   	 22.50   	-518.82		
-38.15   	-149.54   	 20.43   	-335.71		
-37.54   	-149.54   	 19.08   	-396.74		
-36.62   	-149.23   	 17.50   	-447.61		
-35.40   	-148.32   	 15.71   	-371.31		
-34.18   	-147.71   	 14.22   	-320.45		
-34.18   	-147.09   	 12.94   	-300.10		
-34.48   	-146.48   	 11.74   	-239.06		
-34.48   	-145.87   	 10.78   	-167.85		
-33.87   	-144.96   	 10.11   	-132.25		
-32.65   	-143.13   	  9.58   	-111.90		
-31.13   	-140.69   	  9.14   	-106.82		
-30.82   	-137.63   	  8.71   	 -96.64		
-31.13   	-135.19   	  8.32   	 -91.56		
-31.74   	-133.97   	  7.96   	-101.73		
-32.35   	-133.97   	  7.55   	 -96.64		
-32.35   	-134.58   	  7.16   	 -96.64		
-31.74   	-135.19   	  6.78   	-111.90		
-30.21   	-135.19   	  6.33   	-106.82		
-27.77   	-133.97   	  5.90   	 -96.64		
-24.41   	-131.53   	  5.51   	-106.82		
-21.36   	-128.78   	  5.09   	-116.99		
-18.92   	-126.95   	  4.62   	-101.73		
-18.31   	-126.65   	  4.21   	 -81.38		
-19.23   	-127.87   	  3.89   	 -76.30		
-20.45   	-129.39   	  3.58   	 -91.56		
-20.75   	-130.31   	  3.21   	-122.07		
-19.84   	-130.31   	  2.73   	-198.37		
-18.62   	-129.70   	  1.93   	-371.31		
-17.40   	-129.70   	  0.45   	-473.04		
-17.40   	-130.31   	 -1.44   	-356.05		
-18.01   	-131.53   	 -2.87   	-183.11		
-19.23   	-132.75   	 -3.60   	 -66.12		
-21.36   	-133.67   	 -3.87(D)	  55.95		
-24.11   	-133.97   	 -3.64   	 198.37		
-26.55   	-134.28   	 -2.85   	 259.41		
-27.77   	-133.97   	 -1.81   	 295.01		
-27.16   	-133.06   	 -0.63   	 320.45		
-25.33   	-132.14   	  0.65   	 320.45		
-23.50   	-131.23   	  1.93   	 284.84		
-23.19   	-131.23   	  3.07   	 279.75		
-24.72   	-132.14   	  4.19   	 249.24		
-27.16   	-134.28   	  5.19   	 167.85		
-29.91   	-136.72   	  5.86   	 111.90		
-31.74   	-138.24   	  6.31   	  86.47		
-32.35   	-138.85   	  6.65   	  55.95		
-32.04   	-137.94   	  6.88   	   5.09		
-30.52   	-135.80   	  6.90   	 -30.52		
-28.38   	-133.36   	  6.78   	 -35.61		
-26.55   	-131.53   	  6.63   	 -45.78		
-25.02   	-130.00   	  6.45   	 -71.21		
-25.02   	-129.39   	  6.16   	 -76.30		
-26.25   	-128.78   	  5.86   	 -81.38		
-28.08   	-127.87   	  5.53   	 -81.38		
-29.30   	-126.65   	  5.21   	 -86.47		
-28.69   	-125.43   	  4.86   	 -81.38		
-27.16   	-123.90   	  4.54   	 -66.12		
-25.63   	-122.68   	  4.27   	 -61.04		
-25.02   	-121.77   	  4.03   	 -35.61		
-25.63   	-121.15   	  3.89   	 -20.35		
-26.86   	-120.85   	  3.80   	 -20.35		
-27.47   	-120.24   	  3.72   	   0.00		
-27.47   	-119.32   	  3.72   	  25.43		
-26.86   	-118.10   	  3.83   	  45.78		
-25.94   	-117.19   	  4.01   	  40.69		
-25.02   	-117.19   	  4.17   	  55.95		
-24.41   	-118.10   	  4.39   	  50.86		
-25.02   	-119.02   	  4.60   	  61.04		
-25.94   	-119.63   	  4.84   	  50.86		
-27.16   	-119.32   	  5.05   	  45.78		
-27.77   	-118.10   	  5.23   	  35.61		
-27.47   	-115.36   	  5.37   	  40.69		
-25.02   	-110.78   	  5.53   	  25.43		
-20.45   	-103.15   	  5.64   	  10.17		
-13.73   	-90.64   	  5.68   	   5.09		
 -5.80   	-72.33   	  5.70   	   5.09		
  2.14   	-49.74   	  5.72   	   0.00		
  8.24   	-25.63   	  5.72   	 -15.26		
 12.82   	 -3.97   	  5.66   	 -25.43		
 15.87   	 12.82   	  5.55   	 -10.17		
 18.31   	 25.33   	  5.51   	   0.00		
 20.45   	 34.48   	  5.51   	  -5.09		
 23.80   	 39.67   	  5.49   	  -5.09		
 28.08   	 39.37   	  5.47   	  10.17		
 31.74   	 32.65   	  5.51   	  20.35		
 32.35   	 22.58   	  5.60   	  15.26		
 28.69   	 12.51   	  5.66   	   5.09		
 19.84   	  4.27   	  5.68   	  15.26		
  8.24   	 -5.19   	  5.74   	  30.52		
 -2.75   	-21.36   	  5.86   	  35.61		
-11.60   	-47.00   	  6.00   	  25.43		
-18.01   	-76.90   	  6.10   	  15.26		
-22.28   	-102.84   	  6.16   	  25.43		
-24.41   	-118.41   	  6.27   	  30.52		
-24.41   	-124.21   	  6.39   	  20.35		
-22.89   	-124.51   	  6.47   	   5.09		
-21.06   	-124.82   	  6.49   	  25.43		
-20.14   	-125.73   	  6.59   	  25.43		
-20.45   	-126.34   	  6.69   	  15.26		
-21.06   	-125.73   	  6.75   	  10.17		
-21.06   	-123.90   	  6.80   	  10.17		
-20.14   	-121.77   	  6.84   	  15.26		
-18.92   	-120.24   	  6.90   	  10.17		
-17.40   	-118.71   	  6.94   	   5.09		
-16.78   	-117.19   	  6.96   	  -5.09		
-17.09   	-115.36   	  6.94   	  10.17		
-17.70   	-115.05   	  6.98   	  20.35		
-16.78   	-119.93   	  7.06   	   5.09		
-11.90   	-132.75   	  7.08   	 -10.17		
  0.00   	-150.45   	  7.04   	  -5.09		
 20.75   	-159.00   	  7.02(E)	  15.26		
 50.66   	-127.87   	  7.08   	  10.17		
 85.14   	-14.34   	  7.12   	  -5.09		
115.05   	219.42   	  7.10   	  30.52		
131.53   	579.22   	  7.22   	  61.04		
128.17   	1018.98   	  7.47   	  50.86		
101.62   	1448.67   	  7.67   	  50.86		
 47.61   	1759.64(R)	  7.87   	 122.07		
-169.37   	1695.86   	  8.36   	  50.86		
-325.32   	1324.46   	  8.57   	  15.26		
-475.16   	838.62   	  8.63   	 -20.35		
-575.87   	365.91   	  8.55   	 -30.52		
-599.98   	 13.73   	  8.42   	 -25.43		
-549.32   	-173.65   	  8.32   	 -20.35		
-452.58   	-222.78   	  8.24   	 -20.35		
-343.32   	-194.40   	  8.16   	  -5.09		
-244.14   	-148.62   	  8.14   	  10.17		
-162.66   	-121.46   	  8.18   	  30.52		
-98.27   	-117.80   	  8.30   	  40.69		
-50.05   	-124.82   	  8.46   	  50.86		
-17.09   	-128.78   	  8.67   	  71.21		
  3.05   	-126.04   	  8.95   	 127.16		
 13.12   	-121.46   	  9.46   	 178.03		
 16.78   	-120.24   	 10.17   	 132.25		
 18.01   	-123.90   	 10.70   	 172.94		
 20.14   	-129.39   	 11.39   	 381.48		
 24.11   	-132.45   	 12.92   	 457.78		
 28.99   	-130.00   	 14.75   	 345.88		
 33.26   	-124.51   	 16.13   	 356.05		
 35.10   	-119.32   	 17.56   	 508.65		
 35.71   	-115.66   	 19.59   	 508.65		
 36.01   	-112.61   	 21.63   	 422.18		
 37.23   	-109.56   	 23.32   	 829.09		
 38.76   	-104.06   	 26.63   	 279.75		
 38.15   	-101.01   	 27.75   	 188.20		
 36.93   	-97.66   	 28.50   	 147.51		
 36.32   	-94.30   	 29.09   	 137.33		
 36.32   	-90.33   	 29.64   	 116.99		
 38.15   	-86.36   	 30.11   	 116.99		
 41.20   	-81.48   	 30.58   	 132.25		
 45.17   	-75.99   	 31.11   	 116.99		
 47.91   	-70.80   	 31.58   	  96.64		
 49.13   	-65.61   	 31.96   	  55.95		
 49.74   	-60.42   	 32.19   	   5.09		
 50.05   	-55.24   	 32.21   	  40.69		
 51.57   	-49.13   	 32.37   	 167.85		
 54.32   	-42.42   	 33.04   	 152.59		
 57.68   	-35.71   	 33.65   	  96.64		
 60.42   	-29.91   	 34.04   	 132.25		
 62.87   	-25.33   	 34.57   	 127.16		
 64.09   	-21.67   	 35.08   	  71.21		
 65.00   	-18.01   	 35.36   	  86.47		
 65.61   	-13.43   	 35.71   	 122.07		
 66.83   	 -7.02   	 36.20   	  66.12		
 68.36   	  0.31   	 36.46   	  25.43		
 70.80   	  8.54   	 36.56   	  20.35		
 74.77   	 16.48   	 36.64   	  -5.09		
 79.96   	 24.41   	 36.62   	 -86.47		
 91.25   	 42.11   	 36.28   	 -71.21		
 95.21   	 52.19   	 35.99   	 -91.56		
 97.66   	 63.48   	 35.63   	-101.73		
100.10   	 75.68   	 35.22   	 -86.47		
102.54   	 88.20   	 34.87   	 -61.04		
106.20   	100.71   	 34.63   	 -55.95		
110.17   	113.53   	 34.40   	 -61.04		
114.75   	127.26   	 34.16   	 -50.86		
119.32   	142.52   	 33.96   	 -35.61		
123.90   	159.00   	 33.81   	  -5.09		
128.78   	176.09   	 33.79   	  15.26		
133.97   	193.18   	 33.86   	  20.35		
139.47   	210.57   	 33.94   	  45.78		
144.96   	227.66   	 34.12   	  61.04		
149.84   	245.67   	 34.36   	  50.86		
153.81   	263.37   	 34.57   	  40.69		
156.25   	280.46   	 34.73   	  71.21		
156.86   	295.41   	 35.02   	  81.38		
155.64   	307.92   	 35.34   	  55.95		
152.89   	317.69   	 35.56   	  50.86		
149.23   	324.71   	 35.77   	  45.78		
144.04   	327.76   	 35.95   	  30.52		
137.94   	325.32   	 36.07   	   5.09		
130.31   	315.86   	 36.09   	 -25.43		
120.24   	298.77   	 35.99   	 -45.78		
108.03   	274.35   	 35.81   	 -35.61		
 93.69   	244.14   	 35.67   	 -25.43		
 78.74   	209.05   	 35.56   	 -10.17		
 63.48   	170.59   	 35.52   	   0.00		
 49.13   	130.31   	 35.52   	  25.43		
 36.62   	 90.33   	 35.63   	  50.86		
 25.63   	 52.49   	 35.83   	  61.04		
 16.78   	 18.01   	 36.07   	  55.95		
  9.46   	-13.12   	 36.30   	  30.52		
  3.05   	-40.59   	 36.42   	  30.52		
 -2.44   	-65.00   	 36.54   	  25.43		
 -6.71   	-85.75   	 36.64   	   5.09		
-10.07   	-103.15   	 36.66(S)	 -25.43		
-12.82   	-116.88   	 36.56   	 -40.69		
-14.95   	-127.26   	 36.40   	 -71.21		
-16.78   	-134.58   	 36.11   	-127.16		
-17.09   	-139.16   	 35.61   	-198.37		
-17.09   	-141.91   	 34.81   	-279.75		
-17.09   	-144.35   	 33.69   	-345.88		
-18.31   	-147.09   	 32.31   	-427.26		
