SAMPLE NUMBER:   2
TIME RESOLUTION: 4 ms/sample
mmHg RESOLUTION: 0.0203458 mmHg/unit
DATA UNITS:      mmHg, mmHg/sec
ECG UNITS:       uV
ECG RESOLUTION:  0.3051758 uV/unit

------------------------- Begin Data -------------------------
  I     	  II     	  RFA     	  RFA'		  RV     	  RV'		
-26.55   	-74.16   	 36.09   	 183.11		  7.39   	  35.61		
-64.70   	-34.79   	 36.83   	 188.20		  7.53   	  40.69		
-77.51   	-54.02   	 37.58   	 122.07		  7.69   	  91.56		
-31.74   	-87.89   	 38.07   	  50.86		  8.06   	  96.64		
 11.29   	-94.91   	 38.27   	 -66.12		  8.44   	  81.38		
  0.61   	-93.99   	 38.01   	-203.46		  8.77   	 106.82		
-29.60   	-96.74   	 37.19   	-203.46		  9.20   	 106.82		
-37.54   	-93.99   	 36.38   	-132.25		  9.62   	  76.30		
-25.02   	-89.42   	 35.85   	-239.06		  9.93   	 106.82		
-11.90   	-76.60   	 34.89   	-361.14		 10.36   	 152.59		
-13.43   	-70.50   	 33.45   	-167.85		 10.97   	 147.51		
 -4.88   	-65.92   	 32.78(D)	 162.77		 11.56   	 178.03		
  5.19   	-54.02   	 33.43   	 310.27		 12.27   	 239.06		
 -2.14   	-43.33   	 34.67   	 208.54		 13.22   	 259.41		
  0.00   	-29.60   	 35.50   	-315.36		 14.26   	 549.34		
 35.40   	-17.70   	 34.24   	 -96.64		 16.46   	 300.10		
 63.78   	 -7.93   	 33.86   	  81.38		 17.66   	 284.84		
 81.48   	 -3.66   	 34.18   	 162.77		 18.80   	 295.01		
 96.44   	  0.92   	 34.83   	  15.26		 19.98   	 289.93		
104.98   	  6.10   	 34.89   	-218.72		 21.14   	 289.93		
108.95   	  8.24   	 34.02   	-193.29		 22.30   	 310.27		
112.92   	 12.82   	 33.25   	  20.35		 23.54   	 310.27		
112.30   	 14.95   	 33.33   	 152.59		 24.78   	 259.41		
112.30   	 20.45   	 33.94   	 111.90		 25.82   	 233.98		
112.61   	 30.21   	 34.38   	 -30.52		 26.75   	 193.29		
112.00   	 35.71   	 34.26   	-122.07		 27.53   	 147.51		
110.17   	 45.47   	 33.77   	 -35.61		 28.12   	  91.56		
115.66   	 57.37   	 33.63   	 111.90		 28.48   	  40.69		
131.23   	 64.70   	 34.08   	 122.07		 28.65(S)	   0.00		
150.45   	 70.50   	 34.57   	 -50.86		 28.65   	 -86.47		
165.71   	 73.85   	 34.36   	-183.11		 28.30   	-172.94		
170.59   	 77.21   	 33.63   	 -45.78		 27.61   	-178.03		
173.95   	 80.87   	 33.45   	 254.32		 26.90   	 -96.64		
186.46   	 89.42   	 34.47   	 401.83		 26.51   	 -66.12		
212.40   	100.10   	 36.07   	 289.93		 26.25   	 -86.47		
247.80   	105.90   	 37.23   	 106.82		 25.90   	 -40.69		
278.02   	110.47   	 37.66   	 162.77		 25.74   	  40.69		
292.05   	114.44   	 38.31   	 447.61		 25.90   	  45.78		
286.25   	122.07   	 40.10   	 691.76		 26.08   	  25.43		
273.44   	134.89   	 42.87   	 676.50		 26.19   	  20.35		
286.25   	164.79   	 45.57   	   5.09		 26.27   	 -20.35		
314.94   	173.34   	 45.59   	 188.20		 26.19   	 -45.78		
344.85   	177.00   	 46.35   	 401.83		 26.00   	 -71.21		
361.63   	174.26   	 47.96   	 442.52		 25.72   	 -45.78		
368.96   	174.87   	 49.73   	 269.58		 25.53   	 -35.61		
372.62   	177.00   	 50.80   	  40.69		 25.39   	 -40.69		
375.06   	177.00   	 50.97   	  40.69		 25.23   	   0.00		
383.61   	176.09   	 51.13   	 264.50		 25.23   	  61.04		
386.96   	172.42   	 52.19   	 457.78		 25.47   	  61.04		
375.67   	164.18   	 54.02   	 478.13		 25.72   	  66.12		
359.50   	157.17   	 55.93   	 376.40		 25.98   	  86.47		
345.46   	148.32   	 57.44   	 239.06		 26.33   	  50.86		
328.98   	139.47   	 58.39   	 269.58		 26.53   	  15.26		
310.67   	133.06   	 59.47   	 315.36		 26.59   	 -25.43		
278.63   	124.82   	 60.73   	-142.42		 26.49   	 -55.95		
220.64   	115.36   	 60.16   	-361.14		 26.27   	 -61.04		
158.39   	111.08   	 58.72   	 137.33		 26.02   	 -55.95		
115.36   	101.01   	 59.27   	 686.67		 25.80   	 -15.26		
104.98   	 84.23   	 62.01   	 874.87		 25.74   	  20.35		
108.95   	 67.75   	 65.51   	 681.58		 25.82   	   5.09		
100.40   	 48.22   	 68.24   	  66.12		 25.84   	 -15.26		
 75.07   	 39.67   	 68.50   	-661.24		 25.78   	 -45.78		
 32.04   	 37.23   	 65.86   	-732.45		 25.60   	 -81.38		
  2.75   	 40.59   	 62.93   	  66.12		 25.27   	 -91.56		
  9.77   	 41.20   	 63.19   	1653.10		 24.90   	-310.27		
 46.69   	 20.75   	 69.81(S)	-183.11		 23.66   	-244.15		
 49.13   	 13.73   	 69.07   	-890.13		 22.69   	-233.98		
 39.37   	 10.38   	 65.51   	-651.07		 21.75   	-198.37		
 25.33   	 14.04   	 62.91   	  45.78		 20.96   	-157.68		
 22.58   	 17.40   	 63.09   	 386.57		 20.33   	-111.90		
 26.25   	 17.70   	 64.64   	 122.07		 19.88   	 -71.21		
 35.71   	 18.62   	 65.13   	-289.93		 19.59   	 -96.64		
 41.20   	 18.01   	 63.97   	-330.62		 19.21   	-111.90		
 45.78   	 17.70   	 62.64   	  15.26		 18.76   	 -71.21		
 49.13   	 18.01   	 62.71   	 178.03		 18.47   	-116.99		
 45.17   	 14.04   	 63.42   	 -50.86		 18.01   	-233.98		
 32.04   	 15.87   	 63.21   	-269.58		 17.07   	-279.75		
 11.90   	 19.84   	 62.14   	-198.37		 15.95   	-300.10		
 -8.85   	 21.36   	 61.34   	 -45.78		 14.75   	-340.79		
-21.67   	 24.72   	 61.16   	 -15.26		 13.39   	-422.18		
-17.70   	 21.97   	 61.10   	-106.82		 11.70   	-406.92		
 -5.19   	  9.46   	 60.67   	-239.06		 10.07   	-361.14		
  9.46   	 -4.58   	 59.71   	-330.62		  8.63   	-356.05		
 10.68   	-17.09   	 58.39   	-269.58		  7.20   	-274.67		
 -0.92   	-29.30   	 57.31   	 -76.30		  6.10   	-178.03		
 -7.02   	-29.60   	 57.01   	  30.52		  5.39   	-244.15		
 -6.41   	-32.35   	 57.13   	 -96.64		  4.42   	-289.93		
  2.75   	-35.10   	 56.74   	-274.67		  3.26   	-193.29		
  3.97   	-31.74   	 55.65   	-325.53		  2.48   	-132.25		
 -7.32   	-31.13   	 54.34   	-295.01		  1.95   	-259.41		
-19.23   	-15.87   	 53.16   	 -96.64		  0.92   	 -81.38		
  6.41   	-14.65   	 52.78   	-279.75		  0.59   	 -61.04		
 51.88   	-21.97   	 51.66   	-345.88		  0.35   	 -61.04		
 73.24   	-35.40   	 50.27   	-213.63		  0.10   	 -30.52		
 54.63   	-41.20   	 49.42   	-101.73		 -0.02(D)	  35.61		
 16.78   	-40.89   	 49.01   	-142.42		  0.12   	  30.52		
-28.08   	-45.17   	 48.44   	-239.06		  0.24   	  10.17		
-49.74   	-48.22   	 47.49   	-244.15		  0.28   	  40.69		
-42.42   	-60.12   	 46.51   	-137.33		  0.45   	  50.86		
-32.35   	-77.51   	 45.96   	 -30.52		  0.65   	  30.52		
-32.35   	-82.09   	 45.84   	  50.86		  0.77   	  15.26		
-39.06   	-80.87   	 46.04   	  30.52		  0.83   	  -5.09		
-26.25   	-79.04   	 46.16   	 -40.69		  0.81   	  20.35		
  0.92   	-81.18   	 46.00   	 -96.64		  0.90   	  20.35		
 34.48   	-85.75   	 45.62   	 -81.38		  0.98   	   5.09		
 58.29   	-90.03   	 45.29   	 -35.61		  1.00   	  61.04		
 52.19   	-91.25   	 45.15   	 -25.43		  1.24   	 127.16		
 30.21   	-80.57   	 45.05   	 -20.35		  1.75   	  71.21		
  6.41   	-70.80   	 44.96   	 -71.21		  2.03   	  -5.09		
-11.60   	-59.51   	 44.68   	-157.68		  2.01   	  91.56		
-19.84   	-42.11   	 44.05   	-127.16		  2.38   	 147.51		
-18.01   	-28.08   	 43.54   	 -66.12		  2.97   	  76.30		
 -5.80   	-12.21   	 43.28   	 -91.56		  3.28   	  55.95		
 23.50   	 10.38   	 42.91   	-122.07		  3.50   	  81.38		
 74.16   	 29.60   	 42.42   	-101.73		  3.83   	  76.30		
134.89   	 42.42   	 42.01   	 -30.52		  4.13   	  10.17		
183.72   	 56.46   	 41.89   	 -15.26		  4.17   	  -5.09		
202.64   	 61.95   	 41.83   	 -61.04		  4.15   	  15.26		
209.96   	 61.04   	 41.59   	 -45.78		  4.21   	 -25.43		
202.03   	 79.96   	 41.40   	 -20.35		  4.11   	 -61.04		
197.75   	 83.62   	 41.32   	 -30.52		  3.87   	 -40.69		
203.86   	 76.90   	 41.20   	  -5.09		  3.70   	 -30.52		
178.83   	 60.73   	 41.18   	   0.00		  3.58   	 -35.61		
116.58   	 18.01   	 41.18   	 -45.78		  3.44   	 -30.52		
 54.32   	 -4.58   	 41.00   	 -66.12		  3.32   	 -15.26		
 -9.77   	-21.97   	 40.73   	 -25.43		  3.26   	 -15.26		
-62.56   	-28.69   	 40.63   	 -30.52		  3.19   	 -15.26		
-74.16   	-23.80   	 40.51   	 -30.52		  3.13   	   0.00		
-88.81   	-32.04   	 40.39   	 -40.69		  3.13   	   5.09		
-104.37   	-35.40   	 40.22   	 -40.69		  3.15   	  -5.09		
-113.53   	-37.84   	 40.06   	 -25.43		  3.13   	  10.17		
-116.88   	-39.06   	 39.96   	 -40.69		  3.17   	  10.17		
-116.58   	-39.67   	 39.80   	 -40.69		  3.21   	  10.17		
-106.51   	-40.89   	 39.63   	 -50.86		  3.26   	  10.17		
-72.63   	-43.03   	 39.43   	 -66.12		  3.30   	  25.43		
-42.72   	-49.44   	 39.17   	 -45.78		  3.40   	  20.35		
-32.65   	-53.41   	 38.98   	  -5.09		  3.48   	  20.35		
-43.64   	-51.57   	 38.96   	  -5.09		  3.56   	  25.43		
-85.75   	-52.49   	 38.94   	 -35.61		  3.66   	  35.61		
-144.65   	-48.83   	 38.80   	 -50.86		  3.80   	  30.52		
-182.19   	-39.06   	 38.60   	 -40.69		  3.93   	  25.43		
-198.36   	-36.62   	 38.43   	 -10.17		  4.03   	  25.43		
-186.16   	-28.69   	 38.39   	 -10.17		  4.13   	  30.52		
-140.38   	 -4.27   	 38.35   	 -10.17		  4.25   	  25.43		
-47.91   	101.62   	 38.31   	 -20.35		  4.35   	  20.35		
198.36   	292.66   	 38.23   	 -30.52		  4.44   	  30.52		
496.22   	573.73   	 38.11   	 -40.69		  4.56   	  35.61		
717.77   	987.55   	 37.94   	 -30.52		  4.70   	  35.61		
543.82   	1369.93(R)	 37.82   	 -40.69		  4.84(E)	 101.73		
-629.58   	929.57   	 37.66   	 -25.43		  5.25   	  45.78		
-1064.15   	349.12   	 37.56   	 -25.43		  5.43   	  40.69		
-1094.06   	-311.58   	 37.46   	 -40.69		  5.60   	  40.69		
-733.03   	-468.14   	 37.29   	 -40.69		  5.76   	  35.61		
-535.89   	-328.67   	 37.13   	 -20.35		  5.90   	  30.52		
-452.88   	-101.01   	 37.05   	   0.00		  6.02   	  10.17		
-374.15   	 38.45   	 37.05   	   0.00		  6.06   	   0.00		
-236.51   	 52.49   	 37.05   	 -55.95		  6.06   	   0.00		
-117.49   	 33.87   	 36.83   	 -71.21		  6.06   	   5.09		
-70.50   	-30.52   	 36.54   	 -25.43		  6.08   	  10.17		
-72.94   	 -9.16   	 36.44   	   5.09		  6.12   	  25.43		
-130.92   	  8.85   	 36.46   	  10.17		  6.23   	  55.95		
-160.22   	-13.12   	 36.50   	  -5.09		  6.45   	  66.12		
-130.31   	-30.52   	 36.48   	 -40.69		  6.71   	  71.21		
-107.73   	-24.11   	 36.32   	 -71.21		  7.00   	 101.73		
-111.69   	-14.65   	 36.03   	 -10.17		  7.41   	 122.07		
-114.75   	-17.40   	 35.99   	  30.52		  7.89   	 116.99		
-85.75   	-24.11   	 36.11   	  10.17		  8.36   	 132.25		
-54.93   	-16.78   	 36.15   	 -35.61		  8.89   	 147.51		
-51.88   	 -2.14   	 36.01   	 -55.95		  9.48   	 172.94		
-61.65   	  7.02   	 35.79   	 -55.95		 10.17   	 218.72		
-66.83   	 14.04   	 35.56   	 -25.43		 11.05   	 289.93		
-65.61   	 22.58   	 35.46   	   0.00		 12.21   	 340.79		
-57.98   	 30.21   	 35.46   	  -5.09		 13.57   	 371.31		
-45.47   	 25.63   	 35.44   	 -55.95		 15.06   	 762.97		
 -2.14   	 17.70   	 35.22   	 -50.86		 18.11   	 361.14		
  1.22   	 10.38   	 35.02   	 -35.61		 19.55   	 340.79		
  8.24   	 10.99   	 34.87   	  -5.09		 20.92   	 310.27		
 17.70   	  4.88   	 34.85   	   0.00		 22.16   	 284.84		
 28.69   	 -2.44   	 34.85   	  -5.09		 23.30   	 249.24		
 28.08   	 -4.88   	 34.83   	 -35.61		 24.29   	 193.29		
  9.77   	-13.73   	 34.69   	 -45.78		 25.07   	 162.77		
 -9.16   	-15.87   	 34.51   	 -20.35		 25.72   	 127.16		
-13.73   	-16.17   	 34.43   	   5.09		 26.23   	  71.21		
  3.66   	-19.53   	 34.45   	 -10.17		 26.51   	  30.52		
 31.13   	-25.02   	 34.40   	 -20.35		 26.63   	   5.09		
 52.80   	-30.82   	 34.32   	 -10.17		 26.65   	 -15.26		
 64.70   	-32.96   	 34.28   	 -10.17		 26.59   	 -40.69		
 74.77   	-35.40   	 34.24(D)	   0.00		 26.43   	 -55.95		
 85.75   	-34.79   	 34.24   	  10.17		 26.21   	 -61.04		
 94.91   	-33.26   	 34.28   	   5.09		 25.96   	 -45.78		
 95.21   	-31.43   	 34.30   	  20.35		 25.78   	 -45.78		
 94.30   	-26.55   	 34.38   	  25.43		 25.60   	 -40.69		
104.37   	-20.45   	 34.49   	  66.12		 25.43   	 -20.35		
126.04   	-13.43   	 34.75   	 132.25		 25.35   	  -5.09		
167.54   	 -6.10   	 35.28   	 203.46		 25.33   	  20.35		
211.79   	 -4.58   	 36.09   	 213.63		 25.41   	  35.61		
239.26   	 -0.61   	 36.95   	 254.32		 25.55   	  45.78		
249.33   	  9.16   	 37.97   	 310.27		 25.74   	  55.95		
250.55   	 16.78   	 39.21   	 681.58		 25.96   	 137.33		
231.93   	 42.42   	 41.93   	 320.45		 26.51   	  66.12		
232.54   	 51.57   	 43.21   	 208.54		 26.78   	  30.52		
242.31   	 59.20   	 44.05   	 152.59		 26.90   	  45.78		
264.28   	 66.53   	 44.66   	 340.79		 27.08   	  96.64		
290.83   	 68.66   	 46.02   	 412.00		 27.47   	   5.09		
310.67   	 73.24   	 47.67   	 152.59		 27.49   	 -40.69		
318.91   	 79.04   	 48.28   	  35.61		 27.32   	  55.95		
332.03   	 88.20   	 48.42   	 213.63		 27.55   	  35.61		
351.26   	 92.77   	 49.28   	 345.88		 27.69(S)	 -55.95		
372.92   	 89.42   	 50.66   	 345.88		 27.47   	 -35.61		
388.49   	 88.20   	 52.04   	 244.15		 27.32   	 -10.17		
379.64   	 79.04   	 53.02   	 111.90		 27.28   	 -40.69		
347.29   	 70.19   	 53.47   	 137.33		 27.12   	 -71.21		
298.77   	 67.14   	 54.02   	 264.50		 26.84   	 -55.95		
248.72   	 57.68   	 55.08   	 315.36		 26.61   	 -50.86		
200.81   	 50.35   	 56.34   	 254.32		 26.41   	 -55.95		
155.03   	 44.25   	 57.35   	 172.94		 26.19   	 -55.95		
123.29   	 33.87   	 58.05   	 157.68		 25.96   	 -61.04		
101.62   	 26.55   	 58.68   	 213.63		 25.72   	 -50.86		
 86.06   	 20.45   	 59.53   	 249.24		 25.51   	 -40.69		
 79.04   	 14.04   	 60.53   	 188.20		 25.35   	 -35.61		
 66.83   	  8.24   	 61.28   	 127.16		 25.21   	 -40.69		
 61.04   	  0.92   	 61.79   	 137.33		 25.05   	 -50.86		
 59.20   	 -5.80   	 62.34   	 152.59		 24.84   	 -50.86		
 56.46   	 -8.85   	 62.95   	  25.43		 24.64   	 -81.38		
 46.39   	  0.61   	 63.05   	 -25.43		 24.31   	 -55.95		
 43.95   	  8.24   	 62.95   	  45.78		 24.09   	 -66.12		
 53.71   	 17.09   	 63.13   	  25.43		 23.82   	 -61.04		
 64.39   	 15.56   	 63.23(S)	 -61.04		 23.58   	 -66.12		
 71.11   	 19.84   	 62.99   	-101.73		 23.32   	 -81.38		
 63.17   	 24.72   	 62.58   	-122.07		 22.99   	-101.73		
 49.44   	 27.47   	 62.10   	-137.33		 22.58   	-122.07		
 45.47   	 39.98   	 61.55   	-142.42		 22.10   	-142.42		
 47.91   	 40.59   	 60.98   	 -91.56		 21.53   	-183.11		
 59.81   	 37.23   	 60.61   	 -40.69		 20.79   	-218.72		
 57.07   	 30.21   	 60.45   	 -61.04		 19.92   	-249.24		
 43.64   	 20.14   	 60.20   	-152.59		 18.92   	-289.93		
 28.38   	 17.70   	 59.59   	-178.03		 17.76   	-340.79		
 13.73   	 16.48   	 58.88   	-106.82		 16.40   	-391.66		
 16.17   	 13.12   	 58.45   	-101.73		 14.83   	-381.48		
 27.47   	  5.49   	 58.05   	 -96.64		 13.31   	-356.05		
 45.17   	 -6.71   	 57.66   	 -81.38		 11.88   	-361.14		
 48.22   	-17.70   	 57.33   	-137.33		 10.44   	-371.31		
 33.26   	-25.02   	 56.79   	-193.29		  8.95   	-345.88		
  4.88   	-30.82   	 56.01   	-162.77		  7.57   	-289.93		
-27.47   	-34.18   	 55.36   	 -86.47		  6.41   	-274.67		
-47.00   	-36.62   	 55.02   	-111.90		  5.31   	-295.01		
-45.17   	-40.59   	 54.57   	-208.54		  4.13   	-279.75		
-34.18   	-47.00   	 53.73   	-254.32		  3.01   	-228.89		
-35.71   	-54.02   	 52.72   	-356.05		  2.10   	-315.36		
-50.05   	-61.65   	 51.29   	-223.80		  0.83   	-122.07		
-58.59   	-63.48   	 50.40   	-289.93		  0.35   	 -81.38		
-53.41   	-62.56   	 49.24   	-259.41		  0.02   	 -50.86		
-41.50   	-63.48   	 48.20   	-178.03		 -0.18   	 -25.43		
-36.62   	-66.53   	 47.49   	-132.25		 -0.28   	 -15.26		
-35.71   	-63.17   	 46.96   	-106.82		 -0.35   	 -10.17		
-30.21   	-59.20   	 46.53   	 -96.64		 -0.39(D)	   5.09		
 -9.16   	-56.76   	 46.14   	 -86.47		 -0.37   	  20.35		
  9.46   	-56.76   	 45.80   	 -50.86		 -0.28   	  25.43		
 19.84   	-53.71   	 45.59   	 -35.61		 -0.18   	  25.43		
 17.09   	-50.05   	 45.45   	 -76.30		 -0.08   	  40.69		
  6.10   	-48.22   	 45.15   	 -91.56		  0.08   	  50.86		
 -5.49   	-44.86   	 44.78   	-137.33		  0.28   	  71.21		
 -5.80   	-43.33   	 44.23   	-178.03		  0.57   	 132.25		
  2.75   	-43.95   	 43.52   	 -71.21		  1.10   	 116.99		
  1.22   	-43.64   	 43.23   	 -10.17		  1.57   	 106.82		
 -4.58   	-36.01   	 43.19   	 111.90		  1.99   	  86.47		
 -1.83   	-27.47   	 43.64   	  96.64		  2.34   	  35.61		
 10.38   	-23.80   	 44.03   	-233.98		  2.48   	  86.47		
 31.43   	-12.51   	 43.09   	-427.26		  2.83   	 116.99		
 55.54   	  0.31   	 41.38   	-198.37		  3.30   	  66.12		
 84.84   	  8.54   	 40.59   	  71.21		  3.56   	  35.61		
120.54   	 28.69   	 40.87   	 157.68		  3.70   	  50.86		
157.47   	 48.22   	 41.51   	 101.73		  3.91   	  45.78		
194.70   	 65.00   	 41.91   	 -66.12		  4.09   	  15.26		
228.88   	 84.23   	 41.65   	-198.37		  4.15   	   5.09		
240.17   	 99.79   	 40.85   	-167.85		  4.17   	  -5.09		
256.96   	102.23   	 40.18   	 -40.69		  4.15   	 -20.35		
282.59   	110.47   	 40.02   	  81.38		  4.07   	 -35.61		
300.29   	119.02   	 40.35   	  76.30		  3.93   	 -35.61		
313.72   	106.81   	 40.65   	 -15.26		  3.78   	 -40.69		
303.65   	 93.99   	 40.59   	-111.90		  3.62   	 -35.61		
259.09   	 62.26   	 40.14   	-101.73		  3.48   	 -30.52		
204.47   	 14.95   	 39.74   	  10.17		  3.36   	 -30.52		
161.44   	-12.82   	 39.78   	  61.04		  3.23   	 -20.35		
115.97   	-34.18   	 40.02   	 -35.61		  3.15   	  -5.09		
 73.85   	-44.56   	 39.88   	-167.85		  3.13   	   5.09		
 48.52   	-50.05   	 39.21   	-218.72		  3.15   	  15.26		
 23.19   	-55.85   	 38.33   	-106.82		  3.21   	 -20.35		
 22.28   	-67.14   	 37.90   	 132.25		  3.13   	  15.26		
 45.17   	-74.46   	 38.43   	 264.50		  3.19   	  61.04		
 74.16   	-80.87   	 39.49   	  30.52		  3.44   	  10.17		
 87.28   	-90.33   	 39.61   	-274.67		  3.48   	  -5.09		
 83.92   	-91.55   	 38.51   	-305.19		  3.46   	  40.69		
 72.02   	-92.77   	 37.29   	 -76.30		  3.62   	  20.35		
 53.71   	-91.55   	 36.99   	 157.68		  3.70   	  -5.09		
 43.33   	-83.62   	 37.62   	 188.20		  3.68   	   0.00		
 46.69   	-77.51   	 38.37   	  40.69		  3.68   	  20.35		
 48.52   	-76.60   	 38.53   	-162.77		  3.76   	  20.35		
 50.66   	-70.80   	 37.88   	-264.50		  3.85   	  25.43		
 52.49   	-67.75   	 36.83   	-101.73		  3.95   	  30.52		
 39.06   	-61.04   	 36.42   	 167.85		  4.07   	  25.43		
 33.87   	-48.22   	 37.09   	 198.37		  4.17   	  30.52		
 62.56   	  7.93   	 37.88   	 -15.26		  4.29   	  76.30		
215.15   	154.72   	 37.82   	-213.63		  4.60   	  71.21		
525.82   	371.70   	 36.97   	-167.85		  4.88   	  20.35		
842.59   	697.94   	 36.30   	  71.21		  4.96   	  30.52		
967.10   	1149.60   	 36.58   	 183.11		  5.09   	  76.30		
544.43   	1343.69(R)	 37.31   	-142.42		  5.39(E)	  91.56		
-649.11   	678.71   	 36.74   	-274.67		  5.76   	   5.09		
-975.04   	-14.04   	 35.65   	 -40.69		  5.78   	  25.43		
-791.02   	-497.44   	 35.48   	 233.98		  5.88   	  45.78		
-476.99   	-463.56   	 36.42   	 127.16		  6.06   	  10.17		
-364.69   	-273.44   	 36.93   	-162.77		  6.10   	 -25.43		
-302.43   	-51.57   	 36.28   	-213.63		  6.00   	   0.00		
-200.50   	 10.38   	 35.42   	 -35.61		  6.00   	   5.09		
-35.71   	 11.90   	 35.28   	  81.38		  6.02   	 -10.17		
 61.34   	-55.54   	 35.61   	  40.69		  5.98   	   0.00		
 83.01   	-87.89   	 35.77   	 -50.86		  5.98   	  20.35		
 32.04   	-47.00   	 35.56   	 -76.30		  6.06   	  30.52		
-43.33   	-49.44   	 35.26   	 -20.35		  6.19   	  66.12		
-53.41   	-70.19   	 35.18   	  25.43		  6.45   	  81.38		
-15.87   	-79.04   	 35.28   	  25.43		  6.78   	  91.56		
  3.05   	-72.94   	 35.38   	 -15.26		  7.14   	 111.90		
 -1.22   	-68.05   	 35.32   	 -55.95		  7.59   	 122.07		
 10.99   	-72.33   	 35.10   	-101.73		  8.08   	 132.25		
 38.15   	-72.33   	 34.69   	 -66.12		  8.61   	 142.42		
 50.66   	-56.76   	 34.43   	  81.38		  9.18   	 157.68		
 37.54   	-49.44   	 34.75   	  96.64		  9.81   	 218.72		
 10.07   	-47.91   	 35.14   	 -81.38		 10.68   	 274.67		
 -5.49   	-33.87   	 34.81   	-127.16		 11.78   	 325.53		
-16.48   	-22.58   	 34.30   	 -15.26		 13.08   	 366.22		
-30.52   	-15.87   	 34.24   	  40.69		 14.55   	 381.48		
-25.02   	 -4.88   	 34.40   	  71.21		 16.07   	 732.45		
  9.46   	 -7.32   	 34.69   	 -91.56		 19.00   	 361.14		
 26.86   	 -1.83   	 34.32   	-122.07		 20.45   	 315.36		
 46.08   	 -1.22   	 33.84   	   0.00		 21.71   	 249.24		
 70.50   	 -1.22   	 33.84   	  61.04		 22.71   	 244.15		
 79.96   	  1.53   	 34.08   	 -25.43		 23.68   	 254.32		
 71.11   	  7.32   	 33.98   	 -76.30		 24.70   	 193.29		
 52.80   	 10.99   	 33.67   	 -45.78		 25.47   	 111.90		
 35.10   	 19.53   	 33.49   	  20.35		 25.92   	  91.56		
 39.98   	 29.30   	 33.57   	  30.52		 26.29   	  91.56		
 59.81   	 30.21   	 33.69   	 -30.52		 26.65   	  35.61		
 73.24   	 33.26   	 33.57   	-106.82		 26.80   	  -5.09		
 77.51   	 38.76   	 33.14   	 -45.78		 26.78   	 -20.35		
 88.20   	 43.33   	 32.96(D)	 116.99		 26.69   	 -35.61		
117.49   	 51.88   	 33.43   	 122.07		 26.55   	 -30.52		
157.78   	 57.07   	 33.92   	 -55.95		 26.43   	 -30.52		
190.12   	 58.29   	 33.69   	-116.99		 26.31   	 -40.69		
187.38   	 61.34   	 33.22   	  10.17		 26.14   	 -25.43		
151.67   	 69.27   	 33.27   	 178.03		 26.04   	 -15.26		
122.68   	 79.65   	 33.98   	 249.24		 25.98   	   0.00		
127.26   	 92.47   	 34.97   	 233.98		 25.98   	  15.26		
158.69   	 97.66   	 35.91   	 178.03		 26.04   	  40.69		
209.35   	 96.74   	 36.62   	 157.68		 26.21   	  50.86		
245.06   	 94.30   	 37.25   	 289.93		 26.41   	  50.86		
249.94   	 89.72   	 38.41   	 417.09		 26.61   	  50.86		
250.85   	 92.47   	 40.08   	 686.67		 26.82   	 111.90		
271.61   	 90.03   	 42.83   	 203.46		 27.26   	  66.12		
282.90   	 90.03   	 43.64   	 254.32		 27.53   	  71.21		
291.75   	 88.81   	 44.66   	 340.79		 27.81   	  55.95		
295.10   	 89.42   	 46.02   	 315.36		 28.04   	  45.78		
299.68   	 98.88   	 47.28   	 213.63		 28.22   	  50.86		
319.21   	105.59   	 48.14   	 178.03		 28.42   	  35.61		
348.51   	108.95   	 48.85   	 213.63		 28.57   	  15.26		
371.70   	109.86   	 49.70   	 279.75		 28.63   	   5.09		
383.00   	106.20   	 50.82   	 295.01		 28.65(S)	   0.00		
380.86   	105.29   	 52.00   	 218.72		 28.65   	 -15.26		
363.77   	100.71   	 52.88   	 183.11		 28.59   	 -30.52		
331.42   	 92.16   	 53.61   	 249.24		 28.46   	 -35.61		
289.61   	 84.84   	 54.61   	 300.10		 28.32   	 -40.69		
240.78   	 70.50   	 55.81   	 213.63		 28.16   	 -50.86		
195.01   	 57.98   	 56.66   	  45.78		 27.96   	 -45.78		
161.44   	 44.56   	 56.85   	 111.90		 27.77   	 -45.78		
145.57   	 28.08   	 57.29   	 350.97		 27.59   	 -50.86		
138.24   	  6.71   	 58.70   	 315.36		 27.39   	 -35.61		
129.70   	-11.90   	 59.96   	  76.30		 27.24   	 -25.43		
108.64   	-26.86   	 60.26   	  86.47		 27.14   	 -15.26		
 83.31   	-36.93   	 60.61   	 269.58		 27.08   	   5.09		
 63.48   	-39.37   	 61.69   	 345.88		 27.10   	 -40.69		
 48.83   	-45.17   	 63.07   	 106.82		 26.94   	 -55.95		
 40.89   	-46.39   	 63.50   	  -5.09		 26.71   	   0.00		
 31.74   	-47.30   	 63.48   	  86.47		 26.71   	-142.42		
  1.83   	-39.67   	 63.82   	  66.12		 26.14   	 -55.95		
 -2.75   	-34.79   	 64.09   	  25.43		 25.92   	 -45.78		
 -0.31   	-31.13   	 64.19(S)	 -76.30		 25.74   	 -91.56		
  9.46   	-31.13   	 63.89   	 -40.69		 25.37   	-106.82		
 18.01   	-35.40   	 63.72   	 -25.43		 24.94   	-106.82		
 25.02   	-40.28   	 63.62   	-147.51		 24.52   	-116.99		
 24.72   	-44.86   	 63.03   	-213.63		 24.05   	-147.51		
