SAMPLE NUMBER:   1
TIME RESOLUTION: 4 ms/sample
mmHg RESOLUTION: 0.0203458 mmHg/unit
DATA UNITS:      mmHg, mmHg/sec
ECG UNITS:       uV
ECG RESOLUTION:  0.3051758 uV/unit

------------------------- Begin Data -------------------------
  I     	  II     	  RV     	  RV'		  FA     	  FA'		
-25.33   	-90.64   	 20.18   	 366.22		 64.31   	 -25.43		
-21.67   	-92.47   	 21.65   	 406.92		 64.21   	 -30.52		
-18.62   	-93.69   	 23.28   	 467.95		 64.09   	 -30.52		
-20.14   	-95.52   	 25.15   	 523.90		 63.97   	 -30.52		
-26.86   	-98.57   	 27.24   	 564.60		 63.85   	 -30.52		
-34.48   	-102.23   	 29.50   	 584.94		 63.72   	 -35.61		
-36.93   	-105.29   	 31.84   	 584.94		 63.58   	 -35.61		
-33.57   	-106.51   	 34.18   	 574.77		 63.44   	 -30.52		
-26.86   	-106.81   	 36.48   	 559.51		 63.32   	 -25.43		
-22.28   	-106.20   	 38.72   	 523.90		 63.21   	 -35.61		
-23.50   	-105.90   	 40.81   	 478.13		 63.07   	 -30.52		
-29.91   	-106.20   	 42.73   	 442.52		 62.95   	 -35.61		
-37.54   	-107.73   	 44.50   	 391.66		 62.81   	 -30.52		
-42.72   	-108.64   	 46.06   	 335.71		 62.69   	 -30.52		
-44.86   	-108.64   	 47.41   	 295.01		 62.56   	 -25.43		
-44.86   	-106.81   	 48.59   	 274.67		 62.46   	 -25.43		
-46.08   	-103.45   	 49.68   	 254.32		 62.36   	 -25.43		
-49.13   	-99.79   	 50.70   	 218.72		 62.26   	 -30.52		
-54.02   	-98.27   	 51.58   	 208.54		 62.14   	 -35.61		
-58.29   	-99.18   	 52.41   	 198.37		 61.99   	 -35.61		
-60.73   	-102.23   	 53.20   	 188.20		 61.85   	 -35.61		
-61.65   	-104.68   	 53.96   	 167.85		 61.71   	 -35.61		
-63.17   	-104.98   	 54.63   	 157.68		 61.57   	 -25.43		
-66.83   	-102.84   	 55.26   	 152.59		 61.46   	 -25.43		
-71.72   	-99.79   	 55.87   	 157.68		 61.36   	 -20.35		
-75.38   	-96.74   	 56.50   	 162.77		 61.28   	 -20.35		
-76.60   	-93.38   	 57.15   	 167.85		 61.20   	 -20.35		
-75.07   	-89.11   	 57.82   	 178.03		 61.12   	 -20.35		
-72.33   	-84.84   	 58.53   	 193.29		 61.04   	 -15.26		
-67.75   	-82.70   	 59.31   	 208.54		 60.98   	 -20.35		
-61.95   	-82.09   	 60.14   	 203.46		 60.89   	 -15.26		
-54.32   	-81.79   	 60.96   	 203.46		 60.83   	 -10.17		
-46.39   	-78.74   	 61.77   	 198.37		 60.79   	 -10.17		
-38.76   	-71.72   	 62.56   	 183.11		 60.75   	 -10.17		
-33.26   	-62.56   	 63.30   	 167.85		 60.71(D)	   0.00		
-30.52   	-55.54   	 63.97   	 167.85		 60.71   	  10.17		
-30.21   	-52.80   	 64.64   	 147.51		 60.75   	  35.61		
-30.52   	-53.41   	 65.23   	 132.25		 60.89   	  66.12		
-25.94   	-54.32   	 65.76   	 142.42		 61.16   	 111.90		
 -8.85   	-51.57   	 66.33   	 152.59		 61.61   	 162.77		
 24.41   	-43.03   	 66.94   	 162.77		 62.26   	 233.98		
 68.66   	-29.91   	 67.59   	 172.94		 63.19   	 300.10		
114.44   	-13.12   	 68.28   	 188.20		 64.39   	 371.31		
152.59   	  5.49   	 69.03   	 178.03		 65.88   	 422.18		
179.75   	 25.63   	 69.75   	 178.03		 67.57   	 473.04		
198.67   	 47.91   	 70.46   	 167.85		 69.46   	 503.56		
211.49   	 72.94   	 71.13   	 142.42		 71.47   	 513.73		
218.51   	100.10   	 71.70   	 132.25		 73.53   	 508.65		
218.81   	127.87   	 72.23   	 127.16		 75.56   	 473.04		
213.62   	154.42   	 72.74   	 106.82		 77.46   	 437.43		
206.30   	177.61   	 73.16   	 122.07		 79.21   	 381.48		
200.20   	197.45   	 73.65   	 142.42		 80.73   	 320.45		
196.23   	215.45   	 74.22   	 137.33		 82.01   	 264.50		
193.48   	234.38   	 74.77   	 132.25		 83.07   	 213.63		
188.90   	255.74   	 75.30   	 137.33		 83.93   	 188.20		
182.50   	278.63   	 75.85   	 127.16		 84.68   	 167.85		
173.34   	300.90   	 76.36   	 111.90		 85.35   	 178.03		
161.44   	320.13   	 76.81   	 101.73		 86.06   	 188.20		
147.09   	335.08   	 77.21   	  86.47		 86.82   	 213.63		
130.62   	345.15   	 77.56   	  96.64		 87.67   	 239.06		
114.14   	352.17   	 77.94   	  81.38		 88.63   	 269.58		
 98.88   	355.83   	 78.27   	  71.21		 89.70   	 289.93		
 84.53   	354.31   	 78.56   	  61.04		 90.86   	 315.36		
 69.27   	347.29   	 78.80   	  45.78		 92.13   	 340.79		
 51.57   	334.78   	 78.98   	  40.69		 93.49   	 350.97		
 31.74   	317.08   	 79.15   	  35.61		 94.89   	 361.14		
 13.12   	295.10   	 79.29   	  20.35		 96.34   	 350.97		
 -0.92   	268.25   	 79.37   	  15.26		 97.74   	 335.71		
-11.29   	235.60   	 79.43   	  20.35		 99.08   	 315.36		
-22.28   	198.06   	 79.51   	   5.09		100.35   	 274.67		
-39.06   	157.78   	 79.53(S)	  -5.09		101.44   	 239.06		
-63.78   	117.19   	 79.51   	 -25.43		102.40   	 203.46		
-93.99   	 79.04   	 79.41   	 -45.78		103.21   	 172.94		
-122.68   	 43.03   	 79.23   	 -45.78		103.91   	 147.51		
-145.57   	  9.77   	 79.04   	 -61.04		104.50   	 122.07		
-161.13   	-21.06   	 78.80   	 -91.56		104.98   	 101.73		
-171.51   	-47.91   	 78.43   	-111.90		105.39   	  76.30		
-178.83   	-70.50   	 77.99   	-147.51		105.70   	  55.95		
-183.11   	-88.81   	 77.40   	-178.03		105.92   	  45.78		
-184.33   	-104.06   	 76.68   	-172.94		106.10   	  30.52		
-182.80   	-116.58   	 75.99   	-188.20		106.23   	   0.00		
-179.75   	-126.95   	 75.24   	-259.41		106.23   	 -20.35		
-176.39   	-134.89   	 74.20   	-295.01		106.14   	 -15.26		
-174.26   	-140.69   	 73.02   	-320.45		106.08   	  -5.09		
-174.26   	-145.26   	 71.74   	-371.31		106.06   	  20.35		
-176.70   	-149.23   	 70.25   	-427.26		106.14   	  25.43		
-182.19   	-153.20   	 68.55   	-473.04		106.25(S)	  -5.09		
-189.82   	-157.17   	 66.65   	-473.04		106.23   	 -30.52		
-197.75   	-160.52   	 64.76   	-513.73		106.10   	 -40.69		
-204.77   	-164.18   	 62.71   	-590.03		105.94   	 -55.95		
-209.96   	-168.46   	 60.35   	-528.99		105.72   	 -61.04		
-214.54   	-174.87   	 58.23   	-605.29		105.47   	 -61.04		
-220.34   	-183.11   	 55.81   	-869.78		105.23   	 -50.86		
-227.36   	-192.26   	 52.33   	-986.77		105.03   	 -50.86		
-233.76   	-200.20   	 48.38   	-986.77		104.82   	 -50.86		
-235.90   	-206.91   	 44.44   	-930.82		104.62   	 -66.12		
-232.24   	-212.71   	 40.71   	-762.97		104.35   	 -81.38		
-224.30   	-218.51   	 37.66   	-595.11		104.03   	-101.73		
-214.54   	-224.61   	 35.28   	-457.78		103.62   	-111.90		
-204.47   	-229.80   	 33.45   	-320.45		103.17   	-127.16		
-194.40   	-231.63   	 32.17   	-264.50		102.66   	-132.25		
-185.24   	-229.80   	 31.11   	-325.53		102.14   	-147.51		
-177.61   	-225.22   	 29.81   	-412.00		101.55   	-147.51		
-173.03   	-220.03   	 28.16   	-493.39		100.96   	-162.77		
-170.59   	-216.37   	 26.19   	-569.68		100.30   	-162.77		
-168.76   	-214.84   	 23.91   	-620.55		 99.65   	-172.94		
-166.02   	-214.23   	 21.42   	-610.37		 98.96   	-172.94		
-162.05   	-213.01   	 18.98   	-564.60		 98.27   	-183.11		
-159.00   	-210.27   	 16.72   	-488.30		 97.54   	-188.20		
-159.30   	-206.91   	 14.77   	-391.66		 96.78   	-188.20		
-162.96   	-205.08   	 13.20   	-305.19		 96.03   	-193.29		
-166.32   	-205.38   	 11.98   	-233.98		 95.26   	-198.37		
-165.41   	-206.60   	 11.05   	-183.11		 94.47   	-193.29		
-157.78   	-205.69   	 10.32   	-152.59		 93.69   	-188.20		
-145.57   	-201.42   	  9.70   	-152.59		 92.94   	-188.20		
-134.58   	-194.40   	  9.09   	-172.94		 92.19   	-172.94		
-129.39   	-187.68   	  8.40   	-188.20		 91.50   	-162.77		
-129.39   	-183.11   	  7.65   	-203.46		 90.84   	-147.51		
-130.92   	-180.97   	  6.84   	-218.72		 90.25   	-132.25		
-129.09   	-180.36   	  5.96   	-213.63		 89.72   	-127.16		
-123.29   	-179.44   	  5.11   	-183.11		 89.22   	-116.99		
-116.58   	-177.92   	  4.37   	-152.59		 88.75   	-116.99		
-111.39   	-176.09   	  3.76   	-111.90		 88.28   	-116.99		
-107.12   	-174.87   	  3.32   	 -71.21		 87.81   	-122.07		
-101.32   	-173.95   	  3.03   	 -25.43		 87.32   	-127.16		
-90.94   	-172.73   	  2.93   	   5.09		 86.82   	-132.25		
-78.13   	-170.29   	  2.95   	  30.52		 86.29   	-137.33		
-65.61   	-166.63   	  3.07   	  35.61		 85.74   	-142.42		
-57.07   	-162.05   	  3.21   	  10.17		 85.17   	-142.42		
-51.27   	-157.78   	  3.26   	 -10.17		 84.60   	-142.42		
-46.08   	-155.03   	  3.21   	 -45.78		 84.03   	-142.42		
-39.37   	-153.50   	  3.03   	 -71.21		 83.46   	-137.33		
-31.13   	-152.89   	  2.75   	 -81.38		 82.91   	-132.25		
-22.89   	-151.06   	  2.42   	 -76.30		 82.38   	-127.16		
-16.48   	-147.40   	  2.12   	 -66.12		 81.87   	-116.99		
-11.90   	-141.60   	  1.85   	 -40.69		 81.40   	-111.90		
 -6.41   	-135.19   	  1.69   	 -20.35		 80.96   	-106.82		
  0.92   	-128.78   	  1.61(D)	  10.17		 80.53   	 -96.64		
  8.85   	-124.21   	  1.65   	  30.52		 80.14   	 -91.56		
 16.48   	-120.85   	  1.77   	  40.69		 79.78   	 -81.38		
 22.58   	-117.80   	  1.93   	  45.78		 79.45   	 -76.30		
 28.08   	-113.22   	  2.12   	  45.78		 79.15   	 -76.30		
 34.48   	-107.12   	  2.30   	  35.61		 78.84   	 -71.21		
 41.81   	-99.49   	  2.44   	  15.26		 78.56   	 -71.21		
 49.44   	-91.86   	  2.50   	   5.09		 78.27   	 -71.21		
 57.98   	-83.31   	  2.52   	  -5.09		 77.99   	 -66.12		
 68.05   	-74.16   	  2.50   	   0.00		 77.72   	 -66.12		
 79.65   	-64.09   	  2.50   	 -10.17		 77.46   	 -61.04		
 90.94   	-53.71   	  2.46   	  -5.09		 77.21   	 -61.04		
 97.96   	-44.56   	  2.44   	   0.00		 76.97   	 -55.95		
 97.35   	-37.23   	  2.44   	  10.17		 76.74   	 -50.86		
 90.64   	-32.35   	  2.48   	  10.17		 76.54   	 -50.86		
 80.57   	-29.30   	  2.52   	   5.09		 76.34   	 -45.78		
 70.19   	-27.77   	  2.54   	  20.35		 76.15   	 -40.69		
 59.81   	-27.16   	  2.62   	  10.17		 75.99   	 -40.69		
 47.30   	-26.86   	  2.67   	   0.00		 75.83   	 -35.61		
 31.74   	-26.55   	  2.67   	 -10.17		 75.69   	 -40.69		
 12.51   	-26.86   	  2.62   	   0.00		 75.52   	 -35.61		
 -9.16   	-30.21   	  2.62   	 -15.26		 75.38   	 -35.61		
-31.74   	-37.54   	  2.56   	 -40.69		 75.24   	 -35.61		
-54.32   	-47.91   	  2.40   	 -25.43		 75.10   	 -35.61		
-76.29   	-58.59   	  2.30   	   5.09		 74.95   	 -45.78		
-96.44   	-67.14   	  2.32   	  10.17		 74.77   	 -40.69		
-114.75   	-73.24   	  2.36   	   0.00		 74.61   	 -35.61		
-130.00   	-78.74   	  2.36   	   0.00		 74.47   	 -25.43		
-143.13   	-85.14   	  2.36   	  30.52		 74.36   	 -15.26		
-154.11   	-92.77   	  2.48   	  20.35		 74.30   	 -20.35		
-163.27   	-100.40   	  2.56   	 -10.17		 74.22   	 -15.26		
-171.51   	-106.81   	  2.52   	 -20.35		 74.16   	 -20.35		
-177.31   	-111.39   	  2.44   	  -5.09		 74.08   	 -25.43		
-180.05   	-114.14   	  2.42   	   5.09		 73.98   	 -25.43		
-179.44   	-115.05   	  2.44   	   5.09		 73.88   	 -25.43		
-177.31   	-115.36   	  2.46   	   5.09		 73.77   	 -20.35		
-176.09   	-116.27   	  2.48   	  10.17		 73.69   	 -20.35		
-178.22   	-119.02   	  2.52   	  25.43		 73.61   	 -10.17		
-183.11   	-123.60   	  2.62   	  20.35		 73.57   	   0.00		
-189.82   	-128.78   	  2.71   	  10.17		 73.57   	 -10.17		
-195.31   	-133.67   	  2.75   	   0.00		 73.53   	 -15.26		
-197.14   	-137.94   	  2.75   	  -5.09		 73.47   	 -30.52		
-194.09   	-140.99   	  2.73   	  -5.09		 73.35   	 -30.52		
-185.55   	-143.13   	  2.71   	  -5.09		 73.22   	 -25.43		
-173.03   	-144.04   	  2.69   	  -5.09		 73.12   	 -25.43		
-159.30   	-144.04   	  2.67   	  10.17		 73.02   	 -25.43		
-145.87   	-142.82   	  2.71   	  20.35		 72.92   	 -20.35		
-133.67   	-140.69   	  2.79   	  15.26		 72.84   	 -20.35		
-123.29   	-137.02   	  2.85   	   0.00		 72.76   	 -15.26		
-115.97   	-132.45   	  2.85   	  15.26		 72.70   	 -15.26		
-112.30   	-127.87   	  2.91   	  15.26		 72.63   	 -10.17		
-109.86   	-124.51   	  2.97   	   5.09		 72.59   	  -5.09		
-102.23   	-122.38   	  2.99   	  -5.09		 72.57   	 -10.17		
-84.23   	-119.93   	  2.97   	   0.00		 72.53   	 -15.26		
-55.54   	-114.75   	  2.97   	  -5.09		 72.47   	 -15.26		
-21.67   	-105.90   	  2.95   	  -5.09		 72.41   	 -25.43		
  8.54   	-94.91   	  2.93   	 -20.35		 72.31   	 -30.52		
 29.91   	-84.53   	  2.85   	  -5.09		 72.19   	 -25.43		
 42.72   	-76.90   	  2.83   	   0.00		 72.09   	 -30.52		
 50.35   	-71.11   	  2.83   	 -10.17		 71.96   	 -25.43		
 56.46   	-65.00   	  2.79   	   0.00		 71.86   	 -25.43		
 62.56   	-56.46   	  2.79   	  20.35		 71.76   	 -25.43		
 68.05   	-45.78   	  2.87   	  20.35		 71.66   	 -20.35		
 72.02   	-33.87   	  2.95   	   5.09		 71.58   	 -20.35		
 74.16   	-22.28   	  2.97   	   5.09		 71.50   	 -15.26		
 76.29   	-10.68   	  2.99   	  10.17		 71.43   	 -10.17		
 79.96   	  1.53   	  3.03   	   5.09		 71.39   	 -10.17		
 86.98   	 14.34   	  3.05   	   0.00		 71.35   	  -5.09		
 97.96   	 27.47   	  3.05   	   0.00		 71.33   	 -15.26		
110.78   	 41.81   	  3.05   	   0.00		 71.27   	 -15.26		
122.68   	 58.29   	  3.05   	  10.17		 71.21   	 -20.35		
132.14   	 78.43   	  3.09   	   5.09		 71.13   	 -20.35		
139.77   	100.71   	  3.11   	  15.26		 71.05   	 -25.43		
148.01   	121.15   	  3.17   	  10.17		 70.95   	 -25.43		
158.08   	135.19   	  3.21   	  10.17		 70.84   	 -25.43		
169.98   	142.21   	  3.26   	  10.17		 70.74   	 -25.43		
182.80   	144.96   	  3.30   	   5.09		 70.64   	 -25.43		
194.09   	146.79   	  3.32   	   0.00		 70.54   	 -20.35		
203.25   	149.23   	  3.32   	  -5.09		 70.46   	 -20.35		
209.05   	152.59   	  3.30   	 -10.17		 70.38   	 -20.35		
209.66   	155.03   	  3.26   	  -5.09		 70.29   	 -20.35		
203.86   	157.17   	  3.23   	  -5.09		 70.21   	 -20.35		
192.26   	158.08   	  3.21   	   0.00		 70.13   	 -20.35		
179.14   	157.17   	  3.21   	  10.17		 70.05   	 -20.35		
168.15   	152.28   	  3.26   	   0.00		 69.97   	 -15.26		
162.66   	141.60   	  3.26   	   0.00		 69.91   	 -20.35		
160.52   	124.82   	  3.26   	   5.09		 69.83   	 -20.35		
158.39   	105.59   	  3.28   	  10.17		 69.75   	 -20.35		
152.59   	 88.20   	  3.32   	  10.17		 69.66   	 -25.43		
141.91   	 74.46   	  3.36   	  10.17		 69.56   	 -25.43		
127.87   	 64.70   	  3.40   	  10.17		 69.46   	 -25.43		
114.14   	 56.46   	  3.44   	   5.09		 69.36   	 -30.52		
103.15   	 48.52   	  3.46   	  10.17		 69.24   	 -25.43		
 95.52   	 41.81   	  3.50   	  15.26		 69.14   	 -30.52		
 89.42   	 38.45   	  3.56   	  10.17		 69.01   	 -25.43		
 83.01   	 38.76   	  3.60   	  15.26		 68.91   	 -30.52		
 74.77   	 40.89   	  3.66   	  15.26		 68.79   	 -25.43		
 65.31   	 41.81   	  3.72   	  15.26		 68.69   	 -20.35		
 56.46   	 40.28   	  3.78   	  10.17		 68.61   	 -25.43		
 49.13   	 36.93   	  3.83   	  10.17		 68.50   	 -20.35		
 43.03   	 32.96   	  3.87   	  20.35		 68.42   	 -25.43		
 36.93   	 28.69   	  3.95   	  10.17		 68.32   	 -25.43		
 28.38   	 23.80   	  3.99   	 -10.17		 68.22   	 -20.35		
 16.48   	 18.01   	  3.95   	  10.17		 68.14   	 -30.52		
  3.66   	 12.51   	  3.99   	  45.78		 68.02   	 -30.52		
 -7.02   	  9.16   	  4.17   	  20.35		 67.89   	 -35.61		
-13.73   	  8.54   	  4.25   	 -35.61		 67.75   	 -25.43		
-17.40   	  9.16   	  4.11   	  -5.09		 67.65   	 -25.43		
-18.62   	  8.24   	  4.09   	  50.86		 67.55   	 -25.43		
-18.92   	  5.19   	  4.29   	  10.17		 67.45   	 -25.43		
-18.92   	  0.92   	  4.33   	 -15.26		 67.34   	 -25.43		
-18.92   	 -2.14   	  4.27   	  15.26		 67.24   	 -25.43		
-18.62   	 -1.22   	  4.33(E)	  20.35		 67.14   	 -25.43		
-17.09   	  3.05   	  4.42   	   5.09		 67.04   	 -30.52		
-13.73   	  9.16   	  4.44   	  10.17		 66.92   	 -30.52		
 -7.32   	 15.87   	  4.48   	  25.43		 66.80   	 -35.61		
  1.22   	 25.63   	  4.58   	  10.17		 66.65   	 -25.43		
 10.99   	 45.17   	  4.62   	   0.00		 66.55   	 -30.52		
 26.25   	 78.13   	  4.62   	  10.17		 66.43   	 -30.52		
 57.98   	120.24   	  4.66   	  10.17		 66.31   	 -35.61		
115.05   	161.74   	  4.70   	  10.17		 66.16   	 -35.61		
199.58   	192.87   	  4.74   	  10.17		 66.02   	 -40.69		
301.82   	219.12   	  4.78   	  10.17		 65.86   	 -35.61		
403.14   	269.17   	  4.82   	   0.00		 65.72   	 -35.61		
483.40   	370.18   	  4.82   	  10.17		 65.57   	 -35.61		
526.43   	521.24   	  4.86   	  15.26		 65.43   	 -35.61		
513.31   	687.87   	  4.92   	   5.09		 65.29   	 -35.61		
223.39   	843.51(R)	  4.94   	   5.09		 65.15   	 -30.52		
-66.83   	758.36   	  4.96   	  15.26		 65.03   	 -35.61		
-406.80   	567.02   	  5.03   	  20.35		 64.88   	 -30.52		
-715.03   	287.78   	  5.11   	  10.17		 64.76   	 -30.52		
-904.24   	-35.40   	  5.15   	   5.09		 64.64   	 -25.43		
-920.41   	-322.88   	  5.17   	  20.35		 64.54   	 -30.52		
-769.35   	-488.89   	  5.25   	  20.35		 64.41   	 -25.43		
-513.31   	-482.18   	  5.33   	  20.35		 64.31   	 -25.43		
-242.31   	-323.49   	  5.41   	  25.43		 64.21   	 -30.52		
-36.62   	-110.47   	  5.51   	  35.61		 64.09   	 -30.52		
 65.61   	 46.69   	  5.66   	  30.52		 63.97   	 -30.52		
 76.90   	 99.49   	  5.78   	  40.69		 63.85   	 -35.61		
 42.42   	 73.24   	  5.94   	  55.95		 63.70   	 -30.52		
 11.29   	 25.94   	  6.16   	  86.47		 63.58   	 -30.52		
  7.93   	  1.53   	  6.51   	 132.25		 63.46   	 -30.52		
 28.08   	  6.41   	  7.04   	 183.11		 63.34   	 -35.61		
 50.96   	 22.89   	  7.77   	 264.50		 63.19   	 -30.52		
 60.42   	 32.35   	  8.83   	 356.05		 63.07   	 -30.52		
 55.85   	 30.82   	 10.25   	 406.92		 62.95   	 -30.52		
 46.39   	 24.41   	 11.88   	 406.92		 62.83   	 -25.43		
 41.20   	 18.62   	 13.51   	 422.18		 62.73   	 -25.43		
 41.50   	 15.87   	 15.20   	 422.18		 62.62   	 -25.43		
 43.33   	 15.56   	 16.89   	 376.40		 62.52   	 -25.43		
 43.03   	 16.17   	 18.39   	 345.88		 62.42   	 -25.43		
 40.28   	 14.65   	 19.78   	 350.97		 62.32   	 -20.35		
 37.23   	 10.99   	 21.18   	 386.57		 62.24   	 -20.35		
 35.71   	  6.41   	 22.73   	 447.61		 62.16   	 -30.52		
 36.32   	  3.05   	 24.52   	 518.82		 62.03   	 -30.52		
 38.76   	  0.92   	 26.59   	 559.51		 61.91   	 -30.52		
 41.20   	 -0.31   	 28.83   	 584.94		 61.79   	 -25.43		
 43.03   	 -2.14   	 31.17   	 595.11		 61.69   	 -30.52		
 44.86   	 -4.88   	 33.55   	 569.68		 61.57   	 -30.52		
 48.22   	 -6.71   	 35.83   	 528.99		 61.44   	 -35.61		
 54.02   	 -6.71   	 37.94   	 483.21		 61.30   	 -30.52		
 62.26   	 -4.27   	 39.88   	 427.26		 61.18   	 -30.52		
 70.19   	 -1.83   	 41.59   	 361.14		 61.06   	 -30.52		
 75.07   	 -1.53   	 43.03   	 310.27		 60.94   	 -30.52		
 76.90   	 -4.27   	 44.27   	 264.50		 60.81   	 -25.43		
 77.21   	 -7.32   	 45.33   	 239.06		 60.71   	 -25.43		
 77.82   	 -7.63   	 46.29   	 233.98		 60.61   	 -30.52		
 78.43   	 -4.27   	 47.22   	 208.54		 60.49   	 -20.35		
 77.51   	  0.31   	 48.06   	 193.29		 60.41   	 -25.43		
 75.68   	  3.05   	 48.83   	 198.37		 60.30   	 -25.43		
 75.99   	  3.66   	 49.62   	 193.29		 60.20   	 -20.35		
 81.79   	  3.66   	 50.40   	 172.94		 60.12   	 -25.43		
 92.47   	  5.19   	 51.09   	 167.85		 60.02   	 -20.35		
103.15   	  8.85   	 51.76   	 152.59		 59.94   	 -20.35		
108.64   	 12.82   	 52.37   	 167.85		 59.86   	 -25.43		
108.03   	 15.87   	 53.04   	 178.03		 59.76   	 -20.35		
105.90   	 18.01   	 53.75   	 183.11		 59.67   	 -20.35		
107.73   	 19.84   	 54.49   	 183.11		 59.59   	 -15.26		
115.05   	 22.89   	 55.22   	 193.29		 59.53   	 -20.35		
125.43   	 28.08   	 55.99   	 208.54		 59.45   	 -20.35		
135.80   	 34.79   	 56.83   	 208.54		 59.37   	 -20.35		
144.35   	 43.03   	 57.66   	 203.46		 59.29   	 -20.35		
152.59   	 51.27   	 58.47   	 193.29		 59.21   	 -20.35		
161.44   	 59.51   	 59.25   	 198.37		 59.12   	 -25.43		
169.68   	 66.53   	 60.04   	 193.29		 59.02   	 -15.26		
174.87   	 72.33   	 60.81   	 183.11		 58.96   	 -15.26		
175.48   	 76.60   	 61.55   	 178.03		 58.90   	 -10.17		
173.34   	 80.87   	 62.26   	 157.68		 58.86(D)	   0.00		
171.20   	 86.98   	 62.89   	 167.85		 58.86   	  15.26		
171.81   	 94.91   	 63.56   	 172.94		 58.92   	  40.69		
174.26   	103.76   	 64.25   	 172.94		 59.08   	  71.21		
176.09   	112.00   	 64.94   	 178.03		 59.37   	 111.90		
174.56   	118.41   	 65.66   	 198.37		 59.82   	 152.59		
170.29   	123.60   	 66.45   	 208.54		 60.43   	 208.54		
164.79   	130.00   	 67.28   	 208.54		 61.26   	 254.32		
162.05   	138.24   	 68.12   	 213.63		 62.28   	 315.36		
162.96   	148.32   	 68.97   	 213.63		 63.54   	 366.22		
166.93   	159.91   	 69.83   	 172.94		 65.00   	 406.92		
172.73   	172.73   	 70.52   	 152.59		 66.63   	 437.43		
176.70   	187.99   	 71.13   	 157.68		 68.38   	 452.69		
177.61   	205.08   	 71.76   	 167.85		 70.19   	 457.78		
174.56   	223.39   	 72.43   	 147.51		 72.02   	 447.61		
168.76   	240.78   	 73.02   	 127.16		 73.81   	 422.18		
161.74   	257.26   	 73.53   	 127.16		 75.50   	 396.74		
155.94   	274.35   	 74.04   	 147.51		 77.09   	 356.05		
152.59   	292.97   	 74.63   	 142.42		 78.51   	 310.27		
150.45   	313.11   	 75.20   	 116.99		 79.76   	 274.67		
147.40   	333.56   	 75.67   	 106.82		 80.85   	 244.15		
142.21   	353.09   	 76.09   	 106.82		 81.83   	 208.54		
134.28   	371.40   	 76.52   	 101.73		 82.66   	 198.37		
126.65   	388.79   	 76.93   	  91.56		 83.46   	 193.29		
121.15   	406.19   	 77.29   	  86.47		 84.23   	 193.29		
118.10   	422.06   	 77.64   	  86.47		 85.00   	 203.46		
116.27   	434.57   	 77.99   	  86.47		 85.82   	 218.72		
113.83   	441.28   	 78.33   	  76.30		 86.69   	 244.15		
110.78   	440.98   	 78.64   	  76.30		 87.67   	 274.67		
108.95   	433.65   	 78.94   	  55.95		 88.77   	 300.10		
109.25   	421.75   	 79.17   	  50.86		 89.97   	 315.36		
111.39   	406.80   	 79.37   	  45.78		 91.23   	 330.62		
114.44   	389.10   	 79.55   	  30.52		 92.55   	 330.62		
118.41   	367.13   	 79.67   	  20.35		 93.88   	 325.53		
122.07   	340.27   	 79.76   	  15.26		 95.18   	 310.27		
125.12   	308.23   	 79.82   	   5.09		 96.42   	 289.93		
126.65   	273.74   	 79.84(S)	 -10.17		 97.58   	 264.50		
124.82   	241.09   	 79.80   	  -5.09		 98.64   	 228.89		
122.07   	212.10   	 79.78   	   0.00		 99.55   	 203.46		
121.46   	187.99   	 79.78   	 -15.26		100.37   	 172.94		
125.12   	167.24   	 79.71   	 -40.69		101.06   	 152.59		
131.23   	148.93   	 79.55   	 -61.04		101.67   	 127.16		
136.41   	131.84   	 79.31   	 -81.38		102.18   	 101.73		
137.33   	116.88   	 78.98   	-106.82		102.58   	  76.30		
133.67   	104.98   	 78.56   	-147.51		102.89   	  50.86		
129.39   	 97.05   	 77.97   	-172.94		103.09   	  25.43		
129.09   	 93.08   	 77.27   	-198.37		103.19   	  20.35		
134.89   	 91.86   	 76.48   	-239.06		103.28   	  20.35		
144.65   	 90.94   	 75.52   	-254.32		103.36   	  15.26		
153.20   	 88.20   	 74.51   	-279.75		103.42(S)	   0.00		
156.25   	 83.62   	 73.39   	-356.05		103.42   	  -5.09		
151.67   	 78.74   	 71.96   	-422.18		103.40   	 -20.35		
144.35   	 76.90   	 70.27   	-427.26		103.32   	 -35.61		
140.69   	 79.35   	 68.57   	-467.95		103.17   	 -45.78		
143.43   	 85.14   	 66.69   	-549.34		102.99   	 -55.95		
149.84   	 92.16   	 64.50   	-503.56		102.77   	 -61.04		
154.11   	 97.66   	 62.48   	-498.47		102.52   	 -55.95		
151.98   	100.40   	 60.49   	-564.60		102.30   	 -61.04		
144.65   	100.40   	 58.23   	-610.37		102.05   	 -66.12		
137.02   	 98.88   	 55.79   	-732.45		101.79   	 -71.21		
133.67   	 97.05   	 52.86   	-869.78		101.51   	 -76.30		
134.89   	 96.13   	 49.38   	-874.87		101.20   	 -76.30		
137.33   	 95.83   	 45.88   	-839.26		100.89   	 -71.21		
137.33   	 94.60   	 42.52   	-788.40		100.61   	 -81.38		
133.67   	 92.16   	 39.37   	-666.32		100.28   	 -81.38		
127.87   	 88.81   	 36.70   	-518.82		 99.96   	 -86.47		
122.07   	 85.45   	 34.63   	-406.92		 99.61   	 -91.56		
119.02   	 83.92   	 33.00   	-366.22		 99.25   	-106.82		
119.93   	 84.23   	 31.54   	-371.31		 98.82   	-122.07		
124.51   	 85.45   	 30.05   	-406.92		 98.33   	-132.25		
