SAMPLE NUMBER:   11
TIME RESOLUTION: 4 ms/sample
mmHg RESOLUTION: 0.0203458 mmHg/unit
DATA UNITS:      mmHg, mmHg/sec
ECG UNITS:       uV
ECG RESOLUTION:  0.3051758 uV/unit

------------------------- Begin Data -------------------------
  I     	  II     	  RV     	  RV'		
 -3.05   	-22.89   	 25.72   	 -96.64		
 -6.41   	-24.72   	 25.33   	-111.90		
 -9.46   	-25.63   	 24.88   	 -71.21		
-11.90   	-25.33   	 24.60   	 -61.04		
-13.73   	-23.50   	 24.35   	 -66.12		
-14.65   	-21.67   	 24.09   	 -40.69		
-14.65   	-19.84   	 23.93   	 -40.69		
-12.82   	-18.62   	 23.76   	 -50.86		
 -7.93   	-18.01   	 23.56   	 -30.52		
 -0.31   	-17.09   	 23.44   	 -30.52		
  7.32   	-15.56   	 23.32   	 -30.52		
 11.29   	-14.04   	 23.19   	 -40.69		
  8.85   	-11.90   	 23.03   	 -50.86		
  2.14   	 -9.16   	 22.83   	 -50.86		
 -3.05   	 -5.80   	 22.62   	 -66.12		
 -1.83   	 -1.83   	 22.36   	 -86.47		
  7.02   	  1.83   	 22.01   	-101.73		
 20.14   	  5.19   	 21.61   	-132.25		
 34.48   	  8.24   	 21.08   	-147.51		
 48.22   	 10.99   	 20.49   	-152.59		
 61.34   	 13.12   	 19.88   	-183.11		
 73.85   	 15.26   	 19.15   	-203.46		
 84.23   	 16.48   	 18.33   	-188.20		
 90.33   	 17.40   	 17.58   	-198.37		
 90.03   	 17.70   	 16.79   	-208.54		
 82.70   	 17.40   	 15.95   	-223.80		
 69.89   	 16.78   	 15.06   	-264.50		
 53.71   	 15.56   	 14.00   	-249.24		
 38.15   	 14.04   	 13.00   	-228.89		
 27.77   	 12.21   	 12.09   	-203.46		
 24.72   	  9.77   	 11.27   	-157.68		
 27.47   	  7.02   	 10.64   	-111.90		
 30.82   	  3.66   	 10.19   	 -86.47		
 30.82   	  0.31   	  9.85   	 -96.64		
 27.47   	 -3.66   	  9.46   	-116.99		
 25.33   	 -7.02   	  8.99   	-116.99		
 28.08   	 -9.46   	  8.52   	 -91.56		
 36.01   	 -9.77   	  8.16   	 -91.56		
 43.64   	 -8.85   	  7.79   	 -91.56		
 45.17   	 -7.32   	  7.43   	 -76.30		
 38.15   	 -5.80   	  7.12   	 -40.69		
 26.55   	 -5.49   	  6.96   	  -5.09		
 17.70   	 -6.41   	  6.94   	 -20.35		
 17.09   	 -7.93   	  6.86   	 -61.04		
 27.16   	-10.07   	  6.61   	 -55.95		
 43.64   	-11.90   	  6.39   	  -5.09		
 60.73   	-13.43   	  6.37   	  15.26		
 72.02   	-14.65   	  6.43   	  10.17		
 76.29   	-15.56   	  6.47   	   0.00		
 75.07   	-16.17   	  6.47   	 -10.17		
 71.11   	-15.87   	  6.43   	 -30.52		
 66.53   	-14.65   	  6.31   	 -50.86		
 62.26   	-12.82   	  6.10   	 -76.30		
 57.68   	-10.68   	  5.80   	 -96.64		
 51.88   	 -9.46   	  5.41   	-111.90		
 44.56   	 -9.16   	  4.96   	 -86.47		
 35.10   	-10.07   	  4.62   	 -55.95		
 24.11   	-10.99   	  4.39   	 -30.52		
 13.73   	-11.60   	  4.27   	  -5.09		
  7.63   	-11.90   	  4.25(D)	  10.17		
  6.71   	-11.60   	  4.29   	   5.09		
  9.77   	-11.90   	  4.31   	  10.17		
 12.51   	-12.51   	  4.35   	  10.17		
 10.38   	-13.43   	  4.39   	  25.43		
  2.75   	-14.34   	  4.50   	  35.61		
 -7.02   	-14.34   	  4.64   	  50.86		
-13.12   	-13.43   	  4.84   	  86.47		
-12.51   	-11.60   	  5.19   	 127.16		
 -7.63   	 -9.46   	  5.70   	 178.03		
 -3.36   	 -7.93   	  6.41   	 223.80		
 -3.36   	 -7.63   	  7.30   	 244.15		
 -6.10   	 -8.54   	  8.28   	 213.63		
 -6.71   	 -9.46   	  9.14   	 167.85		
 -0.31   	-10.07   	  9.81   	 137.33		
 12.51   	-10.38   	 10.36   	  96.64		
 25.63   	-10.07   	 10.74   	  61.04		
 32.35   	 -9.77   	 10.99   	  25.43		
 29.60   	 -9.77   	 11.09   	 -20.35		
 20.14   	 -8.85   	 11.01   	 -61.04		
  9.46   	 -3.97   	 10.76   	 -91.56		
  5.19   	  7.32   	 10.40   	 -91.56		
 10.07   	 26.25   	 10.03   	 -71.21		
 21.97   	 50.35   	  9.75   	 -35.61		
 35.10   	 73.85   	  9.60   	  15.26		
 43.64   	 90.94   	  9.66   	 116.99		
 40.89   	101.32   	 10.13   	  76.30		
 35.71   	100.40   	 10.44   	  86.47		
 33.87   	101.32   	 10.78   	  55.95		
 35.40   	104.68   	 11.01   	  30.52		
 37.23   	108.64   	 11.13   	  20.35		
 35.10   	109.25   	 11.21   	  25.43		
 26.86   	101.62   	 11.31   	  40.69		
 14.34   	 84.23   	 11.48   	  61.04		
  1.83   	 58.59   	 11.72   	  55.95		
 -6.71   	 29.30   	 11.94   	  45.78		
-10.38   	  1.83   	 12.13   	  50.86		
-10.07   	-20.45   	 12.33   	  66.12		
 -6.41   	-36.01   	 12.59   	  76.30		
  0.92   	-44.86   	 12.90   	  96.64		
 10.68   	-47.00   	 13.29   	 116.99		
 18.92   	-44.86   	 13.75   	 172.94		
 21.36   	-40.89   	 14.45   	 127.16		
 16.17   	-37.84   	 14.95   	 -10.17		
  7.63   	-36.62   	 14.91   	   0.00		
  1.83   	-36.93   	 14.91   	  -5.09		
  3.05   	-37.23   	 14.89   	-106.82		
 10.07   	-37.23   	 14.47   	-157.68		
 18.92   	-36.62   	 13.84   	-147.51		
 26.86   	-36.32   	 13.25   	-142.42		
 33.57   	-35.71   	 12.68   	 -86.47		
 40.59   	-34.48   	 12.33   	  81.38		
 48.22   	-32.35   	 12.66   	 223.80		
 56.15   	-28.38   	 13.55   	 223.80		
 61.95   	-21.06   	 14.45   	 193.29		
 64.70   	 -9.16   	 15.22   	  96.64		
 66.22   	  2.44   	 15.61   	 -35.61		
 70.80   	  8.85   	 15.46   	-111.90		
 78.43   	 14.04   	 15.02   	-142.42		
 82.70   	 26.86   	 14.45   	-111.90		
 68.36   	 49.44   	 14.00   	 -50.86		
 23.50   	 68.66   	 13.79   	  30.52		
-48.83   	 58.90   	 13.92   	  96.64		
-125.73   	  3.05   	 14.30   	 132.25		
-178.53   	-79.04   	 14.83   	 122.07		
-193.18   	-138.85   	 15.32   	  76.30		
-180.36   	-135.80   	 15.63   	  25.43		
-163.88   	-73.55   	 15.73   	  -5.09		
-161.44   	  1.22   	 15.71   	 -40.69		
-172.73   	 35.40   	 15.54   	 -86.47		
-182.50   	  7.32   	 15.20   	 -96.64		
-176.70   	-58.29   	 14.81   	 -71.21		
-153.20   	-118.41   	 14.53   	 -61.04		
-120.54   	-144.35(R)	 14.28   	 -61.04		
-86.98   	-135.50   	 14.04   	 -55.95		
-57.07   	-108.95   	 13.81   	 -35.61		
-28.99   	-79.04   	 13.67(E)	  20.35		
  0.31   	-50.66   	 13.75   	 142.42		
 33.87   	-22.89   	 14.32   	 289.93		
 66.83   	  1.22   	 15.48   	 386.57		
 90.94   	 15.87   	 17.03   	 381.48		
 99.18   	 17.09   	 18.56   	 335.71		
 91.86   	  9.16   	 19.90   	 442.52		
 77.82   	  1.22   	 21.67   	 584.94		
 68.97   	  0.00   	 24.01   	 559.51		
 71.72   	  5.80   	 26.25   	 544.25		
 81.79   	 12.82   	 28.42   	 437.43		
 90.64   	 16.48   	 30.17   	 213.63		
 92.16   	 16.17   	 31.03   	  30.52		
 84.84   	 13.43   	 31.15   	-111.90		
 72.63   	 10.38   	 30.70   	-147.51		
 61.04   	  7.32   	 30.11   	-101.73		
 52.80   	  4.88   	 29.70   	 -86.47		
 49.44   	  4.27   	 29.36   	 -76.30		
 49.74   	  3.97   	 29.05   	 -10.17		
 51.57   	  3.36   	 29.01   	  61.04		
 52.49   	  1.53   	 29.26   	 127.16		
 51.27   	 -0.61   	 29.77   	 188.20		
 49.74   	 -1.53   	 30.52   	 203.46		
 48.52   	  0.31   	 31.33   	 167.85		
 48.22   	  4.27   	 32.00   	 147.51		
 48.22   	  8.54   	 32.59   	 157.68		
 45.47   	 11.90   	 33.22   	 142.42		
 39.67   	 14.65   	 33.79   	  61.04		
 32.96   	 17.70   	 34.04   	  20.35		
 28.69   	 22.28   	 34.12   	  10.17		
 29.30   	 29.30   	 34.16(S)	 -30.52		
 33.57   	 39.98   	 34.04   	 -61.04		
 37.84   	 53.10   	 33.79   	 -71.21		
 37.54   	 65.31   	 33.51   	 -81.38		
 30.82   	 74.46   	 33.18   	 -86.47		
 21.67   	 78.74   	 32.84   	 -71.21		
 14.34   	 79.04   	 32.55   	 -76.30		
 11.60   	 77.51   	 32.25   	-101.73		
 11.90   	 75.07   	 31.84   	 -96.64		
 11.90   	 70.50   	 31.45   	 -71.21		
  8.24   	 63.17   	 31.17   	 -81.38		
  0.61   	 55.54   	 30.84   	-106.82		
 -8.54   	 50.66   	 30.42   	-111.90		
-15.87   	 48.83   	 29.97   	-111.90		
-19.23   	 47.61   	 29.52   	-116.99		
-19.53   	 43.64   	 29.05   	-116.99		
-18.92   	 35.10   	 28.59   	-116.99		
-17.40   	 23.50   	 28.12   	-106.82		
-12.51   	 12.51   	 27.69   	-106.82		
 -3.36   	  5.19   	 27.26   	-106.82		
  8.85   	  2.44   	 26.84   	 -86.47		
 18.62   	  2.75   	 26.49   	 -81.38		
 21.97   	  3.97   	 26.16   	 -76.30		
 19.84   	  4.58   	 25.86   	 -81.38		
 17.70   	  3.05   	 25.53   	 -50.86		
 20.75   	  0.31   	 25.33   	 -25.43		
 31.13   	 -2.44   	 25.23   	 -20.35		
 44.25   	 -4.27   	 25.15   	 -40.69		
 53.10   	 -5.49   	 24.98   	 -50.86		
 52.49   	 -5.80   	 24.78   	 -40.69		
 41.81   	 -5.49   	 24.62   	 -40.69		
 25.33   	 -4.88   	 24.46   	 -45.78		
 10.38   	 -3.66   	 24.27   	 -61.04		
  3.66   	 -1.83   	 24.03   	 -66.12		
  5.49   	 -0.31   	 23.76   	 -66.12		
 11.60   	  0.92   	 23.50   	 -55.95		
 15.87   	  1.22   	 23.28   	 -61.04		
 15.26   	  1.22   	 23.03   	 -76.30		
 12.82   	  1.53   	 22.73   	 -71.21		
 13.73   	  2.75   	 22.44   	 -76.30		
 21.06   	  5.19   	 22.14   	 -86.47		
 32.96   	  8.85   	 21.79   	 -91.56		
 43.95   	 13.12   	 21.42   	 -96.64		
 48.52   	 17.40   	 21.04   	-116.99		
 44.25   	 20.75   	 20.57   	-152.59		
 33.57   	 22.58   	 19.96   	-172.94		
 20.14   	 23.80   	 19.27   	-188.20		
  8.85   	 24.72   	 18.51   	-203.46		
  4.88   	 25.33   	 17.70   	-193.29		
  8.85   	 26.25   	 16.93   	-178.03		
 17.40   	 26.25   	 16.22   	-147.51		
 23.50   	 25.63   	 15.63   	-116.99		
 21.06   	 24.72   	 15.16   	-127.16		
 10.38   	 23.50   	 14.65   	-162.77		
 -3.97   	 22.28   	 14.00   	-188.20		
-15.87   	 20.45   	 13.25   	-193.29		
-23.19   	 18.01   	 12.47   	-203.46		
-26.86   	 15.26   	 11.66   	-183.11		
-30.21   	 12.51   	 10.93   	-162.77		
-35.10   	 10.07   	 10.27   	-157.68		
-38.45   	  7.93   	  9.64   	-162.77		
-36.93   	  5.49   	  8.99   	-152.59		
-28.08   	  3.05   	  8.38   	-137.33		
-13.43   	  0.92   	  7.83   	-111.90		
  3.97   	 -0.61   	  7.39   	-101.73		
 18.62   	 -1.53   	  6.98   	-111.90		
 28.38   	 -2.14   	  6.53   	 -45.78		
 33.87   	 -2.44   	  6.35   	   0.00		
 38.76   	 -3.36   	  6.35   	 -25.43		
 45.47   	 -4.27   	  6.25   	 -15.26		
 54.02   	 -4.88   	  6.19   	  20.35		
 62.56   	 -5.19   	  6.27   	  40.69		
 68.36   	 -5.49   	  6.43   	  35.61		
 67.75   	 -6.10   	  6.57   	  20.35		
 59.20   	 -7.02   	  6.65   	   0.00		
 43.95   	 -8.24   	  6.65   	 -10.17		
 26.86   	 -9.77   	  6.61   	 -25.43		
 14.95   	-10.99   	  6.51   	 -25.43		
 12.51   	-11.90   	  6.41   	 -35.61		
 18.31   	-12.51   	  6.27   	 -71.21		
 25.63   	-13.43   	  5.98   	 -96.64		
 26.25   	-14.65   	  5.60   	 -81.38		
 17.40   	-15.56   	  5.27   	 -45.78		
  1.22   	-16.48   	  5.09   	 -30.52		
-15.87   	-16.78   	  4.96(D)	   0.00		
-28.38   	-16.78   	  4.96   	  20.35		
-32.04   	-15.87   	  5.05   	  10.17		
-28.38   	-14.95   	  5.09   	   5.09		
-20.14   	-14.34   	  5.11   	   5.09		
-12.82   	-14.65   	  5.13   	  20.35		
-11.29   	-16.17   	  5.21   	  25.43		
-17.09   	-17.70   	  5.31   	  10.17		
-25.94   	-18.62   	  5.35   	  15.26		
-32.96   	-18.31   	  5.41   	  71.21		
-33.87   	-16.78   	  5.70   	 142.42		
-28.38   	-14.95   	  6.27   	 188.20		
-18.92   	-13.43   	  7.02   	 223.80		
-10.68   	-12.51   	  7.91   	 233.98		
 -6.10   	-12.51   	  8.85   	 228.89		
 -5.19   	-12.51   	  9.77   	 213.63		
 -7.02   	-12.82   	 10.62   	 157.68		
 -9.16   	-13.12   	 11.25   	 106.82		
 -8.85   	-13.73   	 11.68   	  40.69		
 -3.97   	-14.95   	 11.84   	 -25.43		
  3.97   	-15.56   	 11.74   	 -81.38		
 11.60   	-13.12   	 11.41   	-116.99		
 14.95   	 -3.97   	 10.95   	-122.07		
 12.21   	 13.12   	 10.46   	 -96.64		
  5.49   	 36.32   	 10.07   	 -66.12		
 -1.53   	 60.12   	  9.81   	 -25.43		
 -6.71   	 79.35   	  9.70   	  76.30		
-12.51   	 93.38   	 10.01   	  86.47		
-16.48   	 92.77   	 10.36   	 101.73		
-21.67   	 92.47   	 10.76   	 111.90		
-27.16   	 94.60   	 11.21   	 137.33		
-31.74   	 99.18   	 11.76   	 147.51		
-34.79   	102.23   	 12.35   	 122.07		
-36.01   	 98.27   	 12.84   	  55.95		
-36.32   	 84.53   	 13.06   	  10.17		
-35.71   	 61.04   	 13.10   	   5.09		
-34.18   	 31.74   	 13.12   	  25.43		
-31.43   	  2.44   	 13.22   	  25.43		
-28.99   	-22.28   	 13.33   	 -15.26		
-28.08   	-41.20   	 13.27   	  15.26		
-31.74   	-53.10   	 13.33   	  40.69		
-39.98   	-58.59   	 13.49   	  30.52		
-49.74   	-58.29   	 13.61   	  45.78		
-56.46   	-55.54   	 13.79   	  86.47		
-57.07   	-53.10   	 14.14   	  96.64		
-51.57   	-51.88   	 14.53   	 101.73		
-43.33   	-52.19   	 14.93   	 127.16		
-36.32   	-52.49   	 15.44   	  96.64		
-32.04   	-52.49   	 15.83   	  40.69		
-30.21   	-52.19   	 15.99   	  10.17		
-27.47   	-52.19   	 16.03   	 -40.69		
-21.67   	-51.88   	 15.87   	-116.99		
-12.51   	-51.57   	 15.40   	-142.42		
 -2.75   	-50.35   	 14.83   	-116.99		
  3.66   	-48.83   	 14.36   	 -81.38		
  5.49   	-44.25   	 14.04   	 -40.69		
  4.58   	-34.48   	 13.88   	  25.43		
  5.49   	-22.89   	 13.98   	  86.47		
 13.12   	-14.65   	 14.32   	 127.16		
 28.99   	 -8.85   	 14.83   	 162.77		
 46.69   	  2.75   	 15.48   	 167.85		
 53.10   	 25.33   	 16.15   	 127.16		
 33.87   	 49.44   	 16.66   	  66.12		
-15.56   	 50.66   	 16.93   	  15.26		
-83.31   	  6.41   	 16.99   	 -50.86		
-143.43   	-75.38   	 16.79   	-122.07		
-175.78   	-149.54   	 16.30   	-147.51		
-177.92   	-168.46   	 15.71   	-127.16		
-165.71   	-121.46   	 15.20   	 -96.64		
-159.91   	-46.08   	 14.81   	 -50.86		
-165.41   	  1.83   	 14.61   	 -10.17		
-171.51   	-10.68   	 14.57(E)	  20.35		
-162.96   	-71.11   	 14.65   	  50.86		
-133.97   	-137.33   	 14.85   	  81.38		
-93.08   	-173.95(R)	 15.18   	  86.47		
-54.32   	-172.73   	 15.52   	  61.04		
-27.16   	-147.09   	 15.77   	  55.95		
-10.07   	-114.44   	 15.99   	  76.30		
  4.58   	-82.40   	 16.30   	 101.73		
 25.94   	-50.96   	 16.70   	 132.25		
 54.63   	-21.06   	 17.23   	 254.32		
 83.62   	  0.61   	 18.25   	 386.57		
102.84   	  7.93   	 19.80   	 478.13		
105.59   	  1.83   	 21.71   	 569.68		
 94.91   	 -8.85   	 23.99   	 508.65		
 79.65   	-14.95   	 26.02   	 284.84		
 70.19   	-13.43   	 27.16   	 228.89		
 68.66   	 -7.93   	 28.08   	 239.06		
 70.50   	 -3.05   	 29.03   	 183.11		
 70.80   	 -2.14   	 29.77   	 157.68		
 65.92   	 -3.36   	 30.40   	 157.68		
 56.15   	 -5.19   	 31.03   	 137.33		
 44.25   	 -6.71   	 31.58   	 127.16		
 32.35   	 -8.24   	 32.09   	  86.47		
 21.67   	 -9.77   	 32.43   	 -10.17		
 14.65   	-10.68   	 32.39   	 -61.04		
 12.82   	-10.38   	 32.15   	 -61.04		
 17.40   	 -9.46   	 31.90   	 -10.17		
 25.33   	 -7.93   	 31.86   	  81.38		
 33.26   	 -6.71   	 32.19   	 183.11		
 38.15   	 -5.80   	 32.92   	 233.98		
 38.15   	 -5.19   	 33.86   	 239.06		
 35.10   	 -3.97   	 34.81   	 213.63		
 30.82   	 -2.75   	 35.67   	 167.85		
 27.47   	 -1.83   	 36.34   	 106.82		
 25.63   	 -2.44   	 36.76   	  45.78		
 25.02   	 -4.27   	 36.95(S)	 -10.17		
 23.50   	 -6.10   	 36.91   	 -50.86		
 20.14   	 -7.02   	 36.70   	 -66.12		
 14.65   	 -7.02   	 36.44   	 -81.38		
  9.16   	 -6.10   	 36.11   	 -86.47		
  5.49   	 -4.88   	 35.77   	-106.82		
  5.49   	 -4.58   	 35.34   	-106.82		
  7.93   	 -4.58   	 34.91   	 -86.47		
 10.07   	 -4.58   	 34.57   	 -81.38		
 10.07   	 -4.27   	 34.24   	 -81.38		
  8.24   	 -3.36   	 33.92   	 -76.30		
  5.19   	 -1.53   	 33.61   	 -66.12		
  2.44   	  0.00   	 33.35   	 -71.21		
  2.44   	  0.92   	 33.06   	 -81.38		
  5.80   	  1.22   	 32.74   	 -91.56		
 12.82   	  0.61   	 32.37   	 -96.64		
 22.58   	  0.31   	 31.98   	 -91.56		
 33.26   	  0.00   	 31.62   	-101.73		
 43.64   	  0.31   	 31.21   	-106.82		
 50.66   	  0.92   	 30.78   	-106.82		
 53.41   	  1.53   	 30.36   	-101.73		
 52.19   	  1.83   	 29.95   	 -81.38		
 50.35   	  1.22   	 29.62   	 -81.38		
 52.49   	  0.00   	 29.30   	-101.73		
 61.65   	 -2.14   	 28.89   	-101.73		
 75.68   	 -4.58   	 28.48   	 -66.12		
 90.64   	 -7.32   	 28.22   	 -55.95		
101.32   	 -9.77   	 28.00   	 -45.78		
105.29   	-11.90   	 27.81   	 -35.61		
103.45   	-14.04   	 27.67   	 -40.69		
 99.18   	-15.87   	 27.51   	 -40.69		
 94.91   	-17.70   	 27.34   	 -61.04		
 93.08   	-18.92   	 27.10   	 -66.12		
 93.38   	-19.84   	 26.84   	 -66.12		
 93.69   	-19.84   	 26.57   	 -55.95		
 90.94   	-18.92   	 26.35   	 -50.86		
 83.92   	-17.40   	 26.14   	 -50.86		
 73.85   	-14.95   	 25.94   	 -55.95		
 63.17   	-12.21   	 25.72   	 -50.86		
 53.10   	 -9.16   	 25.51   	 -40.69		
 43.33   	 -6.10   	 25.35   	 -45.78		
 34.18   	 -3.36   	 25.17   	 -45.78		
 29.60   	 -0.61   	 24.98   	 -45.78		
 31.74   	  2.44   	 24.80   	 -71.21		
 40.59   	  5.80   	 24.52   	 -96.64		
 52.80   	  9.77   	 24.13   	-132.25		
 63.48   	 14.04   	 23.60   	-183.11		
 70.19   	 18.01   	 22.87   	-198.37		
 72.94   	 20.75   	 22.08   	-193.29		
 72.33   	 21.97   	 21.30   	-198.37		
 68.05   	 22.58   	 20.51   	-208.54		
 60.42   	 22.58   	 19.67   	-203.46		
 53.10   	 22.89   	 18.86   	-188.20		
 49.74   	 22.58   	 18.11   	-178.03		
 51.88   	 20.45   	 17.40   	-198.37		
 56.76   	 16.17   	 16.60   	-223.80		
 57.37   	  9.46   	 15.71   	-228.89		
 49.74   	  2.14   	 14.79   	-213.63		
 35.40   	 -3.36   	 13.94   	-178.03		
 19.53   	 -6.41   	 13.22   	-127.16		
  8.24   	 -7.63   	 12.72   	 -91.56		
  4.27   	 -8.24   	 12.35   	 -81.38		
  6.71   	 -9.16   	 12.02   	-137.33		
 12.51   	-10.07   	 11.48   	-208.54		
 18.31   	 -8.24   	 10.64   	-213.63		
 23.80   	 -2.44   	  9.79   	-152.59		
 28.08   	  7.93   	  9.18   	 -61.04		
 31.43   	 21.97   	  8.93   	  40.69		
 33.87   	 36.62   	  9.09   	  96.64		
 32.65   	 48.22   	  9.48   	 106.82		
 25.63   	 54.32   	  9.91   	  91.56		
 12.51   	 54.63   	 10.27   	  61.04		
 -3.36   	 50.96   	 10.52   	   0.00		
-16.48   	 45.47   	 10.52   	 -66.12		
-22.58   	 39.67   	 10.25   	 -96.64		
-20.75   	 32.96   	  9.87   	-122.07		
-14.95   	 25.94   	  9.38   	-132.25		
 -8.54   	 19.84   	  8.85   	-122.07		
 -3.97   	 15.87   	  8.36   	-106.82		
 -0.92   	 13.43   	  7.93   	 -76.30		
  3.36   	 10.99   	  7.63   	 -45.78		
 10.38   	  5.49   	  7.45   	  -5.09		
 18.62   	 -2.75   	  7.43(D)	  35.61		
 24.41   	-11.60   	  7.57   	  66.12		
 23.50   	-18.31   	  7.83   	  61.04		
 14.65   	-21.36   	  8.08   	  50.86		
 -0.61   	-20.75   	  8.28   	  30.52		
-17.40   	-18.62   	  8.40   	  15.26		
-30.21   	-16.48   	  8.46   	  -5.09		
-35.71   	-14.95   	  8.44   	  -5.09		
-34.18   	-13.73   	  8.42   	  -5.09		
-29.91   	-12.51   	  8.40   	   5.09		
-27.77   	-11.29   	  8.42   	  15.26		
-28.99   	-10.68   	  8.48   	  35.61		
-32.04   	-11.29   	  8.63   	  61.04		
-33.57   	-12.51   	  8.87   	  66.12		
-32.96   	-13.73   	  9.14   	  55.95		
-32.35   	-14.34   	  9.36   	  35.61		
-34.48   	-14.95   	  9.50   	  40.69		
-40.28   	-15.87   	  9.66   	  35.61		
-48.52   	-17.09   	  9.81   	  25.43		
-56.15   	-18.62   	  9.91   	  45.78		
-61.04   	-19.23   	 10.09   	  55.95		
-61.65   	-19.53   	 10.32   	  66.12		
-57.37   	-19.23   	 10.58   	  86.47		
-49.13   	-19.53   	 10.93   	  86.47		
-39.67   	-18.92   	 11.27   	  81.38		
-33.87   	-15.26   	 11.60   	  66.12		
-33.87   	 -4.88   	 11.86   	  30.52		
-37.84   	 14.04   	 11.98   	 -10.17		
-40.59   	 39.06   	 11.94   	 -40.69		
-38.15   	 65.00   	 11.78   	 -50.86		
-28.69   	 84.84   	 11.58   	 -55.95		
 -8.54   	 97.96   	 11.35   	  10.17		
 -7.02   	 95.83   	 11.39   	  35.61		
-10.68   	 93.99   	 11.54   	  55.95		
-14.34   	 94.60   	 11.76   	  66.12		
-14.34   	 96.74   	 12.02   	  45.78		
 -9.46   	 97.66   	 12.21   	  25.43		
 -3.36   	 91.86   	 12.31   	  15.26		
 -0.61   	 76.29   	 12.37   	   0.00		
 -1.53   	 52.49   	 12.37   	 -15.26		
 -3.97   	 24.41   	 12.31   	  -5.09		
 -5.19   	 -2.14   	 12.29   	   0.00		
 -4.88   	-23.80   	 12.29   	  30.52		
 -3.05   	-39.98   	 12.41   	 152.59		
 -1.22   	-50.35   	 13.02   	 295.01		
 -0.92   	-54.93   	 14.20   	 269.58		
 -2.14   	-54.93   	 15.28   	 162.77		
 -3.66   	-52.19   	 15.93   	  66.12		
 -5.19   	-49.74   	 16.20   	 -40.69		
 -6.10   	-48.83   	 16.03   	-142.42		
 -7.63   	-49.44   	 15.46   	-183.11		
-10.68   	-50.35   	 14.73   	-172.94		
-16.48   	-50.96   	 14.04   	 -81.38		
-23.19   	-50.35   	 13.71   	  40.69		
-27.77   	-49.74   	 13.88   	 142.42		
-28.08   	-48.52   	 14.45   	 218.72		
-25.33   	-46.69   	 15.32   	 249.24		
-22.28   	-44.56   	 16.32   	 203.46		
-20.45   	-43.33   	 17.13   	 116.99		
-19.53   	-40.59   	 17.60   	  10.17		
-16.17   	-33.87   	 17.64   	 -86.47		
 -7.93   	-26.25   	 17.29   	-147.51		
  5.80   	-20.14   	 16.70   	-162.77		
 20.14   	-12.21   	 16.05   	-147.51		
 26.25   	  4.88   	 15.46   	 -96.64		
 12.82   	 31.74   	 15.08   	 -15.26		
-26.25   	 54.32   	 15.02   	  50.86		
-86.36   	 46.39   	 15.22   	  91.56		
-149.54   	 -9.77   	 15.58   	 111.90		
-192.87   	-97.05   	 16.03   	  91.56		
-202.03   	-165.10   	 16.40   	  61.04		
-183.41   	-171.81   	 16.64   	  25.43		
-157.17   	-117.49   	 16.74   	 -15.26		
-141.91   	-46.39   	 16.68   	 -40.69		
-142.21   	-13.12   	 16.52   	 -66.12		
-147.71   	-41.20   	 16.26   	 -76.30		
-144.65   	-108.64   	 15.95   	 -71.21		
-129.09   	-171.81   	 15.67   	 -55.95		
-107.73   	-199.58(R)	 15.44   	 -30.52		
-90.94   	-191.35   	 15.32(E)	  -5.09		
-83.62   	-163.27   	 15.30   	  15.26		
-79.96   	-130.62   	 15.36   	  76.30		
-70.50   	-96.74   	 15.67   	 152.59		
-49.74   	-59.81   	 16.28   	 269.58		
-19.53   	-22.58   	 17.35   	 376.40		
 10.99   	  4.88   	 18.86   	 452.69		
 32.04   	 13.73   	 20.67   	1144.45		
 37.23   	 -7.63   	 25.25   	 417.09		
 30.52   	-15.56   	 26.92   	 345.88		
 22.28   	-14.34   	 28.30   	 356.05		
 12.51   	 -8.24   	 29.73   	 132.25		
  2.14   	 -2.75   	 30.25   	-116.99		
 -7.63   	 -0.92   	 29.79   	 -55.95		
-13.12   	 -1.53   	 29.56   	 122.07		
-12.82   	 -2.44   	 30.05   	 193.29		
 -8.85   	 -2.44   	 30.82   	 305.19		
 -4.88   	 -2.14   	 32.04   	 412.00		
 -3.36   	 -1.53   	 33.69   	 361.14		
 -5.49   	 -1.22   	 35.14   	 228.89		
-10.99   	 -1.22   	 36.05   	  76.30		
-17.70   	 -1.53   	 36.36   	 -20.35		
-23.50   	 -1.83   	 36.28   	 -40.69		
-25.02   	 -1.22   	 36.11   	 -25.43		
-22.28   	  0.00   	 36.01   	   5.09		
-17.40   	  1.53   	 36.03   	  55.95		
-13.43   	  3.05   	 36.26   	  91.56		
-13.12   	  4.58   	 36.62   	 106.82		
-15.87   	  5.19   	 37.05   	 106.82		
-19.84   	  5.49   	 37.48   	  66.12		
-22.58   	  5.49   	 37.74(S)	   0.00		
-22.89   	  5.49   	 37.74   	 -66.12		
-22.28   	  6.10   	 37.48   	-101.73		
-22.28   	  6.41   	 37.07   	-122.07		
-24.72   	  6.71   	 36.58   	-111.90		
-29.30   	  7.02   	 36.13   	-101.73		
-34.79   	  7.63   	 35.73   	 -91.56		
-38.76   	  8.54   	 35.36   	 -71.21		
-38.45   	  9.46   	 35.08   	 -45.78		
-33.26   	 10.07   	 34.89   	 -40.69		
-25.33   	 10.99   	 34.73   	 -30.52		
-15.56   	 12.21   	 34.61   	 -30.52		
 -6.10   	 14.65   	 34.49   	 -45.78		
  2.14   	 16.78   	 34.30   	 -71.21		
