SAMPLE NUMBER:   10
TIME RESOLUTION: 4 ms/sample
mmHg RESOLUTION: 0.0203458 mmHg/unit
DATA UNITS:      mmHg, mmHg/sec
ECG UNITS:       uV
ECG RESOLUTION:  0.3051758 uV/unit

------------------------- Begin Data -------------------------
  I     	  II     	  RV     	  RV'		
 33.87   	-151.98   	 25.86   	 264.50		
 41.50   	-161.44   	 26.92   	 203.46		
 48.83   	-131.84   	 27.73   	 142.42		
 53.71   	-80.57   	 28.30   	 101.73		
 55.24   	-43.03   	 28.71   	  71.21		
 56.15   	-42.42   	 28.99   	  61.04		
 59.81   	-88.20   	 29.24   	  50.86		
 59.81   	-88.20   	 29.44   	  61.04		
 75.38   	-195.31   	 29.68   	  50.86		
 75.38   	-195.31   	 29.89   	  71.21		
 86.67   	-107.73   	 30.17   	  66.12		
 86.67   	-107.73   	 30.44   	  81.38		
 89.11   	 44.56   	 30.76   	  66.12		
 89.11   	 44.56   	 31.03   	  61.04		
 99.18   	-65.61   	 31.27   	  50.86		
 99.18   	-65.61   	 31.47   	  20.35		
110.78   	-117.49   	 31.56   	  10.17		
110.78   	-117.49   	 31.60(S)	 -30.52		
118.41   	100.71   	 31.47   	 -55.95		
125.43   	157.47   	 31.25   	 -76.30		
134.89   	119.93   	 30.95   	 -86.47		
143.74   	 30.52   	 30.60   	 -96.64		
150.45   	-38.15   	 30.21   	 -96.64		
154.11   	-36.93   	 29.83   	-101.73		
155.64   	 26.86   	 29.42   	 -91.56		
156.56   	 99.79   	 29.05   	 -91.56		
156.56   	127.26   	 28.69   	 -86.47		
154.72   	 96.13   	 28.34   	 -81.38		
149.54   	 38.45   	 28.02   	 -81.38		
140.38   	 -0.61   	 27.69   	 -86.47		
127.26   	  6.10   	 27.34   	 -96.64		
110.78   	 52.49   	 26.96   	-101.73		
 94.91   	102.54   	 26.55   	-122.07		
 82.09   	115.05   	 26.06   	-132.25		
 72.63   	 80.57   	 25.53   	-152.59		
 65.92   	 21.36   	 24.92   	-172.94		
 60.42   	-30.52   	 24.23   	-193.29		
 55.54   	-49.13   	 23.46   	-213.63		
 52.80   	-31.13   	 22.60   	-228.89		
 55.24   	  9.16   	 21.69   	-244.15		
 63.17   	 50.35   	 20.71   	-254.32		
 73.24   	 79.04   	 19.69   	-264.50		
 79.96   	 88.20   	 18.64   	-269.58		
 78.43   	 72.33   	 17.56   	-279.75		
 68.05   	 35.10   	 16.44   	-289.93		
 52.49   	 -5.80   	 15.28   	-289.93		
 38.15   	-31.74   	 14.12   	-279.75		
 29.91   	-27.16   	 13.00   	-274.67		
 28.08   	 11.90   	 11.90   	-254.32		
 28.99   	 67.44   	 10.89   	-228.89		
 29.91   	118.41   	  9.97   	-198.37		
 32.04   	148.62   	  9.18   	-167.85		
 38.15   	153.81   	  8.50   	-137.33		
 51.27   	145.26   	  7.96   	-111.90		
 68.66   	145.57   	  7.51   	-101.73		
 83.01   	176.70   	  7.10   	 -86.47		
 88.20   	233.76   	  6.75   	 -81.38		
 88.20   	233.76   	  6.43   	 -71.21		
 74.16   	286.25   	  6.14   	 -66.12		
 74.16   	286.25   	  5.88   	 -66.12		
 67.75   	166.63   	  5.62   	 -55.95		
 67.75   	166.63   	  5.39   	 -55.95		
 63.17   	 89.11   	  5.17   	 -50.86		
 63.17   	 89.11   	  4.96   	 -50.86		
 32.35   	 36.62   	  4.76   	 -40.69		
 32.35   	 36.62   	  4.60   	 -30.52		
  2.75   	-105.90   	  4.48   	 -25.43		
  2.75   	-105.90   	  4.37   	  -5.09		
 -8.24   	-126.95   	  4.35   	   0.00		
 -9.46   	-78.43   	  4.35   	   5.09		
 -9.77   	-26.55   	  4.37   	  10.17		
-10.38   	 10.38   	  4.42   	  15.26		
-12.82   	 31.13   	  4.48   	  20.35		
-17.40   	 36.01   	  4.56   	  20.35		
-22.89   	 18.01   	  4.64   	  30.52		
-26.86   	-24.72   	  4.76   	  35.61		
-24.72   	-84.84   	  4.90   	  45.78		
 -8.54   	-137.02   	  5.09   	  45.78		
 28.69   	-131.84   	  5.27   	  40.69		
 84.53   	 -7.93   	  5.43   	  40.69		
136.72   	275.57   	  5.60   	  30.52		
142.82   	685.12   	  5.72   	  20.35		
 60.12   	1081.24   	  5.80   	  20.35		
-363.46   	1109.62(R)	  5.88(E)	  10.17		
-581.36   	657.96   	  5.92   	  10.17		
-696.72   	125.12   	  5.96   	   5.09		
-677.19   	-246.28   	  5.98   	   0.00		
-551.15   	-353.09   	  5.98   	   0.00		
-383.00   	-273.44   	  5.98   	  15.26		
-231.32   	-159.61   	  6.04   	  20.35		
-123.90   	-118.10   	  6.12   	  35.61		
-58.29   	-154.72   	  6.27   	  35.61		
-21.97   	-204.77   	  6.41   	  45.78		
 -5.49   	-216.98   	  6.59   	  45.78		
 -3.36   	-186.16   	  6.78   	  50.86		
 -8.24   	-133.67   	  6.98   	  55.95		
-13.43   	-91.86   	  7.20   	  71.21		
-12.82   	-90.33   	  7.49   	  96.64		
 -6.10   	-130.92   	  7.87   	 127.16		
  2.75   	-181.58   	  8.38   	 172.94		
  9.77   	-204.47   	  9.07   	 223.80		
 12.82   	-177.92   	  9.97   	 289.93		
 11.60   	-116.88   	 11.13   	 350.97		
  7.93   	-76.29   	 12.53   	 391.66		
  3.97   	-92.77   	 14.10   	 447.61		
  3.36   	-148.93   	 15.89   	 396.74		
  3.36   	-148.93   	 17.48   	 493.39		
 14.04   	-203.86   	 19.45   	 432.35		
 14.04   	-203.86   	 21.18   	 412.00		
 26.86   	-78.43   	 22.83   	 361.14		
 26.86   	-78.43   	 24.27   	 279.75		
 38.45   	-36.62   	 25.39   	 244.15		
 38.45   	-36.62   	 26.37   	 152.59		
 52.80   	-114.75   	 26.98   	 137.33		
 52.80   	-114.75   	 27.53   	  76.30		
 61.34   	-128.17   	 27.83   	  71.21		
 61.34   	-128.17   	 28.12   	  66.12		
 68.66   	-62.87   	 28.38   	  61.04		
 74.16   	-30.52   	 28.63   	  71.21		
 79.04   	-14.34   	 28.91   	  76.30		
 83.01   	-31.74   	 29.22   	  71.21		
 85.45   	-76.60   	 29.50   	  71.21		
 88.20   	-122.38   	 29.79   	  55.95		
 91.86   	-140.69   	 30.01   	  45.78		
 96.74   	-109.56   	 30.19   	  20.35		
101.62   	-36.01   	 30.27(S)	   0.00		
105.29   	 35.71   	 30.27   	 -20.35		
108.95   	 62.26   	 30.19   	 -40.69		
115.05   	 35.10   	 30.03   	 -66.12		
124.51   	-23.80   	 29.77   	 -71.21		
137.02   	-70.19   	 29.48   	 -91.56		
149.54   	-63.78   	 29.11   	 -96.64		
160.22   	 -2.44   	 28.73   	-101.73		
166.93   	 80.57   	 28.32   	-111.90		
169.37   	141.91   	 27.87   	-111.90		
169.07   	152.89   	 27.43   	-111.90		
166.02   	116.27   	 26.98   	-111.90		
159.91   	 54.93   	 26.53   	-116.99		
150.45   	 -4.58   	 26.06   	-106.82		
139.47   	-34.79   	 25.64   	-111.90		
130.62   	-27.77   	 25.19   	-111.90		
127.87   	  5.49   	 24.74   	-116.99		
132.75   	 45.17   	 24.27   	-122.07		
139.77   	 64.39   	 23.78   	-127.16		
140.69   	 49.74   	 23.28   	-147.51		
128.17   	 19.53   	 22.69   	-162.77		
102.54   	  4.27   	 22.03   	-178.03		
 71.41   	 21.67   	 21.32   	-193.29		
 44.56   	 58.29   	 20.55   	-208.54		
 27.77   	 83.01   	 19.72   	-223.80		
 19.84   	 73.24   	 18.82   	-239.06		
 14.95   	 27.77   	 17.86   	-254.32		
 10.07   	-28.69   	 16.85   	-274.67		
  5.80   	-62.56   	 15.75   	-289.93		
  4.88   	-58.29   	 14.59   	-305.19		
  7.93   	-25.33   	 13.37   	-269.58		
  7.93   	-25.33   	 12.29   	-320.45		
 15.56   	 24.11   	 11.01   	-284.84		
 15.56   	 24.11   	  9.87   	-274.67		
 20.45   	-18.92   	  8.77   	-244.15		
 20.45   	-18.92   	  7.79   	-198.37		
 37.54   	 -3.66   	  7.00   	-178.03		
 37.54   	 -3.66   	  6.29   	-142.42		
 61.95   	 77.21   	  5.72   	-127.16		
 61.95   	 77.21   	  5.21   	-116.99		
 80.26   	137.63   	  4.74   	-101.73		
 80.26   	137.63   	  4.33   	-101.73		
 85.75   	152.28   	  3.93   	 -91.56		
 86.98   	124.51   	  3.56   	 -81.38		
 90.03   	 82.70   	  3.23   	 -76.30		
 93.08   	 54.02   	  2.93   	 -66.12		
 91.86   	 51.27   	  2.67   	 -50.86		
 80.87   	 60.73   	  2.46   	 -45.78		
 59.51   	 48.52   	  2.28   	 -35.61		
 34.18   	-11.90   	  2.14   	 -25.43		
 12.21   	-107.12   	  2.03   	 -20.35		
 -1.22   	-189.21   	  1.95   	  -5.09		
 -4.88   	-218.20   	  1.93   	  -5.09		
 -0.61   	-186.16   	  1.91   	   0.00		
  7.32   	-128.17   	  1.91   	   5.09		
 14.04   	-92.47   	  1.93   	  10.17		
 15.56   	-95.83   	  1.97   	  15.26		
 10.07   	-120.24   	  2.03   	  20.35		
  0.31   	-134.28   	  2.12   	  20.35		
 -8.54   	-128.48   	  2.20   	  20.35		
-11.29   	-119.02   	  2.28   	  20.35		
 -2.14   	-128.17   	  2.36   	  15.26		
 25.33   	-151.67   	  2.42   	   5.09		
 73.85   	-132.45   	  2.44   	   0.00		
132.75   	 15.26   	  2.44   	  -5.09		
170.90   	336.61   	  2.42   	  -5.09		
142.82   	763.24   	  2.40   	  -5.09		
 18.01   	1116.03(R)	  2.38(E)	 -10.17		
-431.21   	918.58   	  2.34   	 -15.26		
-612.79   	404.66   	  2.28   	 -20.35		
-677.19   	-93.69   	  2.20   	 -15.26		
-617.37   	-363.46   	  2.14   	 -25.43		
-475.77   	-369.26   	  2.03   	 -20.35		
-313.11   	-234.38   	  1.95   	 -20.35		
-175.48   	-119.63   	  1.87   	 -15.26		
-80.26   	-104.68   	  1.81   	  -5.09		
-22.89   	-157.78   	  1.79   	  -5.09		
  6.41   	-207.52   	  1.77   	   5.09		
 15.56   	-215.76   	  1.79   	   5.09		
 11.60   	-197.14   	  1.81   	   0.00		
 11.60   	-197.14   	  1.81   	  15.26		
 -3.05   	-204.16   	  1.87   	  15.26		
 -3.05   	-204.16   	  1.93   	  81.38		
  7.32   	-241.39   	  2.26   	  66.12		
  7.32   	-241.39   	  2.52   	 178.03		
 28.08   	-226.14   	  3.23   	 157.68		
 28.08   	-226.14   	  3.87   	 269.58		
 32.04   	-229.19   	  4.94   	 233.98		
 32.04   	-229.19   	  5.88   	 345.88		
 31.74   	-265.50   	  7.26   	 300.10		
 31.74   	-265.50   	  8.46   	 356.05		
 44.25   	-213.01   	  9.89   	 325.53		
 51.27   	-149.54   	 11.19   	 284.84		
 56.15   	-87.28   	 12.33   	 228.89		
 58.59   	-51.27   	 13.25   	 178.03		
 59.81   	-47.91   	 13.96   	 132.25		
 62.56   	-69.27   	 14.49   	  96.64		
 67.75   	-100.40   	 14.87   	  66.12		
 75.99   	-119.93   	 15.14   	  50.86		
 85.45   	-119.02   	 15.34   	  45.78		
 93.99   	-104.06   	 15.52   	  50.86		
 99.49   	-93.08   	 15.73   	  61.04		
101.32   	-104.68   	 15.97   	  81.38		
101.01   	-138.55   	 16.30   	 101.73		
101.01   	-174.26   	 16.70   	 116.99		
102.84   	-186.77   	 17.17   	 116.99		
106.81   	-169.37   	 17.64   	 116.99		
111.39   	-140.69   	 18.11   	 101.73		
115.05   	-130.31   	 18.51   	  91.56		
116.88   	-145.87   	 18.88   	  66.12		
118.41   	-165.71   	 19.15   	  35.61		
122.38   	-162.05   	 19.29   	   5.09		
129.70   	-122.99   	 19.31   	 -15.26		
140.08   	-73.55   	 19.25   	 -45.78		
151.98   	-56.15   	 19.06   	 -55.95		
163.88   	-86.36   	 18.84   	 -66.12		
175.17   	-136.72   	 18.58   	 -76.30		
188.90   	-158.39   	 18.27   	 -76.30		
205.99   	-126.95   	 17.97   	 -86.47		
224.00   	-59.51   	 17.62   	 -81.38		
236.82   	 -5.49   	 17.29   	 -81.38		
237.12   	  2.14   	 16.97   	 -81.38		
221.86   	-23.19   	 16.64   	 -76.30		
196.84   	-43.03   	 16.34   	 -81.38		
171.81   	-29.60   	 16.01   	 -86.47		
153.81   	  6.41   	 15.67   	 -86.47		
139.77   	 27.77   	 15.32   	 -96.64		
121.15   	  9.16   	 14.93   	-101.73		
 93.38   	-42.11   	 14.53   	-111.90		
 59.51   	-93.99   	 14.08   	 -96.64		
 59.51   	-93.99   	 13.69   	-147.51		
 13.43   	-108.64   	 13.10   	-127.16		
 13.43   	-108.64   	 12.59   	-188.20		
 14.04   	-82.40   	 11.84   	-162.77		
 14.04   	-82.40   	 11.19   	-223.80		
 17.40   	-123.60   	 10.29   	-198.37		
 17.40   	-123.60   	  9.50   	-254.32		
 12.51   	-110.47   	  8.48   	-228.89		
 12.51   	-110.47   	  7.57   	-315.36		
 12.21   	-59.81   	  6.31   	-274.67		
 12.21   	-59.81   	  5.21   	-371.31		
 21.67   	-84.23   	  3.72   	-376.40		
 28.69   	-91.55   	  2.22   	-371.31		
 36.62   	-77.51   	  0.73   	-361.14		
 46.08   	-42.72   	 -0.71   	-335.71		
 57.07   	  5.19   	 -2.05   	-315.36		
 67.75   	 54.93   	 -3.32   	-289.93		
 73.55   	103.15   	 -4.48   	-274.67		
 72.33   	143.74   	 -5.57   	-244.15		
 68.05   	163.57   	 -6.55   	-218.72		
 67.14   	157.78   	 -7.43   	-203.46		
 72.33   	131.84   	 -8.24   	-178.03		
 79.35   	 95.83   	 -8.95   	-162.77		
 80.26   	 53.71   	 -9.60   	-137.33		
 69.89   	  2.75   	-10.15   	-106.82		
 50.35   	-61.34   	-10.58   	 -86.47		
 28.99   	-138.24   	-10.93   	 -61.04		
 14.04   	-214.23   	-11.17   	 -35.61		
  7.02   	-268.86   	-11.31   	 -15.26		
  5.19   	-288.09   	-11.37(D)	  15.26		
  3.05   	-270.39   	-11.31   	  35.61		
 -0.92   	-227.97   	-11.17   	  45.78		
 -3.97   	-180.05   	-10.99   	  61.04		
 -2.44   	-143.43   	-10.74   	  66.12		
  5.80   	-128.17   	-10.48   	  71.21		
 16.17   	-130.92   	-10.19   	  66.12		
 22.89   	-142.21   	 -9.93   	  71.21		
 23.19   	-159.61   	 -9.64   	  71.21		
 22.89   	-183.41   	 -9.36   	  55.95		
 34.79   	-208.44   	 -9.14   	  30.52		
 68.97   	-203.55   	 -9.01   	  35.61		
119.93   	-106.51   	 -8.87   	  35.61		
162.66   	133.67   	 -8.73   	  50.86		
157.47   	502.01   	 -8.52   	  66.12		
 73.85   	865.17   	 -8.26   	  76.30		
-88.50   	1025.70(R)	 -7.96   	  96.64		
-473.94   	391.54   	 -7.57   	  71.21		
-577.09   	-167.85   	 -7.28   	  45.78		
-578.92   	-580.14   	 -7.10   	  45.78		
-578.92   	-580.14   	 -6.92   	  30.52		
-372.92   	-618.59   	 -6.80   	  25.43		
-372.92   	-618.59   	 -6.69   	  20.35		
-139.77   	-285.64   	 -6.61   	  20.35		
-139.77   	-285.64   	 -6.53   	  45.78		
-10.68   	-238.65   	 -6.35   	  45.78		
-10.68   	-238.65   	 -6.16   	  81.38		
 21.97   	-322.27   	 -5.84   	  71.21		
 21.97   	-322.27   	 -5.55   	 116.99		
 11.90   	-356.14   	 -5.09   	  96.64		
 11.90   	-356.14   	 -4.70   	 152.59		
 14.34   	-305.48   	 -4.09   	 193.29		
 20.45   	-270.39   	 -3.32   	 249.24		
 25.02   	-242.00   	 -2.32   	 310.27		
 27.16   	-224.61   	 -1.08   	 371.31		
 27.16   	-216.98   	  0.41   	 437.43		
 25.94   	-213.93   	  2.16   	 478.13		
 24.41   	-207.82   	  4.07   	 508.65		
 23.80   	-194.09   	  6.10   	 513.73		
 25.94   	-178.53   	  8.16   	 503.56		
 30.82   	-171.20   	 10.17   	 473.04		
 37.54   	-177.31   	 12.07   	 432.35		
 44.25   	-193.18   	 13.79   	 391.66		
 50.66   	-208.13   	 15.36   	 340.79		
 56.46   	-213.32   	 16.72   	 295.01		
 62.56   	-209.35   	 17.90   	 254.32		
 69.58   	-197.14   	 18.92   	 218.72		
 78.74   	-173.34   	 19.80   	 198.37		
 90.94   	-138.55   	 20.59   	 188.20		
103.76   	-100.10   	 21.34   	 183.11		
114.44   	-68.66   	 22.08   	 178.03		
121.15   	-50.96   	 22.79   	 178.03		
123.29   	-42.72   	 23.50   	 183.11		
124.51   	-31.13   	 24.23   	 178.03		
129.70   	 -7.02   	 24.94   	 167.85		
138.24   	 25.33   	 25.62   	 157.68		
145.87   	 53.71   	 26.25   	 137.33		
147.71   	 59.51   	 26.80   	 106.82		
145.87   	 36.62   	 27.22   	  81.38		
147.71   	  1.83   	 27.55   	  45.78		
159.61   	-22.28   	 27.73   	  10.17		
181.58   	-28.99   	 27.77(S)	 -25.43		
205.38   	-32.96   	 27.67   	 -61.04		
221.56   	-55.54   	 27.43   	 -81.38		
226.75   	-96.13   	 27.10   	-116.99		
224.61   	-126.34   	 26.63   	-132.25		
220.95   	-121.77   	 26.10   	-147.51		
218.51   	-89.42   	 25.51   	-162.77		
216.37   	-62.56   	 24.86   	-162.77		
211.49   	-68.05   	 24.21   	-142.42		
211.49   	-68.05   	 23.64   	-178.03		
185.24   	-126.04   	 22.93   	-152.59		
185.24   	-126.04   	 22.32   	-198.37		
152.28   	-142.21   	 21.53   	-172.94		
152.28   	-142.21   	 20.83   	-228.89		
128.48   	-170.29   	 19.92   	-203.46		
128.48   	-170.29   	 19.10   	-264.50		
104.06   	-182.19   	 18.05   	-228.89		
104.06   	-182.19   	 17.13   	-269.58		
 83.01   	-162.05   	 16.05   	-233.98		
 83.01   	-162.05   	 15.12   	-259.41		
 65.31   	-138.24   	 14.08   	-249.24		
 53.41   	-131.23   	 13.08   	-233.98		
 40.89   	-137.33   	 12.15   	-228.89		
 31.74   	-158.39   	 11.23   	-213.63		
 27.77   	-186.16   	 10.38   	-203.46		
 27.77   	-203.86   	  9.56   	-188.20		
 29.30   	-202.33   	  8.81   	-172.94		
 29.91   	-183.11   	  8.12   	-162.77		
 30.21   	-152.28   	  7.47   	-157.68		
 31.43   	-124.51   	  6.84   	-167.85		
 35.71   	-110.17   	  6.16   	-193.29		
 42.72   	-110.78   	  5.39   	-239.06		
 52.49   	-113.22   	  4.44   	-259.41		
 63.17   	-99.18   	  3.40   	-274.67		
 73.85   	-60.73   	  2.30   	-269.58		
 82.09   	 -7.02   	  1.22   	-244.15		
 86.67   	 42.72   	  0.24   	-203.46		
 86.36   	 74.46   	 -0.57   	-157.68		
 83.92   	 88.81   	 -1.20   	-106.82		
 81.79   	 97.96   	 -1.63   	 -61.04		
 82.70   	104.98   	 -1.87   	 -10.17		
 86.06   	 92.47   	 -1.91(D)	  25.43		
 89.42   	 49.44   	 -1.81   	  50.86		
 87.89   	-13.12   	 -1.61   	  61.04		
 77.51   	-72.94   	 -1.36   	  71.21		
 58.90   	-102.23   	 -1.08   	  66.12		
 36.62   	-91.55   	 -0.81   	  61.04		
 18.62   	-59.51   	 -0.57   	  50.86		
 10.68   	-34.18   	 -0.37   	  35.61		
 12.51   	-33.57   	 -0.22   	  30.52		
 19.84   	-57.07   	 -0.10   	  10.17		
 25.94   	-90.94   	 -0.06   	   0.00		
 25.94   	-116.88   	 -0.06   	 -20.35		
 20.75   	-121.15   	 -0.14   	 -35.61		
 14.34   	-102.54   	 -0.28   	 -40.69		
 11.29   	-78.74   	 -0.45   	 -45.78		
 16.17   	-70.80   	 -0.63   	 -50.86		
 32.96   	-85.14   	 -0.83   	 -50.86		
 65.61   	-107.12   	 -1.04   	 -40.69		
 65.61   	-107.12   	 -1.20   	 -35.61		
165.10   	 14.34   	 -1.34   	 -30.52		
165.10   	 14.34   	 -1.46   	 -20.35		
170.29   	597.84   	 -1.55   	 -15.26		
170.29   	597.84   	 -1.61   	  15.26		
-116.88   	1005.25(R)	 -1.55   	  55.95		
-495.91   	342.71   	 -1.32   	  45.78		
-495.91   	342.71   	 -1.14   	  81.38		
-555.73   	-445.25   	 -0.81   	  71.21		
-555.73   	-445.25   	 -0.53   	 101.73		
-338.75   	-359.80   	 -0.12   	 116.99		
-219.12   	-234.99   	  0.35   	 122.07		
-119.93   	-203.86   	  0.83   	 137.33		
-47.30   	-242.92   	  1.38   	 152.59		
 -4.27   	-280.76   	  1.99   	 167.85		
 11.90   	-276.79   	  2.67   	 178.03		
 11.29   	-248.41   	  3.38   	 178.03		
  7.32   	-232.24   	  4.09   	 183.11		
  8.85   	-241.09   	  4.82   	 193.29		
 15.87   	-260.93   	  5.60   	 213.63		
 23.80   	-275.27   	  6.45   	 269.58		
 28.08   	-280.76   	  7.53   	 335.71		
 28.69   	-278.93   	  8.87   	 401.83		
 28.69   	-267.03   	 10.48   	 473.04		
 29.60   	-240.17   	 12.37   	 534.08		
 30.82   	-194.40   	 14.51   	 559.51		
 32.65   	-138.55   	 16.74   	 554.42		
 35.40   	-94.60   	 18.96   	 523.90		
 39.98   	-84.53   	 21.06   	 478.13		
 45.47   	-115.05   	 22.97   	 412.00		
 50.66   	-165.71   	 24.62   	 356.05		
 54.32   	-199.89   	 26.04   	 289.93		
 57.07   	-193.79   	 27.20   	 239.06		
 60.73   	-145.26   	 28.16   	 193.29		
 65.92   	-82.70   	 28.93   	 157.68		
 73.24   	-41.50   	 29.56   	 137.33		
 81.18   	-32.96   	 30.11   	 127.16		
 89.11   	-45.78   	 30.62   	 127.16		
 97.96   	-56.15   	 31.13   	 122.07		
109.25   	-47.30   	 31.62   	 116.99		
121.77   	-19.23   	 32.09   	 116.99		
131.53   	 13.12   	 32.55   	 101.73		
135.50   	 31.74   	 32.96   	  96.64		
134.89   	 29.60   	 33.35   	  81.38		
135.50   	  5.49   	 33.67   	  66.12		
143.13   	-27.47   	 33.94   	  55.95		
158.69   	-52.49   	 34.16   	  30.52		
176.39   	-57.37   	 34.28   	   5.09		
188.60   	-39.37   	 34.30   	  10.17		
188.60   	-39.37   	 34.34(S)	 -25.43		
191.04   	 10.99   	 34.24   	 -20.35		
191.04   	 10.99   	 34.16   	 -30.52		
181.88   	 -6.10   	 34.04   	 -25.43		
181.88   	 -6.10   	 33.94   	 -30.52		
172.42   	-44.25   	 33.81   	 -25.43		
172.42   	-44.25   	 33.71   	 -40.69		
161.13   	-70.50   	 33.55   	 -30.52		
161.13   	-70.50   	 33.43   	 -45.78		
151.37   	-67.14   	 33.25   	 -40.69		
151.37   	-67.14   	 33.08   	 -55.95		
140.08   	-43.95   	 32.86   	 -61.04		
131.84   	-60.42   	 32.61   	 -71.21		
120.54   	-103.15   	 32.33   	 -81.38		
106.20   	-154.42   	 32.00   	 -96.64		
 91.55   	-190.73   	 31.62   	-111.90		
 77.51   	-196.84   	 31.17   	-132.25		
 64.70   	-173.65   	 30.64   	-147.51		
 53.41   	-132.14   	 30.05   	-172.94		
 43.64   	-90.03   	 29.36   	-203.46		
 35.40   	-65.31   	 28.55   	-228.89		
 30.21   	-61.95   	 27.63   	-254.32		
 27.47   	-72.94   	 26.61   	-279.75		
 25.63   	-86.67   	 25.49   	-289.93		
 22.89   	-92.16   	 24.33   	-310.27		
 19.23   	-89.72   	 23.09   	-310.27		
 15.56   	-86.67   	 21.85   	-310.27		
 13.73   	-83.92   	 20.61   	-305.19		
 16.48   	-74.16   	 19.39   	-300.10		
 23.19   	-49.13   	 18.19   	-295.01		
 31.43   	 -6.10   	 17.01   	-289.93		
 39.37   	 44.56   	 15.85   	-279.75		
 47.91   	 84.84   	 14.73   	-279.75		
 58.29   	105.29   	 13.61   	-274.67		
 70.50   	109.86   	 12.51   	-269.58		
 81.79   	112.30   	 11.43   	-264.50		
 85.75   	132.14   	 10.38   	-249.24		
 80.87   	170.90   	  9.38   	-249.24		
 70.80   	209.35   	  8.38   	-233.98		
 63.78   	225.52   	  7.45   	-218.72		
 65.92   	205.08   	  6.57   	-203.46		
 74.77   	155.64   	  5.76   	-172.94		
 82.09   	101.93   	  5.07   	-142.42		
 79.35   	 63.17   	  4.50   	-106.82		
 62.56   	 41.20   	  4.07   	 -76.30		
 36.01   	 28.38   	  3.76   	 -45.78		
 10.07   	 13.43   	  3.58   	 -15.26		
 -7.32   	 -6.41   	  3.52(D)	   0.00		
-13.73   	-24.41   	  3.52   	  20.35		
-12.82   	-37.23   	  3.60   	  15.26		
-12.82   	-37.23   	  3.66   	  25.43		
-14.04   	-59.81   	  3.76   	  25.43		
-14.04   	-59.81   	  3.87   	  25.43		
-22.89   	-85.14   	  3.97   	  15.26		
-22.89   	-85.14   	  4.03   	  10.17		
-16.78   	-82.70   	  4.07   	  10.17		
-16.78   	-82.70   	  4.11   	   5.09		
  7.02   	-71.11   	  4.13   	   5.09		
  7.02   	-71.11   	  4.15   	   0.00		
 83.01   	-72.63   	  4.15   	   5.09		
 83.01   	-72.63   	  4.17   	   0.00		
177.00   	245.67   	  4.17   	   5.09		
155.64   	609.44   	  4.19   	  10.17		
 46.39   	971.68   	  4.23   	  10.17		
-144.04   	1130.68(R)	  4.27(E)	  25.43		
-546.88   	490.42   	  4.37   	  25.43		
-625.92   	-41.81   	  4.48   	  35.61		
-587.46   	-386.96   	  4.62   	  30.52		
-462.04   	-437.93   	  4.74   	  35.61		
-304.57   	-284.73   	  4.88   	  30.52		
-166.32   	-111.39   	  5.01   	  40.69		
-71.41   	-46.69   	  5.17   	  45.78		
-18.92   	-97.05   	  5.35   	  45.78		
  2.14   	-186.46   	  5.53   	  50.86		
  5.49   	-242.31   	  5.74   	  55.95		
  0.92   	-244.75   	  5.96   	  55.95		
 -4.27   	-214.54   	  6.19   	  55.95		
 -6.71   	-184.02   	  6.41   	  71.21		
 -4.88   	-169.37   	  6.69   	  91.56		
  0.31   	-167.54   	  7.06   	 132.25		
  6.10   	-165.71   	  7.59   	 172.94		
 10.38   	-154.11   	  8.28   	 223.80		
 13.12   	-135.19   	  9.18   	 305.19		
 15.26   	-122.99   	 10.40   	 381.48		
 17.70   	-130.92   	 11.92   	 432.35		
 20.75   	-153.20   	 13.65   	 493.39		
 24.72   	-162.96   	 15.63   	 513.73		
 30.82   	-137.94   	 17.68   	 513.73		
 37.54   	-80.87   	 19.74   	 483.21		
 43.64   	-14.34   	 21.67   	 432.35		
 48.52   	 31.13   	 23.40   	 371.31		
 51.88   	 37.23   	 24.88   	 310.27		
 53.10   	  5.49   	 26.12   	 254.32		
 54.02   	-47.30   	 27.14   	 203.46		
 56.15   	-94.60   	 27.96   	 157.68		
 59.81   	-116.88   	 28.59   	 132.25		
 65.61   	-111.69   	 29.11   	 116.99		
 76.29   	-93.99   	 29.58   	 106.82		
 92.47   	-80.26   	 30.01   	 101.73		
113.53   	-80.26   	 30.42   	  91.56		
113.53   	-80.26   	 30.78   	 116.99		
145.87   	-92.77   	 31.25   	 101.73		
145.87   	-92.77   	 31.66   	 111.90		
137.63   	-49.44   	 32.11   	  96.64		
137.63   	-49.44   	 32.49   	  81.38		
115.66   	 13.73   	 32.82   	  76.30		
115.66   	 13.73   	 33.12   	  30.52		
112.92   	 -7.63   	 33.25   	  35.61		
112.92   	 -7.63   	 33.39   	 -20.35		
116.88   	-89.72   	 33.31   	 -10.17		
116.88   	-89.72   	 33.27   	 -61.04		
123.29   	-95.21   	 33.02   	 -71.21		
129.39   	-68.66   	 32.74   	 -81.38		
134.58   	-44.56   	 32.41   	 -86.47		
135.80   	-32.96   	 32.06   	 -86.47		
133.67   	-36.62   	 31.72   	 -86.47		
131.23   	-53.41   	 31.37   	 -86.47		
130.31   	-75.68   	 31.03   	 -86.47		
130.92   	-96.13   	 30.68   	 -86.47		
129.70   	-103.15   	 30.34   	 -91.56		
123.29   	-91.25   	 29.97   	-101.73		
111.08   	-73.24   	 29.56   	-111.90		
