SAMPLE NUMBER:   3
TIME RESOLUTION: 4 ms/sample
mmHg RESOLUTION: 0.0203458 mmHg/unit
DATA UNITS:      mmHg, mmHg/sec
ECG UNITS:       uV
ECG RESOLUTION:  0.3051758 uV/unit

------------------------- Begin Data -------------------------
  I     	  II     	  RFA     	  RFA'		  RV     	  RV'		
-26.86   	-96.74   	 70.21   	 -71.21		  2.42   	 -61.04		
-26.25   	-95.83   	 69.93   	 -66.12		  2.18   	 -35.61		
-25.94   	-94.60   	 69.66   	 -61.04		  2.03   	 -10.17		
-25.94   	-93.69   	 69.42   	 -61.04		  1.99(D)	  10.17		
-25.94   	-92.47   	 69.18   	 -71.21		  2.03   	  25.43		
-25.33   	-91.55   	 68.89   	 -71.21		  2.14   	  50.86		
-24.41   	-90.33   	 68.61   	 -61.04		  2.34   	  61.04		
-23.19   	-89.11   	 68.36   	 -71.21		  2.58   	  66.12		
-21.97   	-87.89   	 68.08   	 -91.56		  2.85   	  76.30		
-21.36   	-86.98   	 67.71   	 -81.38		  3.15   	  71.21		
-21.36   	-86.36   	 67.39   	 -66.12		  3.44   	  71.21		
-21.36   	-86.06   	 67.12   	 -71.21		  3.72   	  55.95		
-21.06   	-86.06   	 66.84   	 -66.12		  3.95   	  50.86		
-20.14   	-86.36   	 66.57   	 -66.12		  4.15   	  40.69		
-19.23   	-86.98   	 66.31   	 -66.12		  4.31   	  25.43		
-18.31   	-88.20   	 66.04   	 -61.04		  4.42   	  20.35		
-18.01   	-89.42   	 65.80   	 -66.12		  4.50   	  15.26		
-18.01   	-90.64   	 65.53   	 -66.12		  4.56   	   5.09		
-18.01   	-91.55   	 65.27   	 -76.30		  4.58   	  10.17		
-18.31   	-92.16   	 64.96   	 -61.04		  4.62   	  10.17		
-18.62   	-92.16   	 64.72   	 -50.86		  4.66   	  10.17		
-19.53   	-91.25   	 64.52   	 -66.12		  4.70   	   5.09		
-19.84   	-89.72   	 64.25   	 -66.12		  4.72   	  10.17		
-19.53   	-87.28   	 63.99   	 -55.95		  4.76   	   5.09		
-18.62   	-84.53   	 63.76   	 -61.04		  4.78   	  10.17		
-18.01   	-83.01   	 63.52   	 -66.12		  4.82   	   0.00		
-18.62   	-83.31   	 63.26   	 -61.04		  4.82   	   0.00		
-19.84   	-84.53   	 63.01   	 -50.86		  4.82   	  -5.09		
-21.36   	-85.75   	 62.81   	 -50.86		  4.80   	   0.00		
-21.97   	-86.06   	 62.60   	 -55.95		  4.80   	   5.09		
-21.36   	-85.14   	 62.38   	 -61.04		  4.82   	   5.09		
-20.14   	-83.62   	 62.14   	 -61.04		  4.84   	  10.17		
-19.84   	-81.79   	 61.89   	 -61.04		  4.88   	  10.17		
-19.53   	-79.96   	 61.65   	 -55.95		  4.92   	  10.17		
-18.62   	-77.51   	 61.42   	 -45.78		  4.96   	  10.17		
-15.26   	-74.77   	 61.24   	 -45.78		  5.01   	  15.26		
 -9.77   	-72.33   	 61.06   	 -66.12		  5.07   	  15.26		
 -2.75   	-71.11   	 60.79   	 -55.95		  5.13   	  15.26		
  4.88   	-69.89   	 60.57   	 -45.78		  5.19   	   5.09		
 11.60   	-66.53   	 60.39   	 -50.86		  5.21   	   0.00		
 18.62   	-59.51   	 60.18   	 -61.04		  5.21   	   0.00		
 26.86   	-48.22   	 59.94   	 -61.04		  5.21   	   0.00		
 39.37   	-34.18   	 59.69   	 -55.95		  5.21   	   0.00		
 57.68   	-18.62   	 59.47   	 -61.04		  5.21   	 -10.17		
 80.26   	 -4.58   	 59.23   	 -61.04		  5.17   	  -5.09		
101.32   	  4.88   	 58.98   	 -55.95		  5.15   	  -5.09		
112.61   	  6.10   	 58.76   	 -50.86		  5.13   	   0.00		
108.03   	 -3.36   	 58.56   	 -45.78		  5.13   	   0.00		
 87.89   	-22.58   	 58.37   	 -45.78		  5.13   	  -5.09		
 61.04   	-47.61   	 58.19   	 -40.69		  5.11   	   5.09		
 36.93   	-70.50   	 58.03   	 -40.69		  5.13   	   5.09		
 18.92   	-86.36   	 57.86   	 -35.61		  5.15   	  10.17		
  4.88   	-93.69   	 57.72   	 -30.52		  5.19   	  10.17		
-10.68   	-94.30   	 57.60   	 -45.78		  5.23   	  15.26		
-28.69   	-93.38   	 57.42   	 -55.95		  5.29   	  15.26		
-45.17   	-93.99   	 57.19   	 -61.04		  5.35   	  10.17		
-54.32   	-97.96   	 56.95   	 -40.69		  5.39   	  15.26		
-54.02   	-102.54   	 56.79   	 -40.69		  5.45   	  15.26		
-48.83   	-105.90   	 56.62   	 -50.86		  5.51   	  15.26		
-44.25   	-106.20   	 56.42   	 -45.78		  5.57   	  15.26		
-43.33   	-104.37   	 56.24   	 -50.86		  5.64   	  15.26		
-44.86   	-101.93   	 56.03   	 -35.61		  5.70   	  15.26		
-46.08   	-99.79   	 55.89   	 -35.61		  5.76   	  15.26		
-45.47   	-97.96   	 55.75   	 -50.86		  5.82   	  15.26		
-43.64   	-96.13   	 55.54   	 -55.95		  5.88   	  10.17		
-41.50   	-94.30   	 55.32   	 -40.69		  5.92   	  15.26		
-40.89   	-93.08   	 55.16   	 -35.61		  5.98   	  10.17		
-41.81   	-92.47   	 55.02   	 -55.95		  6.02   	  10.17		
-43.33   	-93.08   	 54.79   	 -61.04		  6.06   	   5.09		
-45.17   	-93.99   	 54.55   	 -55.95		  6.08   	   5.09		
-45.78   	-94.30   	 54.32   	 -30.52		  6.10   	   5.09		
-45.17   	-93.08   	 54.20   	 -20.35		  6.12   	   0.00		
-44.25   	-90.64   	 54.12   	 -30.52		  6.12   	  -5.09		
-42.72   	-86.98   	 54.00   	 -40.69		  6.10   	  -5.09		
-41.50   	-83.62   	 53.83   	 -45.78		  6.08   	  -5.09		
-41.20   	-82.40   	 53.65   	 -35.61		  6.06   	  -5.09		
-41.20   	-83.01   	 53.51   	 -30.52		  6.04   	  -5.09		
-41.50   	-84.23   	 53.39   	 -50.86		  6.02   	   0.00		
-41.50   	-84.23   	 53.18   	 -50.86		  6.02   	   0.00		
-40.59   	-81.79   	 52.98   	 -40.69		  6.02   	   0.00		
-38.76   	-78.13   	 52.82   	 -25.43		  6.02   	  10.17		
-36.62   	-74.77   	 52.72   	 -20.35		  6.06   	  10.17		
-35.10   	-75.68   	 52.63   	 -15.26		  6.10   	  15.26		
-34.48   	-85.75   	 52.57   	 -25.43		  6.16   	   5.09		
-33.57   	-111.39   	 52.47   	 -25.43		  6.19   	   5.09		
-29.30   	-151.98   	 52.37   	 -25.43		  6.21   	  15.26		
-13.73   	-189.82   	 52.27   	 -25.43		  6.27   	   5.09		
 29.91   	-184.33   	 52.17   	 -25.43		  6.29   	   5.09		
123.90   	-85.75   	 52.06   	 -35.61		  6.31   	   0.00		
285.03   	141.91   	 51.92   	 -45.78		  6.31   	  -5.09		
507.20   	503.85   	 51.74   	 -40.69		  6.29   	 -10.17		
747.07   	978.70   	 51.58   	 -35.61		  6.25   	  -5.09		
927.43   	1506.65   	 51.43   	 -35.61		  6.23   	 -15.26		
815.73   	2211.91(R)	 51.29   	 -35.61		  6.16   	 -15.26		
485.84   	2066.35   	 51.15   	 -30.52		  6.10   	  -5.09		
 66.53   	1504.82   	 51.03   	 -25.43		  6.08   	  -5.09		
-315.55   	688.78   	 50.93   	 -30.52		  6.06(E)	   0.00		
-551.76   	-77.82   	 50.80   	 -30.52		  6.06   	   0.00		
-599.37   	-523.99   	 50.68   	 -15.26		  6.06   	   5.09		
-496.52   	-575.26   	 50.62   	 -20.35		  6.08   	  15.26		
-331.73   	-371.09   	 50.54   	 -30.52		  6.14   	  25.43		
-187.07   	-134.89   	 50.42   	 -25.43		  6.25   	  20.35		
-100.40   	-16.17   	 50.32   	 -15.26		  6.33   	  20.35		
-65.61   	-25.94   	 50.25   	 -25.43		  6.41   	  10.17		
-56.76   	-86.06   	 50.15   	 -40.69		  6.45   	  10.17		
-54.32   	-122.38   	 49.99   	 -40.69		  6.49   	  15.26		
-51.57   	-116.27   	 49.83   	 -30.52		  6.55   	  15.26		
-48.83   	-90.03   	 49.70   	 -15.26		  6.61   	  25.43		
-46.69   	-70.50   	 49.64   	 -20.35		  6.71   	  35.61		
-43.95   	-66.22   	 49.56   	 -30.52		  6.86   	  61.04		
-39.37   	-71.72   	 49.44   	 -20.35		  7.10   	 106.82		
-34.79   	-76.90   	 49.36   	 -15.26		  7.53   	 147.51		
-32.35   	-76.60   	 49.30   	 -20.35		  8.12   	 193.29		
-31.13   	-70.80   	 49.22   	 -30.52		  8.89   	 198.37		
-30.82   	-63.78   	 49.09   	 -25.43		  9.68   	 218.72		
-29.60   	-59.20   	 48.99   	 -25.43		 10.56   	 249.24		
-27.47   	-57.07   	 48.89   	 -25.43		 11.56   	 264.50		
-24.11   	-55.24   	 48.79   	 -35.61		 12.61   	 274.67		
-18.62   	-47.00   	 48.65   	 -20.35		 13.71   	 269.58		
-18.31   	-42.72   	 48.57   	 -10.17		 14.79   	 264.50		
-18.92   	-39.06   	 48.52   	 -20.35		 15.85   	 259.41		
-19.23   	-35.71   	 48.44   	 -15.26		 16.89   	 239.06		
-18.01   	-31.43   	 48.38   	 -15.26		 17.84   	 228.89		
-14.95   	-26.55   	 48.32   	 -15.26		 18.76   	 223.80		
-11.60   	-21.67   	 48.26   	 -20.35		 19.65   	 223.80		
 -9.46   	-17.70   	 48.18   	 -20.35		 20.55   	 203.46		
 -8.54   	-14.34   	 48.10   	 -15.26		 21.36   	 178.03		
 -8.54   	-10.38   	 48.04   	 -20.35		 22.08   	 167.85		
 -8.24   	 -6.41   	 47.96   	 -20.35		 22.75   	 152.59		
 -7.32   	 -2.44   	 47.87   	 -20.35		 23.36   	 142.42		
 -5.80   	  1.22   	 47.79   	 -15.26		 23.93   	 132.25		
 -3.97   	  4.88   	 47.73   	 -20.35		 24.46   	 122.07		
 -2.14   	  8.85   	 47.65   	 -15.26		 24.94   	 111.90		
 -0.92   	 14.04   	 47.59   	 -20.35		 25.39   	 111.90		
  0.31   	 19.84   	 47.51   	 -15.26		 25.84   	 106.82		
  2.14   	 25.94   	 47.45   	 -15.26		 26.27   	 101.73		
  5.19   	 32.35   	 47.39   	 -15.26		 26.67   	  96.64		
  8.24   	 38.45   	 47.32   	 -15.26		 27.06   	  91.56		
 10.99   	 44.25   	 47.26   	 -15.26		 27.43   	  81.38		
 13.12   	 50.05   	 47.20   	 -20.35		 27.75   	  86.47		
 14.65   	 55.24   	 47.12   	 -15.26		 28.10   	  76.30		
 16.48   	 60.42   	 47.06   	 -15.26		 28.40   	  71.21		
 19.23   	 65.61   	 47.00   	 -20.35		 28.69   	  61.04		
 28.08   	 79.04   	 46.92   	 -15.26		 28.93   	  61.04		
 32.96   	 87.59   	 46.86   	 -10.17		 29.18   	  76.30		
 37.23   	 97.35   	 46.82   	 -15.26		 29.48   	  81.38		
 40.89   	107.42   	 46.75   	 -20.35		 29.81   	  91.56		
 43.64   	117.19   	 46.67   	 -10.17		 30.17   	  96.64		
 46.08   	126.95   	 46.63   	  -5.09		 30.56   	  91.56		
 48.83   	137.02   	 46.61   	  -5.09		 30.93   	  86.47		
 53.41   	147.71   	 46.59   	  -5.09		 31.27   	  71.21		
 59.20   	159.91   	 46.57(D)	  10.17		 31.56   	  45.78		
 66.22   	173.03   	 46.61   	  20.35		 31.74   	  25.43		
 72.94   	187.07   	 46.69   	  35.61		 31.84   	   5.09		
 79.35   	201.11   	 46.84   	  61.04		 31.86(S)	 -25.43		
 85.14   	215.76   	 47.08   	  76.30		 31.76   	 -50.86		
 90.64   	230.10   	 47.39   	 106.82		 31.56   	 -61.04		
 95.83   	243.84   	 47.81   	 127.16		 31.31   	 -71.21		
100.40   	256.65   	 48.32   	 147.51		 31.03   	 -71.21		
104.06   	267.64   	 48.91   	 147.51		 30.74   	 -81.38		
107.12   	278.02   	 49.50   	 137.33		 30.42   	 -81.38		
109.56   	287.78   	 50.05   	 127.16		 30.09   	 -71.21		
112.00   	295.72   	 50.56   	 116.99		 29.81   	 -55.95		
113.83   	300.60   	 51.03   	 122.07		 29.58   	 -45.78		
115.05   	300.90   	 51.52   	 106.82		 29.40   	 -40.69		
115.05   	295.41   	 51.94   	 111.90		 29.24   	 -35.61		
114.14   	283.51   	 52.39   	 111.90		 29.09   	 -25.43		
110.78   	265.20   	 52.84   	 122.07		 28.99   	 -15.26		
104.68   	239.87   	 53.33   	 137.33		 28.93   	 -10.17		
 95.52   	209.05   	 53.88   	 147.51		 28.89   	 -10.17		
 83.31   	173.95   	 54.47   	 147.51		 28.85   	 -15.26		
 69.58   	137.63   	 55.06   	 137.33		 28.79   	 -15.26		
 55.24   	101.93   	 55.61   	 152.59		 28.73   	 -10.17		
 41.81   	 67.75   	 56.22   	 157.68		 28.69   	 -15.26		
 29.60   	 35.10   	 56.85   	 157.68		 28.63   	 -20.35		
 18.31   	  5.19   	 57.48   	 152.59		 28.55   	 -25.43		
  8.54   	-21.06   	 58.09   	 147.51		 28.44   	 -30.52		
  0.00   	-43.64   	 58.68   	 152.59		 28.32   	 -35.61		
 -7.32   	-61.95   	 59.29   	 152.59		 28.18   	 -35.61		
-13.43   	-76.60   	 59.90   	 147.51		 28.04   	 -40.69		
-18.31   	-88.81   	 60.49   	 147.51		 27.87   	 -50.86		
-22.28   	-98.57   	 61.08   	 147.51		 27.67   	 -50.86		
-25.63   	-106.51   	 61.67   	 142.42		 27.47   	 -61.04		
-28.38   	-112.00   	 62.24   	 132.25		 27.22   	 -66.12		
-29.91   	-115.36   	 62.77   	 137.33		 26.96   	 -71.21		
-29.91   	-116.27   	 63.32   	 147.51		 26.67   	 -81.38		
-29.30   	-116.27   	 63.91   	 152.59		 26.35   	 -96.64		
-28.99   	-116.58   	 64.52   	 142.42		 25.96   	-111.90		
-30.21   	-117.80   	 65.09   	 137.33		 25.51   	-127.16		
-32.65   	-120.24   	 65.64   	 127.16		 25.00   	-147.51		
-35.71   	-122.68   	 66.14   	 127.16		 24.41   	-157.68		
-37.84   	-124.51   	 66.65   	 111.90		 23.78   	-178.03		
-38.76   	-125.73   	 67.10   	 101.73		 23.07   	-188.20		
-39.37   	-126.34   	 67.51   	  81.38		 22.32   	-208.54		
-39.37   	-126.95   	 67.83   	  71.21		 21.49   	-228.89		
-39.67   	-127.56   	 68.12   	  71.21		 20.57   	-218.72		
-39.67   	-127.56   	 68.40   	  71.21		 19.69   	-193.29		
-39.37   	-125.73   	 68.69   	  76.30		 18.92   	-188.20		
-39.37   	-123.29   	 68.99   	  71.21		 18.17   	-218.72		
-39.67   	-121.15   	 69.28   	  66.12		 17.29   	-233.98		
-39.67   	-120.54   	 69.54   	  71.21		 16.36   	-223.80		
-39.67   	-120.85   	 69.83   	  61.04		 15.46   	-203.46		
-38.76   	-120.85   	 70.07   	  45.78		 14.65   	-193.29		
-37.23   	-119.93   	 70.25   	  25.43		 13.88   	-193.29		
-35.40   	-118.10   	 70.36   	  25.43		 13.10   	-198.37		
-33.57   	-115.36   	 70.46   	  15.26		 12.31   	-188.20		
-32.65   	-112.92   	 70.52   	  15.26		 11.56   	-162.77		
-32.35   	-111.08   	 70.58(S)	   0.00		 10.91   	-142.42		
-32.96   	-109.86   	 70.58   	  -5.09		 10.34   	-142.42		
-33.87   	-109.25   	 70.56   	  -5.09		  9.77   	-132.25		
-34.18   	-109.56   	 70.54   	   0.00		  9.24   	-132.25		
-34.18   	-109.86   	 70.54   	  -5.09		  8.71   	-157.68		
-33.57   	-110.17   	 70.52   	 -15.26		  8.08   	-203.46		
-32.35   	-110.17   	 70.46   	 -20.35		  7.26   	-254.32		
-30.82   	-110.17   	 70.38   	 -20.35		  6.25   	-284.84		
-28.99   	-109.86   	 70.29   	 -35.61		  5.11   	-300.10		
-28.08   	-109.56   	 70.15   	 -61.04		  3.91   	-300.10		
-27.77   	-109.25   	 69.91   	 -81.38		  2.71   	-284.84		
-28.69   	-108.64   	 69.58   	 -91.56		  1.57   	-244.15		
-29.60   	-108.03   	 69.22   	 -96.64		  0.59   	-193.29		
-29.30   	-106.51   	 68.83   	 -86.47		 -0.18   	-132.25		
-27.47   	-104.98   	 68.48   	 -71.21		 -0.71   	 -76.30		
-25.33   	-103.76   	 68.20   	 -76.30		 -1.02   	 -15.26		
-24.11   	-103.76   	 67.89   	 -76.30		 -1.08(D)	  45.78		
-24.72   	-105.29   	 67.59   	 -55.95		 -0.90   	  91.56		
-26.25   	-107.42   	 67.36   	 -45.78		 -0.53   	 127.16		
-27.47   	-108.95   	 67.18   	 -40.69		 -0.02   	 137.33		
-27.77   	-109.25   	 67.02   	 -40.69		  0.53   	 147.51		
-27.16   	-108.34   	 66.86   	 -45.78		  1.12   	 142.42		
-26.86   	-107.12   	 66.67   	 -35.61		  1.69   	 127.16		
-27.16   	-106.20   	 66.53   	 -50.86		  2.20   	 106.82		
-28.08   	-105.90   	 66.33   	 -71.21		  2.62   	  86.47		
-28.99   	-105.59   	 66.04   	 -81.38		  2.97   	  61.04		
-29.30   	-105.90   	 65.72   	 -86.47		  3.21   	  35.61		
-28.99   	-106.81   	 65.37   	 -71.21		  3.36   	  10.17		
-28.38   	-107.42   	 65.09   	 -81.38		  3.40   	   0.00		
-27.47   	-107.12   	 64.76   	 -91.56		  3.40   	 -15.26		
-26.86   	-105.59   	 64.39   	 -76.30		  3.34   	 -20.35		
-26.86   	-104.06   	 64.09   	 -55.95		  3.26   	 -20.35		
-27.47   	-103.45   	 63.87   	 -50.86		  3.17   	 -25.43		
-28.69   	-103.45   	 63.66   	 -45.78		  3.07   	 -10.17		
-29.60   	-103.76   	 63.48   	 -40.69		  3.03   	  -5.09		
-29.60   	-103.45   	 63.32   	 -50.86		  3.01   	   5.09		
-28.08   	-102.84   	 63.11   	 -45.78		  3.03   	   5.09		
-25.94   	-102.23   	 62.93   	 -40.69		  3.05   	   0.00		
-24.72   	-102.84   	 62.77   	 -40.69		  3.05   	   5.09		
-25.33   	-104.68   	 62.60   	 -55.95		  3.07   	  10.17		
-26.86   	-106.51   	 62.38   	 -71.21		  3.11   	   5.09		
-28.08   	-107.12   	 62.10   	 -66.12		  3.13   	   0.00		
-28.08   	-106.51   	 61.83   	 -50.86		  3.13   	  -5.09		
-27.16   	-104.68   	 61.63   	 -45.78		  3.11   	   0.00		
-25.33   	-102.84   	 61.44   	 -61.04		  3.11   	   5.09		
-24.41   	-101.01   	 61.20   	 -61.04		  3.13   	  10.17		
-24.11   	-99.79   	 60.96   	 -50.86		  3.17   	  10.17		
-24.72   	-99.49   	 60.75   	 -55.95		  3.21   	  20.35		
-25.63   	-99.79   	 60.53   	 -71.21		  3.30   	  30.52		
-26.25   	-100.40   	 60.24   	 -76.30		  3.42   	  35.61		
-26.55   	-101.01   	 59.94   	 -66.12		  3.56   	  40.69		
-25.63   	-101.01   	 59.67   	 -45.78		  3.72   	  45.78		
-23.80   	-100.10   	 59.49   	 -40.69		  3.91   	  45.78		
-21.36   	-97.96   	 59.33   	 -55.95		  4.09   	  40.69		
-18.01   	-95.83   	 59.10   	 -71.21		  4.25   	  40.69		
-13.73   	-93.99   	 58.82   	 -55.95		  4.42   	  35.61		
 -7.93   	-92.16   	 58.60   	 -45.78		  4.56   	  20.35		
 -0.92   	-90.64   	 58.41   	 -50.86		  4.64   	  15.26		
  7.32   	-87.59   	 58.21   	 -40.69		  4.70   	   5.09		
 17.40   	-81.79   	 58.05   	 -40.69		  4.72   	 -10.17		
 29.30   	-71.41   	 57.88   	 -45.78		  4.68   	 -20.35		
 44.56   	-56.76   	 57.70   	 -50.86		  4.60   	 -25.43		
 64.39   	-39.06   	 57.50   	 -55.95		  4.50   	 -35.61		
 86.67   	-21.67   	 57.27   	 -35.61		  4.35   	 -25.43		
106.51   	 -9.77   	 57.13   	 -20.35		  4.25   	 -20.35		
116.58   	 -7.93   	 57.05   	 -30.52		  4.17   	 -20.35		
110.78   	-17.70   	 56.93   	 -50.86		  4.09   	  -5.09		
 90.33   	-37.84   	 56.72   	 -50.86		  4.07   	   0.00		
 62.26   	-63.48   	 56.52   	 -35.61		  4.07   	  15.26		
 36.93   	-88.50   	 56.38   	 -35.61		  4.13   	  30.52		
 18.31   	-107.42   	 56.24   	 -35.61		  4.25   	  30.52		
  4.27   	-117.80   	 56.09   	 -45.78		  4.37   	  35.61		
-10.99   	-119.63   	 55.91   	 -50.86		  4.52   	  30.52		
-30.21   	-116.88   	 55.71   	 -40.69		  4.64   	  35.61		
-50.05   	-114.14   	 55.54   	 -45.78		  4.78   	  35.61		
-63.78   	-115.36   	 55.36   	 -40.69		  4.92   	  30.52		
-67.44   	-119.32   	 55.20   	 -40.69		  5.05   	  20.35		
-63.48   	-123.60   	 55.04   	 -55.95		  5.13   	  15.26		
-57.37   	-124.82   	 54.81   	 -45.78		  5.19   	   5.09		
-53.41   	-122.99   	 54.63   	 -40.69		  5.21   	  10.17		
-53.10   	-119.93   	 54.47   	 -30.52		  5.25   	  10.17		
-54.32   	-118.10   	 54.34   	 -45.78		  5.29   	   5.09		
-55.85   	-118.10   	 54.16   	 -61.04		  5.31   	   0.00		
-56.46   	-118.71   	 53.92   	 -50.86		  5.31   	  -5.09		
-56.46   	-118.41   	 53.71   	 -20.35		  5.29   	   5.09		
-56.15   	-116.88   	 53.63   	 -20.35		  5.31   	   5.09		
-54.93   	-114.44   	 53.55   	 -40.69		  5.33   	   5.09		
-53.41   	-112.92   	 53.39   	 -55.95		  5.35   	   5.09		
-52.49   	-112.92   	 53.16   	 -45.78		  5.37   	   0.00		
-52.19   	-113.53   	 52.98   	 -30.52		  5.37   	   5.09		
-52.19   	-113.83   	 52.86   	 -30.52		  5.39   	   0.00		
-51.27   	-112.30   	 52.74   	 -40.69		  5.39   	   5.09		
-49.13   	-109.25   	 52.57   	 -35.61		  5.41   	   5.09		
-47.00   	-105.90   	 52.43   	 -20.35		  5.43   	   0.00		
-45.78   	-103.45   	 52.35   	 -35.61		  5.43   	   5.09		
-46.08   	-102.23   	 52.21   	 -40.69		  5.45   	  10.17		
-47.91   	-102.23   	 52.04   	 -40.69		  5.49   	  15.26		
-49.13   	-101.32   	 51.88   	 -35.61		  5.55   	  15.26		
-49.13   	-98.88   	 51.74   	 -30.52		  5.62   	  20.35		
-47.61   	-95.21   	 51.62   	 -25.43		  5.70   	  15.26		
-45.17   	-90.94   	 51.52   	 -25.43		  5.76   	  20.35		
-43.03   	-88.20   	 51.41   	 -30.52		  5.84   	  15.26		
-41.81   	-91.55   	 51.29   	 -30.52		  5.90   	  20.35		
-41.20   	-107.12   	 51.17   	 -30.52		  5.98   	  15.26		
-39.37   	-140.38   	 51.05   	 -25.43		  6.04   	  10.17		
-30.52   	-181.58   	 50.95   	 -30.52		  6.08   	   5.09		
  0.00   	-199.28   	 50.82   	 -25.43		  6.10   	  10.17		
 74.46   	-145.26   	 50.72   	 -30.52		  6.14   	   0.00		
216.37   	 25.33   	 50.60   	 -25.43		  6.14   	   5.09		
434.27   	330.51   	 50.50   	 -25.43		  6.16   	   0.00		
700.99   	759.28   	 50.40   	 -20.35		  6.16   	  -5.09		
946.04   	1271.06   	 50.32   	 -25.43		  6.14   	   0.00		
1076.97   	1780.70   	 50.21   	 -20.35		  6.14   	   0.00		
741.58   	2193.30(R)	 50.13   	 -25.43		  6.14   	  -5.09		
315.55   	1825.26   	 50.03   	 -20.35		  6.12   	  -5.09		
-134.28   	1109.92   	 49.95   	 -25.43		  6.10   	  -5.09		
-473.63   	297.24   	 49.85   	 -30.52		  6.08(E)	   0.00		
-620.12   	-307.92   	 49.73   	 -30.52		  6.08   	   5.09		
-578.00   	-532.84   	 49.60   	 -35.61		  6.10   	  10.17		
-424.50   	-430.91   	 49.46   	 -25.43		  6.14   	  10.17		
-257.26   	-205.08   	 49.36   	 -15.26		  6.19   	  15.26		
-139.47   	-46.69   	 49.30   	 -15.26		  6.25   	  20.35		
-83.01   	-21.06   	 49.24   	 -30.52		  6.33   	  25.43		
-65.61   	-75.68   	 49.11   	 -30.52		  6.43   	  20.35		
-60.42   	-125.73   	 48.99   	 -30.52		  6.51   	  25.43		
-54.93   	-131.23   	 48.87   	 -30.52		  6.61   	  25.43		
-47.91   	-105.90   	 48.75   	 -40.69		  6.71   	  40.69		
-43.03   	-80.26   	 48.59   	 -30.52		  6.88   	  61.04		
-40.28   	-70.80   	 48.46   	 -15.26		  7.12   	  76.30		
-37.84   	-74.46   	 48.40   	 -10.17		  7.43   	  96.64		
-35.10   	-80.57   	 48.36   	 -35.61		  7.81   	 122.07		
-32.65   	-81.48   	 48.22   	 -40.69		  8.30   	 157.68		
-30.52   	-75.99   	 48.06   	 -10.17		  8.93   	 193.29		
-28.99   	-67.75   	 48.02   	   0.00		  9.70   	 203.46		
-27.47   	-61.65   	 48.02   	 -25.43		 10.52   	 218.72		
-27.47   	-59.51   	 47.91   	 -40.69		 11.39   	 228.89		
-28.08   	-60.12   	 47.75   	 -25.43		 12.31   	 239.06		
-28.38   	-59.81   	 47.65   	 -10.17		 13.27   	 289.93		
-25.02   	-53.10   	 47.61   	 -20.35		 14.43   	 284.84		
-22.28   	-48.52   	 47.53   	 -25.43		 15.56   	 279.75		
-20.14   	-44.56   	 47.43   	 -20.35		 16.68   	 269.58		
-18.62   	-41.81   	 47.34   	 -10.17		 17.76   	 259.41		
-17.40   	-39.06   	 47.30   	 -10.17		 18.80   	 249.24		
-15.56   	-35.40   	 47.26   	 -20.35		 19.80   	 233.98		
-13.43   	-30.21   	 47.18   	 -20.35		 20.73   	 213.63		
-10.68   	-24.41   	 47.10   	 -20.35		 21.59   	 193.29		
 -8.54   	-19.23   	 47.02   	 -15.26		 22.36   	 172.94		
 -6.71   	-14.95   	 46.96   	 -10.17		 23.05   	 157.68		
 -5.19   	-11.60   	 46.92   	 -10.17		 23.68   	 142.42		
 -3.66   	 -7.63   	 46.88   	 -10.17		 24.25   	 127.16		
 -1.83   	 -2.44   	 46.84   	 -15.26		 24.76   	 111.90		
  0.00   	  3.97   	 46.77   	 -15.26		 25.21   	 101.73		
  2.14   	 10.38   	 46.71   	 -30.52		 25.62   	  96.64		
  3.97   	 16.78   	 46.59   	 -25.43		 26.00   	  91.56		
  6.10   	 22.58   	 46.49   	 -20.35		 26.37   	  76.30		
  7.93   	 27.47   	 46.41   	 -30.52		 26.67   	  71.21		
  8.85   	 31.43   	 46.29   	 -20.35		 26.96   	  86.47		
  9.46   	 35.71   	 46.21   	   0.00		 27.30   	 116.99		
 10.38   	 40.28   	 46.21   	  -5.09		 27.77   	 127.16		
 12.51   	 46.08   	 46.18   	  -5.09		 28.28   	 142.42		
 15.87   	 53.10   	 46.16   	   0.00		 28.85   	 142.42		
 20.14   	 61.34   	 46.16   	   5.09		 29.42   	 142.42		
 25.02   	 69.89   	 46.18   	 -15.26		 29.99   	 127.16		
 32.35   	 86.67   	 46.12   	 -15.26		 30.50   	  96.64		
 35.40   	 94.91   	 46.06   	 -20.35		 30.88   	  66.12		
 38.76   	103.76   	 45.98   	 -25.43		 31.15   	  35.61		
 43.33   	113.83   	 45.88   	 -20.35		 31.29   	  10.17		
 48.83   	124.51   	 45.80   	 -15.26		 31.33(S)	 -20.35		
 54.32   	135.50   	 45.74   	 -10.17		 31.25   	 -45.78		
 59.20   	146.48   	 45.70   	 -20.35		 31.07   	 -50.86		
 63.78   	156.86   	 45.62   	  -5.09		 30.86   	 -66.12		
 68.05   	167.54   	 45.59(D)	  15.26		 30.60   	 -71.21		
 72.94   	179.14   	 45.66   	  30.52		 30.32   	 -66.12		
 78.43   	191.65   	 45.78   	  25.43		 30.05   	 -61.04		
 84.84   	204.77   	 45.88   	  45.78		 29.81   	 -50.86		
 91.86   	218.81   	 46.06   	  61.04		 29.60   	 -40.69		
 98.27   	232.54   	 46.31   	  81.38		 29.44   	 -35.61		
