SAMPLE NUMBER:   27
TIME RESOLUTION: 4 ms/sample
mmHg RESOLUTION: 0.0203458 mmHg/unit
DATA UNITS:      mmHg, mmHg/sec
ECG UNITS:       uV
ECG RESOLUTION:  0.3051758 uV/unit

------------------------- Begin Data -------------------------
  I     	  II     	  RV     	  RV'		  FA     	  FA'		
-38.45   	-129.70   	  4.17   	   0.00		 72.35   	 -25.43		
-38.15   	-129.09   	  4.17   	   0.00		 72.25   	 -30.52		
-36.93   	-126.65   	  4.17   	   5.09		 72.13   	 -25.43		
-35.40   	-122.38   	  4.19   	   5.09		 72.02   	 -15.26		
-32.96   	-115.05   	  4.21   	   5.09		 71.96   	 -15.26		
-29.30   	-105.59   	  4.23   	   0.00		 71.90   	 -20.35		
-22.89   	-93.08   	  4.23   	   0.00		 71.82   	 -25.43		
-13.43   	-75.99   	  4.23   	  -5.09		 71.72   	 -20.35		
 -1.53   	-52.80   	  4.21   	  -5.09		 71.64   	 -20.35		
  9.77   	-23.19   	  4.19   	  -5.09		 71.56   	 -25.43		
 17.70   	  9.77   	  4.17   	   0.00		 71.45   	 -20.35		
 20.45   	 40.28   	  4.17   	   0.00		 71.37   	 -15.26		
 19.84   	 64.09   	  4.17   	   5.09		 71.31   	 -15.26		
 20.14   	 79.96   	  4.19   	  10.17		 71.25   	 -25.43		
 26.25   	 88.50   	  4.23   	  15.26		 71.15   	 -25.43		
 39.67   	 91.25   	  4.29   	  15.26		 71.05   	 -20.35		
 57.07   	 87.89   	  4.35   	  10.17		 70.97   	 -25.43		
 71.11   	 78.43   	  4.39   	  15.26		 70.86   	 -20.35		
 74.77   	 63.48   	  4.46   	  10.17		 70.78   	 -20.35		
 65.00   	 46.39   	  4.50   	  10.17		 70.70   	 -20.35		
 46.08   	 29.60   	  4.54   	   0.00		 70.62   	 -15.26		
 26.25   	 14.04   	  4.54   	  -5.09		 70.56   	 -25.43		
 13.12   	 -0.61   	  4.52   	 -10.17		 70.46   	 -25.43		
  9.46   	-14.95   	  4.48   	 -10.17		 70.36   	 -15.26		
 11.60   	-30.52   	  4.44   	 -10.17		 70.29   	 -15.26		
 11.60   	-48.83   	  4.39   	 -15.26		 70.23   	 -20.35		
  4.58   	-71.41   	  4.33   	 -10.17		 70.15   	 -30.52		
 -9.16   	-97.66   	  4.29   	  -5.09		 70.03   	 -25.43		
-24.72   	-123.29   	  4.27   	  -5.09		 69.93   	 -15.26		
-36.62   	-141.30   	  4.25   	   5.09		 69.87   	 -20.35		
-43.33   	-149.23   	  4.27   	   0.00		 69.79   	 -20.35		
-46.08   	-149.54   	  4.27   	   0.00		 69.70   	 -25.43		
-47.30   	-147.71   	  4.27   	   5.09		 69.60   	 -20.35		
-48.83   	-148.01   	  4.29   	  -5.09		 69.52   	 -15.26		
-50.05   	-151.67   	  4.27   	  -5.09		 69.46   	 -30.52		
-51.27   	-154.72   	  4.25   	 -15.26		 69.34   	 -25.43		
-51.57   	-154.72   	  4.19   	 -25.43		 69.24   	 -30.52		
-50.96   	-151.98   	  4.09   	 -30.52		 69.11   	 -20.35		
-50.05   	-147.71   	  3.97   	 -30.52		 69.03   	 -20.35		
-49.13   	-144.65   	  3.85   	 -30.52		 68.95   	 -20.35		
-48.83   	-142.82   	  3.72   	 -25.43		 68.87   	 -25.43		
-49.44   	-142.21   	  3.62   	 -25.43		 68.77   	 -25.43		
-50.66   	-141.91   	  3.52   	 -10.17		 68.67   	 -20.35		
-52.19   	-140.99   	  3.48   	   0.00		 68.59   	 -25.43		
-52.49   	-140.08   	  3.48   	  15.26		 68.48   	 -30.52		
-53.10   	-139.77   	  3.54   	  35.61		 68.36   	 -25.43		
-54.02   	-142.21   	  3.68   	  55.95		 68.26   	 -25.43		
-54.93   	-149.23   	  3.91   	  71.21		 68.16   	 -30.52		
-54.02   	-160.22   	  4.19   	  86.47		 68.04   	 -25.43		
-44.25   	-170.90   	  4.54   	  96.64		 67.93   	 -25.43		
-14.34   	-172.12   	  4.92   	 101.73		 67.83   	 -20.35		
 50.05   	-149.23   	  5.33   	 101.73		 67.75   	 -25.43		
159.30   	-81.79   	  5.74   	  86.47		 67.65   	 -30.52		
310.67   	 56.76   	  6.08   	  76.30		 67.53   	 -25.43		
481.87   	292.97   	  6.39   	  55.95		 67.43   	 -20.35		
623.78   	647.58   	  6.61   	  35.61		 67.34   	 -30.52		
666.81   	1118.16   	  6.75   	  25.43		 67.22   	 -25.43		
549.93   	1646.42   	  6.86   	  15.26		 67.12   	 -30.52		
257.26   	2109.68   	  6.92   	   5.09		 67.00   	 -20.35		
-170.90   	2360.23(R)	  6.94   	  10.17		 66.92   	 -25.43		
-1029.36   	1871.64   	  6.98   	   0.00		 66.82   	 -35.61		
-1250.31   	1233.52   	  6.98   	  -5.09		 66.67   	 -35.61		
-1266.48   	574.04   	  6.96   	   0.00		 66.53   	 -25.43		
-1094.67   	 91.55   	  6.96   	 -10.17		 66.43   	 -30.52		
-802.00   	-106.20   	  6.92   	 -15.26		 66.31   	 -35.61		
-485.23   	-50.35   	  6.86   	 -15.26		 66.16   	 -35.61		
-231.63   	116.58   	  6.80   	 -10.17		 66.02   	 -30.52		
-86.36   	228.58   	  6.75(E)	   0.00		 65.90   	 -30.52		
-42.42   	193.18   	  6.75   	  20.35		 65.78   	 -40.69		
-52.49   	 41.50   	  6.84   	  61.04		 65.62   	 -30.52		
-63.17   	-119.32   	  7.08   	 101.73		 65.49   	 -20.35		
-49.13   	-200.20   	  7.49   	 147.51		 65.41   	 -25.43		
-18.01   	-188.29   	  8.08   	 203.46		 65.31   	 -25.43		
  9.46   	-136.11   	  8.89   	 264.50		 65.21   	 -30.52		
 21.36   	-103.76   	  9.95   	 300.10		 65.09   	 -30.52		
 21.06   	-111.08   	 11.15   	 330.62		 64.96   	 -25.43		
 18.92   	-137.63   	 12.47   	 345.88		 64.86   	 -25.43		
 21.97   	-155.33   	 13.86   	 345.88		 64.76   	 -30.52		
 29.60   	-155.33   	 15.24   	 371.31		 64.64   	 -30.52		
 37.54   	-147.09   	 16.72   	 396.74		 64.52   	 -25.43		
 42.42   	-140.69   	 18.31   	 422.18		 64.41   	 -25.43		
 43.64   	-139.16   	 20.00   	 457.78		 64.31   	 -30.52		
 44.25   	-140.08   	 21.83   	 498.47		 64.19   	 -25.43		
 45.78   	-139.47   	 23.82   	 544.25		 64.09   	 -25.43		
 49.44   	-136.11   	 26.00   	 651.07		 63.99   	 -35.61		
 57.98   	-123.90   	 28.61   	 666.32		 63.85   	 -25.43		
 60.42   	-119.63   	 31.27   	 707.02		 63.74   	 -20.35		
 61.04   	-116.88   	 34.10   	 722.28		 63.66   	 -15.26		
 61.65   	-113.22   	 36.99   	 701.93		 63.60   	 -20.35		
 62.56   	-108.64   	 39.80   	 656.15		 63.52   	 -20.35		
 63.78   	-103.15   	 42.42   	 579.86		 63.44   	 -20.35		
 65.31   	-98.27   	 44.74   	 473.04		 63.36   	 -20.35		
 67.14   	-93.99   	 46.63   	 335.71		 63.28   	 -15.26		
 68.36   	-89.72   	 47.98   	 203.46		 63.21   	 -15.26		
 69.58   	-85.14   	 48.79   	  86.47		 63.15   	 -20.35		
 70.80   	-80.87   	 49.14   	   5.09		 63.07   	 -20.35		
 72.33   	-76.29   	 49.16   	 -30.52		 62.99   	 -15.26		
 74.46   	-72.33   	 49.03   	 -30.52		 62.93   	 -25.43		
 76.29   	-68.05   	 48.91   	 -15.26		 62.83   	 -25.43		
 77.51   	-64.09   	 48.85   	 -10.17		 62.73   	 -25.43		
 78.13   	-60.12   	 48.81   	  10.17		 62.62   	 -25.43		
 78.43   	-55.85   	 48.85   	  40.69		 62.52   	 -30.52		
 79.96   	-50.66   	 49.01   	  61.04		 62.40   	 -30.52		
 83.01   	-44.56   	 49.26   	  96.64		 62.28   	 -30.52		
 87.28   	-37.84   	 49.64   	 167.85		 62.16   	 -30.52		
 91.25   	-31.13   	 50.32   	 228.89		 62.03   	 -35.61		
 94.30   	-25.02   	 51.23   	 249.24		 61.89   	 -35.61		
 95.83   	-19.53   	 52.23   	 269.58		 61.75   	 -35.61		
 97.05   	-14.65   	 53.31   	 259.41		 61.61   	 -30.52		
 98.88   	 -9.16   	 54.34   	 213.63		 61.49   	 -35.61		
101.93   	 -3.36   	 55.20   	 162.77		 61.34   	 -35.61		
105.90   	  3.36   	 55.85   	 106.82		 61.20   	 -30.52		
110.47   	 10.07   	 56.28   	  61.04		 61.08   	 -15.26		
116.27   	 17.40   	 56.52   	  81.38		 61.02   	 -15.26		
122.99   	 25.94   	 56.85   	 157.68		 60.96   	  -5.09		
130.92   	 36.01   	 57.48   	 203.46		 60.94(D)	   0.00		
139.47   	 47.00   	 58.29   	 228.89		 60.94   	  25.43		
147.40   	 57.68   	 59.21   	 228.89		 61.04   	  61.04		
154.42   	 67.44   	 60.12   	 213.63		 61.28   	 106.82		
160.83   	 77.21   	 60.98   	 193.29		 61.71   	 162.77		
168.15   	 89.11   	 61.75   	 183.11		 62.36   	 233.98		
177.31   	104.06   	 62.48   	 157.68		 63.30   	 305.19		
187.38   	122.38   	 63.11   	 132.25		 64.52   	 361.14		
197.45   	142.52   	 63.64   	  76.30		 65.96   	 401.83		
206.60   	163.27   	 63.95   	   5.09		 67.57   	 432.35		
214.54   	183.11   	 63.97(S)	 -96.64		 69.30   	 442.52		
222.47   	202.64   	 63.58   	-249.24		 71.07   	 442.52		
231.32   	222.78   	 62.58   	-396.74		 72.84   	 432.35		
240.78   	244.14   	 61.00   	-523.90		 74.57   	 417.09		
249.33   	267.64   	 58.90   	-625.63		 76.24   	 396.74		
255.43   	292.36   	 56.40   	-701.93		 77.82   	 381.48		
259.40   	316.77   	 53.59   	-722.28		 79.35   	 376.40		
261.54   	339.66   	 50.70   	-701.93		 80.85   	 361.14		
262.45   	359.80   	 47.89   	-651.07		 82.30   	 366.22		
261.54   	376.59   	 45.29   	-579.86		 83.76   	 366.22		
256.96   	389.71   	 42.97   	-493.39		 85.23   	 381.48		
248.11   	399.17   	 41.00   	-412.00		 86.75   	 386.57		
234.38   	404.05   	 39.35   	-325.53		 88.30   	 396.74		
217.29   	404.97   	 38.05   	-249.24		 89.89   	 417.09		
198.36   	402.22   	 37.05   	-203.46		 91.56   	 427.26		
178.53   	395.51   	 36.24   	-183.11		 93.27   	 432.35		
157.47   	383.91   	 35.50   	-172.94		 94.99   	 432.35		
135.50   	366.52   	 34.81   	-183.11		 96.72   	 432.35		
113.83   	342.10   	 34.08   	-208.54		 98.45   	 417.09		
 93.69   	311.28   	 33.25   	-233.98		100.12   	 406.92		
 75.38   	274.35   	 32.31   	-264.50		101.75   	 391.66		
 58.90   	233.15   	 31.25   	-289.93		103.32   	 371.31		
 43.33   	189.82   	 30.09   	-300.10		104.80   	 345.88		
 28.69   	147.40   	 28.89   	-305.19		106.18   	 315.36		
 14.95   	107.42   	 27.67   	-315.36		107.45   	 279.75		
  2.44   	 70.50   	 26.41   	-305.19		108.57   	 254.32		
 -9.16   	 36.01   	 25.19   	-284.84		109.58   	 223.80		
-18.92   	  3.66   	 24.05   	-269.58		110.48   	 193.29		
-27.16   	-25.94   	 22.97   	-249.24		111.25   	 162.77		
-32.96   	-51.27   	 21.97   	-239.06		111.90   	 137.33		
-37.23   	-71.11   	 21.02   	-228.89		112.45   	 116.99		
-40.59   	-85.75   	 20.10   	-223.80		112.92   	  81.38		
-43.64   	-96.44   	 19.21   	-218.72		113.24   	  55.95		
-47.61   	-106.20   	 18.33   	-198.37		113.47   	  35.61		
-52.19   	-115.36   	 17.54   	-178.03		113.61   	  10.17		
-56.46   	-123.90   	 16.83   	-152.59		113.65(S)	  -5.09		
-59.81   	-131.23   	 16.22   	-111.90		113.63   	 -20.35		
-61.95   	-136.72   	 15.77   	 -76.30		113.55   	 -40.69		
-64.09   	-140.38   	 15.46   	 -45.78		113.39   	 -55.95		
-66.22   	-142.82   	 15.28   	 -30.52		113.16   	 -66.12		
-68.05   	-143.74   	 15.16   	 -25.43		112.90   	 -81.38		
-68.97   	-143.13   	 15.06   	 -25.43		112.57   	 -96.64		
-68.05   	-140.99   	 14.95   	  25.43		112.19   	-101.73		
-66.53   	-139.16   	 15.06   	 178.03		111.78   	-106.82		
-64.70   	-137.94   	 15.77   	 432.35		111.35   	-111.90		
-64.09   	-137.63   	 17.50   	 645.98		110.90   	-122.07		
-63.78   	-137.33   	 20.08   	 747.71		110.42   	-137.33		
-63.78   	-137.02   	 23.07   	 768.05		109.87   	-132.25		
-63.17   	-136.11   	 26.14   	 707.02		109.34   	-137.33		
-61.95   	-134.89   	 28.97   	 549.34		108.79   	-147.51		
-61.04   	-133.06   	 31.17   	 350.97		108.20   	-157.68		
-59.51   	-129.70   	 32.57   	 132.25		107.57   	-157.68		
-57.37   	-126.04   	 33.10   	 -86.47		106.94   	-157.68		
-54.93   	-122.68   	 32.76   	-264.50		106.31   	-172.94		
-52.49   	-120.24   	 31.70   	-412.00		105.62   	-183.11		
-50.35   	-118.71   	 30.05   	-518.82		104.88   	-183.11		
-48.83   	-117.80   	 27.98   	-590.03		104.15   	-188.20		
-47.91   	-116.27   	 25.62   	-640.89		103.40   	-193.29		
-47.61   	-114.14   	 23.05   	-620.55		102.62   	-208.54		
-47.00   	-112.30   	 20.57   	-564.60		101.79   	-223.80		
-45.17   	-111.08   	 18.31   	-493.39		100.89   	-223.80		
-42.42   	-110.78   	 16.34   	-422.18		100.00   	-223.80		
-39.06   	-109.86   	 14.65   	-340.79		 99.10   	-228.89		
-35.71   	-108.03   	 13.29   	-279.75		 98.19   	-239.06		
-33.57   	-106.20   	 12.17   	-223.80		 97.23   	-244.15		
-33.26   	-105.29   	 11.27   	-178.03		 96.26   	-239.06		
-34.18   	-106.51   	 10.56   	-157.68		 95.30   	-239.06		
-35.71   	-109.56   	  9.93   	-147.51		 94.34   	-228.89		
-36.62   	-113.22   	  9.34   	-162.77		 93.43   	-218.72		
-36.32   	-116.27   	  8.69   	-172.94		 92.55   	-203.46		
-35.10   	-117.80   	  8.00   	-198.37		 91.74   	-188.20		
-33.87   	-118.10   	  7.20   	-213.63		 90.99   	-178.03		
-33.26   	-117.49   	  6.35   	-218.72		 90.27   	-162.77		
-32.96   	-116.58   	  5.47   	-218.72		 89.62   	-147.51		
-32.65   	-115.97   	  4.60   	-198.37		 89.03   	-137.33		
-32.96   	-116.58   	  3.80   	-167.85		 88.48   	-127.16		
-33.87   	-118.41   	  3.13   	-132.25		 87.98   	-127.16		
-36.01   	-121.15   	  2.60   	-101.73		 87.47   	-122.07		
-38.76   	-123.60   	  2.20   	 -66.12		 86.98   	-122.07		
-40.89   	-124.21   	  1.93   	 -40.69		 86.49   	-122.07		
-41.81   	-122.68   	  1.77   	 -20.35		 86.00   	-122.07		
-41.20   	-119.32   	  1.69   	 -10.17		 85.51   	-116.99		
-39.67   	-115.36   	  1.65   	 -10.17		 85.05   	-116.99		
-39.06   	-112.30   	  1.61   	  -5.09		 84.58   	-111.90		
-39.06   	-110.17   	  1.59   	 -10.17		 84.13   	-111.90		
-39.98   	-109.25   	  1.55   	 -15.26		 83.68   	-111.90		
-40.89   	-108.34   	  1.49   	 -20.35		 83.23   	-101.73		
-40.89   	-107.42   	  1.40   	 -25.43		 82.83   	 -96.64		
-40.59   	-106.51   	  1.30   	 -25.43		 82.44   	 -91.56		
-40.28   	-105.90   	  1.20   	 -25.43		 82.07   	 -96.64		
-40.59   	-106.20   	  1.10   	 -30.52		 81.69   	 -86.47		
-41.81   	-107.42   	  0.98   	 -20.35		 81.34   	 -81.38		
-43.64   	-108.95   	  0.90   	 -15.26		 81.02   	 -71.21		
-45.17   	-109.86   	  0.83   	 -20.35		 80.73   	 -81.38		
-45.78   	-109.25   	  0.75   	 -15.26		 80.41   	 -71.21		
-46.08   	-107.42   	  0.69   	 -10.17		 80.12   	 -66.12		
-46.39   	-104.68   	  0.65   	 -15.26		 79.86   	 -61.04		
-47.30   	-102.84   	  0.59   	 -15.26		 79.61   	 -66.12		
-47.91   	-102.54   	  0.53   	 -15.26		 79.35   	 -55.95		
-47.61   	-104.06   	  0.47   	 -15.26		 79.12   	 -50.86		
-46.69   	-105.90   	  0.41   	 -20.35		 78.92   	 -45.78		
-45.47   	-107.42   	  0.33   	 -10.17		 78.74   	 -50.86		
-44.86   	-107.12   	  0.28(D)	  10.17		 78.53   	 -50.86		
-45.78   	-105.29   	  0.33   	  20.35		 78.33   	 -45.78		
-47.00   	-102.84   	  0.41   	  30.52		 78.15   	 -40.69		
-47.61   	-100.40   	  0.53   	  35.61		 77.99   	 -45.78		
-47.30   	-98.88   	  0.67   	  45.78		 77.80   	 -35.61		
-46.08   	-97.96   	  0.85   	  40.69		 77.66   	 -40.69		
-45.17   	-97.96   	  1.02   	  35.61		 77.50   	 -35.61		
-44.86   	-97.96   	  1.16   	  25.43		 77.35   	 -40.69		
-44.86   	-97.35   	  1.26   	  20.35		 77.19   	 -35.61		
-44.56   	-96.44   	  1.34   	  15.26		 77.05   	 -40.69		
-44.56   	-95.21   	  1.40   	  10.17		 76.89   	 -35.61		
-44.86   	-94.60   	  1.44   	  20.35		 76.74   	 -30.52		
-45.17   	-94.60   	  1.53   	  25.43		 76.62   	 -30.52		
-45.17   	-95.21   	  1.63   	  30.52		 76.50   	 -35.61		
-44.25   	-94.91   	  1.75   	  45.78		 76.36   	 -35.61		
-43.03   	-93.99   	  1.93   	  50.86		 76.22   	 -30.52		
-42.11   	-92.77   	  2.14   	  50.86		 76.09   	 -25.43		
-42.42   	-91.55   	  2.34   	  55.95		 75.99   	 -35.61		
-43.33   	-90.94   	  2.56   	  55.95		 75.85   	 -35.61		
-44.56   	-91.25   	  2.79   	  50.86		 75.71   	 -25.43		
-45.17   	-91.86   	  2.99   	  45.78		 75.60   	 -20.35		
-44.56   	-92.16   	  3.17   	  40.69		 75.52   	 -25.43		
-43.33   	-91.86   	  3.34   	  35.61		 75.42   	 -25.43		
-42.11   	-90.94   	  3.48   	  25.43		 75.32   	 -20.35		
-41.50   	-90.03   	  3.58   	  20.35		 75.24   	 -20.35		
-40.89   	-89.11   	  3.66   	  20.35		 75.16   	 -25.43		
-39.98   	-87.89   	  3.74   	  15.26		 75.06   	 -30.52		
-39.37   	-87.28   	  3.80   	  10.17		 74.93   	 -25.43		
-39.67   	-86.98   	  3.85   	  10.17		 74.83   	 -25.43		
-40.89   	-86.67   	  3.89   	  15.26		 74.73   	 -25.43		
-41.81   	-86.36   	  3.95   	  15.26		 74.63   	 -30.52		
-42.11   	-85.14   	  4.01   	  15.26		 74.51   	 -25.43		
-40.89   	-83.31   	  4.07   	  20.35		 74.40   	 -15.26		
-39.37   	-80.57   	  4.15   	  25.43		 74.34   	 -15.26		
-38.15   	-77.51   	  4.25   	  25.43		 74.28   	 -25.43		
-37.84   	-75.07   	  4.35   	  20.35		 74.18   	 -30.52		
-38.15   	-73.55   	  4.44   	  15.26		 74.06   	 -25.43		
-38.45   	-73.24   	  4.50   	  15.26		 73.96   	 -20.35		
-37.54   	-72.94   	  4.56   	  15.26		 73.88   	 -25.43		
-35.40   	-71.11   	  4.62   	  15.26		 73.77   	 -30.52		
-31.43   	-65.92   	  4.68   	  15.26		 73.65   	 -20.35		
-25.63   	-57.07   	  4.74   	  15.26		 73.57   	 -20.35		
-17.70   	-43.95   	  4.80   	  20.35		 73.49   	 -25.43		
 -7.93   	-25.02   	  4.88   	  10.17		 73.39   	 -30.52		
  2.14   	 -0.61   	  4.92   	  10.17		 73.27   	 -30.52		
  9.77   	 28.38   	  4.96   	   0.00		 73.14   	 -15.26		
 13.12   	 57.37   	  4.96   	   0.00		 73.08   	 -20.35		
 12.82   	 83.01   	  4.96   	  -5.09		 73.00   	 -25.43		
 11.90   	103.76   	  4.94   	 -15.26		 72.90   	 -30.52		
 15.56   	119.02   	  4.88   	 -10.17		 72.78   	 -20.35		
 25.94   	128.17   	  4.84   	 -15.26		 72.70   	 -20.35		
 40.59   	129.09   	  4.78   	  -5.09		 72.61   	 -25.43		
 53.41   	120.85   	  4.76   	   0.00		 72.51   	 -25.43		
 58.29   	104.06   	  4.76   	  10.17		 72.41   	 -30.52		
 51.88   	 84.53   	  4.80   	  20.35		 72.29   	 -15.26		
 36.01   	 66.22   	  4.88   	  25.43		 72.23   	 -15.26		
 18.01   	 50.96   	  4.98   	  30.52		 72.17   	 -20.35		
  4.27   	 37.84   	  5.11   	  25.43		 72.09   	 -25.43		
 -0.61   	 25.33   	  5.21   	  15.26		 71.98   	 -20.35		
  1.22   	 11.29   	  5.27   	  10.17		 71.90   	 -15.26		
  3.05   	 -4.88   	  5.31   	   0.00		 71.84   	 -20.35		
 -0.31   	-24.41   	  5.31   	  -5.09		 71.76   	 -20.35		
-10.38   	-47.61   	  5.29   	 -10.17		 71.68   	 -15.26		
-23.19   	-72.63   	  5.25   	 -10.17		 71.62   	 -10.17		
-34.48   	-93.99   	  5.21   	 -10.17		 71.58   	 -15.26		
-41.20   	-107.12   	  5.17   	   0.00		 71.52   	 -20.35		
-43.64   	-110.78   	  5.17   	   0.00		 71.43   	 -25.43		
-43.33   	-108.95   	  5.17   	   0.00		 71.33   	 -15.26		
-42.42   	-106.51   	  5.17   	  15.26		 71.27   	 -10.17		
-42.11   	-107.12   	  5.23   	  10.17		 71.23   	 -15.26		
-42.42   	-110.47   	  5.27   	  15.26		 71.17   	 -25.43		
-43.64   	-113.22   	  5.33   	  15.26		 71.07   	 -15.26		
-45.47   	-113.83   	  5.39   	  10.17		 71.01   	 -15.26		
-47.30   	-112.00   	  5.43   	  10.17		 70.95   	 -20.35		
-49.13   	-109.86   	  5.47   	  10.17		 70.86   	 -15.26		
-50.05   	-107.73   	  5.51   	   0.00		 70.80   	 -20.35		
-50.35   	-106.20   	  5.51   	  10.17		 70.72   	 -15.26		
-49.74   	-104.37   	  5.55   	   5.09		 70.66   	 -20.35		
-49.13   	-101.93   	  5.57   	   0.00		 70.58   	 -25.43		
-48.83   	-99.18   	  5.57   	   0.00		 70.48   	 -15.26		
-49.44   	-97.05   	  5.57(E)	  10.17		 70.42   	 -15.26		
-50.35   	-98.27   	  5.62   	  15.26		 70.36   	 -10.17		
-50.35   	-105.29   	  5.68   	  30.52		 70.32   	 -15.26		
-47.30   	-118.10   	  5.80   	  35.61		 70.25   	 -25.43		
-36.62   	-130.00   	  5.94   	  40.69		 70.15   	 -15.26		
 -7.93   	-130.00   	  6.10   	  50.86		 70.09   	 -15.26		
 52.49   	-101.62   	  6.31   	  55.95		 70.03   	 -20.35		
155.33   	-25.63   	  6.53   	  61.04		 69.95   	 -20.35		
300.60   	119.93   	  6.78   	  71.21		 69.87   	 -15.26		
467.53   	353.09   	  7.06   	  86.47		 69.81   	 -15.26		
608.83   	691.22   	  7.41   	  91.56		 69.75   	 -20.35		
654.60   	1137.39   	  7.77   	 106.82		 69.66   	 -25.43		
543.21   	1645.81   	  8.20   	 106.82		 69.56   	 -20.35		
258.18   	2107.54   	  8.63   	 101.73		 69.48   	 -15.26		
-159.91   	2381.90(R)	  9.03   	  76.30		 69.42   	 -25.43		
-996.70   	1998.29   	  9.34   	  45.78		 69.32   	 -20.35		
-1213.07   	1407.78   	  9.52   	  15.26		 69.24   	 -20.35		
-1234.44   	765.69   	  9.58   	 -25.43		 69.16   	 -25.43		
-1078.49   	259.70   	  9.48   	 -61.04		 69.05   	 -30.52		
-806.88   	  7.02   	  9.24   	 -81.38		 68.93   	 -30.52		
-506.59   	  5.49   	  8.91   	 -91.56		 68.81   	 -20.35		
-258.48   	142.82   	  8.55   	 -91.56		 68.73   	 -25.43		
-107.42   	261.84   	  8.18   	 -66.12		 68.63   	 -30.52		
-52.19   	252.69   	  7.91   	 -40.69		 68.50   	 -25.43		
-53.41   	117.80   	  7.75   	  10.17		 68.40   	 -30.52		
-61.95   	-49.74   	  7.79   	 101.73		 68.28   	 -20.35		
-50.66   	-151.67   	  8.20   	 223.80		 68.20   	 -25.43		
-22.89   	-157.17   	  9.09   	 325.53		 68.10   	 -25.43		
  3.05   	-108.03   	 10.40   	 396.74		 68.00   	 -30.52		
 15.87   	-68.36   	 11.98   	 437.43		 67.87   	 -20.35		
 16.78   	-68.36   	 13.73   	 462.87		 67.79   	 -15.26		
 14.65   	-94.30   	 15.58   	 467.95		 67.73   	 -25.43		
 16.17   	-116.27   	 17.46   	 437.43		 67.63   	 -20.35		
 22.89   	-120.24   	 19.21   	 376.40		 67.55   	 -20.35		
 30.82   	-112.30   	 20.71   	 340.79		 67.47   	 -15.26		
 36.93   	-104.37   	 22.08   	 345.88		 67.41   	 -25.43		
 39.98   	-101.32   	 23.46   	 396.74		 67.30   	 -25.43		
 40.89   	-101.93   	 25.05   	 452.69		 67.20   	 -20.35		
 41.81   	-102.84   	 26.86   	 483.21		 67.12   	 -15.26		
 43.64   	-101.62   	 28.79   	 610.37		 67.06   	 -25.43		
 49.13   	-90.94   	 31.23   	 534.08		 66.96   	 -20.35		
 51.57   	-85.45   	 33.37   	 467.95		 66.88   	 -15.26		
 53.10   	-82.09   	 35.24   	 478.13		 66.82   	 -10.17		
 54.63   	-79.96   	 37.15   	 467.95		 66.77   	 -15.26		
 56.46   	-78.13   	 39.02   	 457.78		 66.71   	 -15.26		
 58.59   	-75.68   	 40.85   	 503.56		 66.65   	 -15.26		
 60.73   	-72.33   	 42.87   	 544.25		 66.59   	 -10.17		
 62.87   	-68.66   	 45.05   	 544.25		 66.55   	 -20.35		
 65.00   	-63.78   	 47.22   	 508.65		 66.47   	 -25.43		
 67.14   	-57.98   	 49.26   	 467.95		 66.37   	 -15.26		
 69.27   	-51.57   	 51.13   	 386.57		 66.31   	 -15.26		
 72.02   	-45.17   	 52.68   	 300.10		 66.25   	 -15.26		
 74.77   	-39.06   	 53.88   	 213.63		 66.18   	 -20.35		
 77.21   	-32.96   	 54.73   	 127.16		 66.10   	 -25.43		
 79.04   	-27.47   	 55.24   	  61.04		 66.00   	 -15.26		
 80.57   	-22.58   	 55.48   	  20.35		 65.94   	 -20.35		
 82.09   	-17.70   	 55.56   	  -5.09		 65.86   	 -30.52		
 84.53   	-12.21   	 55.54   	 -20.35		 65.74   	 -40.69		
 87.89   	 -5.49   	 55.46   	 -20.35		 65.57   	 -30.52		
 92.16   	  2.14   	 55.38   	   0.00		 65.45   	 -25.43		
 96.44   	 10.38   	 55.38   	  25.43		 65.35   	 -25.43		
 99.49   	 17.70   	 55.48   	  71.21		 65.25   	 -35.61		
101.62   	 23.80   	 55.77   	 106.82		 65.11   	 -35.61		
103.45   	 29.30   	 56.20   	 137.33		 64.96   	 -35.61		
105.90   	 34.79   	 56.74   	 137.33		 64.82   	 -30.52		
109.56   	 40.59   	 57.29   	 167.85		 64.70   	 -35.61		
114.14   	 47.61   	 57.97   	 208.54		 64.56   	 -25.43		
119.63   	 55.24   	 58.80   	 244.15		 64.46   	 -25.43		
125.43   	 63.48   	 59.78   	 264.50		 64.35   	 -15.26		
131.84   	 72.02   	 60.83   	 264.50		 64.29   	 -20.35		
138.85   	 80.87   	 61.89   	 244.15		 64.21   	 -15.26		
146.48   	 90.94   	 62.87   	 244.15		 64.15   	   0.00		
154.72   	101.93   	 63.85   	 244.15		 64.15   	  20.35		
163.57   	113.83   	 64.82   	 218.72		 64.23   	  40.69		
172.42   	126.34   	 65.70   	 167.85		 64.39   	  76.30		
181.27   	140.08   	 66.37   	 116.99		 64.70   	 116.99		
190.73   	154.42   	 66.84   	 122.07		 65.17   	 178.03		
200.50   	170.29   	 67.32   	 208.54		 65.88   	 244.15		
210.88   	187.38   	 68.16   	 289.93		 66.86   	 289.93		
221.56   	205.69   	 69.32   	 295.01		 68.02   	 330.62		
232.24   	225.52   	 70.50   	 279.75		 69.34   	 371.31		
