SAMPLE NUMBER:   2
TIME RESOLUTION: 4 ms/sample
mmHg RESOLUTION: 0.0203458 mmHg/unit
DATA UNITS:      mmHg, mmHg/sec
ECG UNITS:       uV
ECG RESOLUTION:  0.3051758 uV/unit

------------------------- Begin Data -------------------------
  I     	  II     	  DAO     	  DAO'		  RV     	  RV'		
-30.52   	-18.31   	 72.55   	 -30.52		  1.16   	  50.86		
-28.69   	-18.92   	 72.43   	 -30.52		  1.36   	  55.95		
-24.41   	-18.62   	 72.31   	 -30.52		  1.59   	  50.86		
-20.14   	-18.62   	 72.19   	 -30.52		  1.79   	  50.86		
-17.09   	-20.75   	 72.06   	 -35.61		  1.99   	  50.86		
-14.95   	-23.50   	 71.92   	 -35.61		  2.20   	  45.78		
-11.60   	-25.02   	 71.78   	 -35.61		  2.38   	  45.78		
 -7.63   	-25.02   	 71.64   	 -40.69		  2.56   	  35.61		
 -6.10   	-25.33   	 71.47   	 -45.78		  2.71   	  40.69		
-10.07   	-28.08   	 71.29   	 -40.69		  2.87   	  30.52		
-20.14   	-32.35   	 71.13   	 -45.78		  2.99   	  30.52		
-31.74   	-36.32   	 70.95   	 -50.86		  3.11   	  25.43		
-39.67   	-38.15   	 70.74   	 -45.78		  3.21   	  25.43		
-42.11   	-37.84   	 70.56   	 -50.86		  3.32   	  15.26		
-39.67   	-37.23   	 70.36   	 -50.86		  3.38   	  15.26		
-35.40   	-36.62   	 70.15   	 -55.95		  3.44   	  15.26		
-30.52   	-34.48   	 69.93   	 -50.86		  3.50   	   5.09		
-26.25   	-31.43   	 69.73   	 -55.95		  3.52   	  10.17		
-25.33   	-29.91   	 69.50   	 -50.86		  3.56   	   5.09		
-28.38   	-32.65   	 69.30   	 -55.95		  3.58   	   0.00		
-34.48   	-38.15   	 69.07   	 -50.86		  3.58   	   0.00		
-38.76   	-39.37   	 68.87   	 -50.86		  3.58   	   0.00		
-35.40   	-27.77   	 68.67   	 -50.86		  3.58   	  -5.09		
-21.06   	 -0.31   	 68.46   	 -50.86		  3.56   	  -5.09		
  0.92   	 36.01   	 68.26   	 -45.78		  3.54   	  -5.09		
 25.33   	 69.58   	 68.08   	 -45.78		  3.52   	  -5.09		
 46.39   	 89.72   	 67.89   	 -45.78		  3.50   	  -5.09		
 61.95   	 94.91   	 67.71   	 -40.69		  3.48   	 -10.17		
 73.85   	 92.47   	 67.55   	 -45.78		  3.44   	  -5.09		
 85.14   	 92.47   	 67.36   	 -40.69		  3.42   	 -10.17		
 94.30   	 97.05   	 67.20   	 -40.69		  3.38   	  -5.09		
 96.44   	 98.27   	 67.04   	 -40.69		  3.36   	 -10.17		
 85.45   	 86.36   	 66.88   	 -35.61		  3.32   	  -5.09		
 60.73   	 56.46   	 66.73   	 -40.69		  3.30   	  -5.09		
 27.47   	 14.95   	 66.57   	 -40.69		  3.28   	  -5.09		
 -6.71   	-25.33   	 66.41   	 -40.69		  3.26   	   0.00		
-35.71   	-54.32   	 66.25   	 -40.69		  3.26   	  -5.09		
-58.90   	-71.41   	 66.08   	 -35.61		  3.23   	   0.00		
-78.43   	-82.70   	 65.94   	 -40.69		  3.23   	   5.09		
-94.91   	-95.52   	 65.78   	 -35.61		  3.26   	   0.00		
-107.12   	-112.30   	 65.64   	 -35.61		  3.26   	  10.17		
-113.83   	-130.31   	 65.49   	 -35.61		  3.30   	  10.17		
-115.66   	-143.43   	 65.35   	 -35.61		  3.34   	  10.17		
-115.05   	-148.32   	 65.21   	 -30.52		  3.38   	  10.17		
-115.66   	-145.57   	 65.09   	 -35.61		  3.42   	  15.26		
-119.93   	-140.38   	 64.94   	 -30.52		  3.48   	  20.35		
-126.95   	-137.94   	 64.82   	 -35.61		  3.56   	  15.26		
-135.19   	-139.77   	 64.68   	 -30.52		  3.62   	  20.35		
-142.52   	-144.04   	 64.56   	 -30.52		  3.70   	  20.35		
-145.26   	-145.87   	 64.44   	 -30.52		  3.78   	  25.43		
-142.52   	-143.13   	 64.31   	 -30.52		  3.89   	  25.43		
-134.89   	-136.72   	 64.19   	 -30.52		  3.99   	  25.43		
-123.60   	-129.39   	 64.07   	 -35.61		  4.09   	  25.43		
-110.78   	-125.43   	 63.93   	 -30.52		  4.19   	  30.52		
-99.49   	-127.56   	 63.80   	 -35.61		  4.31   	  25.43		
-93.99   	-137.94   	 63.66   	 -30.52		  4.42   	  30.52		
-99.49   	-155.03   	 63.54   	 -35.61		  4.54   	  30.52		
-115.97   	-165.71   	 63.40   	 -35.61		  4.66   	  35.61		
-133.67   	-144.04   	 63.26   	 -35.61		  4.80   	  30.52		
-131.53   	-58.90   	 63.11   	 -35.61		  4.92   	  30.52		
-84.53   	113.53   	 62.97   	 -35.61		  5.05   	  35.61		
 16.17   	380.25   	 62.83   	 -35.61		  5.19   	  35.61		
148.01   	730.90   	 62.69   	 -35.61		  5.33   	  35.61		
253.91   	1125.79   	 62.54   	 -35.61		  5.47   	  35.61		
263.98   	1481.02   	 62.40   	 -35.61		  5.62   	  40.69		
-102.23   	1563.72(R)	 62.26   	 -35.61		  5.78(E)	  40.69		
-369.57   	1116.64   	 62.12   	 -30.52		  5.94   	  40.69		
-560.00   	439.45   	 61.99   	 -30.52		  6.10   	  40.69		
-604.86   	-227.66   	 61.87   	 -30.52		  6.27   	  40.69		
-509.95   	-640.56   	 61.75   	 -25.43		  6.43   	  35.61		
-338.75   	-694.89   	 61.65   	 -25.43		  6.57   	  40.69		
-171.20   	-477.91   	 61.55   	 -20.35		  6.73   	  35.61		
-58.29   	-191.65   	 61.46   	 -25.43		  6.88   	  35.61		
-10.07   	 -8.24   	 61.36   	 -25.43		  7.02   	  35.61		
 -6.41   	 23.80   	 61.26   	 -20.35		  7.16   	  35.61		
-21.97   	-35.71   	 61.18   	 -25.43		  7.30   	  35.61		
-36.32   	-97.96   	 61.08   	 -25.43		  7.45   	  35.61		
-38.45   	-114.44   	 60.98   	 -25.43		  7.59   	  40.69		
-26.55   	-91.25   	 60.87   	 -25.43		  7.75   	  45.78		
 -5.80   	-60.12   	 60.77   	 -25.43		  7.93   	  45.78		
 14.04   	-44.86   	 60.67   	 -25.43		  8.12   	  45.78		
 24.41   	-48.52   	 60.57   	 -25.43		  8.30   	  55.95		
 23.19   	-60.73   	 60.47   	 -30.52		  8.52   	  55.95		
 15.26   	-69.27   	 60.35   	 -25.43		  8.75   	  66.12		
  7.32   	-68.97   	 60.24   	 -30.52		  9.01   	  81.38		
  3.05   	-62.26   	 60.12   	 -35.61		  9.34   	  96.64		
  2.75   	-56.15   	 59.98   	 -30.52		  9.73   	 111.90		
  5.19   	-54.32   	 59.86   	 -35.61		 10.17   	 132.25		
 10.07   	-55.24   	 59.71   	 -35.61		 10.70   	 152.59		
 17.09   	-54.02   	 59.57   	 -35.61		 11.31   	 167.85		
 26.25   	-48.52   	 59.43   	 -35.61		 11.98   	 188.20		
 35.71   	-40.59   	 59.29   	 -35.61		 12.74   	 208.54		
 43.03   	-34.18   	 59.15   	 -35.61		 13.57   	 218.72		
 47.30   	-31.13   	 59.00   	 -40.69		 14.45   	 233.98		
 47.91   	-31.43   	 58.84   	 -40.69		 15.38   	 249.24		
 46.69   	-32.35   	 58.68   	 -40.69		 16.38   	 259.41		
 45.78   	-32.04   	 58.51   	 -40.69		 17.42   	 269.58		
 48.52   	-28.99   	 58.35   	 -40.69		 18.49   	 284.84		
 55.85   	-22.89   	 58.19   	 -35.61		 19.63   	 289.93		
 67.75   	-14.95   	 58.05   	 -20.35		 20.79   	 295.01		
 81.48   	 -7.93   	 57.97(D)	   0.00		 21.97   	 300.10		
 95.21   	 -2.44   	 57.97   	  30.52		 23.17   	 305.19		
107.42   	  1.53   	 58.09   	  71.21		 24.39   	 300.10		
118.10   	  6.10   	 58.37   	 122.07		 25.60   	 305.19		
125.12   	 11.90   	 58.86   	 178.03		 26.82   	 295.01		
127.26   	 17.70   	 59.57   	 233.98		 28.00   	 295.01		
124.51   	 21.67   	 60.51   	 295.01		 29.18   	 284.84		
119.63   	 22.89   	 61.69   	 345.88		 30.32   	 274.67		
117.19   	 23.19   	 63.07   	 401.83		 31.41   	 264.50		
121.15   	 24.72   	 64.68   	 437.43		 32.47   	 254.32		
130.92   	 28.08   	 66.43   	 467.95		 33.49   	 244.15		
143.74   	 32.04   	 68.30   	 488.30		 34.47   	 223.80		
154.72   	 32.96   	 70.25   	 498.47		 35.36   	 218.72		
159.61   	 28.69   	 72.25   	 498.47		 36.24   	 198.37		
158.69   	 18.01   	 74.24   	 483.21		 37.03   	 183.11		
153.50   	  3.66   	 76.17   	 462.87		 37.76   	 172.94		
147.40   	-10.99   	 78.03   	 427.26		 38.45   	 157.68		
142.82   	-22.28   	 79.74   	 396.74		 39.08   	 137.33		
140.08   	-30.52   	 81.32   	 350.97		 39.63   	 132.25		
137.63   	-37.23   	 82.73   	 310.27		 40.16   	 116.99		
135.19   	-43.64   	 83.97   	 264.50		 40.63   	 106.82		
133.36   	-50.66   	 85.03   	 228.89		 41.06   	  96.64		
133.06   	-56.76   	 85.94   	 183.11		 41.44   	  86.47		
133.36   	-62.26   	 86.67   	 147.51		 41.79   	  81.38		
133.67   	-66.83   	 87.26   	 111.90		 42.12   	  71.21		
133.67   	-70.80   	 87.71   	  91.56		 42.40   	  71.21		
135.19   	-73.24   	 88.08   	  71.21		 42.69   	  61.04		
140.08   	-73.55   	 88.36   	  50.86		 42.93   	  55.95		
148.01   	-72.63   	 88.57   	  45.78		 43.15   	  50.86		
156.56   	-72.02   	 88.75   	  40.69		 43.36   	  50.86		
164.49   	-72.94   	 88.91   	  40.69		 43.56   	  45.78		
170.29   	-73.85   	 89.07   	  50.86		 43.74   	  45.78		
174.87   	-72.33   	 89.28   	  50.86		 43.93   	  45.78		
178.22   	-67.44   	 89.48   	  66.12		 44.11   	  45.78		
179.14   	-60.42   	 89.75   	  76.30		 44.29   	  40.69		
176.70   	-53.71   	 90.05   	  91.56		 44.46   	  45.78		
172.12   	-47.00   	 90.42   	 106.82		 44.64   	  40.69		
165.71   	-39.98   	 90.84   	 116.99		 44.80   	  40.69		
157.78   	-31.13   	 91.31   	 122.07		 44.96   	  40.69		
148.93   	-19.53   	 91.80   	 137.33		 45.13   	  35.61		
137.63   	 -4.88   	 92.35   	 142.42		 45.27   	  40.69		
122.99   	 11.90   	 92.92   	 147.51		 45.43   	  35.61		
103.76   	 29.60   	 93.51   	 147.51		 45.57   	  35.61		
 79.65   	 45.47   	 94.10   	 147.51		 45.72   	  30.52		
 51.88   	 57.68   	 94.69   	 137.33		 45.84   	  30.52		
 23.80   	 66.83   	 95.24   	 127.16		 45.96   	  25.43		
 -0.92   	 74.16   	 95.75   	 116.99		 46.06   	  25.43		
-20.45   	 79.65   	 96.22   	 101.73		 46.16   	  15.26		
-36.32   	 80.87   	 96.62   	  91.56		 46.23   	  15.26		
-50.05   	 76.29   	 96.99   	  66.12		 46.29   	   5.09		
-61.34   	 66.22   	 97.25   	  55.95		 46.31   	   5.09		
-69.27   	 54.32   	 97.48   	  30.52		 46.33(S)	   0.00		
-74.46   	 42.72   	 97.60   	  15.26		 46.33   	 -10.17		
-79.96   	 31.13   	 97.66(S)	   0.00		 46.29   	 -15.26		
-88.50   	 17.40   	 97.66   	 -20.35		 46.23   	 -20.35		
-99.79   	  1.53   	 97.58   	 -35.61		 46.14   	 -25.43		
-109.56   	-14.65   	 97.44   	 -45.78		 46.04   	 -35.61		
-114.14   	-27.77   	 97.25   	 -66.12		 45.90   	 -45.78		
-112.92   	-37.23   	 96.99   	 -76.30		 45.72   	 -50.86		
-108.64   	-42.72   	 96.68   	 -81.38		 45.51   	 -61.04		
-102.84   	-45.17   	 96.36   	 -96.64		 45.27   	 -76.30		
-95.83   	-44.25   	 95.97   	-101.73		 44.96   	 -81.38		
-87.59   	-40.89   	 95.56   	-106.82		 44.64   	-101.73		
-80.57   	-38.15   	 95.14   	-111.90		 44.23   	-106.82		
-78.43   	-39.06   	 94.69   	-122.07		 43.80   	-122.07		
-82.70   	-43.64   	 94.20   	-116.99		 43.32   	-137.33		
-90.33   	-47.91   	 93.73   	-127.16		 42.77   	-152.59		
-96.74   	-47.91   	 93.22   	-132.25		 42.16   	-167.85		
-98.57   	-43.33   	 92.70   	-132.25		 41.49   	-188.20		
-98.57   	-39.06   	 92.17   	-142.42		 40.73   	-198.37		
-99.79   	-38.76   	 91.60   	-152.59		 39.94   	-218.72		
-102.54   	-42.11   	 90.99   	-157.68		 39.06   	-233.98		
-104.06   	-43.95   	 90.36   	-167.85		 38.13   	-249.24		
-100.40   	-40.59   	 89.68   	-183.11		 37.13   	-264.50		
-91.55   	-32.04   	 88.95   	-198.37		 36.07   	-274.67		
-81.48   	-22.28   	 88.16   	-203.46		 34.97   	-289.93		
-74.77   	-15.26   	 87.34   	-213.63		 33.81   	-300.10		
-73.85   	-12.51   	 86.49   	-213.63		 32.61   	-305.19		
-78.74   	-13.73   	 85.64   	-213.63		 31.39   	-315.36		
-87.28   	-18.01   	 84.78   	-198.37		 30.13   	-320.45		
-95.21   	-23.50   	 83.99   	-183.11		 28.85   	-325.53		
-98.57   	-26.86   	 83.26   	-167.85		 27.55   	-320.45		
-94.30   	-25.02   	 82.58   	-147.51		 26.27   	-325.53		
-85.45   	-19.23   	 81.99   	-127.16		 24.96   	-315.36		
-78.13   	-14.95   	 81.48   	-106.82		 23.70   	-315.36		
-76.90   	-17.09   	 81.06   	 -91.56		 22.44   	-310.27		
-82.09   	-24.72   	 80.69   	 -66.12		 21.20   	-300.10		
-88.20   	-32.96   	 80.43   	 -50.86		 20.00   	-295.01		
-90.64   	-35.71   	 80.22   	 -35.61		 18.82   	-284.84		
-89.11   	-33.57   	 80.08   	 -20.35		 17.68   	-274.67		
-86.98   	-30.82   	 80.00   	 -15.26		 16.58   	-264.50		
-87.89   	-32.04   	 79.94   	 -10.17		 15.52   	-249.24		
-91.55   	-37.23   	 79.90   	   0.00		 14.53   	-239.06		
-95.52   	-43.03   	 79.90   	   0.00		 13.57   	-223.80		
-97.96   	-46.69   	 79.90   	   0.00		 12.68   	-213.63		
-99.79   	-48.52   	 79.90   	  -5.09		 11.82   	-198.37		
-100.10   	-49.44   	 79.88   	 -10.17		 11.03   	-183.11		
-98.27   	-50.96   	 79.84   	 -10.17		 10.29   	-172.94		
-93.99   	-52.49   	 79.80   	 -20.35		  9.60   	-157.68		
-89.11   	-54.32   	 79.71   	 -20.35		  8.97   	-147.51		
-85.45   	-56.15   	 79.63   	 -35.61		  8.38   	-137.33		
-83.92   	-57.98   	 79.49   	 -35.61		  7.83   	-122.07		
-84.84   	-59.20   	 79.35   	 -40.69		  7.34   	-111.90		
-86.36   	-60.12   	 79.19   	 -45.78		  6.90   	-101.73		
-88.50   	-61.65   	 79.00   	 -50.86		  6.49   	 -91.56		
-90.64   	-64.09   	 78.80   	 -55.95		  6.12   	 -76.30		
-93.08   	-67.14   	 78.58   	 -50.86		  5.82   	 -71.21		
-95.21   	-69.58   	 78.37   	 -55.95		  5.53   	 -66.12		
-98.27   	-71.41   	 78.15   	 -55.95		  5.27   	 -55.95		
-101.62   	-72.63   	 77.92   	 -50.86		  5.05   	 -45.78		
-103.76   	-72.94   	 77.72   	 -55.95		  4.86   	 -30.52		
-103.15   	-72.94   	 77.50   	 -45.78		  4.74   	 -30.52		
-100.71   	-73.85   	 77.31   	 -50.86		  4.62   	 -15.26		
-98.27   	-76.90   	 77.11   	 -45.78		  4.56   	  -5.09		
-98.88   	-82.70   	 76.93   	 -40.69		  4.54(D)	   5.09		
-101.62   	-89.42   	 76.76   	 -40.69		  4.56   	  15.26		
-104.37   	-93.99   	 76.60   	 -35.61		  4.62   	  20.35		
-105.90   	-95.21   	 76.46   	 -40.69		  4.70   	  25.43		
-106.81   	-95.52   	 76.30   	 -35.61		  4.80   	  35.61		
-108.95   	-96.44   	 76.15   	 -30.52		  4.94   	  40.69		
-110.78   	-97.96   	 76.03   	 -35.61		  5.11   	  45.78		
-109.56   	-97.96   	 75.89   	 -30.52		  5.29   	  45.78		
-103.15   	-95.52   	 75.77   	 -35.61		  5.47   	  50.86		
-94.30   	-91.86   	 75.63   	 -35.61		  5.68   	  50.86		
-87.89   	-90.03   	 75.48   	 -35.61		  5.88   	  50.86		
-86.36   	-92.16   	 75.34   	 -35.61		  6.08   	  50.86		
-90.03   	-97.05   	 75.20   	 -35.61		  6.29   	  50.86		
-95.83   	-102.23   	 75.06   	 -40.69		  6.49   	  45.78		
-101.01   	-105.59   	 74.89   	 -45.78		  6.67   	  45.78		
-104.68   	-107.12   	 74.71   	 -40.69		  6.86   	  45.78		
-106.51   	-107.12   	 74.55   	 -45.78		  7.04   	  40.69		
-107.42   	-106.51   	 74.36   	 -50.86		  7.20   	  40.69		
-105.59   	-104.98   	 74.16   	 -50.86		  7.37   	  35.61		
-102.23   	-103.15   	 73.96   	 -50.86		  7.51   	  30.52		
-97.96   	-101.93   	 73.75   	 -50.86		  7.63   	  30.52		
-95.21   	-101.93   	 73.55   	 -50.86		  7.75   	  30.52		
-93.99   	-103.15   	 73.35   	 -55.95		  7.87   	  20.35		
-91.86   	-101.93   	 73.12   	 -50.86		  7.96   	  20.35		
-84.53   	-93.08   	 72.92   	 -55.95		  8.04   	  20.35		
-70.80   	-71.72   	 72.70   	 -55.95		  8.12   	  15.26		
-53.41   	-39.37   	 72.47   	 -50.86		  8.18   	  15.26		
-37.84   	 -5.80   	 72.27   	 -55.95		  8.24   	  10.17		
-28.99   	 17.40   	 72.04   	 -50.86		  8.28   	   5.09		
-26.55   	 21.97   	 71.84   	 -50.86		  8.30   	   5.09		
-26.55   	 10.68   	 71.64   	 -45.78		  8.32   	   5.09		
-23.19   	 -3.97   	 71.45   	 -50.86		  8.34   	   0.00		
-15.26   	 -8.54   	 71.25   	 -45.78		  8.34   	   0.00		
 -5.19   	 -0.61   	 71.07   	 -45.78		  8.34   	   0.00		
 -0.31   	 12.21   	 70.88   	 -45.78		  8.34   	   0.00		
 -5.19   	 15.26   	 70.70   	 -40.69		  8.34   	  -5.09		
-21.06   	  0.31   	 70.54   	 -45.78		  8.32   	   0.00		
-41.81   	-30.21   	 70.36   	 -40.69		  8.32   	  -5.09		
-61.04   	-63.78   	 70.19   	 -45.78		  8.30   	  -5.09		
-75.68   	-88.81   	 70.01   	 -40.69		  8.28   	  -5.09		
-86.98   	-102.54   	 69.85   	 -40.69		  8.26   	  -5.09		
-96.74   	-109.25   	 69.68   	 -45.78		  8.24   	   0.00		
-105.90   	-115.05   	 69.50   	 -40.69		  8.24   	  -5.09		
-112.92   	-121.77   	 69.34   	 -45.78		  8.22   	  -5.09		
-116.27   	-128.17   	 69.16   	 -40.69		  8.20   	   0.00		
-116.27   	-131.23   	 68.99   	 -45.78		  8.20   	   0.00		
-114.75   	-130.62   	 68.81   	 -40.69		  8.20   	   0.00		
-112.61   	-127.87   	 68.65   	 -45.78		  8.20   	   0.00		
-110.17   	-125.73   	 68.46   	 -40.69		  8.20   	   0.00		
-108.03   	-125.12   	 68.30   	 -45.78		  8.20   	   5.09		
-106.51   	-125.73   	 68.12   	 -40.69		  8.22   	   0.00		
-107.12   	-126.95   	 67.95   	 -40.69		  8.22   	   5.09		
-109.56   	-128.48   	 67.79   	 -40.69		  8.24   	   5.09		
-112.61   	-128.78   	 67.63   	 -40.69		  8.26   	  10.17		
-115.05   	-127.87   	 67.47   	 -40.69		  8.30   	   5.09		
-117.49   	-127.87   	 67.30   	 -40.69		  8.32   	  10.17		
-119.63   	-131.53   	 67.14   	 -40.69		  8.36   	   5.09		
-120.24   	-141.60   	 66.98   	 -35.61		  8.38   	  10.17		
-120.54   	-159.30   	 66.84   	 -40.69		  8.42   	  10.17		
-122.07   	-178.83   	 66.67   	 -40.69		  8.46   	  10.17		
-125.12   	-183.41   	 66.51   	 -45.78		  8.50   	   5.09		
-122.38   	-144.35   	 66.33   	 -40.69		  8.52   	  10.17		
-96.44   	-29.30   	 66.16   	 -40.69		  8.57   	  15.26		
-32.35   	186.16   	 66.00   	 -35.61		  8.63   	  10.17		
 64.39   	509.03   	 65.86   	 -40.69		  8.67   	  10.17		
156.86   	918.58   	 65.70   	 -40.69		  8.71   	  15.26		
186.77   	1347.35   	 65.53   	 -45.78		  8.77   	  15.26		
-79.35   	1749.88(R)	 65.35   	 -40.69		  8.83(E)	  20.35		
-315.25   	1459.66   	 65.19   	 -35.61		  8.91   	  15.26		
-512.08   	832.82   	 65.05   	 -40.69		  8.97   	  20.35		
-595.70   	 72.94   	 64.88   	 -35.61		  9.05   	  20.35		
-544.74   	-531.31   	 64.74   	 -35.61		  9.14   	  20.35		
-397.64   	-768.43   	 64.60   	 -30.52		  9.22   	  20.35		
-224.30   	-632.02   	 64.48   	 -35.61		  9.30   	  20.35		
-88.81   	-310.06   	 64.33   	 -30.52		  9.38   	  20.35		
-19.53   	-39.06   	 64.21   	 -35.61		  9.46   	  20.35		
 -7.93   	 54.02   	 64.07   	 -30.52		  9.54   	  25.43		
-26.25   	 -3.36   	 63.95   	 -30.52		  9.64   	  25.43		
-47.61   	-101.93   	 63.82   	 -35.61		  9.75   	  30.52		
-59.20   	-154.11   	 63.68   	 -30.52		  9.87   	  30.52		
-61.04   	-145.26   	 63.56   	 -30.52		  9.99   	  30.52		
-57.98   	-111.69   	 63.44   	 -30.52		 10.11   	  35.61		
-54.63   	-90.64   	 63.32   	 -30.52		 10.25   	  40.69		
-52.49   	-91.86   	 63.19   	 -25.43		 10.42   	  35.61		
-51.57   	-104.06   	 63.09   	 -30.52		 10.56   	  45.78		
-51.27   	-113.83   	 62.97   	 -25.43		 10.74   	  50.86		
-48.52   	-115.36   	 62.87   	 -30.52		 10.95   	  50.86		
-42.72   	-110.78   	 62.75   	 -30.52		 11.15   	  50.86		
-35.10   	-104.06   	 62.62   	 -30.52		 11.35   	  66.12		
-29.91   	-99.18   	 62.50   	 -30.52		 11.62   	  76.30		
-30.52   	-97.35   	 62.38   	 -35.61		 11.92   	  86.47		
-36.93   	-97.05   	 62.24   	 -30.52		 12.27   	 106.82		
-46.08   	-97.05   	 62.12   	 -35.61		 12.70   	 122.07		
-53.41   	-97.05   	 61.97   	 -35.61		 13.18   	 142.42		
-55.54   	-97.05   	 61.83   	 -40.69		 13.75   	 157.68		
-51.27   	-96.74   	 61.67   	 -40.69		 14.38   	 178.03		
-41.50   	-95.21   	 61.51   	 -40.69		 15.10   	 193.29		
-28.69   	-92.16   	 61.34   	 -45.78		 15.87   	 208.54		
-16.48   	-89.72   	 61.16   	 -45.78		 16.70   	 218.72		
 -8.85   	-88.81   	 60.98   	 -45.78		 17.58   	 239.06		
 -6.10   	-89.72   	 60.79   	 -45.78		 18.54   	 244.15		
 -6.10   	-90.33   	 60.61   	 -30.52		 19.51   	 259.41		
 -5.49   	-88.81   	 60.49   	 -10.17		 20.55   	 269.58		
 -3.97   	-84.84   	 60.45(D)	  15.26		 21.63   	 279.75		
 -2.44   	-81.48   	 60.51   	  61.04		 22.75   	 284.84		
 -3.05   	-81.48   	 60.75   	 106.82		 23.89   	 289.93		
 -5.49   	-85.14   	 61.18   	 157.68		 25.05   	 289.93		
 -7.93   	-89.72   	 61.81   	 223.80		 26.21   	 289.93		
 -8.54   	-92.16   	 62.71   	 274.67		 27.37   	 284.84		
 -6.10   	-90.94   	 63.80   	 335.71		 28.50   	 274.67		
 -2.44   	-88.20   	 65.15   	 381.48		 29.60   	 264.50		
  1.83   	-85.45   	 66.67   	 427.26		 30.66   	 264.50		
  7.93   	-83.01   	 68.38   	 457.78		 31.72   	 254.32		
 16.78   	-79.96   	 70.21   	 483.21		 32.74   	 244.15		
 28.99   	-75.99   	 72.15   	 488.30		 33.71   	 228.89		
 41.50   	-72.02   	 74.10   	 493.39		 34.63   	 223.80		
 51.57   	-69.89   	 76.07   	 478.13		 35.52   	 203.46		
 57.37   	-69.58   	 77.99   	 457.78		 36.34   	 193.29		
 58.29   	-70.50   	 79.82   	 432.35		 37.11   	 178.03		
 54.63   	-72.63   	 81.55   	 396.74		 37.82   	 162.77		
 47.00   	-76.29   	 83.13   	 350.97		 38.47   	 147.51		
 36.93   	-81.48   	 84.54   	 315.36		 39.06   	 132.25		
 29.60   	-85.75   	 85.80   	 274.67		 39.59   	 122.07		
 30.21   	-85.75   	 86.90   	 228.89		 40.08   	 106.82		
 41.50   	-80.57   	 87.81   	 193.29		 40.51   	  96.64		
 59.51   	-72.94   	 88.59   	 152.59		 40.90   	  81.38		
 76.90   	-67.44   	 89.20   	 127.16		 41.22   	  71.21		
 87.59   	-66.83   	 89.70   	  96.64		 41.51   	  61.04		
 91.25   	-68.97   	 90.09   	  76.30		 41.75   	  55.95		
 92.77   	-69.58   	 90.40   	  66.12		 41.97   	  45.78		
 97.66   	-66.22   	 90.66   	  55.95		 42.16   	  35.61		
106.20   	-59.81   	 90.88   	  45.78		 42.30   	  35.61		
114.44   	-53.71   	 91.07   	  50.86		 42.44   	  30.52		
117.19   	-50.35   	 91.27   	  55.95		 42.56   	  20.35		
113.53   	-49.13   	 91.50   	  61.04		 42.64   	  25.43		
106.81   	-47.30   	 91.74   	  71.21		 42.75   	  15.26		
101.62   	-42.42   	 92.02   	  86.47		 42.81   	  20.35		
 99.79   	-34.79   	 92.37   	 101.73		 42.89   	  10.17		
100.71   	-25.33   	 92.78   	 106.82		 42.93   	  15.26		
101.32   	-14.95   	 93.20   	 127.16		 42.99   	  10.17		
100.71   	 -2.44   	 93.71   	 132.25		 43.03   	   5.09		
 99.49   	 12.82   	 94.24   	 137.33		 43.05   	  10.17		
 98.27   	 29.60   	 94.79   	 147.51		 43.09   	   0.00		
 94.91   	 46.39   	 95.38   	 147.51		 43.09   	   5.09		
 86.67   	 61.04   	 95.97   	 152.59		 43.11(S)	  -5.09		
 72.63   	 74.46   	 96.58   	 142.42		 43.09   	  -5.09		
 53.10   	 86.67   	 97.15   	 137.33		 43.07   	 -10.17		
 29.91   	 96.74   	 97.70   	 127.16		 43.03   	 -15.26		
  3.97   	102.84   	 98.21   	 116.99		 42.97   	 -20.35		
-24.11   	102.23   	 98.68   	 101.73		 42.89   	 -20.35		
-50.96   	 94.60   	 99.08   	  81.38		 42.81   	 -30.52		
-72.33   	 83.01   	 99.41   	  71.21		 42.69   	 -30.52		
-84.53   	 69.58   	 99.69   	  45.78		 42.56   	 -35.61		
-87.89   	 54.93   	 99.88   	  30.52		 42.42   	 -45.78		
-88.20   	 39.06   	100.00   	  15.26		 42.24   	 -45.78		
-90.03   	 21.67   	100.06(S)	  -5.09		 42.05   	 -50.86		
-95.83   	  3.97   	100.04   	 -25.43		 41.85   	 -61.04		
-103.76   	-12.82   	 99.94   	 -40.69		 41.61   	 -61.04		
-110.78   	-27.47   	 99.78   	 -55.95		 41.36   	 -66.12		
-112.92   	-39.37   	 99.55   	 -71.21		 41.10   	 -76.30		
-109.86   	-48.22   	 99.27   	 -81.38		 40.79   	 -76.30		
-103.15   	-52.80   	 98.94   	 -96.64		 40.49   	 -86.47		
-96.13   	-54.32   	 98.56   	-101.73		 40.14   	 -91.56		
-92.16   	-54.93   	 98.15   	-111.90		 39.78   	-101.73		
-92.77   	-56.15   	 97.70   	-122.07		 39.37   	-111.90		
-97.35   	-57.68   	 97.21   	-122.07		 38.92   	-122.07		
-103.15   	-59.51   	 96.72   	-132.25		 38.43   	-137.33		
-108.03   	-60.12   	 96.19   	-132.25		 37.88   	-147.51		
-111.69   	-59.81   	 95.67   	-137.33		 37.29   	-167.85		
-113.22   	-58.90   	 95.12   	-147.51		 36.62   	-183.11		
-112.61   	-57.68   	 94.53   	-147.51		 35.89   	-193.29		
-108.64   	-54.93   	 93.94   	-157.68		 35.12   	-213.63		
