SAMPLE NUMBER:   2
TIME RESOLUTION: 4 ms/sample
mmHg RESOLUTION: 0.0203458 mmHg/unit
DATA UNITS:      mmHg, mmHg/sec
ECG UNITS:       uV
ECG RESOLUTION:  0.3051758 uV/unit

------------------------- Begin Data -------------------------
  I     	  II     	  RFA     	  RFA'		  RV     	  RV'		
148.62   	153.50   	 48.24   	 239.06		 33.45   	  40.69		
157.78   	171.51   	 49.20   	 259.41		 33.61   	  40.69		
166.93   	190.43   	 50.23   	 264.50		 33.77   	  45.78		
175.48   	209.35   	 51.29   	 254.32		 33.96   	  50.86		
184.02   	228.27   	 52.31   	 233.98		 34.16   	  45.78		
192.87   	247.50   	 53.24   	 223.80		 34.34   	  45.78		
202.33   	267.03   	 54.14   	 203.46		 34.53   	  50.86		
212.10   	287.48   	 54.95   	 198.37		 34.73   	  45.78		
221.56   	308.23   	 55.75   	 203.46		 34.91   	  50.86		
230.71   	329.59   	 56.56   	 198.37		 35.12   	  45.78		
238.95   	350.34   	 57.35   	 208.54		 35.30   	  55.95		
246.28   	370.48   	 58.19   	 208.54		 35.52   	  55.95		
252.08   	389.10   	 59.02   	 213.63		 35.75   	  55.95		
255.13   	405.58   	 59.88   	 208.54		 35.97   	  66.12		
254.52   	417.48   	 60.71   	 203.46		 36.24   	  76.30		
248.72   	422.36   	 61.53   	 198.37		 36.54   	  81.38		
236.82   	418.09   	 62.32   	 203.46		 36.87   	  86.47		
218.81   	402.22   	 63.13   	 213.63		 37.21   	  86.47		
195.92   	375.06   	 63.99   	 213.63		 37.56   	  81.38		
169.37   	338.75   	 64.84   	 203.46		 37.88   	  66.12		
141.30   	295.41   	 65.66   	 203.46		 38.15   	  55.95		
113.22   	247.80   	 66.47   	 198.37		 38.37   	  40.69		
 85.75   	198.06   	 67.26   	 193.29		 38.53   	  20.35		
 60.12   	147.40   	 68.04   	 193.29		 38.62   	   5.09		
 36.32   	 98.57   	 68.81   	 183.11		 38.64(S)	  -5.09		
 14.65   	 53.71   	 69.54   	 183.11		 38.62   	 -10.17		
 -4.58   	 14.04   	 70.27   	 188.20		 38.58   	 -20.35		
-21.06   	-19.84   	 71.03   	 183.11		 38.49   	  -5.09		
-35.10   	-49.13   	 71.76   	 157.68		 38.47   	  -5.09		
-46.69   	-74.46   	 72.39   	 111.90		 38.45   	 -10.17		
-56.46   	-96.44   	 72.84   	  96.64		 38.41   	   0.00		
-64.09   	-114.14   	 73.22   	 116.99		 38.41   	   0.00		
-70.19   	-127.56   	 73.69   	 116.99		 38.41   	  -5.09		
-75.07   	-137.02   	 74.16   	  91.56		 38.39   	 -10.17		
-78.74   	-143.43   	 74.53   	  86.47		 38.35   	 -15.26		
-82.09   	-148.01   	 74.87   	  96.64		 38.29   	 -25.43		
-84.84   	-151.67   	 75.26   	  81.38		 38.19   	 -40.69		
-87.28   	-154.42   	 75.58   	  66.12		 38.03   	 -50.86		
-88.81   	-156.25   	 75.85   	  50.86		 37.82   	 -66.12		
-89.72   	-156.86   	 76.05   	  40.69		 37.56   	 -86.47		
-90.33   	-157.17   	 76.22   	  35.61		 37.21   	 -96.64		
-90.64   	-157.17   	 76.36   	  15.26		 36.83   	-111.90		
-90.64   	-157.47   	 76.42   	  15.26		 36.38   	-137.33		
-90.33   	-157.47   	 76.48   	  15.26		 35.83   	-162.77		
-89.72   	-157.47   	 76.54   	  15.26		 35.18   	-167.85		
-88.81   	-156.56   	 76.60   	  25.43		 34.51   	-162.77		
-87.89   	-155.64   	 76.70   	  35.61		 33.86   	-172.94		
-86.98   	-154.42   	 76.85   	  40.69		 33.16   	-218.72		
-86.36   	-153.20   	 77.01   	  25.43		 32.29   	-233.98		
-85.14   	-151.37   	 77.11(S)	  -5.09		 31.35   	-239.06		
-83.92   	-149.23   	 77.09   	 -35.61		 30.40   	-254.32		
-83.01   	-147.40   	 76.95   	 -61.04		 29.38   	-254.32		
-82.09   	-145.57   	 76.70   	 -81.38		 28.36   	-259.41		
-81.48   	-143.43   	 76.38   	 -81.38		 27.32   	-274.67		
-80.26   	-140.69   	 76.05   	 -61.04		 26.23   	-269.58		
-78.13   	-137.33   	 75.81   	 -40.69		 25.15   	-274.67		
-75.38   	-133.97   	 75.65   	 -30.52		 24.05   	-269.58		
-73.24   	-131.53   	 75.52   	 -45.78		 22.97   	-269.58		
-72.63   	-129.70   	 75.34   	 -76.30		 21.89   	-264.50		
-72.63   	-128.78   	 75.04   	-111.90		 20.83   	-249.24		
-72.94   	-128.17   	 74.59   	-132.25		 19.84   	-244.15		
-72.63   	-127.87   	 74.06   	-157.68		 18.86   	-239.06		
-70.80   	-127.56   	 73.43   	-162.77		 17.90   	-228.89		
-68.36   	-126.65   	 72.78   	-162.77		 16.99   	-213.63		
-66.22   	-125.12   	 72.13   	-157.68		 16.13   	-208.54		
-64.70   	-122.99   	 71.50   	-162.77		 15.30   	-193.29		
-64.09   	-121.15   	 70.84   	-167.85		 14.53   	-188.20		
-64.70   	-120.24   	 70.17   	-162.77		 13.77   	-178.03		
-65.61   	-120.54   	 69.52   	-162.77		 13.06   	-178.03		
-66.53   	-122.07   	 68.87   	-162.77		 12.35   	-178.03		
-67.14   	-123.90   	 68.22   	-147.51		 11.64   	-178.03		
-67.14   	-125.43   	 67.63   	-137.33		 10.93   	-178.03		
-66.83   	-125.43   	 67.08   	-116.99		 10.21   	-183.11		
-65.92   	-124.51   	 66.61   	-106.82		  9.48   	-183.11		
-65.31   	-123.29   	 66.18   	-101.73		  8.75   	-178.03		
-65.31   	-122.68   	 65.78   	-106.82		  8.04   	-167.85		
-65.92   	-122.99   	 65.35   	-116.99		  7.37   	-137.33		
-66.53   	-124.21   	 64.88   	-127.16		  6.82   	-111.90		
-67.44   	-126.04   	 64.37   	-132.25		  6.37   	 -86.47		
-68.05   	-127.56   	 63.85   	-127.16		  6.02   	 -61.04		
-68.97   	-128.78   	 63.34   	-116.99		  5.78   	 -25.43		
-70.19   	-129.70   	 62.87   	-101.73		  5.68   	  -5.09		
-71.41   	-129.39   	 62.46   	 -96.64		  5.66(D)	  20.35		
-71.41   	-127.26   	 62.08   	 -86.47		  5.74   	  30.52		
-69.58   	-121.77   	 61.73   	 -81.38		  5.86   	  30.52		
-65.31   	-112.30   	 61.40   	 -86.47		  5.98   	  30.52		
-58.59   	-98.57   	 61.06   	 -81.38		  6.10   	  25.43		
-51.27   	-82.09   	 60.73   	 -86.47		  6.21   	  20.35		
-45.47   	-64.39   	 60.39   	 -86.47		  6.29   	   5.09		
-41.20   	-45.47   	 60.04   	 -81.38		  6.31   	   0.00		
-38.15   	-25.63   	 59.71   	 -81.38		  6.31   	  -5.09		
-34.48   	 -6.10   	 59.39   	 -76.30		  6.29   	 -20.35		
-29.91   	  7.32   	 59.08   	 -76.30		  6.21   	 -20.35		
-24.72   	  8.85   	 58.78   	 -76.30		  6.12   	 -10.17		
-20.75   	 -3.66   	 58.47   	 -76.30		  6.08   	 -10.17		
-18.31   	-26.25   	 58.17   	 -61.04		  6.04   	 -10.17		
-16.17   	-50.66   	 57.92   	 -66.12		  6.00   	  -5.09		
-12.21   	-69.89   	 57.66   	 -61.04		  5.98   	   5.09		
 -6.10   	-82.70   	 57.42   	 -61.04		  6.00   	  10.17		
  0.00   	-90.94   	 57.17   	 -50.86		  6.04   	  10.17		
  1.83   	-97.05   	 56.97   	 -50.86		  6.08   	  20.35		
 -4.27   	-104.06   	 56.76   	 -45.78		  6.16   	  15.26		
-18.62   	-112.61   	 56.58   	 -50.86		  6.23   	  25.43		
-38.15   	-124.51   	 56.38   	 -45.78		  6.33   	  25.43		
-57.68   	-140.38   	 56.20   	 -55.95		  6.43   	  30.52		
-72.63   	-157.17   	 55.97   	 -55.95		  6.55   	  35.61		
-81.18   	-170.59   	 55.75   	 -50.86		  6.69   	  30.52		
-85.14   	-178.22   	 55.54   	 -40.69		  6.82   	  20.35		
-86.67   	-180.97   	 55.38   	 -40.69		  6.90   	  25.43		
-88.20   	-182.19   	 55.22   	 -40.69		  7.00   	  35.61		
-89.72   	-183.72   	 55.06   	 -40.69		  7.14   	  40.69		
-91.25   	-185.24   	 54.89   	 -40.69		  7.30   	  50.86		
-92.16   	-185.24   	 54.73   	 -40.69		  7.51   	  61.04		
-92.47   	-183.41   	 54.57   	 -45.78		  7.75   	  66.12		
-92.16   	-180.66   	 54.38   	 -45.78		  8.02   	  71.21		
-91.55   	-177.92   	 54.20   	 -45.78		  8.30   	  61.04		
-90.03   	-176.09   	 54.02   	 -50.86		  8.55   	  50.86		
-88.20   	-174.26   	 53.81   	 -45.78		  8.75   	  45.78		
-86.06   	-172.12   	 53.63   	 -45.78		  8.93   	  20.35		
-84.53   	-169.37   	 53.45   	 -40.69		  9.01   	   5.09		
-83.31   	-166.63   	 53.29   	 -40.69		  9.03   	 -10.17		
-82.70   	-164.18   	 53.12   	 -30.52		  8.99   	 -25.43		
-82.09   	-163.27   	 53.00   	 -35.61		  8.89   	 -35.61		
-81.79   	-165.41   	 52.86   	 -40.69		  8.75   	 -40.69		
-80.87   	-172.42   	 52.70   	 -40.69		  8.59   	 -35.61		
-77.82   	-189.21   	 52.53   	 -45.78		  8.44   	 -25.43		
-70.50   	-221.56   	 52.35   	 -45.78		  8.34   	 -15.26		
-58.29   	-268.86   	 52.17   	 -40.69		  8.28   	  -5.09		
-41.50   	-315.86   	 52.00   	 -35.61		  8.26   	   5.09		
-18.01   	-331.73   	 51.86   	 -25.43		  8.28(E)	  15.26		
 20.14   	-280.76   	 51.76   	 -25.43		  8.34   	  25.43		
 86.06   	-136.11   	 51.66   	 -25.43		  8.44   	  35.61		
188.60   	110.78   	 51.56   	 -35.61		  8.59   	  35.61		
318.60   	450.44   	 51.41   	 -40.69		  8.73   	  40.69		
445.86   	858.76   	 51.25   	 -40.69		  8.89   	  45.78		
531.92   	1289.06   	 51.09   	 -40.69		  9.07   	  40.69		
541.38   	1655.58   	 50.93   	 -35.61		  9.24   	  35.61		
455.32   	1852.72(R)	 50.78   	 -40.69		  9.38   	  25.43		
 35.71   	1509.09   	 50.62   	 -35.61		  9.48   	  15.26		
-220.95   	1057.13   	 50.48   	 -30.52		  9.54   	  10.17		
-431.21   	585.02   	 50.36   	 -30.52		  9.58   	   0.00		
-546.26   	203.25   	 50.23   	 -30.52		  9.58   	 -10.17		
-552.37   	-47.00   	 50.11   	 -30.52		  9.54   	  -5.09		
-476.38   	-180.66   	 49.99   	 -30.52		  9.52   	 -15.26		
-364.38   	-231.02   	 49.87   	 -35.61		  9.46   	 -10.17		
-256.35   	-224.00   	 49.73   	 -35.61		  9.42   	  -5.09		
-171.81   	-179.75   	 49.58   	 -35.61		  9.40   	   0.00		
-113.22   	-122.07   	 49.44   	 -35.61		  9.40   	  15.26		
-75.99   	-78.13   	 49.30   	 -30.52		  9.46   	  30.52		
-54.93   	-65.31   	 49.18   	 -30.52		  9.58   	  50.86		
-44.25   	-81.18   	 49.05   	 -25.43		  9.79   	  66.12		
-37.54   	-106.20   	 48.95   	 -25.43		 10.05   	  86.47		
-31.13   	-121.15   	 48.85   	 -25.43		 10.40   	 106.82		
-24.72   	-120.24   	 48.75   	 -25.43		 10.82   	 106.82		
-20.14   	-108.95   	 48.65   	 -25.43		 11.25   	 111.90		
-17.70   	-97.96   	 48.55   	 -25.43		 11.70   	 132.25		
-16.17   	-92.47   	 48.44   	 -25.43		 12.23   	 137.33		
-14.34   	-92.47   	 48.34   	 -20.35		 12.78   	 127.16		
-11.60   	-93.38   	 48.26   	 -25.43		 13.29   	 127.16		
 -9.16   	-92.47   	 48.16   	 -25.43		 13.79   	 137.33		
 -6.41   	-89.42   	 48.06   	 -25.43		 14.34   	 152.59		
 -3.66   	-85.45   	 47.96   	 -20.35		 14.95   	 167.85		
 -0.92   	-81.79   	 47.87   	 -30.52		 15.63   	 218.72		
  4.58   	-75.68   	 47.75   	 -25.43		 16.50   	 244.15		
  6.41   	-72.33   	 47.65   	 -30.52		 17.48   	 254.32		
  7.93   	-68.97   	 47.53   	 -25.43		 18.49   	 254.32		
  9.46   	-65.31   	 47.43   	 -20.35		 19.51   	 233.98		
 11.29   	-61.04   	 47.34   	 -15.26		 20.45   	 218.72		
 14.04   	-55.85   	 47.28   	 -25.43		 21.32   	 203.46		
 17.40   	-49.74   	 47.18   	 -20.35		 22.14   	 183.11		
 20.75   	-43.64   	 47.10   	 -25.43		 22.87   	 167.85		
 24.11   	-38.15   	 47.00   	 -25.43		 23.54   	 147.51		
 26.86   	-32.96   	 46.90   	 -20.35		 24.13   	 142.42		
 29.30   	-28.69   	 46.82   	 -20.35		 24.70   	 132.25		
 31.74   	-24.41   	 46.73   	 -20.35		 25.23   	 127.16		
 34.48   	-19.84   	 46.65   	 -30.52		 25.74   	 122.07		
 36.93   	-14.95   	 46.53   	 -30.52		 26.23   	 122.07		
 39.67   	 -9.77   	 46.41   	 -30.52		 26.71   	 122.07		
 43.03   	 -4.27   	 46.29   	 -25.43		 27.20   	 116.99		
 47.30   	  2.14   	 46.18   	 -20.35		 27.67   	 122.07		
 52.19   	  9.16   	 46.10   	 -25.43		 28.16   	 122.07		
 57.37   	 16.17   	 46.00   	 -30.52		 28.65   	 127.16		
 61.95   	 23.80   	 45.88   	 -30.52		 29.16   	 122.07		
 66.53   	 31.43   	 45.76   	 -25.43		 29.64   	 116.99		
 70.80   	 39.37   	 45.66   	 -20.35		 30.11   	 111.90		
 75.38   	 47.30   	 45.57   	 -15.26		 30.56   	 106.82		
 80.57   	 55.54   	 45.51   	  -5.09		 30.99   	  91.56		
 86.06   	 64.39   	 45.49   	  -5.09		 31.35   	  86.47		
 92.47   	 73.55   	 45.47   	  -5.09		 31.70   	  76.30		
 98.88   	 83.62   	 45.45(D)	   0.00		 32.00   	  71.21		
105.90   	 94.60   	 45.45   	  15.26		 32.29   	  61.04		
113.22   	106.20   	 45.51   	  30.52		 32.53   	  61.04		
119.93   	117.80   	 45.64   	  61.04		 32.78   	  50.86		
126.65   	129.39   	 45.88   	  86.47		 32.98   	  40.69		
133.67   	141.60   	 46.23   	 127.16		 33.14   	  40.69		
140.99   	155.03   	 46.73   	 167.85		 33.31   	  35.61		
149.23   	170.59   	 47.41   	 208.54		 33.45   	  30.52		
157.78   	187.99   	 48.24   	 244.15		 33.57   	  35.61		
166.32   	206.91   	 49.22   	 264.50		 33.71   	  35.61		
174.87   	226.14   	 50.27   	 269.58		 33.86   	  35.61		
183.41   	245.06   	 51.35   	 259.41		 34.00   	  40.69		
192.57   	263.98   	 52.39   	 244.15		 34.16   	  45.78		
202.03   	283.20   	 53.37   	 228.89		 34.34   	  45.78		
211.79   	303.04   	 54.28   	 213.63		 34.53   	  50.86		
221.56   	322.88   	 55.14   	 203.46		 34.73   	  45.78		
231.32   	343.02   	 55.95   	 193.29		 34.91   	  50.86		
240.78   	362.55   	 56.72   	 203.46		 35.12   	  50.86		
249.63   	381.77   	 57.54   	 208.54		 35.32   	  55.95		
257.57   	400.70   	 58.37   	 208.54		 35.54   	  45.78		
264.28   	419.01   	 59.21   	 213.63		 35.73   	  50.86		
268.25   	435.79   	 60.06   	 213.63		 35.93   	  55.95		
268.86   	449.22   	 60.92   	 203.46		 36.15   	  50.86		
264.59   	456.24   	 61.73   	 208.54		 36.36   	  61.04		
254.52   	454.10   	 62.56   	 218.72		 36.60   	  61.04		
238.34   	441.28   	 63.44   	 223.80		 36.85   	  71.21		
216.98   	417.48   	 64.33   	 223.80		 37.13   	  71.21		
191.96   	384.22   	 65.23   	 223.80		 37.42   	  76.30		
165.10   	343.02   	 66.12   	 208.54		 37.72   	  71.21		
137.63   	296.02   	 66.96   	 198.37		 38.01   	  66.12		
109.86   	245.36   	 67.75   	 198.37		 38.27   	  55.95		
 83.01   	192.87   	 68.55   	 188.20		 38.49   	  40.69		
 57.68   	140.99   	 69.30   	 172.94		 38.66   	  25.43		
 34.79   	 91.86   	 69.99   	 172.94		 38.76   	  15.26		
 14.95   	 47.00   	 70.68   	 172.94		 38.82   	   5.09		
 -1.83   	  8.24   	 71.37   	 178.03		 38.84(S)	 -10.17		
-15.56   	-24.41   	 72.09   	 157.68		 38.80   	 -15.26		
-27.47   	-51.57   	 72.72   	 127.16		 38.74   	 -20.35		
-38.15   	-74.16   	 73.22   	 106.82		 38.66   	 -15.26		
-47.91   	-93.08   	 73.65   	 116.99		 38.60   	 -20.35		
-56.46   	-108.34   	 74.12   	 116.99		 38.51   	 -15.26		
-63.17   	-119.63   	 74.59   	  86.47		 38.45   	 -20.35		
-67.75   	-127.87   	 74.93   	  81.38		 38.37   	 -20.35		
-70.80   	-134.28   	 75.26   	 116.99		 38.29   	 -25.43		
-73.55   	-139.77   	 75.73   	 127.16		 38.19   	 -30.52		
-76.29   	-144.96   	 76.24   	  81.38		 38.07   	 -45.78		
-79.04   	-148.93   	 76.56   	  25.43		 37.88   	 -55.95		
-80.87   	-151.06   	 76.66   	  20.35		 37.66   	 -66.12		
-82.09   	-151.98   	 76.74   	  35.61		 37.40   	 -86.47		
-82.09   	-151.67   	 76.89   	  25.43		 37.05   	-101.73		
-82.09   	-151.37   	 76.99   	  20.35		 36.64   	-127.16		
-82.09   	-151.67   	 77.07   	  30.52		 36.13   	-147.51		
-82.09   	-151.98   	 77.19   	  50.86		 35.54   	-167.85		
-82.09   	-151.98   	 77.40   	  45.78		 34.87   	-183.11		
-81.48   	-151.37   	 77.58   	  30.52		 34.14   	-167.85		
-80.26   	-150.45   	 77.70   	  30.52		 33.47   	-198.37		
-78.74   	-149.84   	 77.82   	  20.35		 32.68   	-244.15		
-76.90   	-149.23   	 77.90(S)	 -15.26		 31.70   	-254.32		
-75.38   	-148.32   	 77.84   	 -40.69		 30.68   	-254.32		
-74.46   	-147.40   	 77.68   	 -61.04		 29.66   	-264.50		
-73.85   	-146.18   	 77.44   	 -96.64		 28.61   	-264.50		
-73.24   	-145.26   	 77.05   	 -91.56		 27.55   	-274.67		
-72.63   	-144.96   	 76.68   	 -66.12		 26.45   	-284.84		
-71.72   	-144.65   	 76.42   	 -45.78		 25.31   	-279.75		
-71.11   	-143.74   	 76.24   	 -50.86		 24.19   	-274.67		
-70.50   	-142.21   	 76.03   	 -50.86		 23.09   	-274.67		
-69.58   	-139.77   	 75.83   	 -71.21		 21.99   	-264.50		
-68.66   	-137.63   	 75.54   	-111.90		 20.94   	-249.24		
-67.14   	-135.80   	 75.10   	-137.33		 19.94   	-244.15		
-65.31   	-134.28   	 74.55   	-162.77		 18.96   	-239.06		
-63.78   	-133.36   	 73.90   	-172.94		 18.01   	-233.98		
-62.26   	-132.45   	 73.20   	-167.85		 17.07   	-218.72		
-61.34   	-132.14   	 72.53   	-157.68		 16.20   	-208.54		
-60.42   	-131.84   	 71.90   	-147.51		 15.36   	-203.46		
-59.81   	-132.45   	 71.31   	-142.42		 14.55   	-188.20		
-59.51   	-132.75   	 70.74   	-152.59		 13.79   	-172.94		
-59.20   	-132.75   	 70.13   	-162.77		 13.10   	-172.94		
-59.20   	-132.14   	 69.48   	-167.85		 12.41   	-167.85		
-58.59   	-130.92   	 68.81   	-167.85		 11.74   	-167.85		
-57.37   	-129.39   	 68.14   	-157.68		 11.07   	-172.94		
-56.46   	-127.87   	 67.51   	-142.42		 10.38   	-183.11		
-55.85   	-127.26   	 66.94   	-122.07		  9.64   	-183.11		
-56.15   	-127.26   	 66.45   	-106.82		  8.91   	-193.29		
-56.46   	-127.56   	 66.02   	 -96.64		  8.14   	-188.20		
-56.46   	-127.87   	 65.64   	 -96.64		  7.39   	-172.94		
-56.15   	-127.56   	 65.25   	-101.73		  6.69   	-152.59		
-55.85   	-126.95   	 64.84   	-111.90		  6.08   	-116.99		
-56.15   	-126.34   	 64.39   	-122.07		  5.62   	 -81.38		
-57.07   	-126.04   	 63.91   	-127.16		  5.29   	 -40.69		
-58.29   	-126.65   	 63.40   	-127.16		  5.13(D)	   0.00		
-59.20   	-128.17   	 62.89   	-111.90		  5.13   	  30.52		
-59.51   	-130.00   	 62.44   	 -91.56		  5.25   	  55.95		
-59.20   	-130.62   	 62.08   	 -76.30		  5.47   	  66.12		
-58.59   	-130.62   	 61.77   	 -71.21		  5.74   	  71.21		
-58.29   	-130.00   	 61.49   	 -71.21		  6.02   	  61.04		
-58.59   	-129.70   	 61.20   	 -71.21		  6.27   	  45.78		
-58.90   	-129.70   	 60.92   	 -76.30		  6.45   	  25.43		
-58.90   	-130.00   	 60.61   	 -86.47		  6.55   	   0.00		
-58.59   	-129.39   	 60.26   	 -86.47		  6.55   	 -15.26		
-57.37   	-126.65   	 59.92   	 -91.56		  6.49   	 -30.52		
-55.24   	-120.54   	 59.55   	 -76.30		  6.37   	 -35.61		
-51.57   	-109.86   	 59.25   	 -71.21		  6.23   	 -35.61		
-45.78   	-94.60   	 58.96   	 -61.04		  6.08   	 -30.52		
-38.45   	-77.51   	 58.72   	 -61.04		  5.96   	 -20.35		
-30.82   	-59.81   	 58.47   	 -66.12		  5.88   	   0.00		
-24.41   	-42.42   	 58.21   	 -66.12		  5.88   	  10.17		
-19.53   	-24.41   	 57.94   	 -66.12		  5.92   	  15.26		
-16.48   	 -7.32   	 57.68   	 -66.12		  5.98   	  25.43		
-14.34   	  4.58   	 57.42   	 -61.04		  6.08   	  25.43		
-12.21   	  5.49   	 57.17   	 -50.86		  6.19   	  30.52		
 -9.46   	 -7.93   	 56.97   	 -45.78		  6.31   	  35.61		
 -6.41   	-31.74   	 56.79   	 -45.78		  6.45   	  25.43		
 -2.44   	-56.15   	 56.60   	 -50.86		  6.55   	  15.26		
  1.83   	-74.46   	 56.40   	 -40.69		  6.61   	  10.17		
  6.41   	-85.45   	 56.24   	 -45.78		  6.65   	   5.09		
  9.77   	-91.86   	 56.05   	 -40.69		  6.67   	  10.17		
 10.38   	-97.66   	 55.89   	 -40.69		  6.71   	  20.35		
  5.49   	-104.37   	 55.73   	 -40.69		  6.80   	  35.61		
 -5.19   	-112.00   	 55.56   	 -45.78		  6.94   	  50.86		
-21.36   	-120.85   	 55.38   	 -55.95		  7.14   	  66.12		
-39.98   	-132.14   	 55.16   	 -50.86		  7.41   	  76.30		
-57.37   	-144.65   	 54.95   	 -55.95		  7.71   	  86.47		
-69.89   	-155.64   	 54.73   	 -40.69		  8.06   	  81.38		
-76.60   	-162.05   	 54.57   	 -40.69		  8.38   	  71.21		
-79.35   	-165.10   	 54.40   	 -40.69		  8.67   	  50.86		
-79.96   	-166.63   	 54.24   	 -40.69		  8.87   	  35.61		
-80.26   	-169.07   	 54.08   	 -40.69		  9.01   	  10.17		
-80.87   	-171.51   	 53.92   	 -40.69		  9.05   	  -5.09		
-81.48   	-172.42   	 53.75   	 -40.69		  9.03   	 -20.35		
-81.18   	-170.90   	 53.59   	 -45.78		  8.95   	 -35.61		
-80.26   	-167.54   	 53.41   	 -40.69		  8.81   	 -40.69		
-79.04   	-163.88   	 53.24   	 -40.69		  8.65   	 -35.61		
-76.90   	-160.52   	 53.08   	 -40.69		  8.50   	 -35.61		End----------
-74.77   	-157.17   	 52.92   	 -35.61		  8.36   	 -35.61		
-72.63   	-154.11   	 52.78   	 -40.69		  8.22   	 -15.26		
-70.80   	-151.37   	 52.61   	 -35.61		  8.16   	   0.00		
-70.19   	-148.93   	 52.47   	 -30.52		  8.16   	   5.09		
-69.89   	-146.79   	 52.35   	 -35.61		  8.18   	  20.35		
-69.58   	-145.26   	 52.21   	 -40.69		  8.26   	  30.52		
-68.66   	-145.57   	 52.04   	 -45.78		  8.38   	  35.61		
-66.53   	-149.54   	 51.86   	 -45.78		  8.52   	  35.61		
-62.87   	-162.05   	 51.68   	 -35.61		  8.67   	  35.61		
-55.54   	-190.43   	 51.54   	 -35.61		  8.81   	  20.35		
-44.56   	-236.82   	 51.39   	 -20.35		  8.89   	  20.35		
-29.91   	-288.09   	 51.31   	 -20.35		  8.97   	  10.17		
 -9.16   	-316.16   	 51.23   	 -20.35		  9.01   	  10.17		
 24.11   	-283.51   	 51.15   	 -25.43		  9.05   	   0.00		
 83.01   	-160.52   	 51.05   	 -35.61		  9.05   	  -5.09		
177.92   	 64.39   	 50.91   	 -35.61		  9.03   	   0.00		
303.04   	384.83   	 50.76   	 -40.69		  9.03   	  -5.09		
431.82   	779.42   	 50.60   	 -40.69		  9.01   	  -5.09		
526.43   	1209.41   	 50.44   	 -35.61		  8.99   	   5.09		
550.84   	1598.51   	 50.29   	 -35.61		  9.01   	   5.09		
483.40   	1841.13(R)	 50.15   	 -30.52		  9.03   	  15.26		
 94.60   	1596.68   	 50.03   	 -35.61		  9.09   	  15.26		
-161.13   	1158.75   	 49.89   	 -25.43		  9.16   	  10.17		
-384.22   	668.95   	 49.79   	 -25.43		  9.20   	  15.26		
-521.55   	252.69   	 49.68   	 -30.52		  9.26   	  20.35		
-549.62   	-29.30   	 49.56   	 -30.52		  9.34   	  15.26		
-487.37   	-182.80   	 49.44   	 -35.61		  9.40   	  15.26		
-379.64   	-242.61   	 49.30   	 -35.61		  9.46   	  10.17		
-269.47   	-241.39   	 49.16   	 -35.61		  9.50   	  10.17		
-181.27   	-201.42   	 49.01   	 -30.52		  9.54   	  15.26		
-119.32   	-144.96   	 48.89   	 -20.35		  9.60   	  25.43		
-78.13   	-97.35   	 48.81   	 -20.35		  9.70   	  40.69		
-52.19   	-77.21   	 48.73   	 -20.35		  9.87   	  45.78		
-37.23   	-86.36   	 48.65   	 -25.43		 10.05   	  76.30		
-28.08   	-108.95   	 48.55   	 -25.43		 10.36   	  86.47		
-20.75   	-125.12   	 48.44   	 -30.52		 10.70   	  96.64		
-14.04   	-126.34   	 48.32   	 -30.52		 11.09   	  91.56		
 -8.85   	-116.58   	 48.20   	 -25.43		 11.45   	  96.64		
 -5.49   	-104.98   	 48.10   	 -25.43		 11.84   	  96.64		
 -3.36   	-98.88   	 48.00   	 -20.35		 12.23   	 101.73		
 -1.83   	-98.57   	 47.91   	 -20.35		 12.63   	 101.73		
  0.31   	-100.10   	 47.83   	 -25.43		 13.04   	 106.82		
  2.14   	-99.49   	 47.73   	 -25.43		 13.47   	 132.25		
  4.27   	-95.52   	 47.63   	 -25.43		 14.00   	 157.68		
  6.41   	-90.33   	 47.53   	 -25.43		 14.63   	 162.77		
  8.24   	-85.75   	 47.43   	 -25.43		 15.28   	 244.15		
 10.68   	-81.18   	 47.32   	 -20.35		 16.26   	 264.50		
 11.90   	-78.74   	 47.24   	 -15.26		 17.31   	 269.58		
 13.73   	-74.46   	 47.18   	 -20.35		 18.39   	 269.58		
 16.78   	-68.36   	 47.10   	 -20.35		 19.47   	 254.32		
 20.45   	-61.65   	 47.02   	 -25.43		 20.49   	 228.89		
 24.11   	-55.85   	 46.92   	 -25.43		 21.40   	 208.54		
 27.16   	-51.27   	 46.82   	 -20.35		 22.24   	 183.11		
 29.60   	-48.22   	 46.73   	 -25.43		 22.97   	 162.77		
 31.43   	-45.17   	 46.63   	 -20.35		 23.62   	 142.42		
 33.57   	-41.20   	 46.55   	 -20.35		 24.19   	 132.25		
 36.01   	-35.71   	 46.47   	 -25.43		 24.72   	 122.07		
 38.76   	-29.91   	 46.37   	 -30.52		 25.21   	 127.16		
 41.81   	-24.11   	 46.25   	 -30.52		 25.72   	 116.99		
 44.86   	-19.53   	 46.12   	 -25.43		 26.19   	 122.07		
 47.61   	-14.95   	 46.02   	 -25.43		 26.67   	 127.16		
 50.66   	-10.38   	 45.92   	 -25.43		 27.18   	 127.16		
 54.02   	 -4.88   	 45.82   	 -20.35		 27.69   	 127.16		
 57.98   	  1.53   	 45.74   	 -25.43		 28.20   	 127.16		
 62.26   	  8.24   	 45.64   	 -15.26		 28.71   	 116.99		
 66.53   	 14.95   	 45.57   	 -20.35		 29.18   	 122.07		
