SAMPLE NUMBER:   14
TIME RESOLUTION: 4 ms/sample
mmHg RESOLUTION: 0.0203458 mmHg/unit
DATA UNITS:      mmHg, mmHg/sec
ECG UNITS:       uV
ECG RESOLUTION:  0.3051758 uV/unit

------------------------- Begin Data -------------------------
  I     	  II     	  RV     	  RV'		
170.59   	382.69   	  0.47   	  25.43		
198.36   	553.28   	  0.57   	  40.69		
160.22   	653.69(R)	  0.73(E)	  35.61		
-166.93   	514.22   	  0.87   	  45.78		
-391.85   	326.84   	  1.06   	  40.69		
-569.46   	152.59   	  1.22   	  40.69		
-642.09   	 34.18   	  1.38   	  40.69		
-598.75   	-36.32   	  1.55   	  15.26		
-480.96   	-95.83   	  1.61   	   5.09		
-354.00   	-168.76   	  1.63   	   0.00		
-266.72   	-243.84   	  1.63   	 -10.17		
-227.05   	-289.92   	  1.59   	 -15.26		
-210.27   	-289.61   	  1.53   	  -5.09		
-186.16   	-251.16   	  1.51   	  -5.09		
-144.04   	-198.36   	  1.49   	   5.09		
-93.69   	-150.76   	  1.51   	  10.17		
-53.71   	-116.58   	  1.55   	   5.09		
-33.26   	-94.91   	  1.57   	  10.17		
-28.99   	-83.62   	  1.61   	  25.43		
-31.43   	-80.26   	  1.71   	  30.52		
-32.96   	-80.87   	  1.83   	  45.78		
-31.74   	-81.18   	  2.01   	  71.21		
-29.91   	-79.65   	  2.30   	  81.38		
-28.69   	-76.29   	  2.62   	 106.82		
-28.69   	-71.72   	  3.05   	 142.42		
-28.08   	-66.83   	  3.62   	 162.77		
-25.63   	-62.26   	  4.27   	 167.85		
-21.36   	-57.98   	  4.94   	 167.85		
-13.12   	-51.57   	  5.62   	 239.06		
-10.38   	-49.13   	  6.57   	 289.93		
 -7.63   	-47.61   	  7.73   	 295.01		
 -3.36   	-45.78   	  8.91   	 289.93		
  2.75   	-43.03   	 10.07   	 295.01		
  9.16   	-37.84   	 11.25   	 279.75		
 14.65   	-30.52   	 12.37   	 259.41		
 18.92   	-22.58   	 13.41   	 259.41		
 23.50   	-15.26   	 14.45   	 244.15		
 30.21   	 -8.54   	 15.42   	 218.72		
 39.06   	 -1.83   	 16.30   	 208.54		
 49.13   	  5.19   	 17.13   	 178.03		
 58.90   	 11.60   	 17.84   	 147.51		
 67.75   	 15.87   	 18.43   	 142.42		
 75.07   	 18.31   	 19.00   	 137.33		
 81.48   	 19.53   	 19.55   	 127.16		
 86.36   	 21.97   	 20.06   	 122.07		
 90.94   	 25.33   	 20.55   	 122.07		
 95.21   	 28.38   	 21.04   	 116.99		
 99.18   	 30.52   	 21.51   	 122.07		
102.84   	 30.82   	 21.99   	 122.07		
104.68   	 30.52   	 22.48   	 111.90		
104.68   	 30.82   	 22.93   	 101.73		
104.68   	 32.35   	 23.34   	 106.82		
106.51   	 34.79   	 23.76   	  91.56		
113.22   	 39.37   	 24.13   	  81.38		
115.66   	 41.50   	 24.46   	  61.04		
115.66   	 44.25   	 24.70   	  30.52		
113.22   	 47.61   	 24.82   	  15.26		
108.95   	 51.57   	 24.88(S)	 -10.17		
102.23   	 56.15   	 24.84   	 -25.43		
 92.47   	 61.04   	 24.74   	 -40.69		
 80.26   	 65.31   	 24.58   	 -50.86		
 67.14   	 68.97   	 24.37   	 -55.95		
 55.85   	 71.11   	 24.15   	 -61.04		
 47.00   	 71.41   	 23.91   	 -66.12		
 39.98   	 69.58   	 23.64   	 -66.12		
 32.35   	 66.53   	 23.38   	 -55.95		
 22.28   	 62.56   	 23.15   	 -55.95		
 10.38   	 58.29   	 22.93   	 -55.95		
 -2.44   	 53.10   	 22.71   	 -45.78		
-14.34   	 46.69   	 22.52   	 -45.78		
-23.50   	 40.28   	 22.34   	 -35.61		
-29.30   	 35.40   	 22.20   	 -40.69		
-31.43   	 33.57   	 22.03   	 -45.78		
-30.82   	 35.10   	 21.85   	 -50.86		
-28.99   	 38.15   	 21.65   	 -55.95		
-27.47   	 40.59   	 21.42   	 -66.12		
-27.16   	 41.81   	 21.16   	 -61.04		
-27.77   	 41.50   	 20.92   	 -61.04		
-28.99   	 40.89   	 20.67   	 -71.21		
-29.60   	 40.28   	 20.39   	 -66.12		
-29.60   	 40.28   	 20.12   	 -76.30		
-28.08   	 41.81   	 19.82   	 -91.56		
-25.63   	 44.56   	 19.45   	-101.73		
-23.19   	 46.39   	 19.04   	-111.90		
-23.50   	 46.08   	 18.60   	-127.16		
-26.55   	 43.03   	 18.09   	-142.42		
-30.82   	 39.06   	 17.52   	-167.85		
-33.87   	 35.71   	 16.85   	-188.20		
-33.87   	 34.18   	 16.09   	-198.37		
-31.13   	 33.26   	 15.30   	-213.63		
-28.69   	 32.35   	 14.45   	-213.63		
-28.69   	 30.21   	 13.59   	-218.72		
-30.82   	 27.16   	 12.72   	-213.63		
-34.18   	 24.11   	 11.86   	-218.72		
-37.23   	 21.97   	 10.99   	-208.54		
-39.06   	 21.67   	 10.15   	-203.46		
-39.37   	 22.89   	  9.34   	-203.46		
-38.45   	 24.72   	  8.52   	-203.46		
-36.93   	 25.94   	  7.71   	-193.29		
-35.40   	 25.63   	  6.94   	-188.20		
-35.10   	 24.41   	  6.19   	-188.20		
-36.62   	 23.80   	  5.43   	-167.85		
-39.37   	 26.55   	  4.76   	-167.85		
-41.20   	 35.10   	  4.09   	-147.51		
-39.37   	 50.66   	  3.50   	-132.25		
-33.26   	 72.02   	  2.97   	-127.16		
-24.72   	 94.30   	  2.46   	-116.99		
-16.78   	112.92   	  1.99   	 -96.64		
-11.29   	125.73   	  1.61   	 -91.56		
 -8.54   	133.06   	  1.24   	 -81.38		
 -5.80   	138.55   	  0.92   	 -76.30		
 -1.53   	144.65   	  0.61   	 -76.30		
  3.97   	151.06   	  0.31   	 -61.04		
  8.24   	155.33   	  0.06   	 -61.04		
  7.93   	155.64   	 -0.18   	 -50.86		
  3.05   	152.59   	 -0.39   	 -45.78		
 -3.97   	145.87   	 -0.57   	 -30.52		
-10.68   	134.58   	 -0.69   	 -15.26		
-14.95   	116.27   	 -0.75   	 -15.26		
-17.40   	 90.03   	 -0.81   	  -5.09		
-19.53   	 58.90   	 -0.83(D)	   5.09		
-23.50   	 29.91   	 -0.81   	   5.09		
-29.91   	  8.85   	 -0.79   	  15.26		
-38.15   	 -3.05   	 -0.73   	  20.35		
-46.69   	 -9.16   	 -0.65   	  20.35		
-53.71   	-13.43   	 -0.57   	  20.35		
-57.98   	-18.92   	 -0.49   	  20.35		
-60.12   	-25.02   	 -0.41   	  20.35		
-60.73   	-30.52   	 -0.33   	  10.17		
-60.73   	-33.87   	 -0.28   	  15.26		
-60.42   	-35.40   	 -0.22   	  15.26		
-60.12   	-36.01   	 -0.16   	  20.35		
-59.20   	-37.84   	 -0.08   	  10.17		
-57.37   	-42.42   	 -0.04   	  20.35		
-54.32   	-51.27   	  0.04   	  20.35		
-49.44   	-61.65   	  0.12   	  30.52		
-40.89   	-64.70   	  0.24   	  20.35		
-25.02   	-46.39   	  0.33   	  30.52		
  3.05   	  7.02   	  0.45   	  25.43		
 48.52   	106.81   	  0.55   	  20.35		
110.17   	254.52   	  0.63   	  25.43		
173.03   	434.57   	  0.73   	  15.26		
207.21   	607.30   	  0.79   	  20.35		
177.92   	716.25(R)	  0.87(E)	  30.52		
-135.19   	603.03   	  1.00   	  35.61		
-360.41   	428.16   	  1.14   	  30.52		
-542.91   	263.37   	  1.26   	  30.52		
-622.25   	151.67   	  1.38   	  10.17		
-583.80   	 84.53   	  1.42   	   0.00		
-468.14   	 24.41   	  1.42   	   0.00		
-341.19   	-52.80   	  1.42   	 -10.17		
-252.99   	-134.58   	  1.38   	 -10.17		
-211.79   	-187.99   	  1.34   	  -5.09		
-191.96   	-192.87   	  1.32   	   5.09		
-162.35   	-157.47   	  1.34   	  15.26		
-112.92   	-107.12   	  1.40   	  25.43		
-55.85   	-61.65   	  1.51   	  15.26		
-11.90   	-29.60   	  1.57   	  25.43		
  9.46   	 -9.77   	  1.67   	  25.43		
 12.21   	  0.61   	  1.77   	  15.26		
  9.46   	  3.66   	  1.83   	  25.43		
 11.29   	  3.36   	  1.93   	  35.61		
 19.84   	  4.27   	  2.08   	  61.04		
 31.74   	  7.63   	  2.32   	  96.64		
 41.50   	 12.82   	  2.71   	 111.90		
 46.69   	 17.70   	  3.15   	 122.07		
 49.13   	 21.67   	  3.64   	 157.68		
 50.96   	 25.02   	  4.27   	 193.29		
 54.02   	 29.30   	  5.05   	 228.89		
 61.34   	 40.59   	  5.96   	 259.41		
 65.00   	 46.69   	  7.00   	 284.84		
 68.66   	 52.49   	  8.14   	 254.32		
 72.94   	 57.68   	  9.16   	 233.98		
 78.13   	 61.95   	 10.09   	 233.98		
 83.62   	 66.83   	 11.03   	 223.80		
 89.42   	 72.94   	 11.92   	 239.06		
 95.21   	 80.57   	 12.88   	 239.06		
101.01   	 89.11   	 13.84   	 233.98		
105.90   	 97.35   	 14.77   	 218.72		
111.08   	105.59   	 15.65   	 208.54		
118.10   	113.53   	 16.48   	 198.37		
127.26   	121.77   	 17.27   	 188.20		
138.85   	129.70   	 18.03   	 162.77		
150.15   	136.11   	 18.68   	 152.59		
159.91   	140.38   	 19.29   	 147.51		
167.54   	143.13   	 19.88   	 137.33		
174.56   	145.87   	 20.43   	 132.25		
182.19   	149.54   	 20.96   	 122.07		
190.12   	153.81   	 21.44   	 116.99		
197.75   	157.78   	 21.91   	 116.99		
203.25   	160.22   	 22.38   	 116.99		
206.30   	161.13   	 22.85   	 101.73		
207.52   	160.52   	 23.26   	  91.56		
208.74   	160.22   	 23.62   	  86.47		
212.10   	160.22   	 23.97   	  61.04		
212.40   	160.83   	 24.21   	  45.78		
211.18   	161.44   	 24.39   	  25.43		
208.44   	162.35   	 24.50   	   5.09		
203.25   	163.27   	 24.52(S)	 -20.35		
195.31   	163.57   	 24.44   	 -25.43		
183.72   	162.05   	 24.33   	 -45.78		
169.07   	158.69   	 24.15   	 -50.86		
152.89   	153.20   	 23.95   	 -50.86		
137.33   	146.18   	 23.74   	 -61.04		
122.38   	138.24   	 23.50   	 -55.95		
108.34   	130.31   	 23.28   	 -50.86		
 94.91   	122.07   	 23.07   	 -50.86		
 82.09   	113.53   	 22.87   	 -50.86		
 70.50   	104.37   	 22.67   	 -40.69		
 59.20   	 93.99   	 22.50   	 -40.69		
 48.83   	 83.31   	 22.34   	 -35.61		
 38.76   	 73.24   	 22.20   	 -40.69		
 30.52   	 65.61   	 22.03   	 -40.69		
 25.02   	 60.42   	 21.87   	 -45.78		
 23.19   	 57.68   	 21.69   	 -50.86		
 23.19   	 55.85   	 21.49   	 -50.86		
 22.89   	 52.80   	 21.28   	 -50.86		
 20.45   	 48.22   	 21.08   	 -66.12		
 15.87   	 43.03   	 20.81   	 -66.12		
 11.90   	 38.15   	 20.55   	 -66.12		
 10.38   	 35.40   	 20.28   	 -76.30		
 11.60   	 33.87   	 19.98   	 -91.56		
 13.73   	 33.57   	 19.61   	 -86.47		
 14.95   	 33.57   	 19.27   	 -96.64		
 14.65   	 33.26   	 18.88   	-116.99		
 13.43   	 33.26   	 18.41   	-132.25		
 12.51   	 32.96   	 17.88   	-147.51		
 12.21   	 32.35   	 17.29   	-162.77		
 12.21   	 31.13   	 16.64   	-183.11		
 11.90   	 28.99   	 15.91   	-198.37		
 10.68   	 26.55   	 15.12   	-203.46		
  9.16   	 24.11   	 14.30   	-203.46		
  7.02   	 21.97   	 13.49   	-208.54		
  5.49   	 20.45   	 12.66   	-208.54		
  3.97   	 19.53   	 11.82   	-203.46		
  3.66   	 18.31   	 11.01   	-198.37		
  3.66   	 17.70   	 10.21   	-193.29		
  3.97   	 17.09   	  9.44   	-193.29		
  4.27   	 17.40   	  8.67   	-198.37		
  4.88   	 18.01   	  7.87   	-183.11		
  5.80   	 18.62   	  7.14   	-183.11		
  6.71   	 19.23   	  6.41   	-178.03		
  7.32   	 20.14   	  5.70   	-167.85		
  7.93   	 23.19   	  5.03   	-162.77		
  9.16   	 29.60   	  4.37   	-157.68		
 12.51   	 41.81   	  3.74   	-142.42		
 18.92   	 58.90   	  3.17   	-142.42		
 26.86   	 78.43   	  2.60   	-132.25		
 34.18   	 96.13   	  2.08   	-122.07		
 39.06   	108.64   	  1.59   	-111.90		
 40.89   	116.88   	  1.14   	-101.73		
 40.89   	122.38   	  0.73   	 -86.47		
 40.59   	127.87   	  0.39   	 -76.30		
 40.28   	132.75   	  0.08   	 -61.04		
 39.67   	135.80   	 -0.16   	 -45.78		
 37.23   	136.41   	 -0.35   	 -35.61		
 32.65   	133.67   	 -0.49   	 -25.43		
 26.86   	126.95   	 -0.59   	 -20.35		
 21.36   	113.83   	 -0.67   	  -5.09		
 17.09   	 92.77   	 -0.69   	  -5.09		
 13.43   	 64.39   	 -0.71(D)	   0.00		
 10.07   	 32.96   	 -0.71   	  10.17		
  6.41   	  4.88   	 -0.67   	   5.09		
  2.14   	-15.56   	 -0.65   	   5.09		
 -3.05   	-27.77   	 -0.63   	   5.09		
 -7.93   	-34.48   	 -0.61   	   5.09		
-12.21   	-38.76   	 -0.59   	   5.09		
-15.26   	-42.11   	 -0.57   	  10.17		
-17.09   	-44.56   	 -0.53   	   0.00		
-18.01   	-45.78   	 -0.53   	   5.09		
-18.31   	-45.47   	 -0.51   	  10.17		
-18.01   	-44.56   	 -0.47   	  15.26		
-17.09   	-43.95   	 -0.41   	  20.35		
-16.48   	-44.56   	 -0.33   	  30.52		
-15.56   	-47.61   	 -0.20   	  40.69		
-14.65   	-54.93   	 -0.04   	  35.61		
-13.12   	-64.70   	  0.10   	  25.43		
 -9.77   	-68.66   	  0.20   	  30.52		
 -0.31   	-53.10   	  0.33   	  30.52		
 22.28   	 -2.75   	  0.45   	  20.35		
 64.09   	 94.30   	  0.53   	  25.43		
124.82   	240.17   	  0.63   	  20.35		
189.21   	419.01   	  0.71   	  10.17		
226.44   	590.52   	  0.75   	  15.26		
199.89   	698.85(R)	  0.81(E)	  25.43		
-113.53   	587.77   	  0.92   	  25.43		
-343.32   	414.12   	  1.02   	  30.52		
-532.23   	248.72   	  1.14   	  20.35		
-616.46   	133.67   	  1.22   	  20.35		
-580.44   	 61.04   	  1.30   	  20.35		
-463.56   	 -5.19   	  1.38   	  20.35		
-332.95   	-86.98   	  1.46   	  15.26		
-241.09   	-171.81   	  1.53   	  15.26		
-198.36   	-227.36   	  1.59   	  15.26		
-179.75   	-234.07   	  1.65   	  10.17		
-153.20   	-201.72   	  1.69   	  10.17		
-106.51   	-153.20   	  1.73   	  10.17		
-50.66   	-108.03   	  1.77   	  15.26		
 -5.19   	-72.94   	  1.83   	  10.17		
 18.62   	-48.52   	  1.87   	  10.17		
 23.19   	-34.18   	  1.91   	  15.26		
 19.23   	-30.52   	  1.97   	  10.17		
 16.17   	-34.18   	  2.01   	  20.35		
 17.40   	-39.67   	  2.10   	  50.86		
 21.67   	-41.20   	  2.30   	  66.12		
 26.55   	-37.54   	  2.56   	  91.56		
 31.43   	-29.91   	  2.93   	 127.16		
 36.62   	-21.06   	  3.44   	 137.33		
 42.72   	-13.12   	  3.99   	 157.68		
 49.44   	 -6.71   	  4.62   	 233.98		
 60.12   	  2.14   	  5.55   	 264.50		
 62.26   	  4.88   	  6.61   	 330.62		
 62.87   	  7.02   	  7.93   	 345.88		
 63.48   	  8.54   	  9.32   	 315.36		
 64.70   	 10.07   	 10.58   	 300.10		
 67.44   	 12.82   	 11.78   	 279.75		
 72.33   	 17.40   	 12.90   	 249.24		
 78.13   	 23.19   	 13.90   	 228.89		
 84.84   	 29.60   	 14.81   	 203.46		
 90.33   	 36.01   	 15.63   	 193.29		
 94.60   	 42.11   	 16.40   	 162.77		
 97.96   	 47.30   	 17.05   	 147.51		
101.62   	 50.96   	 17.64   	 137.33		
106.51   	 53.71   	 18.19   	 116.99		
111.08   	 55.24   	 18.66   	 122.07		
114.44   	 55.24   	 19.15   	 122.07		
116.58   	 54.93   	 19.63   	 122.07		
118.41   	 54.93   	 20.12   	 137.33		
121.46   	 55.54   	 20.67   	 137.33		
126.34   	 55.85   	 21.22   	 137.33		
130.62   	 55.54   	 21.77   	 147.51		
133.97   	 54.02   	 22.36   	 142.42		
136.11   	 53.10   	 22.93   	 122.07		
138.24   	 53.71   	 23.42   	 116.99		
141.30   	 56.76   	 23.89   	  76.30		
147.40   	 62.26   	 24.19   	  66.12		
147.40   	 62.26   	 24.46   	  40.69		
144.65   	 61.04   	 24.62   	  10.17		
140.99   	 60.42   	 24.66(S)	 -15.26		
137.02   	 61.95   	 24.60   	 -20.35		
132.14   	 65.31   	 24.52   	 -45.78		
125.12   	 69.27   	 24.33   	 -55.95		
114.44   	 71.41   	 24.11   	 -61.04		
100.40   	 69.58   	 23.87   	 -61.04		
 83.92   	 62.56   	 23.62   	 -61.04		
 67.44   	 52.19   	 23.38   	 -55.95		
 53.10   	 40.59   	 23.15   	 -50.86		
 42.11   	 30.82   	 22.95   	 -45.78		
 33.87   	 23.50   	 22.77   	 -40.69		
 26.55   	 18.01   	 22.60   	 -35.61		
 18.31   	 11.90   	 22.46   	 -35.61		
  9.77   	  4.58   	 22.32   	 -35.61		
  1.22   	 -3.66   	 22.18   	 -25.43		
 -5.49   	-10.38   	 22.08   	 -35.61		
 -9.46   	-14.95   	 21.93   	 -45.78		
-11.29   	-17.09   	 21.75   	 -45.78		
-12.82   	-18.62   	 21.57   	 -50.86		
-14.34   	-20.75   	 21.36   	 -61.04		
-16.17   	-23.80   	 21.12   	 -66.12		
-18.01   	-27.16   	 20.85   	 -66.12		
-18.92   	-29.91   	 20.59   	 -71.21		
-18.62   	-30.52   	 20.31   	 -76.30		
-18.62   	-30.21   	 20.00   	 -81.38		
-19.53   	-29.60   	 19.67   	 -91.56		
-22.58   	-29.60   	 19.31   	 -96.64		
-26.86   	-30.82   	 18.92   	-111.90		
-31.43   	-32.65   	 18.47   	-122.07		
-34.18   	-33.57   	 17.99   	-142.42		
-34.48   	-33.87   	 17.42   	-167.85		
-33.26   	-34.18   	 16.74   	-183.11		
-32.04   	-34.79   	 16.01   	-188.20		
-32.04   	-36.32   	 15.26   	-203.46		
-34.18   	-39.06   	 14.45   	-208.54		
-37.23   	-41.81   	 13.61   	-208.54		
-40.28   	-44.25   	 12.78   	-208.54		
-41.81   	-46.08   	 11.94   	-203.46		
-41.81   	-47.91   	 11.13   	-193.29		
-41.81   	-49.13   	 10.36   	-193.29		
-42.72   	-50.35   	  9.58   	-188.20		
-45.17   	-52.49   	  8.83   	-183.11		
-49.44   	-55.85   	  8.10   	-178.03		
-54.32   	-60.73   	  7.39   	-178.03		
-58.90   	-66.53   	  6.67   	-183.11		
-62.26   	-70.80   	  5.94   	-167.85		
-63.78   	-71.41   	  5.27   	-172.94		
-62.87   	-65.92   	  4.58   	-167.85		
-59.51   	-54.02   	  3.91   	-152.59		
-54.32   	-36.32   	  3.30   	-152.59		
-48.52   	-16.78   	  2.69   	-132.25		
-43.95   	  0.61   	  2.16   	-116.99		
-41.50   	 12.51   	  1.69   	-111.90		
-41.50   	 17.70   	  1.24   	 -91.56		
-43.03   	 18.01   	  0.87   	 -76.30		
-45.17   	 16.78   	  0.57   	 -66.12		
-47.00   	 16.17   	  0.31   	 -55.95		
-49.13   	 14.95   	  0.08   	 -50.86		
-52.49   	 12.82   	 -0.12   	 -35.61		
-57.07   	  8.54   	 -0.26   	 -35.61		
-62.26   	  0.31   	 -0.41   	 -35.61		
-66.53   	-13.12   	 -0.55   	 -25.43		
-70.80   	-34.48   	 -0.65   	 -25.43		
-76.60   	-65.00   	 -0.75   	 -15.26		
-86.06   	-101.32   	 -0.81   	  -5.09		
-99.49   	-137.02   	 -0.83   	  -5.09		
-114.75   	-165.71   	 -0.85(D)	   5.09		
-128.48   	-184.94   	 -0.83   	  10.17		
-139.16   	-196.53   	 -0.79   	  20.35		
-145.87   	-203.25   	 -0.71   	  15.26		
-148.62   	-207.52   	 -0.65   	  25.43		
-148.01   	-209.05   	 -0.55   	  25.43		
-144.96   	-207.21   	 -0.45   	  20.35		
-140.38   	-203.25   	 -0.37   	  20.35		
-136.72   	-198.67   	 -0.28   	  15.26		
-134.58   	-195.01   	 -0.22   	  15.26		
-134.58   	-192.57   	 -0.16   	  20.35		
-134.58   	-191.96   	 -0.08   	  15.26		
-132.14   	-194.09   	 -0.02   	  15.26		
-126.65   	-198.36   	  0.04   	  15.26		
-117.19   	-197.75   	  0.10   	  20.35		
-100.71   	-178.53   	  0.18   	  25.43		
-72.02   	-125.43   	  0.28   	  25.43		
-25.33   	-25.63   	  0.39   	  25.43		
 39.67   	122.99   	  0.49   	  30.52		
109.25   	305.48   	  0.61   	  35.61		
153.20   	482.18   	  0.75   	  30.52		
133.67   	596.92(R)	  0.87(E)	  20.35		
-175.78   	498.05   	  0.96   	  20.35		
-410.77   	324.40   	  1.04   	  15.26		
-607.91   	154.72   	  1.10   	  15.26		
-701.90   	 34.48   	  1.16   	  10.17		
-672.30   	-39.98   	  1.20   	  10.17		
-556.64   	-102.54   	  1.24   	  15.26		
-423.58   	-178.22   	  1.30   	  15.26		
-327.45   	-257.57   	  1.36   	  15.26		
-283.20   	-311.89   	  1.42   	  20.35		
-267.64   	-321.66   	  1.51   	  10.17		
-247.50   	-293.27   	  1.55   	  20.35		
-206.30   	-247.19   	  1.63   	  25.43		
-151.67   	-201.11   	  1.73   	  20.35		
-102.54   	-162.96   	  1.81   	  20.35		
-72.94   	-134.28   	  1.89   	  20.35		
-63.48   	-116.58   	  1.97   	  10.17		
-65.31   	-109.86   	  2.01   	  20.35		
-67.14   	-110.47   	  2.10   	  30.52		
-63.48   	-111.69   	  2.22   	  50.86		
-53.71   	-108.34   	  2.42   	  71.21		
-42.42   	-101.01   	  2.71   	  91.56		
-33.87   	-93.08   	  3.07   	 116.99		
-30.52   	-87.89   	  3.54   	 137.33		
-31.13   	-86.36   	  4.09   	 172.94		
-32.96   	-86.98   	  4.78   	 259.41		
-33.26   	-86.06   	  5.82   	 259.41		
-29.91   	-81.79   	  6.86   	 310.27		
-24.11   	-75.68   	  8.10   	 340.79		
-16.48   	-69.27   	  9.46   	 315.36		
 -7.63   	-63.17   	 10.72   	 289.93		
  0.61   	-58.29   	 11.88   	 269.58		
  7.02   	-54.63   	 12.96   	 239.06		
 11.60   	-51.57   	 13.92   	 218.72		
 16.17   	-47.61   	 14.79   	 208.54		
 21.97   	-42.42   	 15.63   	 183.11		
 29.60   	-37.54   	 16.36   	 172.94		
 37.54   	-33.26   	 17.05   	 152.59		
 43.95   	-31.74   	 17.66   	 132.25		
 48.83   	-31.74   	 18.19   	 127.16		
 53.71   	-31.74   	 18.70   	 127.16		
 60.12   	-29.91   	 19.21   	 116.99		
 68.97   	-25.63   	 19.67   	 127.16		
 78.43   	-20.45   	 20.18   	 127.16		
 87.89   	-15.56   	 20.69   	 137.33		
 96.13   	-11.60   	 21.24   	 137.33		
103.45   	 -9.16   	 21.79   	 142.42		
109.86   	 -7.32   	 22.36   	 137.33		
115.36   	 -6.10   	 22.91   	 127.16		
120.85   	 -5.19   	 23.42   	 111.90		
126.95   	 -3.66   	 23.87   	  81.38		
142.52   	  3.05   	 24.19   	  61.04		
149.54   	  7.32   	 24.44   	  30.52		
153.50   	 11.60   	 24.56   	  15.26		
154.11   	 15.87   	 24.62(S)	  -5.09		
151.37   	 20.45   	 24.60   	 -20.35		
145.26   	 25.33   	 24.52   	 -40.69		
135.50   	 28.69   	 24.35   	 -50.86		
121.46   	 29.30   	 24.15   	 -55.95		
103.76   	 25.63   	 23.93   	 -66.12		
 84.23   	 18.62   	 23.66   	 -61.04		
 64.39   	 10.07   	 23.42   	 -50.86		
 45.17   	  0.92   	 23.21   	 -55.95		
 27.47   	 -7.93   	 22.99   	 -50.86		
 11.60   	-16.17   	 22.79   	 -35.61		
 -1.83   	-22.58   	 22.64   	 -35.61		
-12.51   	-27.16   	 22.50   	 -30.52		
-20.75   	-30.52   	 22.38   	 -30.52		
-25.63   	-33.26   	 22.26   	 -35.61		
-28.69   	-37.54   	 22.12   	 -35.61		
-29.91   	-43.03   	 21.97   	 -45.78		
-31.13   	-48.83   	 21.79   	 -45.78		
-33.26   	-53.71   	 21.61   	 -50.86		
-36.93   	-57.98   	 21.40   	 -55.95		
-40.89   	-61.34   	 21.18   	 -61.04		
-43.64   	-64.39   	 20.94   	 -71.21		
-44.25   	-67.14   	 20.65   	 -71.21		
-43.95   	-69.58   	 20.37   	 -76.30		
-44.56   	-71.72   	 20.06   	 -76.30		
-47.61   	-72.94   	 19.76   	 -96.64		
-52.19   	-72.63   	 19.37   	-101.73		
-55.85   	-70.80   	 18.96   	-111.90		
-56.15   	-67.14   	 18.51   	-127.16		
-53.41   	-62.87   	 18.01   	-137.33		
-50.35   	-59.81   	 17.46   	-167.85		
-49.74   	-58.59   	 16.79   	-178.03		
-52.80   	-59.81   	 16.07   	-188.20		
-57.07   	-61.65   	 15.32   	-198.37		
-60.12   	-63.17   	 14.53   	-208.54		
-60.73   	-64.09   	 13.69   	-198.37		
-59.51   	-63.78   	 12.90   	-208.54		
-58.29   	-63.17   	 12.07   	-198.37		
-58.29   	-62.87   	 11.27   	-198.37		
-59.51   	-63.48   	 10.48   	-193.29		
-61.04   	-64.39   	  9.70   	-188.20		
-61.65   	-65.00   	  8.95   	-188.20		
-61.04   	-64.70   	  8.20   	-183.11		
-59.81   	-62.87   	  7.47   	-183.11		
-58.90   	-60.12   	  6.73   	-178.03		
-58.59   	-56.46   	  6.02   	-178.03		
-57.98   	-51.57   	  5.31   	-172.94		
-55.85   	-43.03   	  4.62   	-162.77		
-50.35   	-28.38   	  3.97   	-157.68		
-40.89   	 -7.02   	  3.34   	-157.68		
-28.69   	 18.01   	  2.71   	-127.16		
-16.48   	 40.59   	  2.20   	-122.07		
 -7.02   	 57.68   	  1.71   	-111.90		
 -1.22   	 68.36   	  1.26   	 -86.47		
  1.83   	 74.77   	  0.92   	 -76.30		
  5.19   	 80.87   	  0.61   	 -61.04		
  9.46   	 87.28   	  0.37   	 -55.95		
 13.73   	 93.99   	  0.14   	 -55.95		
 15.87   	 99.18   	 -0.08   	 -55.95		
 14.65   	102.23   	 -0.31   	 -45.78		
 11.60   	101.01   	 -0.49   	 -35.61		
  8.24   	 92.77   	 -0.63   	 -35.61		
  5.19   	 74.46   	 -0.77   	 -25.43		
  2.44   	 46.69   	 -0.87   	 -15.26		
 -0.92   	 14.65   	 -0.94   	  -5.09		
 -4.58   	-14.34   	 -0.96(D)	   0.00		
 -7.93   	-34.18   	 -0.96   	   0.00		
-10.07   	-44.56   	 -0.96   	   5.09		
-12.21   	-49.74   	 -0.94   	  10.17		
-14.65   	-54.02   	 -0.90   	  20.35		
-17.09   	-58.90   	 -0.81   	  15.26		
-19.23   	-63.17   	 -0.75   	  20.35		
-20.45   	-64.09   	 -0.67   	  25.43		
-20.14   	-61.65   	 -0.57   	  20.35		
-19.23   	-57.37   	 -0.49   	  20.35		
-18.62   	-53.71   	 -0.41   	  20.35		
-18.62   	-53.10   	 -0.33   	  20.35		
-19.53   	-56.46   	 -0.24   	  15.26		
-20.14   	-64.70   	 -0.18   	  25.43		
-19.53   	-74.46   	 -0.08   	  25.43		
-15.56   	-77.51   	  0.02   	  15.26		
 -3.66   	-59.81   	  0.08   	  15.26		
 21.67   	 -7.32   	  0.14   	  20.35		
 65.61   	 90.94   	  0.22   	  10.17		
126.34   	236.82   	  0.26   	  10.17		
189.21   	415.34   	  0.31   	  10.17		
224.91   	587.46   	  0.35   	  15.26		
198.36   	698.24(R)	  0.41(E)	  15.26		
-112.30   	595.09   	  0.47   	  30.52		
-343.02   	421.75   	  0.59   	  20.35		
-535.58   	253.30   	  0.67   	  20.35		
-625.00   	135.80   	  0.75   	  20.35		
