SAMPLE NUMBER:   2
TIME RESOLUTION: 4 ms/sample
mmHg RESOLUTION: 0.0203458 mmHg/unit
DATA UNITS:      mmHg, mmHg/sec
ECG UNITS:       uV
ECG RESOLUTION:  0.3051758 uV/unit

------------------------- Begin Data -------------------------
  I     	  II     	  DAO     	  DAO'		  RV     	  RV'		
-43.33   	-98.57   	 71.72   	 -55.95		 31.21   	 -81.38		
-43.95   	-97.96   	 71.50   	 -81.38		 30.88   	 -81.38		
-43.95   	-99.18   	 71.17   	 -96.64		 30.56   	-147.51		
-42.42   	-101.01   	 70.78   	-106.82		 29.97   	-162.77		
-39.67   	-102.23   	 70.36   	-132.25		 29.32   	-162.77		
-36.62   	-101.93   	 69.83   	-147.51		 28.67   	-218.72		
-34.48   	-101.62   	 69.24   	-162.77		 27.79   	-259.41		
-33.57   	-101.93   	 68.59   	-172.94		 26.75   	-233.98		
-33.26   	-102.54   	 67.89   	-193.29		 25.82   	-233.98		
-32.65   	-102.84   	 67.12   	-203.46		 24.88   	-284.84		
-31.13   	-102.84   	 66.31   	-203.46		 23.74   	-320.45		
-28.99   	-102.54   	 65.49   	-218.72		 22.46   	-289.93		
-27.16   	-102.54   	 64.62   	-228.89		 21.30   	-305.19		
-25.94   	-102.54   	 63.70   	-249.24		 20.08   	-401.83		
-24.72   	-102.84   	 62.71   	-254.32		 18.47   	-523.90		
-23.80   	-102.84   	 61.69   	-254.32		 16.38   	-534.08		
-22.89   	-102.84   	 60.67   	-259.41		 14.24   	-452.69		
-22.28   	-103.15   	 59.63   	-249.24		 12.43   	-437.43		
-22.28   	-103.45   	 58.64   	-218.72		 10.68   	-473.04		
-22.28   	-102.54   	 57.76   	-178.03		  8.79   	-422.18		
-21.36   	-100.10   	 57.05   	-127.16		  7.10   	-345.88		
-19.84   	-97.66   	 56.54   	 -76.30		  5.72   	-325.53		
-18.62   	-96.44   	 56.24   	 -30.52		  4.42   	-340.79		
-18.31   	-96.13   	 56.11   	  10.17		  3.05   	-305.19		
-19.84   	-97.05   	 56.15   	  35.61		  1.83   	-208.54		
-21.97   	-97.66   	 56.30   	  50.86		  1.00   	-157.68		
-23.80   	-97.66   	 56.50   	  61.04		  0.37   	-178.03		
-24.72   	-97.05   	 56.74   	  50.86		 -0.35   	-172.94		
-25.33   	-96.13   	 56.95   	  40.69		 -1.04   	-111.90		
-25.94   	-96.13   	 57.11   	  20.35		 -1.49   	 -76.30		
-27.16   	-96.74   	 57.19   	   5.09		 -1.79   	-106.82		
-28.69   	-97.96   	 57.21   	 -20.35		 -2.22   	-127.16		
-30.21   	-99.18   	 57.13   	 -50.86		 -2.73   	 -30.52		
-31.74   	-100.10   	 56.93   	 -71.21		 -2.85   	  40.69		
-32.65   	-100.10   	 56.64   	 -96.64		 -2.69   	  30.52		
-33.57   	-100.10   	 56.26   	-116.99		 -2.56   	  25.43		
-34.79   	-101.62   	 55.79   	-127.16		 -2.46   	  66.12		
-35.40   	-104.06   	 55.28   	-127.16		 -2.20   	  96.64		
-36.32   	-107.12   	 54.77   	-122.07		 -1.81   	  81.38		
-37.54   	-108.64   	 54.28   	-106.82		 -1.49   	  86.47		
-38.76   	-108.64   	 53.86   	-101.73		 -1.14   	 152.59		
-39.98   	-107.12   	 53.45   	 -76.30		 -0.53   	 127.16		
-40.59   	-105.90   	 53.14   	 -61.04		 -0.02   	  71.21		
-40.59   	-105.59   	 52.90   	 -45.78		  0.26   	 127.16		
-40.28   	-106.51   	 52.72   	 -40.69		  0.77   	 162.77		
-39.98   	-107.73   	 52.55   	 -25.43		  1.42   	 111.90		
-40.59   	-108.03   	 52.45   	 -15.26		  1.87   	  40.69		
-41.50   	-107.12   	 52.39   	 -15.26		  2.03   	  25.43		
-42.42   	-105.29   	 52.33   	 -10.17		  2.14   	  20.35		
-43.33   	-104.06   	 52.29   	  -5.09		  2.22   	   5.09		
-44.56   	-104.68   	 52.27   	  -5.09		  2.24   	  10.17		
-46.08   	-106.20   	 52.25   	 -20.35		  2.28   	  -5.09		
-47.30   	-107.73   	 52.17   	 -20.35		  2.26   	 -25.43		
-47.91   	-108.34   	 52.09   	 -25.43		  2.16   	 -15.26		
-47.00   	-107.12   	 51.98   	 -40.69		  2.10   	 -20.35		
-45.17   	-104.98   	 51.82   	 -40.69		  2.01   	   0.00		
-43.33   	-103.76   	 51.66   	 -50.86		  2.01   	  50.86		
-42.11   	-103.45   	 51.45   	 -66.12		  2.22   	  -5.09		
-42.42   	-104.37   	 51.19   	 -71.21		  2.20   	 -76.30		
-44.25   	-105.90   	 50.91   	 -71.21		  1.89   	 -10.17		
-46.08   	-106.81   	 50.62   	 -81.38		  1.85   	  61.04		
-47.00   	-106.51   	 50.29   	 -81.38		  2.10   	  66.12		
-46.69   	-104.68   	 49.97   	 -76.30		  2.36   	   0.00		
-45.78   	-102.84   	 49.66   	 -66.12		  2.36   	 -25.43		
-45.17   	-101.62   	 49.40   	 -71.21		  2.26   	  35.61		
-45.17   	-101.62   	 49.11   	 -61.04		  2.40   	  81.38		
-45.47   	-102.23   	 48.87   	 -45.78		  2.73   	 101.73		
-46.08   	-102.54   	 48.69   	 -50.86		  3.13   	  81.38		
-45.78   	-102.84   	 48.48   	 -50.86		  3.46   	   5.09		
-44.56   	-101.62   	 48.28   	 -15.26		  3.48   	 -30.52		
-42.42   	-97.05   	 48.22   	 -25.43		  3.36   	 183.11		
-38.76   	-86.67   	 48.12   	 -50.86		  4.09   	  96.64		
-32.96   	-70.50   	 47.91   	 -10.17		  4.48   	-249.24		
-25.02   	-50.96   	 47.87   	 -25.43		  3.48   	  15.26		
-15.56   	-30.52   	 47.77   	 -50.86		  3.54   	 254.32		
 -5.49   	-10.07   	 47.57   	 -20.35		  4.56   	 -40.69		
  4.88   	  8.85   	 47.49   	 -30.52		  4.39   	-162.77		
 14.95   	 25.33   	 47.37   	 -45.78		  3.74   	  20.35		
 23.19   	 35.10   	 47.18   	 -50.86		  3.83   	 137.33		
 29.91   	 36.32   	 46.98   	 -45.78		  4.37   	  25.43		
 34.18   	 31.13   	 46.80   	 -40.69		  4.48   	-127.16		
 37.84   	 25.63   	 46.63   	 -45.78		  3.97   	   0.00		
 43.33   	 22.28   	 46.45   	 -61.04		  3.97   	 122.07		
 54.02   	 20.14   	 46.21   	 -45.78		  4.46   	 -45.78		
 68.97   	 14.95   	 46.02   	 -45.78		  4.27   	-132.25		
 82.70   	  2.75   	 45.84   	 -50.86		  3.74   	  61.04		
 88.20   	-16.48   	 45.64   	 -45.78		  3.99   	 147.51		
 81.48   	-36.62   	 45.45   	 -45.78		  4.58   	 -40.69		
 63.17   	-52.80   	 45.27   	 -45.78		  4.42   	-122.07		
 37.23   	-64.70   	 45.09   	 -45.78		  3.93   	  25.43		
  7.63   	-75.38   	 44.90   	 -45.78		  4.03   	  91.56		
-22.28   	-88.50   	 44.72   	 -40.69		  4.39   	 -20.35		
-48.83   	-104.06   	 44.56   	 -35.61		  4.31   	 -61.04		
-66.83   	-117.49   	 44.41   	 -35.61		  4.07   	  -5.09		
-72.02   	-123.29   	 44.27   	 -35.61		  4.05   	  30.52		
-66.83   	-120.54   	 44.13   	 -35.61		  4.17   	   5.09		
-58.29   	-113.83   	 43.99   	 -35.61		  4.19   	 -20.35		
-53.10   	-108.34   	 43.85   	 -35.61		  4.11   	   0.00		
-53.71   	-107.12   	 43.70   	 -30.52		  4.11   	  45.78		
-57.37   	-107.73   	 43.58   	 -35.61		  4.29   	  81.38		
-60.42   	-107.73   	 43.44   	 -30.52		  4.62   	  45.78		
-61.95   	-106.51   	 43.32   	 -35.61		  4.80   	   5.09		
-66.22   	-106.81   	 43.17   	 -35.61		  4.82   	  50.86		
-77.82   	-108.95   	 43.03   	 -30.52		  5.03   	  86.47		
-92.16   	-105.59   	 42.91   	 -35.61		  5.37   	  15.26		
-91.86   	-83.01   	 42.77   	 -35.61		  5.43   	 -30.52		
-53.41   	-21.06   	 42.62   	 -40.69		  5.31   	  15.26		
 38.45   	100.40   	 42.46   	 -35.61		  5.37   	  50.86		
170.29   	286.56   	 42.32   	 -40.69		  5.57   	  25.43		
292.66   	511.78   	 42.16   	 -35.61		  5.68   	   0.00		
336.30   	696.72   	 42.01   	 -71.21		  5.68   	  55.95		
 79.65   	532.23   	 41.73   	 -40.69		  5.90   	  30.52		
-127.56   	133.36   	 41.57   	 -25.43		  6.02   	  20.35		
-276.79   	-331.73   	 41.46   	 -25.43		  6.10   	  40.69		
-324.40   	-681.46   	 41.36   	 -25.43		  6.27   	  55.95		
-293.88   	-805.05(R)	 41.26   	 -25.43		  6.49   	  40.69		
-243.53   	-723.27   	 41.16   	 -20.35		  6.65   	  45.78		
-213.01   	-547.79   	 41.08   	 -25.43		  6.84   	  55.95		
-200.50   	-386.66   	 40.98   	 -20.35		  7.06   	  50.86		
-180.36   	-282.29   	 40.90   	 -15.26		  7.26   	  50.86		
-136.11   	-215.76   	 40.83   	 -25.43		  7.47   	  55.95		
-78.43   	-155.94   	 40.73   	 -20.35		  7.69   	  81.38		
-31.43   	-95.52   	 40.65   	 -20.35		  8.02   	 137.33		
-11.29   	-50.05   	 40.57   	 -30.52		  8.57   	 193.29		
-13.43   	-32.96   	 40.45   	 -25.43		  9.34   	 254.32		
-22.28   	-39.06   	 40.35   	 -25.43		 10.36   	 284.84		
-25.63   	-51.27   	 40.24   	 -30.52		 11.50   	 259.41		
-21.36   	-56.15   	 40.12   	 -40.69		 12.53   	 223.80		
-13.43   	-50.35   	 39.96   	 -45.78		 13.43   	 213.63		
 -6.71   	-38.15   	 39.78   	 -45.78		 14.28   	 223.80		
 -3.36   	-27.16   	 39.59   	 -40.69		 15.18   	 305.19		
 -3.05   	-21.36   	 39.43   	 -55.95		 16.40   	 386.57		
 -3.97   	-20.45   	 39.21   	 -55.95		 17.94   	 376.40		
 -4.58   	-20.45   	 38.98   	 -55.95		 19.45   	 356.05		
 -3.66   	-18.62   	 38.76   	 -55.95		 20.87   	 366.22		
 -1.83   	-14.65   	 38.53   	-101.73		 22.34   	 727.36		
  2.44   	 -9.46   	 38.13   	  30.52		 25.25   	 289.93		
  3.66   	 -9.77   	 38.25   	  91.56		 26.41   	 269.58		
  4.58   	-10.07   	 38.62   	 193.29		 27.49   	 315.36		
  5.49   	 -9.46   	 39.39   	 356.05		 28.75   	 284.84		
  7.32   	 -6.41   	 40.81   	 534.08		 29.89   	 116.99		
 10.38   	 -2.14   	 42.95   	 656.15		 30.36   	 106.82		
 13.73   	  2.14   	 45.57   	 757.88		 30.78   	 208.54		
 17.09   	  5.80   	 48.61   	 874.87		 31.62   	 132.25		
 20.45   	  8.85   	 52.11   	 905.39		 32.15   	  10.17		
 23.50   	 12.21   	 55.73   	 854.52		 32.19   	  -5.09		
 27.47   	 16.78   	 59.15   	 793.49		 32.17   	  10.17		
 31.43   	 22.28   	 62.32   	 696.84		 32.21   	   5.09		
 35.71   	 27.77   	 65.11   	 518.82		 32.23   	 -35.61		
 39.98   	 32.96   	 67.18   	 330.62		 32.09   	 -71.21		
 44.25   	 37.23   	 68.50   	 162.77		 31.80   	 -76.30		
 49.13   	 41.81   	 69.16   	 -10.17		 31.50   	 -76.30		
 54.63   	 47.30   	 69.11   	-157.68		 31.19   	 -76.30		
 60.73   	 54.32   	 68.48   	-254.32		 30.88   	 -71.21		
 66.53   	 61.95   	 67.47   	-345.88		 30.60   	 -81.38		
 72.02   	 70.19   	 66.08   	-401.83		 30.27   	 -76.30		
 77.51   	 78.43   	 64.48   	-386.57		 29.97   	 -50.86		
 83.31   	 86.06   	 62.93   	-335.71		 29.77   	 -10.17		
 89.72   	 94.60   	 61.59   	-289.93		 29.73   	  -5.09		
 97.05   	104.06   	 60.43   	-213.63		 29.70   	 -25.43		
103.76   	115.36   	 59.57   	 -76.30		 29.60   	  35.61		
115.36   	139.47   	 59.27   	 111.90		 29.75   	  81.38		
120.24   	151.98   	 59.71   	 213.63		 30.07   	  30.52		
124.51   	164.79   	 60.57   	 289.93		 30.19   	  45.78		
129.09   	177.92   	 61.73   	 345.88		 30.38   	 132.25		
133.67   	191.35   	 63.11   	 386.57		 30.91   	 -20.35		
137.33   	205.08   	 64.66   	 467.95		 30.82   	  86.47		
140.08   	218.81   	 66.53   	 417.09		 31.17   	 376.40		
141.91   	232.85   	 68.20   	 361.14		 32.68   	-127.16		
142.82   	246.58   	 69.64   	 391.66		 32.17   	-330.62		
143.43   	260.01   	 71.21   	 320.45		 30.84   	 518.82		
144.35   	272.83   	 72.49   	 203.46		 32.92   	 691.76		
145.87   	284.73   	 73.31   	 167.85		 35.69   	-295.01		
148.32   	296.02   	 73.98   	 137.33		 34.51   	-508.65		
151.37   	306.70   	 74.53   	  20.35		 32.47   	 376.40		
153.81   	315.86   	 74.61   	 -50.86		 33.98   	 544.25		
154.72   	322.27   	 74.40   	 -35.61		 36.15   	-178.03		
153.50   	324.71   	 74.26   	 -76.30		 35.44   	-315.36		
149.54   	321.96   	 73.96   	-152.59		 34.18   	 147.51		
141.91   	313.42   	 73.35   	-137.33		 34.77   	 264.50		
130.92   	297.85   	 72.80   	-137.33		 35.83   	 -40.69		
116.58   	274.66   	 72.25   	-157.68		 35.67   	-183.11		
 98.88   	244.45   	 71.62   	-137.33		 34.93   	 -50.86		
 79.65   	209.66   	 71.07   	-106.82		 34.73   	  20.35		
 60.12   	172.42   	 70.64   	 -91.56		 34.81   	 -40.69		
 42.11   	135.19   	 70.27   	-106.82		 34.65   	-167.85		
 12.82   	 69.58   	 69.85   	 -30.52		 33.98   	 -66.12		
  1.83   	 43.03   	 69.73   	 -20.35		 33.71   	 -61.04		
 -7.32   	 21.36   	 69.64   	   5.09		 33.47   	-127.16		
-14.65   	  3.36   	 69.66   	  25.43		 32.96   	 -35.61		
-20.75   	-11.29   	 69.77   	  15.26		 32.82   	 -20.35		
-25.63   	-23.80   	 69.83   	  45.78		 32.74   	-315.36		
-29.60   	-34.18   	 70.01   	  35.61		 31.47   	-264.50		
-32.96   	-43.03   	 70.15   	   5.09		 30.42   	 127.16		
-35.71   	-50.35   	 70.17   	  10.17		 30.93   	 208.54		
-36.93   	-54.93   	 70.21   	 -15.26		 31.76   	-122.07		
-36.62   	-56.76   	 70.15   	 -55.95		 31.27   	-259.41		
-35.71   	-55.85   	 69.93   	 -76.30		 30.23   	 -66.12		
-34.79   	-54.02   	 69.62   	 -86.47		 29.97   	 -71.21		
-34.18   	-52.80   	 69.28   	-116.99		 29.68   	-218.72		
-34.48   	-53.10   	 68.81   	-127.16		 28.81   	-198.37		
-34.48   	-54.63   	 68.30   	-142.42		 28.02   	-106.82		
-33.57   	-56.15   	 67.73   	-167.85		 27.59   	-152.59		
-31.74   	-56.15   	 67.06   	-188.20		 26.98   	-274.67		
-29.91   	-54.93   	 66.31   	-203.46		 25.88   	-269.58		
-28.38   	-53.10   	 65.49   	-198.37		 24.80   	-233.98		
-27.16   	-51.57   	 64.70   	-198.37		 23.87   	-274.67		
-25.94   	-50.66   	 63.91   	-218.72		 22.77   	-335.71		
-24.41   	-49.74   	 63.03   	-218.72		 21.42   	-330.62		
-22.89   	-48.83   	 62.16   	-233.98		 20.10   	-279.75		
-21.06   	-47.30   	 61.22   	-254.32		 18.98   	-356.05		
-19.23   	-46.39   	 60.20   	-259.41		 17.56   	-539.16		
-17.70   	-46.08   	 59.17   	-254.32		 15.40   	-534.08		
-16.48   	-46.69   	 58.15   	-254.32		 13.27   	-442.52		
-16.48   	-47.61   	 57.13   	-228.89		 11.50   	-483.21		
-17.40   	-48.52   	 56.22   	-188.20		  9.56   	-483.21		
-18.92   	-48.52   	 55.46   	-142.42		  7.63   	-361.14		
-19.84   	-48.22   	 54.89   	 -96.64		  6.19   	-300.10		
-19.84   	-47.61   	 54.51   	 -55.95		  4.98   	-391.66		
-19.23   	-46.69   	 54.28   	 -15.26		  3.42   	-422.18		
-18.92   	-45.78   	 54.22   	  20.35		  1.73   	-233.98		
-19.53   	-44.86   	 54.30   	  50.86		  0.79   	-111.90		
-21.06   	-43.95   	 54.51   	  45.78		  0.35   	-223.80		
-22.28   	-43.03   	 54.69   	  50.86		 -0.55   	-305.19		
-22.89   	-41.81   	 54.89   	  40.69		 -1.77   	-152.59		
-22.58   	-40.28   	 55.06   	  25.43		 -2.38   	 -40.69		
-22.28   	-38.45   	 55.16   	   0.00		 -2.54   	-101.73		
-22.58   	-36.93   	 55.16   	 -25.43		 -2.95   	-132.25		
-23.19   	-36.01   	 55.06   	 -45.78		 -3.48   	 -71.21		
-23.80   	-35.71   	 54.87   	 -76.30		 -3.76   	 -20.35		
-23.50   	-36.01   	 54.57   	-101.73		 -3.85   	   0.00		
-22.89   	-36.62   	 54.16   	-106.82		 -3.85   	   0.00		
-21.97   	-36.62   	 53.73   	-122.07		 -3.85   	   0.00		
-21.97   	-36.32   	 53.24   	-122.07		 -3.85   	  40.69		
-22.89   	-35.71   	 52.76   	-122.07		 -3.68   	  86.47		
-24.11   	-35.40   	 52.27   	-116.99		 -3.34   	  76.30		
-25.02   	-35.10   	 51.80   	-106.82		 -3.03   	  91.56		
-24.41   	-35.10   	 51.37   	 -91.56		 -2.67   	 127.16		
-23.50   	-34.18   	 51.01   	 -76.30		 -2.16   	 147.51		
-22.28   	-33.26   	 50.70   	 -55.95		 -1.57   	 116.99		
-22.58   	-32.35   	 50.48   	 -40.69		 -1.10   	  96.64		
-24.72   	-32.35   	 50.32   	 -25.43		 -0.71   	  81.38		
-27.77   	-33.57   	 50.21   	 -20.35		 -0.39   	  81.38		
-30.21   	-34.79   	 50.13   	   0.00		 -0.06   	  55.95		
-31.13   	-35.10   	 50.13   	   5.09		  0.16   	  10.17		
-30.21   	-34.18   	 50.15   	   0.00		  0.20   	 -15.26		
-28.38   	-32.35   	 50.15   	   0.00		  0.14   	  10.17		
-27.16   	-31.13   	 50.15   	   5.09		  0.18   	  30.52		
-27.47   	-31.13   	 50.17   	 -10.17		  0.31   	  20.35		
-28.69   	-32.04   	 50.13   	 -20.35		  0.39   	   0.00		
-29.91   	-32.96   	 50.05   	 -35.61		  0.39   	  10.17		
-30.21   	-33.57   	 49.91   	 -45.78		  0.43   	  30.52		
-30.21   	-33.87   	 49.73   	 -55.95		  0.55   	  25.43		
-29.91   	-34.18   	 49.50   	 -66.12		  0.65   	 -15.26		
-30.52   	-34.79   	 49.24   	 -66.12		  0.59   	 -30.52		
-31.13   	-34.18   	 48.97   	 -71.21		  0.47   	  -5.09		
-31.13   	-32.04   	 48.69   	 -86.47		  0.45   	   5.09		
-29.30   	-27.77   	 48.34   	 -81.38		  0.47   	   0.00		
-25.94   	-19.84   	 48.02   	 -81.38		  0.47   	   0.00		
-20.75   	 -7.93   	 47.69   	 -76.30		  0.47   	  10.17		
-14.04   	  8.24   	 47.39   	 -71.21		  0.51   	  25.43		
 -6.10   	 28.69   	 47.10   	 -61.04		  0.61   	  45.78		
  3.05   	 52.49   	 46.86   	 -55.95		  0.79   	  66.12		
 12.82   	 77.21   	 46.63   	 -50.86		  1.06   	  40.69		
 22.58   	 98.88   	 46.43   	 -45.78		  1.22   	  30.52		
 31.43   	112.92   	 46.25   	 -30.52		  1.34   	  45.78		
 39.37   	116.58   	 46.12   	 -35.61		  1.53   	  66.12		
 45.17   	111.08   	 45.98   	 -30.52		  1.79   	  35.61		
 49.44   	102.23   	 45.86   	 -30.52		  1.93   	  -5.09		
 54.02   	 94.60   	 45.74   	 -30.52		  1.91   	  10.17		
 62.56   	 89.11   	 45.62   	 -25.43		  1.95   	  35.61		
 75.38   	 83.01   	 45.51   	 -30.52		  2.10   	  20.35		
 89.42   	 73.24   	 45.39   	 -30.52		  2.18   	  -5.09		
 97.35   	 57.68   	 45.27   	 -30.52		  2.16   	 -10.17		
 94.60   	 39.37   	 45.15   	 -35.61		  2.12   	  15.26		
 79.04   	 22.58   	 45.00   	 -45.78		  2.18   	  35.61		
 53.71   	  8.54   	 44.82   	 -40.69		  2.32   	   0.00		
 22.89   	 -3.66   	 44.66   	 -40.69		  2.32   	 -20.35		
 -9.16   	-16.48   	 44.50   	 -45.78		  2.24   	  -5.09		
-38.45   	-30.52   	 44.31   	 -50.86		  2.22   	  40.69		
-60.73   	-43.64   	 44.11   	 -45.78		  2.38   	  45.78		
-71.41   	-51.57   	 43.93   	 -50.86		  2.56   	   0.00		
-69.89   	-51.57   	 43.72   	 -45.78		  2.56   	 -20.35		
-61.34   	-45.47   	 43.54   	 -45.78		  2.48   	   0.00		
-53.10   	-38.76   	 43.36   	 -50.86		  2.48   	  30.52		
-49.74   	-35.10   	 43.15   	 -45.78		  2.60   	  30.52		
-51.27   	-34.18   	 42.97   	 -40.69		  2.73   	  -5.09		
-54.63   	-33.87   	 42.81   	 -45.78		  2.71   	   0.00		
-56.76   	-32.35   	 42.62   	 -35.61		  2.71   	  40.69		
-58.90   	-30.82   	 42.48   	 -35.61		  2.87   	  35.61		
-66.53   	-32.65   	 42.34   	 -35.61		  3.01   	   5.09		
-80.87   	-36.01   	 42.20   	 -35.61		  3.03   	  -5.09		
-95.83   	-31.74   	 42.05   	 -30.52		  3.01   	  35.61		
-92.47   	 -2.44   	 41.93   	 -35.61		  3.15   	  45.78		
-47.91   	 72.63   	 41.79   	 -35.61		  3.34   	  40.69		
 47.91   	209.35   	 41.65   	 -35.61		  3.50   	  25.43		
175.78   	406.19   	 41.51   	 -30.52		  3.60   	  15.26		
281.98   	624.39   	 41.38   	 -35.61		  3.66   	  35.61		
299.38   	773.93(R)	 41.24   	 -55.95		  3.80   	 127.16		
  1.53   	503.54   	 41.02   	 -35.61		  4.31   	  10.17		
-201.72   	 93.08   	 40.87   	 -25.43		  4.35   	  35.61		
-330.51   	-330.81   	 40.77   	 -25.43		  4.50   	  86.47		
-353.39   	-606.38   	 40.67   	 -30.52		  4.84   	  50.86		
-306.70   	-666.20   	 40.55   	 -25.43		  5.05   	  10.17		
-252.38   	-565.19   	 40.45   	 -35.61		  5.09   	  15.26		
-225.52   	-414.12   	 40.31   	 -30.52		  5.15   	  40.69		
-215.76   	-292.66   	 40.18   	 -30.52		  5.31   	  66.12		
-193.18   	-213.62   	 40.06   	 -30.52		  5.57   	  76.30		
-142.52   	-149.54   	 39.94   	 -30.52		  5.88   	  76.30		
-79.04   	-79.65   	 39.82   	 -25.43		  6.19   	  76.30		
-30.82   	-11.90   	 39.72   	 -30.52		  6.49   	 111.90		
-12.21   	 33.26   	 39.59   	 -35.61		  6.94   	 172.94		
-16.17   	 47.61   	 39.45   	 -30.52		  7.63   	 228.89		
-24.41   	 42.72   	 39.33   	 -30.52		  8.55   	 279.75		
-25.33   	 36.32   	 39.21   	 -30.52		  9.66   	 279.75		
-18.01   	 37.84   	 39.08   	 -35.61		 10.78   	 274.67		
 -8.85   	 46.69   	 38.94   	 -45.78		 11.88   	 259.41		
 -3.36   	 57.07   	 38.76   	 -45.78		 12.92   	 249.24		
 -1.83   	 63.48   	 38.58   	 -45.78		 13.92   	 310.27		
 -2.44   	 64.39   	 38.39   	 -50.86		 15.16   	 376.40		
 -3.05   	 62.56   	 38.19   	 -55.95		 16.66   	 335.71		
 -2.75   	 62.26   	 37.97   	 -55.95		 18.01   	 284.84		
 -0.61   	 65.00   	 37.74   	 -66.12		 19.15   	 320.45		
  1.83   	 69.27   	 37.48   	-116.99		 20.43   	 651.07		
  6.10   	 77.21   	 37.01   	 -40.69		 23.03   	 228.89		
  7.32   	 79.65   	 36.85   	   5.09		 23.95   	 233.98		
  7.63   	 80.57   	 36.87   	  76.30		 24.88   	 239.06		
  7.63   	 80.57   	 37.17   	 167.85		 25.84   	 183.11		
  8.85   	 80.26   	 37.84   	 320.45		 26.57   	 106.82		
 11.60   	 81.79   	 39.12   	 488.30		 27.00   	 101.73		
 14.34   	 85.75   	 41.08   	 635.81		 27.41   	 116.99		
 16.48   	 90.33   	 43.62   	 752.79		 27.87   	  71.21		
 18.01   	 94.30   	 46.63   	 834.18		 28.16   	  20.35		
 19.53   	 95.52   	 49.97   	 869.78		 28.24   	  20.35		
 21.67   	 95.52   	 53.45   	 859.61		 28.32   	  10.17		
 24.72   	 95.83   	 56.89   	 783.31		 28.36   	 -10.17		
 28.38   	 98.57   	 60.02   	 676.50		 28.32   	 -30.52		
 32.96   	103.76   	 62.73   	 528.99		 28.20   	 -66.12		
 37.84   	109.86   	 64.84   	 361.14		 27.93   	 -71.21		
 42.72   	115.36   	 66.29   	 188.20		 27.65   	 -40.69		
 47.61   	119.63   	 67.04   	  15.26		 27.49   	 -50.86		
 52.80   	123.90   	 67.10   	-147.51		 27.28   	 -91.56		
 58.29   	129.39   	 66.51   	-254.32		 26.92   	 -86.47		
 63.78   	137.33   	 65.49   	-340.79		 26.57   	 -30.52		
 68.66   	147.09   	 64.13   	-391.66		 26.45   	  -5.09		
 73.24   	158.69   	 62.56   	-406.92		 26.43   	 -45.78		
 78.43   	170.29   	 60.94   	-371.31		 26.25   	 -35.61		
 84.23   	181.88   	 59.45   	-315.36		 26.10   	  45.78		
 90.33   	192.26   	 58.19   	-376.40		 26.29   	  66.12		
 99.49   	211.18   	 56.68   	 -30.52		 26.55   	  20.35		
101.62   	221.25   	 56.56   	  71.21		 26.63   	  96.64		
103.76   	233.46   	 56.85   	 167.85		 27.02   	 127.16		
107.42   	247.19   	 57.52   	 254.32		 27.53   	  91.56		
112.61   	261.84   	 58.53   	 330.62		 27.89   	  40.69		
117.49   	276.18   	 59.86   	 381.48		 28.06   	  61.04		
120.24   	289.92   	 61.38   	 386.57		 28.30   	 178.03		
120.24   	302.73   	 62.93   	 386.57		 29.01   	 188.20		
118.71   	315.25   	 64.48   	 366.22		 29.77   	  35.61		
117.19   	327.76   	 65.94   	 335.71		 29.91   	  10.17		
116.88   	340.27   	 67.28   	 279.75		 29.95   	 127.16		
117.80   	352.78   	 68.40   	 228.89		 30.46   	 157.68		
119.32   	365.30   	 69.32   	 167.85		 31.09   	  50.86		
120.85   	376.89   	 69.99   	  91.56		 31.29   	   0.00		
121.15   	386.05   	 70.36   	  20.35		 31.29   	  55.95		
120.24   	390.93   	 70.44   	 -20.35		 31.52   	  55.95		
117.49   	389.71   	 70.36   	 -71.21		 31.74   	 -30.52		
111.39   	381.77   	 70.07   	-132.25		 31.62   	 -71.21		
101.62   	366.82   	 69.54   	-147.51		 31.33   	   0.00		
 86.36   	344.54   	 68.95   	-147.51		 31.33   	  40.69		
 66.83   	315.25   	 68.36   	-167.85		 31.50   	 -55.95		
 44.25   	280.15   	 67.69   	-178.03		 31.27   	-127.16		
 22.28   	241.39   	 66.98   	-157.68		 30.76   	 -10.17		
  2.75   	201.42   	 66.35   	-147.51		 30.72   	  20.35		
-13.43   	163.88   	 65.76   	-198.37		 30.80   	-320.45		
-39.06   	101.62   	 64.96   	 -55.95		 29.52   	 -15.26		
-49.74   	 77.21   	 64.74   	 -30.52		 29.46   	  -5.09		
-58.29   	 57.07   	 64.62   	  -5.09		 29.44   	-111.90		
-63.78   	 40.89   	 64.60   	   5.09		 28.99   	 -61.04		
-65.61   	 28.69   	 64.62   	  20.35		 28.75   	 -10.17		
-65.61   	 19.84   	 64.70   	  30.52		 28.71   	-137.33		
-66.22   	 13.43   	 64.82   	  35.61		 28.16   	-147.51		
-68.36   	  7.93   	 64.96   	  35.61		 27.57   	  55.95		
-71.72   	  3.36   	 65.11   	  25.43		 27.79   	  10.17		
-73.85   	  0.31   	 65.21   	   0.00		 27.83   	-284.84		
-73.55   	 -1.22   	 65.21   	  -5.09		 26.69   	-198.37		
-71.72   	 -2.14   	 65.19   	 -30.52		 25.90   	 137.33		
-69.58   	 -3.66   	 65.07   	 -50.86		 26.45   	  50.86		
-68.97   	 -5.49   	 64.86   	 -76.30		 26.65   	-269.58		
