SAMPLE NUMBER:   10
TIME RESOLUTION: 4 ms/sample
mmHg RESOLUTION: 0.0203458 mmHg/unit
DATA UNITS:      mmHg, mmHg/sec
ECG UNITS:       uV
ECG RESOLUTION:  0.3051758 uV/unit

------------------------- Begin Data -------------------------
  I     	  II     	  RV     	  RV'		
 23.19   	 45.78   	 13.10   	-696.84		
 29.91   	 54.02   	 10.32   	-630.72		
 39.37   	 64.39   	  7.79   	-569.68		
 50.05   	 75.68   	  5.51   	-462.87		
 59.51   	 85.75   	  3.66   	-345.88		
 66.83   	 93.38   	  2.28   	-249.24		
 71.41   	 97.96   	  1.28   	-178.03		
 74.16   	 99.49   	  0.57   	 -91.56		
 75.07   	 97.66   	  0.20   	 -20.35		
 72.94   	 90.33   	  0.12   	  15.26		
 66.22   	 75.38   	  0.18   	  30.52		
 54.63   	 53.71   	  0.31   	  30.52		
 40.89   	 30.21   	  0.43   	  30.52		
 28.38   	 12.21   	  0.55   	  55.95		
 20.75   	  3.97   	  0.77   	  50.86		
 17.70   	  3.36   	  0.98   	  35.61		
 16.78   	  4.88   	  1.12   	  50.86		
 15.87   	  3.05   	  1.32   	  45.78		
 14.04   	 -3.36   	  1.51   	  20.35		
 11.29   	-11.90   	  1.59   	  40.69		
  9.46   	-18.31   	  1.75   	  35.61		
  8.85   	-21.36   	  1.89   	  15.26		
  9.16   	-21.97   	  1.95   	  15.26		
 10.68   	-22.89   	  2.01   	  10.17		
 15.87   	-27.47   	  2.05   	  -5.09		
 27.47   	-32.35   	  2.03   	  10.17		
 46.69   	-27.77   	  2.08   	   5.09		
 72.94   	  2.44   	  2.10   	 -15.26		
101.93   	 74.46   	  2.03   	   0.00		
123.60   	196.84   	  2.03   	  15.26		
124.21   	356.45   	  2.10   	   5.09		
 87.28   	511.47   	  2.12   	  15.26		
-127.56   	598.75(R)	  2.18   	  10.17		
-266.11   	482.48   	  2.22   	   5.09		
-372.31   	296.02   	  2.24   	  20.35		
-413.21   	 95.52   	  2.32   	  15.26		
-386.05   	-73.85   	  2.38   	  10.17		
-319.82   	-192.87   	  2.42   	  20.35		
-252.08   	-259.40   	  2.50   	  55.95		
-204.16   	-274.96   	  2.73   	 254.32		
-172.42   	-242.61   	  3.74   	 803.66		
-141.91   	-179.75   	  6.96   	1007.12		
-101.62   	-115.36   	 10.99   	1210.58		
-54.32   	-75.38   	 15.83   	1210.58		
-10.38   	-67.14   	 20.67   	-325.53		
 21.06   	-77.21   	 19.37   	-2365.20		
 38.76   	-84.84   	  9.91   	-2945.05		
 47.30   	-79.65   	 -1.87   	-2090.53		
 52.49   	-64.39   	-10.23   	-956.25		
 57.98   	-48.83   	-14.06   	-106.82		
 63.78   	-38.76   	-14.49   	1627.66		
 68.66   	-34.48   	 -7.98   	1973.54		
 71.41   	-33.57   	 -0.08   	 930.82		
 72.02   	-33.26   	  3.64   	 940.99		
 72.94   	-31.74   	  7.41   	 935.91		
 75.38   	-28.38   	 11.15   	 315.36		
 79.04   	-24.41   	 12.41   	 559.51		
 86.36   	-16.17   	 14.65   	 147.51		
 89.42   	-11.60   	 15.24   	 432.35		
 93.99   	 -5.80   	 16.97   	 620.55		
100.10   	  3.05   	 19.45   	 376.40		
107.73   	 16.17   	 20.96   	 315.36		
115.66   	 33.87   	 22.22   	 442.52		
122.99   	 54.32   	 23.99   	 320.45		
130.00   	 72.33   	 25.27   	  86.47		
136.72   	 81.79   	 25.62   	 -91.56		
142.21   	 79.65   	 25.25   	-239.06		
145.87   	 68.66   	 24.29   	-254.32		
148.01   	 55.24   	 23.28   	-116.99		
151.37   	 47.00   	 22.81   	  71.21		
157.47   	 47.61   	 23.09   	 259.41		
166.93   	 55.85   	 24.13   	 320.45		
177.00   	 66.22   	 25.41   	 249.24		
185.85   	 73.85   	 26.41   	 137.33		
191.96   	 77.21   	 26.96   	  20.35		
196.53   	 77.51   	 27.04(S)	 -86.47		
201.72   	 77.21   	 26.69   	-137.33		
208.74   	 77.82   	 26.14   	-178.03		
216.98   	 78.43   	 25.43   	-193.29		
225.83   	 78.74   	 24.66   	-127.16		
234.68   	 78.74   	 24.15   	 -45.78		
243.84   	 80.26   	 23.97   	  55.95		
257.26   	 86.36   	 24.19   	  45.78		
257.26   	 88.81   	 24.37   	  50.86		
250.24   	 88.20   	 24.58   	  61.04		
236.21   	 83.62   	 24.82   	  40.69		
216.37   	 74.77   	 24.98   	  15.26		
193.48   	 61.95   	 25.05   	 -10.17		
169.98   	 47.00   	 25.00   	 -55.95		
148.01   	 32.04   	 24.78   	 -96.64		
129.09   	 18.92   	 24.39   	 -96.64		
112.61   	  9.16   	 24.01   	-101.73		
 98.27   	  2.75   	 23.60   	 -76.30		
 85.45   	 -1.22   	 23.30   	 -35.61		
 73.55   	 -3.97   	 23.15   	  -5.09		
 62.56   	 -6.71   	 23.13   	  20.35		
 52.19   	 -9.46   	 23.21   	  61.04		
 42.42   	-12.21   	 23.46   	  81.38		
 32.96   	-14.95   	 23.78   	  71.21		
 24.11   	-17.40   	 24.07   	  25.43		
 16.78   	-18.92   	 24.17   	 -10.17		
 10.38   	-19.53   	 24.13   	 -35.61		
  5.19   	-19.53   	 23.99   	-127.16		
  0.61   	-20.14   	 23.48   	-259.41		
 -2.75   	-21.06   	 22.44   	-371.31		
 -4.88   	-22.89   	 20.96   	-457.78		
 -4.88   	-24.11   	 19.13   	-523.90		
 -3.97   	-24.72   	 17.03   	-590.03		
 -3.05   	-24.41   	 14.67   	-579.86		
 -3.36   	-23.50   	 12.35   	-534.08		
 -3.97   	-21.97   	 10.21   	-508.65		
 -3.36   	-19.53   	  8.18   	-447.61		
  0.92   	-14.34   	  6.39   	-391.66		
  8.85   	 -5.49   	  4.82   	-315.36		
 18.92   	  6.41   	  3.56   	-239.06		
 28.69   	 18.31   	  2.60   	-183.11		
 36.01   	 28.08   	  1.87   	-132.25		
 40.28   	 32.96   	  1.34   	 -76.30		
 42.42   	 33.57   	  1.04   	 -61.04		
 43.03   	 31.13   	  0.79   	 -55.95		
 41.20   	 24.72   	  0.57   	 -35.61		
 35.10   	 12.51   	  0.43   	 -25.43		
 24.72   	 -6.41   	  0.33   	 -10.17		
 11.60   	-28.99   	  0.28(D)	  30.52		
 -0.92   	-48.83   	  0.41   	  40.69		
 -9.46   	-60.42   	  0.57   	  20.35		
-13.43   	-63.48   	  0.65   	  35.61		
-14.95   	-62.87   	  0.79   	  50.86		
-15.87   	-64.39   	  1.00   	  45.78		
-18.31   	-70.19   	  1.18   	  45.78		
-21.06   	-78.43   	  1.36   	  45.78		
-23.50   	-86.06   	  1.55   	  50.86		
-24.72   	-90.03   	  1.75   	  45.78		
-25.33   	-91.55   	  1.93   	  40.69		
-25.02   	-93.08   	  2.10   	  20.35		
-21.97   	-96.74   	  2.18   	   0.00		
-12.82   	-102.23   	  2.18   	 -10.17		
  3.97   	-102.54   	  2.14   	 -10.17		
 27.77   	-84.53   	  2.10   	  -5.09		
 55.85   	-31.13   	  2.08   	  -5.09		
 80.57   	 71.11   	  2.05   	  -5.09		
 88.20   	220.34   	  2.03   	 -10.17		
 63.78   	386.05   	  1.99   	 -25.43		
-125.43   	548.40(R)	  1.89(E)	   0.00		
-266.11   	468.44   	  1.89   	   5.09		
-387.88   	296.63   	  1.91   	  20.35		
-451.97   	 89.72   	  1.99   	  35.61		
-445.25   	-97.35   	  2.14   	  25.43		
-387.57   	-234.68   	  2.24   	  30.52		
-317.08   	-317.99   	  2.36   	  35.61		
-263.06   	-349.73   	  2.50   	  35.61		
-229.19   	-333.56   	  2.64   	  55.95		
-202.03   	-279.85   	  2.87   	  45.78		
-166.63   	-213.01   	  3.05   	  20.35		
-119.93   	-161.44   	  3.13   	  25.43		
-71.72   	-140.08   	  3.23   	  30.52		
-32.65   	-142.82   	  3.36   	  20.35		
 -8.54   	-150.15   	  3.44   	   5.09		
  3.97   	-147.40   	  3.46   	  25.43		
 10.38   	-133.36   	  3.56   	  91.56		
 14.95   	-117.19   	  3.93   	 116.99		
 18.62   	-106.51   	  4.39   	 106.82		
 21.67   	-103.45   	  4.82   	 122.07		
 24.11   	-103.76   	  5.31   	 111.90		
 26.25   	-103.45   	  5.76   	 101.73		
 29.30   	-100.10   	  6.16   	 320.45		
 32.35   	-93.99   	  7.45   	 508.65		
 34.79   	-87.89   	  9.48   	 824.00		
 37.23   	-80.57   	 12.78   	 437.43		
 38.76   	-79.04   	 14.53   	 412.00		
 41.50   	-76.90   	 16.17   	 371.31		
 45.17   	-72.94   	 17.66   	 340.79		
 50.66   	-67.44   	 19.02   	 315.36		
 57.37   	-61.04   	 20.28   	 269.58		
 65.00   	-55.24   	 21.36   	 218.72		
 72.63   	-49.74   	 22.24   	 183.11		
 79.04   	-44.86   	 22.97   	 152.59		
 84.84   	-39.67   	 23.58   	 116.99		
 90.94   	-33.26   	 24.05   	  81.38		
 98.27   	-26.25   	 24.37   	  71.21		
107.12   	-18.92   	 24.66   	  50.86		
116.58   	-11.90   	 24.86   	  30.52		
125.73   	 -5.80   	 24.98   	  20.35		
133.97   	 -0.31   	 25.07   	   5.09		
141.30   	  3.97   	 25.09   	  -5.09		
148.01   	  7.02   	 25.07   	  10.17		
155.03   	  9.16   	 25.11(S)	 -25.43		
161.74   	 10.38   	 25.00   	 -40.69		
168.46   	 11.29   	 24.84   	 -15.26		
176.09   	 12.82   	 24.78   	 -30.52		
184.63   	 14.65   	 24.66   	 -50.86		
193.48   	 16.17   	 24.46   	 -30.52		
202.94   	 17.40   	 24.33   	 -76.30		
218.51   	 20.45   	 24.03   	 -30.52		
221.56   	 22.58   	 23.91   	 -25.43		
218.81   	 24.11   	 23.80   	 -25.43		
208.44   	 22.89   	 23.70   	 -25.43		
191.65   	 17.09   	 23.60   	 -25.43		
170.29   	  6.71   	 23.50   	 -45.78		
147.40   	 -7.02   	 23.32   	 -40.69		
125.12   	-21.97   	 23.15   	 -30.52		
105.29   	-36.01   	 23.03   	 -50.86		
 87.89   	-47.61   	 22.83   	 -30.52		
 72.63   	-54.93   	 22.71   	 -10.17		
 59.51   	-57.98   	 22.67   	  -5.09		
 47.91   	-57.98   	 22.64   	  35.61		
 36.32   	-57.68   	 22.79   	  76.30		
 24.11   	-60.12   	 23.09   	 101.73		
 11.29   	-65.92   	 23.50   	 122.07		
 -0.61   	-72.94   	 23.99   	 111.90		
-10.68   	-77.82   	 24.44   	  81.38		
-17.09   	-77.82   	 24.76   	  45.78		
-20.75   	-74.46   	 24.94   	   5.09		
-21.97   	-69.58   	 24.96   	 -35.61		
-21.97   	-64.09   	 24.82   	-106.82		
-21.06   	-56.76   	 24.39   	-203.46		
-20.14   	-46.39   	 23.58   	-310.27		
-19.53   	-33.87   	 22.34   	-437.43		
-19.53   	-23.19   	 20.59   	-564.60		
-20.14   	-19.84   	 18.33   	-595.11		
-21.06   	-26.55   	 15.95   	-661.24		
-21.97   	-40.59   	 13.31   	-707.02		
-22.28   	-56.15   	 10.48   	-630.72		
-20.75   	-65.61   	  7.96   	-549.34		
-16.48   	-64.39   	  5.76   	-498.47		
 -8.85   	-51.88   	  3.76   	-412.00		
  0.92   	-34.48   	  2.12   	-310.27		
  9.46   	-19.84   	  0.87   	-233.98		
 15.56   	-13.12   	 -0.06   	-152.59		
 19.53   	-13.12   	 -0.67   	 -96.64		
 22.28   	-14.95   	 -1.06   	 -71.21		
 24.41   	-15.87   	 -1.34   	 -20.35		
 24.41   	-18.92   	 -1.42(D)	   5.09		
 18.62   	-30.82   	 -1.40   	  10.17		
  6.41   	-53.10   	 -1.36   	  35.61		
 -8.54   	-80.26   	 -1.22   	  35.61		
-20.75   	-101.62   	 -1.08   	  25.43		
-26.25   	-111.39   	 -0.98   	  61.04		
-25.94   	-110.78   	 -0.73   	  91.56		
-24.11   	-106.81   	 -0.37   	  86.47		
-24.72   	-106.20   	 -0.02   	  71.21		
-28.38   	-110.47   	  0.26   	  66.12		
-32.65   	-116.27   	  0.53   	  50.86		
-34.79   	-120.85   	  0.73   	   5.09		
-33.87   	-122.68   	  0.75   	 -25.43		
-31.43   	-123.60   	  0.65   	 -20.35		
-27.77   	-125.12   	  0.57   	 -15.26		
-21.67   	-128.48   	  0.51   	 -15.26		
-10.07   	-131.23   	  0.45   	  -5.09		
  8.85   	-123.60   	  0.43   	  15.26		
 35.10   	-91.86   	  0.49   	   5.09		
 65.61   	-21.97   	  0.51   	  -5.09		
 90.94   	 94.60   	  0.49(E)	  15.26		
 95.21   	244.75   	  0.55   	  10.17		
 61.04   	390.63   	  0.59   	  35.61		
-157.17   	481.57(R)	  0.73   	  30.52		
-298.16   	382.39   	  0.85   	  25.43		
-403.75   	217.29   	  0.96   	  15.26		
-441.89   	 32.96   	  1.02   	   5.09		
-411.38   	-130.62   	  1.04   	  -5.09		
-342.71   	-253.91   	  1.02   	   0.00		
-274.96   	-330.51   	  1.02   	  15.26		
-228.58   	-356.45   	  1.08   	  30.52		
-199.28   	-332.95   	  1.20   	  20.35		
-170.59   	-276.18   	  1.28   	  35.61		
-131.53   	-214.23   	  1.42   	  35.61		
-84.53   	-172.12   	  1.57   	  40.69		
-40.28   	-159.00   	  1.73   	  35.61		
 -7.63   	-164.79   	  1.87   	  40.69		
 11.90   	-171.51   	  2.03   	  71.21		
 23.19   	-168.15   	  2.32   	  96.64		
 30.82   	-154.11   	  2.71   	  76.30		
 37.54   	-136.11   	  3.01   	  66.12		
 43.03   	-121.15   	  3.28   	  66.12		
 46.39   	-112.92   	  3.54   	  55.95		
 48.22   	-111.69   	  3.76   	 101.73		
 50.35   	-113.53   	  4.17   	 284.84		
 53.71   	-114.14   	  5.31   	 412.00		
 58.59   	-111.08   	  6.96   	 371.31		
 63.48   	-105.90   	  8.44   	 849.44		
 70.50   	-98.27   	 11.84   	 401.83		
 73.55   	-96.13   	 13.45   	 396.74		
 77.21   	-92.77   	 15.04   	 376.40		
 82.09   	-86.67   	 16.54   	 315.36		
 88.20   	-77.82   	 17.80   	 289.93		
 94.91   	-67.14   	 18.96   	 254.32		
101.93   	-55.85   	 19.98   	 213.63		
108.64   	-46.08   	 20.83   	 167.85		
115.66   	-39.06   	 21.51   	 111.90		
122.99   	-35.40   	 21.95   	  86.47		
131.23   	-32.96   	 22.30   	  76.30		
140.08   	-30.21   	 22.60   	  61.04		
149.23   	-25.94   	 22.85   	  45.78		
159.30   	-20.45   	 23.03   	  35.61		
169.68   	-14.04   	 23.17   	  20.35		
180.05   	 -6.10   	 23.26   	  15.26		
189.82   	  3.36   	 23.32   	  20.35		
198.67   	 12.21   	 23.40   	  10.17		
206.91   	 18.92   	 23.44   	   5.09		
215.15   	 21.67   	 23.46   	   5.09		
223.69   	 21.97   	 23.48   	   5.09		
232.54   	 21.97   	 23.50   	  25.43		
241.39   	 23.50   	 23.60   	  40.69		
250.24   	 25.94   	 23.76   	  50.86		
259.09   	 27.77   	 23.97   	 183.11		
271.30   	 27.77   	 24.70   	 122.07		
271.00   	 26.55   	 25.19   	  91.56		
263.67   	 24.11   	 25.55   	  86.47		
249.02   	 19.53   	 25.90   	  76.30		
229.49   	 11.90   	 26.21   	  71.21		
208.13   	  1.53   	 26.49   	  76.30		
186.77   	-10.99   	 26.80   	  71.21		
166.63   	-24.41   	 27.08   	  81.38		
148.32   	-36.93   	 27.41   	  86.47		
132.45   	-46.39   	 27.75   	  86.47		
119.02   	-52.19   	 28.10   	  76.30		
108.03   	-54.93   	 28.40   	  71.21		
 98.57   	-56.46   	 28.69   	  66.12		
 89.11   	-58.29   	 28.95   	  61.04		
 79.35   	-60.42   	 29.20   	  66.12		
 69.58   	-62.26   	 29.46   	  71.21		
 60.42   	-63.78   	 29.75   	  61.04		
 51.57   	-65.61   	 29.99   	  50.86		
 43.03   	-68.36   	 30.19   	  45.78		
 35.71   	-71.11   	 30.38   	  40.69		
 29.60   	-73.24   	 30.54   	  25.43		
 25.94   	-73.55   	 30.64   	  10.17		
 24.72   	-72.94   	 30.68   	  10.17		
 24.41   	-72.33   	 30.72(S)	 -10.17		
 25.02   	-72.63   	 30.68   	 -76.30		
 25.63   	-73.24   	 30.38   	-127.16		
 26.55   	-72.63   	 29.87   	-218.72		
 28.69   	-69.58   	 28.99   	-452.69		
 32.35   	-64.70   	 27.18   	-671.41		
 36.93   	-58.90   	 24.50   	-798.57		
 42.42   	-52.80   	 21.30   	-905.39		
 48.52   	-45.47   	 17.68   	-946.08		
 55.54   	-35.40   	 13.90   	-905.39		
 63.48   	-23.50   	 10.27   	-818.92		
 72.02   	-11.29   	  7.00   	-712.10		
 79.35   	 -1.22   	  4.15   	-574.77		
 84.23   	  4.27   	  1.85   	-442.52		
 85.45   	  3.36   	  0.08   	-300.10		
 82.70   	 -4.88   	 -1.12   	-188.20		
 76.29   	-19.84   	 -1.87   	 -76.30		
 67.44   	-40.28   	 -2.18(D)	  10.17		
 58.90   	-60.73   	 -2.14   	  55.95		
 52.49   	-72.63   	 -1.91   	  61.04		
 49.74   	-71.41   	 -1.67   	  91.56		
 49.44   	-57.37   	 -1.30   	  91.56		
 49.13   	-38.45   	 -0.94   	  96.64		
 47.61   	-25.33   	 -0.55   	  96.64		
 44.25   	-25.94   	 -0.16   	  91.56		
 40.28   	-40.89   	  0.20   	  81.38		
 36.62   	-65.00   	  0.53   	  71.21		
 32.65   	-89.11   	  0.81   	  76.30		
 28.69   	-105.90   	  1.12   	  55.95		
 25.63   	-113.83   	  1.34   	  45.78		
 25.63   	-115.05   	  1.53   	  45.78		
 32.04   	-114.44   	  1.71   	  45.78		
 46.69   	-110.17   	  1.89   	  20.35		
 69.58   	-91.55   	  1.97   	  10.17		
 98.88   	-43.33   	  2.01   	  20.35		
127.87   	 48.22   	  2.10   	  20.35		
144.35   	182.19   	  2.18   	   0.00		
132.14   	333.25   	  2.18   	   0.00		
 75.38   	454.41(R)	  2.18(E)	  15.26		
-167.54   	446.47   	  2.24   	  25.43		
-293.58   	308.53   	  2.34   	  30.52		
-368.65   	129.70   	  2.46   	  40.69		
-373.84   	-44.56   	  2.62   	  45.78		
-322.57   	-184.63   	  2.81   	  40.69		
-252.38   	-279.24   	  2.97   	  25.43		
-195.31   	-325.01   	  3.07   	  45.78		
-159.91   	-320.13   	  3.26   	  66.12		
-133.97   	-274.35   	  3.52   	  55.95		
-101.93   	-211.79   	  3.74   	  30.52		
-57.98   	-160.83   	  3.87   	  25.43		
-10.38   	-136.72   	  3.97   	  30.52		
 28.69   	-135.50   	  4.09   	  40.69		
 53.10   	-140.08   	  4.25   	  40.69		
 65.31   	-136.11   	  4.42   	  61.04		
 71.72   	-121.15   	  4.66   	 106.82		
 77.51   	-102.54   	  5.09   	 111.90		
 83.92   	-87.89   	  5.53   	  81.38		
 88.81   	-79.35   	  5.86   	 106.82		
 91.55   	-75.99   	  6.29   	 116.99		
 91.86   	-74.77   	  6.75   	 188.20		
 92.16   	-72.94   	  7.51   	 452.69		
 94.30   	-68.97   	  9.32   	 508.65		
 97.66   	-63.48   	 11.35   	 401.83		
101.62   	-57.07   	 12.96   	 864.70		
107.73   	-45.78   	 16.42   	 427.26		
110.47   	-41.20   	 18.13   	 401.83		
113.83   	-36.93   	 19.74   	 371.31		
118.41   	-32.96   	 21.22   	 300.10		
124.82   	-29.30   	 22.42   	 259.41		
132.75   	-24.11   	 23.46   	 228.89		
140.08   	-17.70   	 24.37   	 188.20		
145.87   	 -9.77   	 25.13   	 152.59		
150.45   	 -1.53   	 25.74   	 116.99		
155.03   	  7.02   	 26.21   	  91.56		
160.22   	 14.95   	 26.57   	  66.12		
166.32   	 22.58   	 26.84   	  45.78		
173.34   	 29.60   	 27.02   	  25.43		
180.66   	 36.62   	 27.12   	  25.43		
188.29   	 43.03   	 27.22   	   5.09		
196.53   	 49.13   	 27.24   	 -10.17		
204.77   	 54.93   	 27.20   	   5.09		
213.32   	 60.42   	 27.22   	  10.17		
221.25   	 65.00   	 27.26   	  10.17		
228.27   	 68.36   	 27.30   	  -5.09		
235.29   	 70.19   	 27.28   	 -10.17		
242.92   	 71.11   	 27.24   	  15.26		
251.16   	 71.72   	 27.30   	   0.00		
260.31   	 73.24   	 27.30   	 -10.17		
268.86   	 75.68   	 27.26   	   0.00		
277.10   	 80.87   	 27.26   	 -10.17		
272.22   	 80.26   	 27.22   	 -15.26		
259.70   	 75.07   	 27.16   	 -25.43		
241.09   	 64.70   	 27.06   	 -15.26		
218.51   	 49.74   	 27.00   	 -10.17		
194.70   	 31.43   	 26.96   	 -25.43		
171.81   	 12.82   	 26.86   	 -15.26		
151.06   	 -3.36   	 26.80   	  15.26		
132.75   	-15.56   	 26.86   	  35.61		
116.58   	-24.11   	 27.00   	  45.78		
102.84   	-30.21   	 27.18   	  76.30		
 90.94   	-34.79   	 27.49   	 122.07		
 80.26   	-38.76   	 27.98   	 116.99		
 69.27   	-42.11   	 28.44   	 101.73		
 58.29   	-44.25   	 28.85   	 101.73		
 47.61   	-45.47   	 29.26   	  76.30		
 38.76   	-46.39   	 29.56   	  71.21		
 32.35   	-47.61   	 29.85   	  71.21		
 27.77   	-48.83   	 30.13   	  35.61		
 23.80   	-50.66   	 30.27   	  30.52		
 19.53   	-51.88   	 30.40   	  30.52		
 15.56   	-52.80   	 30.52   	  20.35		
 12.21   	-54.02   	 30.60(S)	 -15.26		
 10.38   	-55.24   	 30.54   	 -55.95		
  9.46   	-56.15   	 30.32   	-203.46		
  8.85   	-56.15   	 29.50   	-396.74		
  8.24   	-54.32   	 27.91   	-534.08		
  8.24   	-50.96   	 25.78   	-707.02		
  8.85   	-47.00   	 22.95   	-813.83		
 10.99   	-42.72   	 19.69   	-829.09		
 15.56   	-37.84   	 16.38   	-824.00		
 22.28   	-29.91   	 13.08   	-757.88		
 30.52   	-18.31   	 10.05   	-686.67		
 39.37   	 -4.88   	  7.30   	-590.03		
 47.30   	  7.32   	  4.94   	-457.78		
 53.10   	 15.56   	  3.11   	-330.62		
 55.85   	 18.92   	  1.79   	-249.24		
 56.46   	 18.62   	  0.79   	-157.68		
 54.63   	 14.34   	  0.16   	 -76.30		
 49.44   	  3.66   	 -0.14   	 -40.69		
 40.28   	-15.26   	 -0.31   	 -10.17		
 27.77   	-39.37   	 -0.35(D)	  20.35		
 14.95   	-61.34   	 -0.26   	  40.69		
  5.49   	-74.77   	 -0.10   	  66.12		
  0.61   	-78.74   	  0.16   	  86.47		
 -1.22   	-78.43   	  0.51   	  86.47		
 -3.05   	-80.26   	  0.85   	  55.95		
 -6.41   	-86.36   	  1.08   	  50.86		
-10.99   	-93.99   	  1.28   	  71.21		
-14.65   	-99.49   	  1.57   	  71.21		
-15.87   	-101.93   	  1.85   	  50.86		
-15.26   	-102.84   	  2.05   	  30.52		
-13.73   	-105.29   	  2.18   	  15.26		
-10.38   	-110.47   	  2.24   	   0.00		
 -2.44   	-116.88   	  2.24   	  15.26		
 13.43   	-117.49   	  2.30   	  25.43		
 38.15   	-98.57   	  2.40   	  -5.09		
 69.58   	-43.64   	  2.38   	 -25.43		
 99.79   	 62.56   	  2.28   	 -10.17		
114.44   	220.03   	  2.24   	   0.00		
 97.35   	399.48   	  2.24   	 -30.52		
-79.65   	596.62(R)	  2.12(E)	   0.00		
-220.64   	524.60   	  2.12   	   5.09		
-350.34   	347.90   	  2.14   	  10.17		
-428.77   	124.82   	  2.18   	  20.35		
-436.71   	-82.09   	  2.26   	  10.17		
-388.18   	-235.29   	  2.30   	  25.43		
-318.91   	-326.84   	  2.40   	  35.61		
-260.31   	-361.94   	  2.54   	  45.78		
-221.56   	-346.98   	  2.73   	  25.43		
-192.26   	-294.49   	  2.83   	  20.35		
-157.47   	-227.97   	  2.91   	  35.61		
-112.92   	-175.48   	  3.05   	  25.43		
-66.22   	-153.50   	  3.15   	  25.43		
-28.38   	-157.47   	  3.26   	  30.52		
 -3.97   	-167.85   	  3.38   	  15.26		
  9.46   	-168.15   	  3.44   	  30.52		
 17.40   	-155.03   	  3.56   	 111.90		
 23.80   	-137.02   	  4.01   	 132.25		
 28.69   	-122.99   	  4.54   	  96.64		
 32.04   	-115.66   	  4.92   	 122.07		
 33.57   	-113.22   	  5.41   	 122.07		
 34.48   	-112.30   	  5.90   	  86.47		
 35.40   	-109.56   	  6.25   	 249.24		
 37.23   	-104.37   	  7.24   	 508.65		
 39.06   	-97.96   	  9.28   	 824.00		
 42.42   	-88.20   	 12.57   	 422.18		
 44.56   	-85.14   	 14.26   	 437.43		
 47.30   	-81.79   	 16.01   	 396.74		
 50.66   	-76.60   	 17.60   	 350.97		
 54.32   	-70.19   	 19.00   	 320.45		
 57.98   	-62.87   	 20.28   	 284.84		
 62.56   	-55.85   	 21.42   	 249.24		
 68.66   	-48.52   	 22.42   	 213.63		
 76.29   	-41.81   	 23.28   	 172.94		
 84.53   	-35.10   	 23.97   	 132.25		
 93.08   	-28.99   	 24.50   	 111.90		
101.01   	-23.50   	 24.94   	  86.47		
108.64   	-17.70   	 25.29   	  55.95		
115.97   	-10.99   	 25.51   	  30.52		
124.21   	 -2.75   	 25.64   	  15.26		
133.06   	  5.49   	 25.70   	   5.09		
141.91   	 12.51   	 25.72(S)	 -10.17		
149.54   	 17.40   	 25.68   	 -15.26		
156.25   	 20.45   	 25.62   	  -5.09		
161.74   	 22.89   	 25.60   	   0.00		
167.85   	 25.63   	 25.60   	  -5.09		
174.56   	 28.69   	 25.57   	  -5.09		
182.19   	 31.43   	 25.55   	 -15.26		
189.51   	 32.96   	 25.49   	  -5.09		
197.14   	 34.18   	 25.47   	 -10.17		
210.88   	 36.32   	 25.43   	 -15.26		
214.23   	 36.93   	 25.37   	 -20.35		
211.79   	 35.40   	 25.29   	 -30.52		
201.42   	 31.13   	 25.17   	 -25.43		
183.72   	 23.50   	 25.07   	 -35.61		
161.13   	 12.21   	 24.92   	 -45.78		
137.63   	 -1.83   	 24.74   	 -35.61		
115.36   	-16.48   	 24.60   	 -30.52		
 95.83   	-30.21   	 24.48   	 -40.69		
 78.13   	-42.11   	 24.31   	 -20.35		
 61.65   	-51.88   	 24.23   	 -20.35		
 46.39   	-59.51   	 24.15   	 -15.26		
 32.65   	-65.00   	 24.09   	 -20.35		
 21.06   	-68.66   	 24.01   	 -10.17		
 10.99   	-70.50   	 23.97   	   0.00		
  2.14   	-71.11   	 23.97   	  30.52		
 -7.02   	-71.72   	 24.09   	  45.78		
-15.87   	-73.24   	 24.27   	  50.86		
-23.80   	-75.38   	 24.48   	  30.52		
-29.91   	-77.21   	 24.60   	 -15.26		
-33.87   	-78.43   	 24.54   	 -91.56		
-36.32   	-78.43   	 24.17   	-172.94		
-38.76   	-78.43   	 23.48   	-284.84		
-41.20   	-78.74   	 22.34   	-391.66		
-43.64   	-79.35   	 20.77   	-452.69		
-45.47   	-79.65   	 18.96   	-569.68		
-46.69   	-79.35   	 16.68   	-595.11		
-47.30   	-78.43   	 14.30   	-559.51		
-47.00   	-76.90   	 12.07   	-569.68		
-45.47   	-73.85   	  9.79   	-508.65		
-42.11   	-69.89   	  7.75   	-406.92		
-37.54   	-63.78   	  6.12   	-366.22		
-31.43   	-55.24   	  4.66   	-310.27		
-24.41   	-44.25   	  3.42   	-228.89		
-16.48   	-32.96   	  2.50   	-183.11		
 -8.85   	-23.19   	  1.77   	-142.42		
 -2.14   	-17.09   	  1.20   	 -91.56		
  2.14   	-15.26   	  0.83   	 -61.04		
  3.36   	-16.48   	  0.59   	 -55.95		
  0.92   	-22.28   	  0.37   	 -30.52		
 -5.80   	-34.48   	  0.24   	 -15.26		
-17.09   	-55.85   	  0.18(D)	   0.00		
-30.52   	-85.14   	  0.18   	  30.52		
-43.95   	-116.88   	  0.31   	  35.61		
-53.41   	-143.43   	  0.45   	  50.86		
-57.98   	-161.13   	  0.65   	  71.21		
