SAMPLE NUMBER:   2
TIME RESOLUTION: 4 ms/sample
mmHg RESOLUTION: 0.0203458 mmHg/unit
DATA UNITS:      mmHg, mmHg/sec
ECG UNITS:       uV
ECG RESOLUTION:  0.3051758 uV/unit

------------------------- Begin Data -------------------------
  I     	  II     	  RV     	  RV'		
 -5.19   	-96.74   	 -0.55   	  45.78		
 -8.24   	-97.35   	 -0.37   	  45.78		
 -9.77   	-95.83   	 -0.18   	  45.78		
 -7.63   	-91.25   	  0.00   	  45.78		
 -5.49   	-86.67   	  0.18   	  40.69		
 -7.32   	-86.67   	  0.35   	  35.61		
-11.90   	-90.94   	  0.49   	  25.43		
-12.82   	-93.99   	  0.59   	  20.35		
 -6.41   	-91.55   	  0.67   	  15.26		
  5.49   	-78.13   	  0.73   	  15.26		
 14.65   	-45.78   	  0.79   	  10.17		
 16.17   	 11.90   	  0.83   	  15.26		
 12.51   	102.23   	  0.90   	  20.35		
 12.21   	227.36   	  0.98   	  20.35		
 20.75   	381.16   	  1.06   	  35.61		
 33.87   	538.33   	  1.20   	  35.61		
 34.79   	638.12   	  1.34   	  45.78		
-73.85   	393.37   	  1.53   	  35.61		
-189.82   	 37.84   	  1.67   	  25.43		
-321.66   	-353.39   	  1.77   	  25.43		
-434.88   	-650.02   	  1.87   	  10.17		
-495.91   	-776.67(R)	  1.91   	  10.17		
-487.98   	-742.80   	  1.95   	   0.00		
-417.79   	-610.35   	  1.95   	   0.00		
-311.89   	-441.28   	  1.95(E)	   5.09		
-201.72   	-275.57   	  1.97   	  15.26		
-111.08   	-140.38   	  2.03   	  20.35		
-47.30   	-55.24   	  2.12   	  25.43		
 -7.93   	-27.47   	  2.22   	  30.52		
 13.12   	-41.20   	  2.34   	  20.35		
 22.28   	-64.70   	  2.42   	  10.17		
 24.72   	-73.55   	  2.46   	 -15.26		
 25.33   	-65.61   	  2.40   	 -15.26		
 27.77   	-53.71   	  2.34   	  20.35		
 34.79   	-47.91   	  2.42   	  71.21		
 44.86   	-46.39   	  2.71   	 147.51		
 57.07   	-42.11   	  3.30   	 218.72		
 69.27   	-32.35   	  4.17   	 264.50		
 78.74   	-21.06   	  5.23   	 289.93		
 83.92   	-11.90   	  6.39   	 279.75		
 84.84   	 -6.10   	  7.51   	 249.24		
 82.70   	 -1.53   	  8.50   	 239.06		
 75.99   	  7.02   	  9.46   	 218.72		
 74.77   	 10.07   	 10.34   	 208.54		
 76.60   	 11.90   	 11.17   	 198.37		
 80.26   	 13.43   	 11.96   	 188.20		
 82.09   	 14.95   	 12.72   	 188.20		
 78.74   	 15.26   	 13.47   	 203.46		
 70.80   	 14.04   	 14.28   	 218.72		
 62.56   	 13.43   	 15.16   	 172.94		
 59.20   	 15.87   	 15.85   	 157.68		
 61.04   	 21.97   	 16.48   	 142.42		
 61.95   	 27.77   	 17.05   	 106.82		
 57.37   	 29.91   	 17.48   	  91.56		
 47.91   	 27.77   	 17.84   	  86.47		
 39.98   	 25.63   	 18.19   	  76.30		
 36.93   	 26.25   	 18.49   	  86.47		
 40.28   	 29.60   	 18.84   	 101.73		
 46.39   	 33.26   	 19.25   	 111.90		
 52.49   	 36.62   	 19.69   	 116.99		
 57.68   	 41.20   	 20.16   	 116.99		
 60.73   	 47.30   	 20.63   	 106.82		
 60.12   	 53.41   	 21.06   	  86.47		
 56.15   	 58.29   	 21.40   	  66.12		
 52.19   	 63.17   	 21.67   	  50.86		
 52.19   	 70.19   	 21.87   	  20.35		
 55.54   	 79.35   	 21.95(S)	 -25.43		
 54.93   	 92.16   	 21.85   	 -30.52		
 48.83   	 93.69   	 21.73   	 -40.69		
 43.03   	 96.13   	 21.57   	 -30.52		
 38.76   	101.32   	 21.44   	 -35.61		
 34.79   	107.42   	 21.30   	 -30.52		
 28.69   	112.00   	 21.18   	 -25.43		
 19.23   	113.53   	 21.08   	 -20.35		
  8.24   	114.14   	 21.00   	 -15.26		
 -3.97   	115.05   	 20.94   	 -10.17		
-17.40   	116.88   	 20.90   	   0.00		
-31.43   	119.63   	 20.90   	 -10.17		
-43.03   	123.29   	 20.85   	 -10.17		
-49.44   	127.87   	 20.81   	 -10.17		
-47.91   	133.36   	 20.77   	 -20.35		
-38.76   	140.38   	 20.69   	 -30.52		
-23.80   	148.93   	 20.57   	 -35.61		
 -6.71   	156.56   	 20.43   	 -35.61		
  7.93   	159.00   	 20.28   	 -35.61		
 17.70   	154.42   	 20.14   	 -25.43		
 24.11   	144.65   	 20.04   	 -25.43		
 29.60   	133.67   	 19.94   	 -20.35		
 35.10   	123.29   	 19.86   	 -15.26		
 37.84   	111.39   	 19.80   	 -10.17		
 33.26   	 94.91   	 19.76   	 -10.17		
 22.89   	 73.85   	 19.72   	 -10.17		
 12.21   	 52.80   	 19.67   	  -5.09		
  6.10   	 36.01   	 19.65   	   0.00		
  3.97   	 23.80   	 19.65   	  -5.09		
  2.44   	 13.73   	 19.63   	  -5.09		
 -1.22   	  3.97   	 19.61   	 -10.17		
 -6.10   	 -3.97   	 19.57   	 -20.35		
-10.38   	 -9.77   	 19.49   	 -40.69		
-13.73   	-13.43   	 19.33   	 -61.04		
-18.31   	-17.09   	 19.08   	 -96.64		
-24.72   	-21.67   	 18.70   	-127.16		
-30.21   	-25.63   	 18.19   	-152.59		
-30.21   	-27.16   	 17.58   	-147.51		
-23.19   	-25.63   	 16.99   	-137.33		
-11.29   	-21.97   	 16.44   	-157.68		
  1.22   	-18.01   	 15.81   	-162.77		
  9.77   	-15.56   	 15.16   	-178.03		
 12.82   	-15.87   	 14.45   	-188.20		
 12.51   	-17.40   	 13.69   	-203.46		
 12.51   	-18.01   	 12.88   	-213.63		
 14.65   	-15.56   	 12.02   	-223.80		
 18.31   	-10.68   	 11.13   	-244.15		
 22.28   	 -5.49   	 10.15   	-269.58		
 26.55   	 -1.53   	  9.07   	-279.75		
 33.57   	  1.83   	  7.96   	-279.75		
 43.03   	  5.49   	  6.84   	-264.50		
 51.27   	  8.54   	  5.78   	-228.89		
 54.32   	 10.07   	  4.86   	-193.29		
 54.32   	 11.29   	  4.09   	-167.85		
 55.54   	 14.34   	  3.42   	-142.42		
 61.95   	 19.53   	  2.85   	-137.33		
 70.50   	 24.11   	  2.30   	-137.33		
 75.07   	 23.80   	  1.75   	-142.42		
 72.63   	 18.92   	  1.18   	-147.51		
 65.92   	 13.73   	  0.59   	-142.42		
 59.51   	 12.51   	  0.02   	-122.07		
 56.76   	 16.78   	 -0.47   	 -91.56		
 56.76   	 24.41   	 -0.83   	 -55.95		
 59.51   	 34.79   	 -1.06   	 -20.35		
 65.61   	 49.74   	 -1.14(D)	  10.17		
 74.77   	 70.50   	 -1.10   	  35.61		
 85.75   	 95.21   	 -0.96   	  50.86		
 95.52   	118.71   	 -0.75   	  45.78		
102.23   	136.41   	 -0.57   	  40.69		
107.12   	148.01   	 -0.41   	  25.43		
111.69   	155.64   	 -0.31   	   0.00		
115.97   	162.05   	 -0.31   	 -10.17		
119.63   	163.88   	 -0.35   	 -30.52		
120.85   	155.64   	 -0.47   	 -30.52		
118.10   	132.45   	 -0.59   	 -35.61		
111.69   	 97.05   	 -0.73   	 -25.43		
104.06   	 59.20   	 -0.83   	 -20.35		
 97.66   	 29.30   	 -0.92   	 -10.17		
 90.33   	  8.85   	 -0.96   	   0.00		
 75.99   	 -8.85   	 -0.96   	   5.09		
 53.10   	-29.91   	 -0.94   	   5.09		
 26.55   	-53.10   	 -0.92   	  10.17		
  7.63   	-70.19   	 -0.87   	  20.35		
  3.66   	-75.38   	 -0.79   	  25.43		
  9.16   	-72.02   	 -0.69   	  35.61		
 13.73   	-69.58   	 -0.55   	  35.61		
 10.68   	-74.16   	 -0.41   	  40.69		
  2.14   	-83.62   	 -0.24   	  30.52		
 -4.88   	-92.77   	 -0.12   	  40.69		
 -5.80   	-97.35   	  0.04   	  40.69		
 -4.27   	-97.66   	  0.20   	  50.86		
 -4.88   	-97.35   	  0.41   	  55.95		
-10.99   	-98.57   	  0.63   	  50.86		
-22.28   	-102.54   	  0.83   	  40.69		
-33.57   	-109.56   	  1.00   	  35.61		
-38.76   	-113.83   	  1.14   	  25.43		
-37.23   	-104.68   	  1.24   	  10.17		
-30.21   	-68.97   	  1.28   	   0.00		
-22.58   	  2.75   	  1.28   	  -5.09		
-17.09   	112.30   	  1.26   	 -10.17		
-11.60   	253.30   	  1.22   	  -5.09		
 -4.27   	410.77   	  1.20   	   5.09		
  2.14   	548.71   	  1.22(E)	  15.26		
 -5.19   	601.20   	  1.28   	  35.61		
-129.70   	238.04   	  1.42   	  40.69		
-254.52   	-134.89   	  1.59   	  35.61		
-393.07   	-496.83   	  1.73   	  35.61		
-505.07   	-735.47   	  1.87   	  30.52		
-553.89   	-806.88(R)	  1.99   	  25.43		
-526.73   	-742.49   	  2.10   	  15.26		
-440.06   	-603.03   	  2.16   	  20.35		
-328.06   	-440.67   	  2.24   	  15.26		
-224.30   	-289.92   	  2.30   	  15.26		
-146.79   	-177.00   	  2.36   	  20.35		
-96.74   	-119.63   	  2.44   	  20.35		
-67.44   	-115.36   	  2.52   	  20.35		
-51.27   	-138.85   	  2.60   	  20.35		
-42.72   	-158.39   	  2.69   	  10.17		
-37.84   	-156.86   	  2.73   	   5.09		
-35.10   	-141.91   	  2.75   	  20.35		
-34.18   	-128.48   	  2.83   	  55.95		
-33.87   	-124.82   	  3.05   	 111.90		
-32.96   	-126.65   	  3.50   	 188.20		
-28.99   	-127.87   	  4.25   	 264.50		
-22.89   	-126.04   	  5.31   	 289.93		
-18.01   	-123.60   	  6.47   	 274.67		
-16.48   	-120.54   	  7.57   	 233.98		
-16.17   	-116.27   	  8.50   	 193.29		
-13.73   	-110.47   	  9.28   	 162.77		
  2.14   	-98.27   	  9.93   	 152.59		
 11.60   	-93.99   	 10.54   	 152.59		
 21.06   	-88.50   	 11.15   	 147.51		
 31.74   	-79.35   	 11.74   	 162.77		
 42.72   	-67.44   	 12.39   	 213.63		
 51.57   	-54.93   	 13.25   	 233.98		
 56.46   	-44.56   	 14.18   	 198.37		
 58.59   	-34.79   	 14.97   	 172.94		
 61.04   	-24.72   	 15.67   	 142.42		
 63.48   	-14.34   	 16.24   	 111.90		
 62.56   	 -7.02   	 16.68   	  91.56		
 55.24   	 -4.58   	 17.05   	  81.38		
 42.42   	 -6.41   	 17.38   	  76.30		
 28.08   	-10.07   	 17.68   	  81.38		
 16.48   	-14.65   	 18.01   	  91.56		
  8.85   	-19.23   	 18.37   	 101.73		
  5.49   	-22.58   	 18.78   	 111.90		
  6.71   	-21.36   	 19.23   	 111.90		
 10.68   	-15.56   	 19.67   	 111.90		
 14.34   	 -7.63   	 20.12   	  91.56		
 14.34   	 -2.44   	 20.49   	  76.30		
  9.46   	 -1.53   	 20.79   	  45.78		
  3.05   	 -1.83   	 20.98   	  15.26		
 -1.22   	  0.31   	 21.04(S)	 -10.17		
  0.92   	  8.24   	 21.00   	 -45.78		
 11.90   	 29.30   	 20.81   	 -50.86		
 12.51   	 36.32   	 20.61   	 -35.61		
  7.63   	 41.20   	 20.47   	 -30.52		
  0.31   	 45.17   	 20.35   	 -25.43		
 -6.10   	 50.35   	 20.24   	 -20.35		
 -9.16   	 57.37   	 20.16   	 -25.43		
 -9.16   	 66.83   	 20.06   	 -30.52		
 -7.32   	 79.35   	 19.94   	 -35.61		
 -4.27   	 93.69   	 19.80   	 -35.61		
 -2.44   	108.34   	 19.65   	 -35.61		
 -3.05   	120.24   	 19.51   	 -35.61		
 -6.41   	129.09   	 19.37   	 -20.35		
 -8.85   	136.11   	 19.29   	 -25.43		
 -6.71   	143.13   	 19.19   	 -15.26		
  0.92   	148.62   	 19.13   	 -10.17		
 10.07   	150.15   	 19.08   	 -15.26		
 17.40   	144.65   	 19.02   	 -10.17		
 20.75   	133.36   	 18.98   	 -20.35		
 23.50   	119.63   	 18.90   	 -20.35		
 27.16   	106.51   	 18.82   	 -25.43		
 30.52   	 92.47   	 18.72   	 -30.52		
 30.21   	 75.68   	 18.60   	 -30.52		
 25.63   	 56.15   	 18.47   	 -25.43		
 22.28   	 39.37   	 18.37   	 -20.35		
 23.19   	 28.08   	 18.29   	 -15.26		
 27.47   	 21.97   	 18.23   	  -5.09		
 29.60   	 16.17   	 18.21   	   0.00		
 25.33   	  5.19   	 18.21   	   0.00		
 17.09   	 -8.24   	 18.21   	   0.00		
 11.90   	-18.01   	 18.21   	   0.00		
 13.12   	-19.84   	 18.21   	 -20.35		
 16.78   	-17.09   	 18.13   	 -35.61		
 17.09   	-16.48   	 17.99   	 -71.21		
 12.21   	-20.45   	 17.70   	-106.82		
  6.71   	-26.55   	 17.27   	-142.42		
  6.71   	-29.30   	 16.70   	-152.59		
 11.90   	-27.47   	 16.09   	-147.51		
 18.01   	-24.11   	 15.50   	-142.42		
 21.97   	-22.28   	 14.93   	-152.59		
 25.02   	-21.36   	 14.32   	-157.68		
 29.91   	-18.92   	 13.69   	-178.03		
 36.93   	-14.34   	 12.98   	-183.11		
 42.72   	-11.60   	 12.25   	-193.29		
 45.17   	-11.90   	 11.48   	-213.63		
 45.47   	-14.04   	 10.62   	-233.98		
 46.39   	-14.34   	  9.68   	-254.32		
 48.22   	-12.51   	  8.67   	-259.41		
 49.13   	-10.99   	  7.63   	-264.50		
 47.00   	-13.73   	  6.57   	-254.32		
 43.64   	-19.84   	  5.55   	-233.98		
 42.11   	-26.25   	  4.62   	-218.72		
 43.03   	-30.21   	  3.74   	-208.54		
 43.95   	-31.74   	  2.91   	-193.29		
 43.64   	-32.96   	  2.14   	-183.11		
 42.42   	-33.87   	  1.40   	-172.94		
 41.20   	-35.10   	  0.71   	-152.59		
 39.67   	-36.93   	  0.10   	-132.25		
 36.01   	-39.98   	 -0.43   	-106.82		
 30.21   	-43.95   	 -0.85   	 -71.21		
 26.55   	-44.56   	 -1.14   	 -45.78		
 28.99   	-38.15   	 -1.32   	 -15.26		
 39.06   	-22.58   	 -1.38(D)	  10.17		
 51.57   	 -0.92   	 -1.34   	  20.35		
 60.73   	 22.89   	 -1.26   	  30.52		
 64.09   	 46.08   	 -1.14   	  30.52		
 63.78   	 66.22   	 -1.02   	  30.52		
 64.09   	 82.70   	 -0.90   	  15.26		
 67.44   	 93.69   	 -0.83   	   5.09		
 72.94   	 98.27   	 -0.81   	 -10.17		
 76.90   	 97.05   	 -0.85   	 -20.35		
 76.90   	 89.72   	 -0.94   	 -30.52		
 72.63   	 75.38   	 -1.06   	 -25.43		
 64.39   	 52.19   	 -1.16   	 -20.35		
 54.93   	 21.36   	 -1.24   	 -10.17		
 47.30   	-10.68   	 -1.28   	  -5.09		
 42.72   	-37.84   	 -1.30   	  10.17		
 38.45   	-57.98   	 -1.26   	  15.26		
 29.60   	-73.85   	 -1.20   	  10.17		
 13.12   	-90.64   	 -1.16   	   5.09		
 -7.02   	-109.56   	 -1.14   	   0.00		
-23.50   	-126.65   	 -1.14   	   0.00		
-30.21   	-136.72   	 -1.14   	   5.09		
-25.94   	-138.55   	 -1.12   	  10.17		
-16.78   	-135.50   	 -1.08   	  25.43		
-10.38   	-131.84   	 -0.98   	  30.52		
 -9.77   	-130.31   	 -0.85   	  30.52		
-15.56   	-130.92   	 -0.73   	  35.61		
-24.11   	-133.36   	 -0.59   	  35.61		
-31.13   	-136.41   	 -0.45   	  45.78		
-34.48   	-139.47   	 -0.26   	  45.78		
-34.48   	-141.91   	 -0.08   	  50.86		
-33.57   	-143.13   	  0.12   	  45.78		
-32.04   	-144.04   	  0.31   	  45.78		
-28.99   	-141.91   	  0.49   	  30.52		
-21.67   	-129.39   	  0.61   	  20.35		
 -9.46   	-95.21   	  0.69   	   5.09		
  2.44   	-31.74   	  0.71   	   0.00		
  9.46   	 64.39   	  0.71   	  -5.09		
 12.82   	191.04   	  0.69   	   0.00		
 16.17   	340.58   	  0.69   	   0.00		
 19.84   	485.84   	  0.69(E)	  15.26		
 12.82   	566.10   	  0.75   	  35.61		
-111.39   	283.81   	  0.90   	  35.61		
-241.39   	-67.44   	  1.04   	  30.52		
-389.40   	-432.74   	  1.16   	  35.61		
-514.22   	-694.58   	  1.30   	  30.52		
-578.00   	-797.12(R)	  1.42   	  25.43		
-564.27   	-762.02   	  1.53   	  20.35		
-483.70   	-644.23   	  1.61   	  20.35		
-365.60   	-491.33   	  1.69   	  15.26		
-245.67   	-335.69   	  1.75   	  15.26		
-151.06   	-206.30   	  1.81   	  15.26		
-90.64   	-128.17   	  1.87   	  15.26		
-59.51   	-109.56   	  1.93   	  15.26		
-47.30   	-130.92   	  1.99   	  25.43		
-44.86   	-158.39   	  2.10   	  25.43		
-47.00   	-169.98   	  2.20   	  30.52		
-50.05   	-164.79   	  2.32   	  30.52		
-50.96   	-155.03   	  2.44   	  45.78		
-47.61   	-148.93   	  2.62   	  76.30		
-39.67   	-144.65   	  2.93   	 137.33		
-29.91   	-139.16   	  3.48   	 218.72		
-19.84   	-131.53   	  4.35   	 295.01		
 -9.77   	-123.90   	  5.53   	 305.19		
 -0.61   	-117.49   	  6.75   	 249.24		
  7.32   	-112.00   	  7.75   	 203.46		
 11.29   	-107.12   	  8.57   	 147.51		
  6.10   	-98.88   	  9.16   	 137.33		
  1.22   	-95.21   	  9.70   	 137.33		
 -2.75   	-91.55   	 10.25   	 132.25		
 -3.97   	-87.59   	 10.78   	 147.51		
 -2.14   	-82.70   	 11.37   	 203.46		
  2.75   	-76.29   	 12.19   	 244.15		
  8.85   	-69.27   	 13.16   	 213.63		
 13.73   	-63.48   	 14.02   	 188.20		
 17.40   	-58.29   	 14.77   	 178.03		
 20.14   	-52.80   	 15.48   	 137.33		
 23.80   	-46.39   	 16.03   	 122.07		
 27.47   	-39.98   	 16.52   	 101.73		
 29.91   	-34.48   	 16.93   	  86.47		
 29.91   	-30.82   	 17.27   	  76.30		
 27.77   	-27.16   	 17.58   	  81.38		
 25.33   	-23.19   	 17.90   	  86.47		
 22.58   	-19.23   	 18.25   	 101.73		
 19.53   	-16.48   	 18.66   	 106.82		
 17.40   	-13.43   	 19.08   	 111.90		
 16.17   	 -8.85   	 19.53   	 111.90		
 15.26   	 -1.22   	 19.98   	  96.64		
 14.04   	  8.24   	 20.37   	  71.21		
 11.90   	 16.48   	 20.65   	  50.86		
 10.07   	 22.58   	 20.85   	  10.17		
 10.38   	 27.47   	 20.90(S)	 -25.43		
 15.26   	 39.37   	 20.79   	 -30.52		
 14.95   	 46.39   	 20.67   	 -25.43		
 12.21   	 53.71   	 20.57   	 -20.35		
  8.24   	 60.42   	 20.49   	 -15.26		
  3.66   	 66.53   	 20.43   	 -15.26		
  0.00   	 72.33   	 20.37   	 -15.26		
 -3.05   	 79.04   	 20.31   	 -15.26		
 -5.19   	 88.20   	 20.24   	 -15.26		
 -6.41   	100.10   	 20.18   	 -25.43		
 -6.41   	114.75   	 20.08   	 -35.61		
 -6.41   	129.09   	 19.94   	 -35.61		
 -5.19   	140.08   	 19.80   	 -45.78		
 -2.14   	147.71   	 19.61   	 -40.69		
  3.05   	152.28   	 19.45   	 -30.52		
  9.16   	154.11   	 19.33   	 -25.43		
 15.56   	153.20   	 19.23   	 -10.17		
 20.14   	148.32   	 19.19   	  -5.09		
 23.80   	138.55   	 19.17   	   0.00		
 28.69   	125.73   	 19.17   	   0.00		
 35.40   	110.47   	 19.17   	   5.09		
 42.42   	 93.38   	 19.19   	   0.00		
 47.00   	 74.46   	 19.19   	 -10.17		
 49.13   	 56.15   	 19.15   	 -20.35		
 49.74   	 40.89   	 19.06   	 -30.52		
 49.13   	 28.99   	 18.94   	 -30.52		
 46.39   	 18.01   	 18.82   	 -35.61		
 40.59   	  6.10   	 18.68   	 -30.52		
 31.74   	 -7.93   	 18.56   	 -20.35		
 23.19   	-20.45   	 18.47   	 -20.35		
 18.01   	-29.30   	 18.39   	 -20.35		
 16.48   	-33.87   	 18.31   	 -20.35		
 17.40   	-36.62   	 18.23   	 -40.69		
 19.84   	-39.06   	 18.07   	 -55.95		
 23.19   	-41.20   	 17.84   	 -91.56		
 27.47   	-43.33   	 17.48   	-116.99		
 30.52   	-46.08   	 17.01   	-116.99		
 32.04   	-47.61   	 16.54   	-116.99		
 33.57   	-46.69   	 16.07   	-132.25		
 36.32   	-42.72   	 15.54   	-152.59		
 38.76   	-39.06   	 14.93   	-172.94		
 37.84   	-39.06   	 14.24   	-188.20		
 32.35   	-43.64   	 13.49   	-193.29		
 25.02   	-50.66   	 12.72   	-193.29		
 20.45   	-55.54   	 11.94   	-203.46		
 20.45   	-57.37   	 11.13   	-208.54		
 24.11   	-58.29   	 10.29   	-228.89		
 29.30   	-60.12   	  9.38   	-249.24		
 35.71   	-61.65   	  8.38   	-264.50		
 43.03   	-61.65   	  7.32   	-274.67		
 50.35   	-58.90   	  6.23   	-264.50		
 55.85   	-55.54   	  5.17   	-239.06		
 57.98   	-54.02   	  4.21   	-203.46		
 57.37   	-56.46   	  3.40   	-178.03		
 54.32   	-61.65   	  2.69   	-157.68		
 49.74   	-67.14   	  2.05   	-152.59		
 43.95   	-70.50   	  1.44   	-152.59		
 36.62   	-71.41   	  0.83   	-157.68		
 29.30   	-71.41   	  0.20   	-157.68		
 22.89   	-71.11   	 -0.43   	-147.51		
 19.84   	-69.89   	 -1.02   	-122.07		
 21.67   	-65.61   	 -1.51   	 -81.38		
 30.21   	-55.24   	 -1.83   	 -40.69		
 45.17   	-36.62   	 -1.99   	   0.00		
 63.17   	-11.60   	 -1.99   	  25.43		
 78.13   	 14.65   	 -1.89   	  45.78		
 85.45   	 35.40   	 -1.71   	  45.78		
 83.92   	 47.30   	 -1.53   	  30.52		
 79.04   	 52.49   	 -1.40   	  15.26		
 76.90   	 55.85   	 -1.34   	 -10.17		
 79.96   	 60.42   	 -1.38   	 -30.52		
 83.01   	 61.95   	 -1.51   	 -50.86		
 79.96   	 53.71   	 -1.71   	 -55.95		
 69.27   	 32.04   	 -1.93   	 -50.86		
 56.46   	  0.61   	 -2.14   	 -35.61		
 47.91   	-31.43   	 -2.28   	 -20.35		
 44.86   	-57.07   	 -2.36(D)	   0.00		
 43.64   	-75.99   	 -2.36   	  15.26		
 37.23   	-92.77   	 -2.30   	  25.43		
 23.19   	-111.39   	 -2.20   	  20.35		
  4.88   	-132.45   	 -2.12   	  25.43		
-12.21   	-151.67   	 -2.01   	  20.35		
-22.28   	-163.88   	 -1.93   	  20.35		
-24.11   	-168.76   	 -1.85   	  15.26		
-21.06   	-167.85   	 -1.79   	  20.35		
-16.78   	-165.10   	 -1.71   	  25.43		
-15.26   	-163.27   	 -1.61   	  25.43		
-17.09   	-162.96   	 -1.51   	  35.61		
-21.97   	-164.18   	 -1.36   	  45.78		
-26.86   	-165.71   	 -1.18   	  50.86		
-29.60   	-165.71   	 -0.98   	  66.12		
-29.30   	-163.88   	 -0.71   	  66.12		
-26.25   	-161.13   	 -0.45   	  61.04		
-22.58   	-160.22   	 -0.20   	  40.69		
-20.45   	-160.52   	 -0.04   	  30.52		
-19.53   	-155.03   	  0.08   	  15.26		
-19.53   	-130.92   	  0.14   	   0.00		
-18.92   	-77.21   	  0.14   	 -10.17		
-16.17   	 11.60   	  0.10   	 -10.17		
 -7.63   	135.19   	  0.06   	  -5.09		
  8.54   	286.56   	  0.04   	  -5.09		
 27.77   	444.03   	  0.02   	   5.09		
 36.62   	553.59   	  0.04(E)	  20.35		
-57.07   	355.22   	  0.12   	  20.35		
-178.22   	 24.41   	  0.20   	  20.35		
-327.15   	-352.48   	  0.28   	  25.43		
-464.17   	-649.72   	  0.39   	  20.35		
-548.10   	-791.63(R)	  0.47   	  20.35		
-555.73   	-782.78   	  0.55   	  15.26		
-492.86   	-677.80   	  0.61   	  15.26		
-389.10   	-532.23   	  0.67   	  20.35		
-279.85   	-381.47   	  0.75   	  20.35		
-188.29   	-248.72   	  0.83   	  35.61		
-121.15   	-156.56   	  0.98   	  40.69		
-75.68   	-119.02   	  1.14   	  45.78		
-49.44   	-127.26   	  1.32   	  40.69		
-40.89   	-153.50   	  1.49   	  25.43		
-45.17   	-169.98   	  1.59   	   0.00		
-54.02   	-167.24   	  1.59   	 -10.17		
-57.68   	-154.42   	  1.55   	  10.17		
-53.71   	-144.35   	  1.59   	  40.69		
-45.17   	-140.99   	  1.75   	  96.64		
-35.40   	-140.69   	  2.14   	 157.68		
-26.55   	-137.63   	  2.77   	 223.80		
-18.62   	-129.70   	  3.66   	 269.58		
-11.90   	-119.63   	  4.74   	 259.41		
 -7.63   	-109.56   	  5.78   	 244.15		
 -6.10   	-102.23   	  6.75   	 239.06		
 -6.41   	-93.38   	  7.71   	 203.46		
 -6.10   	-87.59   	  8.52   	 167.85		
 -4.27   	-80.26   	  9.20   	 127.16		
 -3.05   	-72.94   	  9.70   	 106.82		
 -3.66   	-67.75   	 10.13   	 132.25		
 -5.80   	-63.48   	 10.66   	 167.85		
 -7.93   	-59.20   	 11.33   	 132.25		
 -7.02   	-52.19   	 11.86   	 116.99		
 -3.05   	-43.33   	 12.33   	 152.59		
  1.53   	-35.10   	 12.94   	 152.59		
  4.58   	-29.60   	 13.55   	 147.51		
  6.10   	-25.02   	 14.14   	 147.51		
  6.41   	-19.84   	 14.73   	 147.51		
  7.02   	-13.12   	 15.32   	 127.16		
  7.02   	 -6.41   	 15.83   	 127.16		
  5.80   	 -2.75   	 16.34   	 106.82		
  3.66   	 -2.75   	 16.76   	  91.56		
  2.75   	 -2.75   	 17.13   	  91.56		
  2.44   	  0.00   	 17.50   	  91.56		
  1.53   	  4.88   	 17.86   	  81.38		
 -1.22   	 10.99   	 18.19   	  81.38		
 -4.88   	 16.78   	 18.51   	  55.95		
 -7.02   	 21.97   	 18.74   	  35.61		
 -7.63   	 26.55   	 18.88   	  10.17		
 -6.71   	 32.04   	 18.92(S)	 -30.52		
 -6.71   	 45.47   	 18.80   	 -30.52		
 -8.54   	 54.32   	 18.68   	 -40.69		
-10.38   	 64.09   	 18.51   	 -35.61		
-11.60   	 73.24   	 18.37   	 -30.52		
-10.68   	 81.18   	 18.25   	 -25.43		
 -6.41   	 89.72   	 18.15   	 -25.43		
  0.92   	100.71   	 18.05   	 -20.35		
  7.63   	113.83   	 17.97   	 -20.35		
 10.07   	127.26   	 17.88   	 -25.43		
  7.63   	138.55   	 17.78   	 -25.43		
  2.14   	147.71   	 17.68   	 -30.52		
 -3.36   	155.64   	 17.56   	 -25.43		
 -6.41   	162.96   	 17.46   	 -25.43		
 -7.32   	168.76   	 17.35   	 -25.43		
 -5.49   	171.51   	 17.25   	 -20.35		
 -0.31   	170.29   	 17.17   	 -10.17		
  7.93   	165.41   	 17.13   	 -15.26		
 17.40   	157.17   	 17.07   	 -15.26		
 25.02   	144.04   	 17.01   	 -20.35		
 29.60   	126.65   	 16.93   	 -25.43		
 32.65   	106.51   	 16.83   	 -30.52		
 37.23   	 86.67   	 16.70   	 -35.61		
 43.03   	 67.75   	 16.56   	 -40.69		
 47.61   	 49.74   	 16.40   	 -40.69		
 47.30   	 31.43   	 16.24   	 -30.52		
 40.59   	 13.43   	 16.11   	 -30.52		
 29.30   	 -2.75   	 15.99   	 -20.35		
 15.56   	-16.17   	 15.91   	 -10.17		
 -2.14   	-28.38   	 15.87   	  -5.09		
-24.41   	-41.50   	 15.85   	   0.00		
-50.05   	-56.46   	 15.85   	  -5.09		
-74.77   	-71.72   	 15.83   	 -20.35		
-93.08   	-84.84   	 15.75   	 -35.61		
-104.37   	-96.44   	 15.61   	 -66.12		
-112.92   	-108.95   	 15.34   	 -91.56		
-121.15   	-124.21   	 14.97   	 -96.64		
-126.95   	-137.94   	 14.59   	 -96.64		
-126.65   	-145.87   	 14.20   	-127.16		
-119.63   	-145.57   	 13.69   	-167.85		
-110.47   	-140.99   	 13.02   	-203.46		
