SAMPLE NUMBER:   2
TIME RESOLUTION: 4 ms/sample
mmHg RESOLUTION: 0.0203458 mmHg/unit
DATA UNITS:      mmHg, mmHg/sec
ECG UNITS:       uV
ECG RESOLUTION:  0.3051758 uV/unit

------------------------- Begin Data -------------------------
  I     	  II     	  FA     	  FA'		  RV     	  RV'		
 52.49   	 15.87   	 30.09   	 101.73		 27.24   	 -71.21		
 56.76   	 21.97   	 30.50   	 178.03		 26.96   	 -81.38		
 60.42   	 27.47   	 31.21   	 264.50		 26.63   	 -81.38		
 63.78   	 32.35   	 32.27   	 381.48		 26.31   	 -30.52		
 66.53   	 36.93   	 33.79   	 478.13		 26.19   	   5.09		
 70.19   	 41.81   	 35.71   	 483.21		 26.21   	   5.09		
 74.77   	 47.61   	 37.64   	 493.39		 26.23   	  30.52		
 79.65   	 54.02   	 39.61   	 579.86		 26.35   	  71.21		
 83.92   	 60.42   	 41.93   	 605.29		 26.63   	  76.30		
 87.28   	 66.53   	 44.35   	 544.25		 26.94   	  50.86		
 89.42   	 72.33   	 46.53   	 523.90		 27.14   	  35.61		
 90.33   	 77.51   	 48.63   	 574.77		 27.28   	  61.04		
 91.25   	 82.70   	 50.93   	 549.34		 27.53   	  71.21		
 93.08   	 87.59   	 53.12   	 442.52		 27.81   	  55.95		
 95.21   	 92.47   	 54.89   	 376.40		 28.04   	  55.95		
 97.66   	 97.05   	 56.40   	 366.22		 28.26   	  71.21		
 99.18   	101.93   	 57.86   	 345.88		 28.55   	  71.21		
 99.49   	106.81   	 59.25   	 310.27		 28.83   	  71.21		
 99.18   	111.69   	 60.49   	 274.67		 29.11   	  55.95		
 98.57   	115.66   	 61.59   	 244.15		 29.34   	  45.78		
 97.96   	119.02   	 62.56   	 223.80		 29.52   	  45.78		
 96.44   	121.77   	 63.46   	 188.20		 29.70   	  15.26		
 94.60   	123.90   	 64.21   	 142.42		 29.77   	   5.09		
 92.16   	126.65   	 64.78   	 116.99		 29.79   	   5.09		
 90.03   	130.31   	 65.25   	  96.64		 29.81(S)	 -10.17		
 88.50   	134.89   	 65.64   	  66.12		 29.77   	 -30.52		
 86.98   	139.47   	 65.90   	  30.52		 29.64   	 -40.69		
 83.62   	143.13   	 66.02   	   5.09		 29.48   	 -30.52		
 78.43   	145.87   	 66.04(S)	 -20.35		 29.36   	 -35.61		
 72.63   	148.32   	 65.96   	 -50.86		 29.22   	 -61.04		
 67.44   	151.37   	 65.76   	 -81.38		 28.97   	 -61.04		
 64.39   	156.25   	 65.43   	-101.73		 28.73   	 -55.95		
 62.56   	163.27   	 65.03   	-106.82		 28.50   	 -66.12		
 61.34   	171.20   	 64.60   	-127.16		 28.24   	 -66.12		
 59.51   	180.36   	 64.09   	-137.33		 27.98   	 -55.95		
 57.68   	188.90   	 63.54   	-132.25		 27.75   	 -66.12		
 55.54   	195.62   	 63.01   	-137.33		 27.49   	 -61.04		
 53.10   	197.14   	 62.46   	-142.42		 27.24   	 -55.95		
 49.44   	190.43   	 61.89   	-137.33		 27.02   	 -55.95		
 44.25   	173.34   	 61.34   	-127.16		 26.80   	 -55.95		
 36.93   	146.18   	 60.83   	-111.90		 26.57   	 -45.78		
 26.86   	110.17   	 60.39   	-111.90		 26.39   	 -50.86		
 14.04   	 69.27   	 59.94   	-106.82		 26.19   	 -55.95		
 -0.61   	 27.77   	 59.51   	-111.90		 25.96   	 -55.95		
-15.87   	-10.07   	 59.06   	 -96.64		 25.74   	 -55.95		
-29.91   	-41.81   	 58.68   	 -86.47		 25.51   	 -66.12		
-42.11   	-68.05   	 58.33   	 -96.64		 25.25   	 -71.21		
-52.19   	-88.81   	 57.94   	-101.73		 24.96   	 -71.21		
-61.04   	-105.29   	 57.54   	-111.90		 24.68   	 -76.30		
-67.75   	-117.80   	 57.09   	-116.99		 24.37   	 -66.12		
-72.02   	-126.34   	 56.62   	-111.90		 24.11   	 -61.04		
-73.24   	-131.53   	 56.17   	-116.99		 23.87   	 -61.04		
-72.63   	-134.28   	 55.71   	-116.99		 23.62   	 -71.21		
-72.02   	-136.11   	 55.24   	-116.99		 23.34   	 -76.30		
-73.24   	-138.55   	 54.77   	-111.90		 23.03   	-101.73		
-76.29   	-141.30   	 54.32   	-106.82		 22.62   	-116.99		
-79.96   	-144.65   	 53.90   	-106.82		 22.16   	-147.51		
-82.70   	-146.79   	 53.47   	 -96.64		 21.57   	-183.11		
-83.92   	-147.71   	 53.08   	 -86.47		 20.83   	-218.72		
-83.62   	-147.09   	 52.74   	 -91.56		 19.96   	-259.41		
-82.70   	-145.87   	 52.37   	 -96.64		 18.92   	-274.67		
-81.48   	-144.65   	 51.98   	 -81.38		 17.82   	-284.84		
-80.87   	-144.04   	 51.66   	 -86.47		 16.68   	-340.79		
-80.26   	-144.04   	 51.31   	-111.90		 15.32   	-406.92		
-79.35   	-144.35   	 50.86   	-132.25		 13.69   	-406.92		
-78.43   	-144.35   	 50.34   	-147.51		 12.07   	-396.74		
-78.13   	-144.04   	 49.75   	-172.94		 10.48   	-391.66		
-78.13   	-143.13   	 49.05   	-193.29		  8.91   	-356.05		
-78.43   	-141.60   	 48.28   	-208.54		  7.49   	-320.45		
-78.13   	-140.08   	 47.45   	-228.89		  6.21   	-315.36		
-77.82   	-138.55   	 46.53   	-233.98		  4.94   	-274.67		
-77.51   	-137.33   	 45.59   	-218.72		  3.85   	-218.72		
-77.21   	-136.72   	 44.72   	-172.94		  2.97   	-183.11		
-76.29   	-136.11   	 44.03   	-122.07		  2.24   	-152.59		
-74.77   	-134.89   	 43.54   	 -96.64		  1.63   	-106.82		
-72.33   	-132.75   	 43.15   	 -76.30		  1.20   	 -71.21		
-69.27   	-129.39   	 42.85   	 -50.86		  0.92   	 -45.78		
-66.83   	-126.04   	 42.64   	 -30.52		  0.73   	 -25.43		
-65.92   	-123.60   	 42.52   	 -15.26		  0.63(D)	   5.09		
-66.53   	-122.68   	 42.46   	  -5.09		  0.65   	  20.35		
-67.44   	-122.38   	 42.44   	 -15.26		  0.73   	  35.61		
-67.44   	-121.77   	 42.38   	 -30.52		  0.87   	  45.78		
-66.22   	-120.24   	 42.26   	 -25.43		  1.06   	  50.86		
-64.39   	-117.80   	 42.16   	 -30.52		  1.26   	  50.86		
-62.26   	-115.66   	 42.03   	 -40.69		  1.46   	  45.78		
-61.34   	-113.83   	 41.87   	 -30.52		  1.65   	  40.69		
-61.34   	-112.30   	 41.75   	 -30.52		  1.81   	  35.61		
-61.95   	-111.69   	 41.63   	 -40.69		  1.95   	  40.69		
-63.78   	-112.00   	 41.46   	 -40.69		  2.12   	  35.61		
-65.61   	-112.92   	 41.30   	 -35.61		  2.26   	  30.52		
-67.14   	-114.44   	 41.16   	 -40.69		  2.38   	  10.17		
-67.44   	-115.66   	 41.00   	 -45.78		  2.42   	  10.17		
-66.53   	-116.27   	 40.81   	 -40.69		  2.46   	  10.17		
-64.70   	-116.27   	 40.65   	 -35.61		  2.50   	  -5.09		
-63.17   	-115.36   	 40.51   	 -30.52		  2.48   	  -5.09		
-61.95   	-114.44   	 40.39   	 -25.43		  2.46   	 -10.17		
-61.65   	-113.83   	 40.28   	 -30.52		  2.42   	 -15.26		
-61.95   	-113.53   	 40.16   	 -35.61		  2.36   	 -15.26		
-62.56   	-114.14   	 40.02   	 -30.52		  2.30   	   0.00		
-63.78   	-115.05   	 39.90   	 -35.61		  2.30   	  -5.09		
-64.70   	-115.97   	 39.76   	 -25.43		  2.28   	   5.09		
-65.31   	-116.27   	 39.65   	 -20.35		  2.30   	  30.52		
-65.00   	-115.97   	 39.57   	 -35.61		  2.42   	  45.78		
-64.39   	-115.05   	 39.43   	 -50.86		  2.60   	  71.21		
-63.78   	-114.75   	 39.23   	 -50.86		  2.89   	  81.38		
-63.78   	-114.75   	 39.02   	 -35.61		  3.21   	  86.47		
-64.39   	-115.05   	 38.88   	 -30.52		  3.56   	 106.82		
-65.31   	-115.36   	 38.76   	 -55.95		  3.99   	 116.99		
-65.00   	-115.05   	 38.53   	 -66.12		  4.46   	 116.99		
-63.78   	-114.14   	 38.27   	 -45.78		  4.92   	 111.90		
-60.73   	-111.69   	 38.09   	 -40.69		  5.37   	 106.82		
-56.46   	-106.51   	 37.92   	 -50.86		  5.80   	  96.64		
-50.96   	-98.57   	 37.72   	 -50.86		  6.19   	  66.12		
-44.56   	-89.11   	 37.52   	 -40.69		  6.45   	  50.86		
-37.23   	-80.57   	 37.35   	 -40.69		  6.65   	  25.43		
-27.47   	-73.85   	 37.19   	 -40.69		  6.75   	  10.17		
-12.51   	-66.22   	 37.03   	 -40.69		  6.80   	 -15.26		
  9.46   	-51.57   	 36.87   	 -40.69		  6.73   	 -25.43		
 36.93   	-24.72   	 36.70   	 -40.69		  6.63   	 -30.52		
 63.48   	 11.29   	 36.54   	 -50.86		  6.51   	 -30.52		
 81.18   	 43.95   	 36.34   	 -35.61		  6.39   	 -40.69		
 82.40   	 55.24   	 36.20   	 -25.43		  6.23   	 -35.61		
 65.61   	 35.10   	 36.09   	 -35.61		  6.08   	 -30.52		
 35.40   	-10.38   	 35.95   	 -35.61		  5.96   	 -35.61		
  0.00   	-62.26   	 35.81   	 -40.69		  5.82   	 -25.43		
-32.04   	-101.32   	 35.65   	 -45.78		  5.72   	 -10.17		
-55.85   	-119.63   	 35.46   	 -35.61		  5.68   	  -5.09		
-70.19   	-122.99   	 35.32   	 -30.52		  5.66   	  -5.09		
-77.21   	-122.07   	 35.20   	 -30.52		  5.64   	   5.09		
-79.04   	-122.68   	 35.08   	 -35.61		  5.66   	   5.09		
-78.13   	-125.12   	 34.93   	 -40.69		  5.68   	  10.17		
-76.29   	-126.34   	 34.77   	 -35.61		  5.72   	   5.09		
-74.77   	-125.12   	 34.63   	 -30.52		  5.74   	  -5.09		
-73.85   	-123.60   	 34.51   	 -30.52		  5.72   	 -15.26		
-72.63   	-132.14   	 34.38   	 -35.61		  5.66   	 -15.26		
-65.61   	-173.34   	 34.24   	 -25.43		  5.60   	 -25.43		
-34.79   	-265.81   	 34.14   	 -40.69		  5.49   	  -5.09		
 58.59   	-373.54   	 33.98   	 -40.69		  5.47(E)	  25.43		
248.72   	-370.48   	 33.81   	 -35.61		  5.57   	  61.04		
500.79   	-109.25   	 33.67   	 -25.43		  5.82   	 101.73		
682.68   	442.50   	 33.57   	 -30.52		  6.23   	 157.68		
639.34   	1108.40   	 33.45   	 -30.52		  6.86   	 483.21		
-197.75   	1492.61(R)	 33.33   	   0.00		  8.79   	 315.36		
-622.86   	936.28   	 33.33   	 -61.04		 10.05   	 300.10		
-748.90   	198.36   	 33.08   	 -50.86		 11.25   	 295.01		
-557.56   	-330.51   	 32.88   	 -20.35		 12.43   	 249.24		
-223.08   	-453.80   	 32.80   	 -10.17		 13.43   	 167.85		
 38.15   	-260.62   	 32.76   	   0.00		 14.10   	 132.25		
115.66   	 -7.32   	 32.76   	 -25.43		 14.63   	  71.21		
 48.22   	102.23   	 32.66   	 -45.78		 14.91   	  30.52		
-47.61   	 45.47   	 32.47   	 -40.69		 15.04   	  10.17		
-86.67   	-69.58   	 32.31   	 -35.61		 15.08   	 -40.69		
-63.17   	-134.28   	 32.17   	 -50.86		 14.91   	 -66.12		
-18.92   	-121.15   	 31.96   	 -61.04		 14.65   	 -71.21		
  7.32   	-69.89   	 31.72   	 -55.95		 14.36   	 -76.30		
  7.32   	-30.82   	 31.50   	 -35.61		 14.06   	  20.35		
 -6.10   	-24.41   	 31.35   	 -15.26		 14.14   	 157.68		
-16.48   	-38.76   	 31.29   	 -20.35		 14.77   	 213.63		
-14.65   	-51.57   	 31.21   	 -30.52		 15.63   	 254.32		
 -3.97   	-50.66   	 31.09   	 -10.17		 16.64   	 335.71		
  7.02   	-39.67   	 31.05   	  -5.09		 17.99   	 406.92		
 12.82   	-27.77   	 31.03   	 -10.17		 19.61   	 412.00		
 13.73   	-20.75   	 30.99   	  -5.09		 21.26   	 396.74		
 13.43   	-19.23   	 30.97   	 -10.17		 22.85   	 386.57		
 14.65   	-19.84   	 30.93   	  -5.09		 24.39   	 366.22		
 17.40   	-18.92   	 30.91   	   5.09		 25.86   	 320.45		
 21.06   	-15.26   	 30.93   	  -5.09		 27.14   	 478.13		
 28.99   	 -2.75   	 30.91   	 -10.17		 29.05   	 152.59		
 32.96   	  3.36   	 30.86(D)	  15.26		 29.66   	  81.38		
 36.32   	  7.93   	 30.93   	  55.95		 29.99   	  20.35		
 38.76   	 11.60   	 31.15   	  96.64		 30.07   	 -20.35		
 40.59   	 15.26   	 31.54   	 157.68		 29.99   	 -50.86		
 42.72   	 19.23   	 32.17   	 239.06		 29.79   	 -66.12		
 46.08   	 24.41   	 33.12   	 325.53		 29.52   	 -76.30		
 50.35   	 30.52   	 34.43   	 412.00		 29.22   	 -61.04		
 54.63   	 36.62   	 36.07   	 473.04		 28.97   	 -40.69		
 57.68   	 42.42   	 37.97   	 503.56		 28.81   	 -15.26		
 59.81   	 47.91   	 39.98   	 559.51		 28.75   	   5.09		
 62.26   	 54.32   	 42.22   	 595.11		 28.77   	  35.61		
 65.92   	 61.65   	 44.60   	 579.86		 28.91   	  76.30		
 70.50   	 70.19   	 46.92   	 569.68		 29.22   	 106.82		
 74.77   	 78.13   	 49.20   	 590.03		 29.64   	 116.99		
 78.13   	 84.84   	 51.56   	 574.77		 30.11   	 137.33		
 80.26   	 90.33   	 53.86   	 513.73		 30.66   	 147.51		
 81.79   	 95.21   	 55.91   	 483.21		 31.25   	 132.25		
 83.01   	100.10   	 57.84   	 467.95		 31.78   	 122.07		
 83.31   	104.37   	 59.71   	 417.09		 32.27   	 122.07		
 83.01   	108.03   	 61.38   	 356.05		 32.76   	  96.64		
 81.79   	111.08   	 62.81   	 310.27		 33.14   	  66.12		
 80.57   	114.14   	 64.05   	 274.67		 33.41   	  50.86		
 79.96   	117.49   	 65.15   	 223.80		 33.61   	  25.43		
 79.96   	121.46   	 66.04   	 183.11		 33.71   	   5.09		
 80.26   	125.73   	 66.77   	 147.51		 33.73(S)	 -15.26		
 80.26   	129.39   	 67.36   	  96.64		 33.67   	 -20.35		
 79.35   	132.45   	 67.75   	  61.04		 33.59   	 -35.61		
 78.13   	135.80   	 68.00   	  35.61		 33.45   	 -45.78		
 76.29   	138.85   	 68.14   	  10.17		 33.27   	 -45.78		
 74.46   	141.91   	 68.18(S)	 -30.52		 33.08   	 -55.95		
 72.33   	144.65   	 68.06   	 -50.86		 32.86   	 -66.12		
 69.58   	147.71   	 67.85   	 -81.38		 32.59   	 -76.30		
 67.14   	151.37   	 67.53   	 -96.64		 32.29   	 -76.30		
 65.61   	156.25   	 67.14   	 -91.56		 31.98   	 -71.21		
 65.31   	162.05   	 66.77   	 -96.64		 31.70   	 -71.21		
 65.00   	169.07   	 66.39   	 -91.56		 31.41   	 -66.12		
 63.48   	177.00   	 66.02   	 -96.64		 31.15   	 -61.04		
 61.04   	185.85   	 65.64   	-101.73		 30.91   	 -55.95		
 57.68   	195.01   	 65.23   	-116.99		 30.68   	 -50.86		
 54.93   	203.86   	 64.76   	-116.99		 30.48   	 -45.78		
 52.80   	209.05   	 64.29   	-111.90		 30.29   	 -45.78		
 50.66   	206.60   	 63.85   	-116.99		 30.11   	 -40.69		
 47.00   	193.48   	 63.38   	-127.16		 29.95   	 -30.52		
 40.89   	168.46   	 62.87   	-132.25		 29.83   	 -35.61		
 32.04   	132.75   	 62.34   	-122.07		 29.68   	 -40.69		
 21.36   	 90.94   	 61.85   	-116.99		 29.52   	 -40.69		
  9.46   	 47.61   	 61.38   	-116.99		 29.36   	 -35.61		
 -2.75   	  7.32   	 60.92   	 -91.56		 29.22   	 -20.35		
-14.04   	-27.47   	 60.55   	 -71.21		 29.14   	  -5.09		
-24.41   	-55.85   	 60.26   	-106.82		 29.11   	 -30.52		
-33.57   	-78.43   	 59.84   	-152.59		 28.99   	 -35.61		
-40.89   	-95.52   	 59.23   	 -91.56		 28.85   	 -25.43		
-46.69   	-108.34   	 58.86   	 -55.95		 28.75   	 -61.04		
-50.35   	-117.49   	 58.64   	 -86.47		 28.50   	 -96.64		
-52.80   	-123.60   	 58.29   	-122.07		 28.12   	 -91.56		
-54.32   	-127.87   	 57.80   	-106.82		 27.75   	-127.16		
-56.15   	-131.23   	 57.38   	 -91.56		 27.24   	-157.68		
-58.29   	-134.28   	 57.01   	-106.82		 26.61   	-167.85		
-60.73   	-137.33   	 56.58   	-106.82		 25.94   	-188.20		
-63.17   	-139.77   	 56.15   	-111.90		 25.19   	-213.63		
-65.00   	-140.99   	 55.71   	-101.73		 24.33   	-223.80		
-65.92   	-140.69   	 55.30   	 -96.64		 23.44   	-244.15		
-65.92   	-139.77   	 54.91   	 -91.56		 22.46   	-284.84		
-65.61   	-138.55   	 54.55   	 -76.30		 21.32   	-310.27		
-65.00   	-137.63   	 54.24   	 -86.47		 20.08   	-320.45		
-64.70   	-137.02   	 53.90   	 -96.64		 18.80   	-330.62		
-65.00   	-137.02   	 53.51   	 -96.64		 17.48   	-361.14		
-65.31   	-137.33   	 53.12   	 -91.56		 16.03   	-417.09		
-65.31   	-137.94   	 52.76   	-106.82		 14.36   	-417.09		
-64.70   	-137.94   	 52.33   	-137.33		 12.70   	-381.48		
-63.48   	-137.33   	 51.78   	-167.85		 11.17   	-361.14		
-61.95   	-136.72   	 51.11   	-198.37		  9.73   	-340.79		
-61.34   	-135.80   	 50.32   	-218.72		  8.36   	-300.10		
-61.04   	-134.89   	 49.44   	-244.15		  7.16   	-284.84		
-61.04   	-134.58   	 48.46   	-244.15		  6.02   	-244.15		
-61.04   	-134.28   	 47.49   	-244.15		  5.05   	-193.29		
-61.04   	-133.97   	 46.51   	-208.54		  4.27   	-162.77		
-59.81   	-133.06   	 45.68   	-157.68		  3.62   	-137.33		
-58.29   	-131.23   	 45.05   	-106.82		  3.07   	 -86.47		
-56.46   	-129.39   	 44.62   	 -76.30		  2.73   	 -55.95		
-55.54   	-127.26   	 44.31   	 -55.95		  2.50   	 -40.69		
-55.54   	-125.43   	 44.09   	 -40.69		  2.34   	 -20.35		
-55.85   	-123.90   	 43.93   	 -20.35		  2.26(D)	   5.09		
-54.93   	-122.38   	 43.85   	 -10.17		  2.28   	  20.35		
-52.19   	-120.24   	 43.80   	   0.00		  2.36   	  25.43		
-48.83   	-117.80   	 43.80   	 -15.26		  2.46   	  25.43		
-46.69   	-115.66   	 43.74   	 -20.35		  2.56   	  25.43		
-46.08   	-114.44   	 43.66   	 -35.61		  2.67   	  30.52		
-47.00   	-113.83   	 43.52   	 -45.78		  2.79   	  30.52		
-48.22   	-113.22   	 43.34   	 -50.86		  2.91   	  25.43		
-48.52   	-112.61   	 43.13   	 -50.86		  3.01   	  15.26		
-48.83   	-112.30   	 42.93   	 -61.04		  3.07   	  10.17		
-48.83   	-112.61   	 42.69   	 -55.95		  3.11   	  10.17		
-49.44   	-113.22   	 42.46   	 -55.95		  3.15   	   0.00		
-50.05   	-114.14   	 42.24   	 -50.86		  3.15   	   5.09		
-50.35   	-115.05   	 42.03   	 -50.86		  3.17   	   0.00		
-49.74   	-115.05   	 41.83   	 -30.52		  3.17   	 -10.17		
-49.44   	-115.05   	 41.71   	 -25.43		  3.13   	 -15.26		
-49.74   	-115.05   	 41.61   	 -30.52		  3.07   	 -15.26		
-50.66   	-115.66   	 41.49   	 -25.43		  3.01   	 -10.17		
-51.57   	-116.27   	 41.38   	 -20.35		  2.97   	 -20.35		
-52.49   	-116.58   	 41.30   	 -25.43		  2.89   	 -15.26		
-52.19   	-115.97   	 41.20   	 -30.52		  2.83   	  -5.09		
-50.96   	-114.75   	 41.08   	 -40.69		  2.81   	   0.00		
-49.74   	-113.53   	 40.92   	 -40.69		  2.81   	   5.09		
-49.13   	-112.61   	 40.75   	 -45.78		  2.83   	  20.35		
-49.13   	-112.30   	 40.57   	 -45.78		  2.91   	  30.52		
-49.74   	-112.30   	 40.39   	 -45.78		  3.03   	  45.78		
-50.05   	-112.00   	 40.20   	 -40.69		  3.21   	  55.95		
-49.44   	-111.39   	 40.04   	 -40.69		  3.44   	  71.21		
-47.61   	-109.25   	 39.88   	 -40.69		  3.72   	  76.30		
-44.86   	-104.68   	 39.72   	 -55.95		  4.03   	  86.47		
-41.20   	-98.27   	 39.49   	 -61.04		  4.37   	  86.47		
-36.01   	-90.03   	 39.25   	 -50.86		  4.72   	  81.38		
-28.99   	-82.09   	 39.04   	 -40.69		  5.05   	  81.38		
-18.92   	-75.99   	 38.88   	 -40.69		  5.37   	  76.30		
 -4.27   	-68.66   	 38.72   	 -50.86		  5.68   	  66.12		
 17.09   	-53.10   	 38.51   	 -55.95		  5.94   	  55.95		
 43.95   	-25.02   	 38.29   	 -40.69		  6.16   	  45.78		
 71.11   	 12.82   	 38.13   	 -45.78		  6.35   	  30.52		
 90.03   	 46.69   	 37.94   	 -50.86		  6.47   	  20.35		
 92.47   	 57.98   	 37.74   	 -45.78		  6.55   	  10.17		
 75.68   	 36.62   	 37.56   	 -30.52		  6.59   	  10.17		
 45.17   	-10.07   	 37.44   	 -35.61		  6.63   	   5.09		
  9.77   	-62.26   	 37.29   	 -45.78		  6.65   	  -5.09		
-21.97   	-100.40   	 37.11   	 -40.69		  6.63   	 -15.26		
-46.08   	-118.10   	 36.95   	 -35.61		  6.57   	 -15.26		
-61.65   	-121.46   	 36.81   	 -40.69		  6.51   	 -25.43		
-70.50   	-121.77   	 36.64   	 -35.61		  6.41   	 -30.52		
-73.55   	-124.51   	 36.50   	 -35.61		  6.29   	 -30.52		
-71.72   	-127.87   	 36.36   	 -40.69		  6.16   	 -20.35		
-68.05   	-128.48   	 36.20   	 -40.69		  6.08   	 -35.61		
-65.31   	-125.43   	 36.03   	 -45.78		  5.94   	 -40.69		
-64.39   	-121.77   	 35.85   	 -45.78		  5.78   	 -35.61		
-64.39   	-127.87   	 35.67   	 -40.69		  5.64   	 -45.78		
-59.20   	-163.57   	 35.50   	 -40.69		  5.45   	 -55.95		
-32.65   	-249.63   	 35.34   	 -40.69		  5.23   	 -45.78		
 49.44   	-357.97   	 35.18   	 -40.69		  5.05   	 -15.26		
221.25   	-372.62   	 35.02   	 -35.61		  4.98(E)	  20.35		
459.29   	-142.82   	 34.87   	 -30.52		  5.07   	  71.21		
646.97   	380.55   	 34.75   	 -20.35		  5.35   	 122.07		
633.85   	1045.23   	 34.67   	 -45.78		  5.84   	 427.26		
-129.09   	1521.61(R)	 34.49   	 -25.43		  7.55   	 269.58		
-556.34   	1005.25   	 34.38   	 -25.43		  8.63   	 289.93		
-712.89   	266.42   	 34.28   	 -30.52		  9.79   	 289.93		
-557.25   	-298.16   	 34.16   	 -40.69		 10.95   	 264.50		
-241.39   	-463.26   	 34.00   	 -45.78		 12.00   	 218.72		
 23.50   	-290.22   	 33.81   	 -40.69		 12.88   	 178.03		
115.97   	-28.69   	 33.65   	 -30.52		 13.59   	 132.25		
 60.12   	102.23   	 33.53   	 -40.69		 14.12   	  91.56		
-34.18   	 59.81   	 33.37   	 -35.61		 14.49   	  55.95		
-78.43   	-54.63   	 33.22   	 -35.61		 14.71   	  20.35		
-59.20   	-126.65   	 33.08   	 -25.43		 14.79   	 -10.17		
-16.17   	-119.02   	 32.98   	 -15.26		 14.75   	 -35.61		
 12.21   	-67.75   	 32.92   	 -15.26		 14.61   	 -55.95		
 13.73   	-25.33   	 32.86   	 -10.17		 14.38   	  -5.09		
 -0.31   	-16.78   	 32.82   	 -15.26		 14.36   	 142.42		
-13.12   	-32.04   	 32.76   	 -20.35		 14.93   	 218.72		
-14.34   	-47.61   	 32.68   	 -25.43		 15.81   	 213.63		
 -6.10   	-49.13   	 32.57   	 -30.52		 16.66   	 295.01		
  3.36   	-39.06   	 32.45   	 -25.43		 17.84   	 396.74		
  7.63   	-26.25   	 32.35   	 -25.43		 19.43   	 396.74		
  6.71   	-18.31   	 32.25   	 -30.52		 21.02   	 371.31		
  5.19   	-16.17   	 32.13   	 -35.61		 22.50   	 381.48		
  6.41   	-15.87   	 31.98   	 -10.17		 24.03   	 391.66		
 10.38   	-14.34   	 31.94   	  10.17		 25.60   	 361.14		
 15.87   	-10.07   	 31.98   	 -96.64		 27.04   	 528.99		
 24.72   	  2.75   	 31.60   	 -15.26		 29.16   	 172.94		
 27.77   	  7.93   	 31.54(D)	  20.35		 29.85   	  71.21		
 30.52   	 11.90   	 31.62   	   5.09		 30.13   	   0.00		
 32.96   	 15.26   	 31.64   	  30.52		 30.13   	 -61.04		
 35.40   	 18.92   	 31.76   	 106.82		 29.89   	-116.99		
 38.76   	 24.11   	 32.19   	 183.11		 29.42   	-157.68		
 42.42   	 30.52   	 32.92   	 249.24		 28.79   	-167.85		
 47.00   	 38.45   	 33.92   	 361.14		 28.12   	-147.51		
 51.88   	 46.08   	 35.36   	 447.61		 27.53   	-132.25		
 56.46   	 53.41   	 37.15   	 462.87		 27.00   	-106.82		
 60.12   	 59.20   	 39.00   	 503.56		 26.57   	 -45.78		
 63.17   	 64.09   	 41.02   	 569.68		 26.39   	   0.00		
 65.61   	 69.27   	 43.30   	 600.20		 26.39   	  35.61		
 69.27   	 75.38   	 45.70   	 595.11		 26.53   	  81.38		
 74.46   	 83.31   	 48.08   	 584.94		 26.86   	 122.07		
 79.96   	 91.55   	 50.42   	 590.03		 27.34   	 142.42		
 84.53   	 98.88   	 52.78   	 559.51		 27.91   	 157.68		
 86.98   	104.68   	 55.02   	 518.82		 28.55   	 157.68		
 87.28   	108.95   	 57.09   	 467.95		 29.18   	 147.51		
 87.28   	112.92   	 58.96   	 432.35		 29.77   	 137.33		
 88.20   	118.10   	 60.69   	 381.48		 30.32   	 111.90		
 89.42   	123.60   	 62.22   	 320.45		 30.76   	  76.30		
 90.03   	129.09   	 63.50   	 274.67		 31.07   	  55.95		
 89.72   	133.67   	 64.60   	 239.06		 31.29   	  30.52		
 88.81   	137.33   	 65.55   	 193.29		 31.41   	   5.09		
 88.50   	140.38   	 66.33   	 142.42		 31.43(S)	 -10.17		
 88.20   	143.13   	 66.90   	 116.99		 31.39   	 -30.52		
 88.20   	145.87   	 67.36   	  71.21		 31.27   	 -35.61		
 87.28   	148.93   	 67.65   	  30.52		 31.13   	 -50.86		
 85.14   	152.59   	 67.77(S)	  -5.09		 30.93   	 -66.12		
 82.40   	156.86   	 67.75   	 -30.52		 30.66   	 -61.04		
 79.65   	161.44   	 67.63   	 -50.86		 30.42   	 -76.30		
 77.21   	165.71   	 67.43   	 -71.21		 30.11   	 -81.38		
 75.07   	169.98   	 67.14   	 -86.47		 29.79   	 -91.56		
 72.94   	174.56   	 66.80   	 -96.64		 29.42   	 -91.56		
 70.19   	179.44   	 66.41   	 -96.64		 29.05   	 -91.56		
 66.83   	185.24   	 66.02   	-101.73		 28.69   	 -86.47		
 63.17   	192.87   	 65.62   	-111.90		 28.34   	 -81.38		
 60.42   	201.72   	 65.17   	-122.07		 28.02   	 -76.30		
 59.20   	212.10   	 64.68   	-111.90		 27.71   	 -66.12		
 59.81   	221.56   	 64.23   	-101.73		 27.45   	 -61.04		
 60.73   	227.36   	 63.82   	-116.99		 27.20   	 -50.86		
 59.81   	225.83   	 63.36   	-116.99		 27.00   	 -45.78		
 55.85   	213.62   	 62.89   	-116.99		 26.82   	 -45.78		
 47.91   	189.51   	 62.42   	-116.99		 26.63   	 -45.78		
 36.93   	154.42   	 61.95   	-122.07		 26.45   	 -55.95		
 23.50   	112.30   	 61.46   	-116.99		 26.23   	 -50.86		
  9.46   	 67.75   	 61.00   	-116.99		 26.02   	 -50.86		
 -4.88   	 26.25   	 60.53   	-116.99		 25.82   	 -66.12		
-18.62   	 -9.16   	 60.06   	-122.07		 25.55   	 -71.21		
-30.52   	-37.23   	 59.57   	-116.99		 25.27   	 -71.21		
